full_name,team_name,player_position,current_fpl_cost,playing_time_min_percentage,xg_per_90,xag_per_90,yellows_per_90,reds_per_90,clearances_blocks_interceptions_per_90,tackles_per_90,team_xg_per_90,team_xg_against_per_90,opponent_xg_per_90,opponent_xg_against_per_90,opponent_league_position,gameweek,is_at_home,team_league_position
Omar Alderete,Sunderland,Defender,41,96.67,0.06,0.03,0.18,0.0,8.53,0.9,1.04,1.63,1.69,1.49,9,28.0,0,12
Nordi Mukiele,Sunderland,Defender,46,96.31,0.07,0.1,0.17,0.0,6.99,2.37,1.04,1.63,1.69,1.49,9,28.0,0,12
Brian Brobbey,Sunderland,Forward,55,60.45,0.22,0.07,0.23,0.0,0.91,0.53,1.04,1.63,1.69,1.49,9,28.0,0,12
Bertrand Traoré,Sunderland,Midfielder,55,72.78,0.09,0.14,0.14,0.0,1.63,1.63,1.04,1.63,1.69,1.49,9,28.0,0,12
Guglielmo Vicario,Spurs,Goalkeeper,47,100.0,0.0,0.0,0.04,0.0,1.22,0.04,1.18,1.52,1.24,1.61,10,28.0,0,16
Pedro Porro Sauceda,Spurs,Defender,51,88.5,0.03,0.13,0.25,0.0,4.6,2.13,1.18,1.52,1.24,1.61,10,28.0,0,16
Cristian Romero,Spurs,Defender,50,90.69,0.09,0.09,0.42,0.11,6.79,2.79,1.18,1.52,1.24,1.61,10,28.0,0,16
Djed Spence,Spurs,Defender,42,86.21,0.05,0.1,0.21,0.0,3.1,1.65,1.18,1.52,1.24,1.61,10,28.0,0,16
Destiny Udogie,Spurs,Defender,43,67.69,0.02,0.08,0.23,0.0,2.38,2.15,1.18,1.52,1.24,1.61,10,28.0,0,16
Micky van de Ven,Spurs,Defender,45,99.69,0.1,0.04,0.24,0.0,5.71,1.17,1.18,1.52,1.24,1.61,10,28.0,0,16
Mohammed Kudus,Spurs,Midfielder,64,92.22,0.13,0.15,0.17,0.0,0.53,1.7,1.18,1.52,1.24,1.61,10,28.0,0,16
Rodrigo Bentancur,Spurs,Midfielder,53,80.0,0.05,0.05,0.31,0.0,4.41,2.37,1.18,1.52,1.24,1.61,10,28.0,0,16
Yves Bissouma,Spurs,Midfielder,52,62.22,0.04,0.0,0.54,0.0,5.39,3.77,1.18,1.52,1.24,1.61,10,28.0,0,16
Archie Gray,Spurs,Midfielder,48,68.17,0.12,0.05,0.43,0.0,4.25,0.8,1.18,1.52,1.24,1.61,10,28.0,0,16
Richarlison de Andrade,Spurs,Forward,63,63.94,0.4,0.15,0.28,0.0,3.19,1.04,1.18,1.52,1.24,1.61,10,28.0,0,16
João Maria Lobo Alves Palhares Costa Palhinha Gonçalves,Spurs,Midfielder,55,73.84,0.07,0.03,0.34,0.0,3.95,4.97,1.18,1.52,1.24,1.61,10,28.0,0,16
Xavi Simons,Spurs,Midfielder,65,78.73,0.1,0.25,0.24,0.06,1.36,1.79,1.18,1.52,1.24,1.61,10,28.0,0,16
Randal Kolo Muani,Spurs,Forward,69,65.79,0.15,0.06,0.16,0.0,1.24,1.57,1.18,1.52,1.24,1.61,10,28.0,0,16
Conor Gallagher,Spurs,Midfielder,54,92.41,0.18,0.07,0.0,0.0,2.28,1.9,1.18,1.52,1.24,1.61,10,28.0,0,16
Alphonse Areola,West Ham,Goalkeeper,43,100.0,0.0,0.0,0.0,0.0,1.5,0.0,1.29,1.88,1.84,1.3,6,28.0,0,18
El Hadji Malick Diouf,West Ham,Defender,40,91.75,0.02,0.1,0.21,0.0,6.02,1.45,1.29,1.88,1.84,1.3,6,28.0,0,18
Maximilian Kilman,West Ham,Defender,42,82.12,0.07,0.01,0.23,0.0,8.31,0.92,1.29,1.88,1.84,1.3,6,28.0,0,18
Konstantinos Mavropanos,West Ham,Defender,44,89.83,0.05,0.0,0.11,0.0,9.33,1.21,1.29,1.88,1.84,1.3,6,28.0,0,18
Nayef Aguerd,West Ham,Defender,44,100.0,0.04,0.0,0.0,0.0,7.0,0.5,1.29,1.88,1.84,1.3,6,28.0,0,18
Ollie Scarles,West Ham,Defender,43,61.48,0.03,0.13,0.14,0.0,5.92,3.99,1.29,1.88,1.84,1.3,6,28.0,0,18
Jean-Clair Todibo,West Ham,Defender,43,94.51,0.04,0.02,0.24,0.06,6.21,1.95,1.29,1.88,1.84,1.3,6,28.0,0,18
Aaron Wan-Bissaka,West Ham,Defender,41,96.23,0.0,0.06,0.12,0.0,6.67,1.39,1.29,1.88,1.84,1.3,6,28.0,0,18
Lucas Tolentino Coelho de Lima,West Ham,Midfielder,59,95.31,0.14,0.18,0.29,0.06,1.78,2.38,1.29,1.88,1.84,1.3,6,28.0,0,18
Crysencio Summerville,West Ham,Midfielder,57,86.36,0.22,0.08,0.16,0.0,1.99,1.5,1.29,1.88,1.84,1.3,6,28.0,0,18
Freddie Potts,West Ham,Midfielder,44,63.27,0.02,0.1,0.08,0.0,3.87,2.22,1.29,1.88,1.84,1.3,6,28.0,0,18
Jarrod Bowen,West Ham,Forward,76,99.84,0.27,0.13,0.11,0.0,1.67,1.26,1.29,1.88,1.84,1.3,6,28.0,0,18
Mads Hermansen,West Ham,Goalkeeper,42,100.0,0.0,0.0,0.0,0.0,1.86,0.0,1.29,1.88,1.84,1.3,6,28.0,0,18
Mateus Gonçalo Espanha Fernandes,West Ham,Midfielder,55,91.42,0.04,0.11,0.13,0.0,2.92,3.19,1.29,1.88,1.84,1.3,6,28.0,0,18
Valentín Castellanos,West Ham,Forward,55,92.22,0.45,0.06,0.31,0.0,1.91,0.64,1.29,1.88,1.84,1.3,6,28.0,0,18
Axel Disasi,West Ham,Defender,45,100.0,0.23,0.01,0.0,0.0,5.67,0.0,1.29,1.88,1.84,1.3,6,28.0,0,18
Sam Johnstone,Wolves,Goalkeeper,44,100.0,0.0,0.0,0.0,0.0,2.0,0.17,0.92,1.75,1.36,1.48,3,28.0,1,20
José Malheiro de Sá,Wolves,Goalkeeper,42,100.0,0.0,0.01,0.06,0.0,1.94,0.0,0.92,1.75,1.36,1.48,3,28.0,1,20
Emmanuel Agbadou,Wolves,Defender,42,86.75,0.04,0.01,0.08,0.08,7.61,2.62,0.92,1.75,1.36,1.48,3,28.0,1,20
Matt Doherty,Wolves,Defender,44,82.84,0.01,0.02,0.54,0.0,5.45,1.82,0.92,1.75,1.36,1.48,3,28.0,1,20
Hugo Bueno López,Wolves,Defender,43,78.04,0.03,0.13,0.05,0.0,4.21,2.56,0.92,1.75,1.36,1.48,3,28.0,1,20
Yerson Mosquera Valdelamar,Wolves,Defender,43,88.48,0.11,0.04,0.54,0.0,6.32,2.59,0.92,1.75,1.36,1.48,3,28.0,1,20
Santiago Ignacio Bueno,Wolves,Defender,44,96.43,0.05,0.02,0.16,0.0,5.34,2.12,0.92,1.75,1.36,1.48,3,28.0,1,20
Toti Gomes,Wolves,Defender,42,83.16,0.0,0.01,0.18,0.09,6.64,1.33,0.92,1.75,1.36,1.48,3,28.0,1,20
Ki-Jana Hoever,Wolves,Defender,38,60.69,0.0,0.07,0.0,0.0,5.74,2.77,0.92,1.75,1.36,1.48,3,28.0,1,20
Hwang Hee-chan,Wolves,Midfielder,56,65.28,0.19,0.08,0.23,0.0,1.73,0.63,0.92,1.75,1.36,1.48,3,28.0,1,20
André Trindade da Costa Neto,Wolves,Midfielder,52,82.8,0.01,0.04,0.43,0.0,3.14,2.61,0.92,1.75,1.36,1.48,3,28.0,1,20
Marshall Munetsi,Wolves,Midfielder,53,73.76,0.19,0.04,0.21,0.0,4.03,2.17,0.92,1.75,1.36,1.48,3,28.0,1,20
Jackson Tchatchoua,Wolves,Defender,44,62.76,0.0,0.1,0.19,0.0,4.04,1.52,0.92,1.75,1.36,1.48,3,28.0,1,20
Ladislav Krejcí,Wolves,Defender,45,94.49,0.07,0.04,0.1,0.05,6.4,1.02,0.92,1.75,1.36,1.48,3,28.0,1,20
Mateus Mané,Wolves,Forward,46,69.54,0.1,0.09,0.0,0.0,2.01,1.34,0.92,1.75,1.36,1.48,3,28.0,1,20
Adam Armstrong,Wolves,Forward,54,93.33,0.01,0.19,0.27,0.0,1.63,0.27,0.92,1.75,1.36,1.48,3,28.0,1,20
