full_name,team_name,player_position,current_fpl_cost,playing_time_min_percentage,xg_per_90,xag_per_90,blocks_per_90,yellows_per_90,reds_per_90,team_xg_per_90,team_xg_against_per_90,gameweek,is_at_home,team_league_position
Neco Williams,"""Nottham Forest""",Defender,47,100.0,0.07,0.06,1.3636363636363635,0.36363636363636365,0.0,1.16,1.435,21,0,17
Felipe Rodrigues da Silva,"""Nottham Forest""",Defender,43,44.3,0.01,0.0,1.4285714285714284,0.6122448979591836,0.0,1.16,1.435,21,0,17
Morgan Gibbs-White,"""Nottham Forest""",Midfielder,73,91.5,0.26,0.07,0.7920792079207921,0.0,0.0,1.16,1.435,21,0,17
Callum Hudson-Odoi,"""Nottham Forest""",Midfielder,57,57.6,0.09,0.26,0.4761904761904762,0.0,0.0,1.16,1.435,21,0,17
Elliot Anderson,"""Nottham Forest""",Midfielder,53,100.0,0.14,0.15,1.6363636363636365,0.18181818181818182,0.0,1.16,1.435,21,0,17
Ibrahim Sangaré,"""Nottham Forest""",Midfielder,49,50.6,0.11,0.01,1.25,0.35714285714285715,0.0,1.16,1.435,21,0,17
Chris Wood,"""Nottham Forest""",Forward,72,54.5,0.45,0.03,0.16666666666666666,0.0,0.0,1.16,1.435,21,0,17
Dan Ndoye,"""Nottham Forest""",Midfielder,55,76.2,0.04,0.11,0.9523809523809523,0.11904761904761904,0.0,1.16,1.435,21,0,17
Nicolò Savona,"""Nottham Forest""",Defender,45,43.5,0.16,0.03,0.8333333333333334,0.0,0.0,1.16,1.435,21,0,17
Daniel Ballard,Sunderland,Defender,46,58.8,0.15,0.11,1.3846153846153846,0.0,0.0,0.8099999999999999,1.3250000000000002,21,0,7
Trai Hume,Sunderland,Defender,45,98.8,0.04,0.04,1.0091743119266054,0.09174311926605504,0.0,0.8099999999999999,1.3250000000000002,21,0,7
Reinildo Mandava,Sunderland,Defender,38,66.9,0.01,0.0,0.4054054054054054,0.27027027027027023,0.13513513513513511,0.8099999999999999,1.3250000000000002,21,0,7
Enzo Le Fée,Sunderland,Midfielder,49,70.0,0.13,0.09,2.207792207792208,0.12987012987012986,0.0,0.8099999999999999,1.3250000000000002,21,0,7
Noah Sadiki,Sunderland,Midfielder,49,99.1,0.01,0.03,1.5596330275229358,0.36697247706422015,0.0,0.8099999999999999,1.3250000000000002,21,0,7
Chemsdine Talbi,Sunderland,Midfielder,49,59.7,0.15,0.04,0.6060606060606061,0.0,0.0,0.8099999999999999,1.3250000000000002,21,0,7
Wilson Isidor,Sunderland,Forward,53,67.9,0.33,0.0,0.5333333333333333,0.0,0.0,0.8099999999999999,1.3250000000000002,21,0,7
Granit Xhaka,Sunderland,Midfielder,52,100.0,0.03,0.14,1.1818181818181819,0.36363636363636365,0.0,0.8099999999999999,1.3250000000000002,21,0,7
Robin Roefs,Sunderland,Goalkeeper,49,100.0,0.0,0.02,0.0,0.09090909090909091,0.0,0.8099999999999999,1.3250000000000002,21,0,7
Omar Alderete,Sunderland,Defender,41,67.5,0.08,0.01,0.9459459459459459,0.13513513513513511,0.0,0.8099999999999999,1.3250000000000002,21,0,7
Nordi Mukiele,Sunderland,Defender,43,81.8,0.07,0.05,0.6666666666666666,0.1111111111111111,0.0,0.8099999999999999,1.3250000000000002,21,0,7
Guglielmo Vicario,Spurs,Goalkeeper,48,100.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.8950000000000001,1.255,21,0,13
Pedro Porro Sauceda,Spurs,Defender,52,87.4,0.01,0.13,1.0416666666666667,0.10416666666666667,0.0,0.8950000000000001,1.255,21,0,13
Cristian Romero,Spurs,Defender,50,75.6,0.05,0.02,1.4457831325301203,0.48192771084337344,0.0,0.8950000000000001,1.255,21,0,13
Djed Spence,Spurs,Defender,43,76.6,0.02,0.01,0.8333333333333333,0.23809523809523808,0.0,0.8950000000000001,1.255,21,0,13
Micky van de Ven,Spurs,Defender,45,98.9,0.14,0.01,0.8256880733944953,0.18348623853211007,0.0,0.8950000000000001,1.255,21,0,13
Mohammed Kudus,Spurs,Midfielder,64,88.4,0.15,0.2,0.6185567010309279,0.30927835051546393,0.0,0.8950000000000001,1.255,21,0,13
Rodrigo Bentancur,Spurs,Midfielder,53,66.4,0.05,0.07,1.6438356164383563,0.136986301369863,0.0,0.8950000000000001,1.255,21,0,13
Lucas Bergvall,Spurs,Midfielder,53,41.7,0.12,0.06,0.4347826086956522,0.2173913043478261,0.0,0.8950000000000001,1.255,21,0,13
Pape Matar Sarr,Spurs,Midfielder,45,57.9,0.12,0.1,0.78125,0.0,0.0,0.8950000000000001,1.255,21,0,13
Richarlison de Andrade,Spurs,Forward,64,64.1,0.3,0.19,0.4225352112676057,0.28169014084507044,0.0,0.8950000000000001,1.255,21,0,13
João Maria Lobo Alves Palhares Costa Palhinha Gonçalves,Spurs,Midfielder,55,87.0,0.07,0.01,1.0416666666666667,0.3125,0.0,0.8950000000000001,1.255,21,0,13
Xavi Simons,Spurs,Midfielder,65,53.7,0.06,0.1,1.5254237288135593,0.3389830508474576,0.0,0.8950000000000001,1.255,21,0,13
Alphonse Areola,West Ham,Goalkeeper,43,63.6,0.0,0.0,0.0,0.0,0.0,1.0150000000000001,1.685,21,1,18
El Hadji Malick Diouf,West Ham,Defender,40,95.5,0.02,0.07,0.9523809523809523,0.09523809523809523,0.0,1.0150000000000001,1.685,21,1,18
Maximilian Kilman,West Ham,Defender,42,100.0,0.05,0.02,1.4545454545454546,0.2727272727272727,0.0,1.0150000000000001,1.685,21,1,18
Konstantinos Mavropanos,West Ham,Defender,44,50.0,0.07,0.0,1.2727272727272727,0.18181818181818182,0.0,1.0150000000000001,1.685,21,1,18
Jean-Clair Todibo,West Ham,Defender,43,49.1,0.0,0.01,0.7407407407407407,0.18518518518518517,0.0,1.0150000000000001,1.685,21,1,18
Aaron Wan-Bissaka,West Ham,Defender,42,56.7,0.0,0.03,1.2903225806451613,0.0,0.0,1.0150000000000001,1.685,21,1,18
Lucas Tolentino Coelho de Lima,West Ham,Midfielder,59,96.8,0.18,0.1,1.6037735849056605,0.4716981132075472,0.0,1.0150000000000001,1.685,21,1,18
Tomáš Souček,West Ham,Midfielder,57,42.9,0.48,0.01,0.851063829787234,0.0,0.2127659574468085,1.0150000000000001,1.685,21,1,18
James Ward-Prowse,West Ham,Midfielder,56,41.7,0.03,0.2,1.0869565217391306,0.0,0.0,1.0150000000000001,1.685,21,1,18
Crysencio Summerville,West Ham,Midfielder,55,64.6,0.13,0.04,0.5633802816901409,0.4225352112676057,0.0,1.0150000000000001,1.685,21,1,18
Jarrod Bowen,West Ham,Forward,77,100.0,0.13,0.16,0.36363636363636365,0.0,0.0,1.0150000000000001,1.685,21,1,18
Kyle Walker-Peters,West Ham,Defender,42,47.5,0.22,0.02,1.346153846153846,0.1923076923076923,0.0,1.0150000000000001,1.685,21,1,18
Mateus Gonçalo Espanha Fernandes,West Ham,Midfielder,55,64.9,0.07,0.12,2.1126760563380285,0.14084507042253522,0.0,1.0150000000000001,1.685,21,1,18
Sam Johnstone,Wolves,Goalkeeper,44,63.6,0.0,0.0,0.0,0.0,0.0,0.945,1.3900000000000001,21,0,20
Emmanuel Agbadou,Wolves,Defender,42,56.7,0.06,0.02,1.7741935483870968,0.0,0.16129032258064516,0.945,1.3900000000000001,21,0,20
Hugo Bueno López,Wolves,Defender,43,80.2,0.02,0.12,0.9090909090909091,0.11363636363636363,0.0,0.945,1.3900000000000001,21,0,20
Santiago Ignacio Bueno,Wolves,Defender,44,67.2,0.11,0.01,1.2162162162162162,0.27027027027027023,0.0,0.945,1.3900000000000001,21,0,20
Toti Gomes,Wolves,Defender,42,53.0,0.01,0.02,0.1724137931034483,0.3448275862068966,0.1724137931034483,0.945,1.3900000000000001,21,0,20
André Trindade da Costa Neto,Wolves,Midfielder,53,71.2,0.0,0.01,1.4102564102564104,0.38461538461538464,0.0,0.945,1.3900000000000001,21,0,20
Jean-Ricner Bellegarde,Wolves,Midfielder,52,48.2,0.07,0.06,1.1320754716981132,0.18867924528301888,0.0,0.945,1.3900000000000001,21,0,20
Marshall Munetsi,Wolves,Midfielder,53,81.2,0.16,0.06,1.2359550561797752,0.2247191011235955,0.0,0.945,1.3900000000000001,21,0,20
Jørgen Strand Larsen,Wolves,Forward,61,71.4,0.2,0.05,0.5063291139240506,0.0,0.0,0.945,1.3900000000000001,21,0,20
Jhon Arias,Wolves,Midfielder,49,55.3,0.17,0.07,1.8032786885245902,0.0,0.0,0.945,1.3900000000000001,21,0,20
Jackson Tchatchoua,Wolves,Defender,44,52.7,0.04,0.03,1.5517241379310345,0.0,0.0,0.945,1.3900000000000001,21,0,20
Ladislav Krejcí,Wolves,Defender,45,72.7,0.12,0.08,1.625,0.125,0.0,0.945,1.3900000000000001,21,0,20
