full_name,team_name,player_position,current_fpl_cost,playing_time_min_percentage,xg_per_90,xag_per_90,blocks_per_90,yellows_per_90,reds_per_90,team_xg_per_90,team_xg_against_per_90,gameweek,is_at_home,team_league_position
Boubacar Kamara,Aston Villa,Midfielder,49,65.2,0.01,0.06,1.25,0.41666666666666663,0.0,1.165,1.43,21,0,2
Amadou Onana,Aston Villa,Midfielder,48,49.0,0.05,0.0,1.6666666666666665,0.37037037037037035,0.0,1.165,1.43,21,0,2
Ollie Watkins,Aston Villa,Forward,86,87.5,0.24,0.05,0.625,0.0,0.0,1.165,1.43,21,0,2
Evann Guessand,Aston Villa,Midfielder,62,42.7,0.08,0.02,1.9148936170212765,0.0,0.0,1.165,1.43,21,0,2
Kyle Walker,Burnley,Defender,44,100.0,0.01,0.04,1.8181818181818181,0.2727272727272727,0.0,0.8800000000000001,1.9299999999999997,21,1,19
Hjalmar Ekdal,Burnley,Defender,39,53.8,0.03,0.02,1.694915254237288,0.0,0.0,0.8800000000000001,1.9299999999999997,21,1,19
Maxime Estève,Burnley,Defender,39,99.1,0.02,0.03,1.3761467889908257,0.0,0.0,0.8800000000000001,1.9299999999999997,21,1,19
Quilindschy Hartman,Burnley,Defender,40,98.7,0.01,0.12,1.1926605504587156,0.09174311926605504,0.0,0.8800000000000001,1.9299999999999997,21,1,19
Axel Tuanzebe,Burnley,Defender,39,45.5,0.0,0.0,1.0,0.0,0.0,0.8800000000000001,1.9299999999999997,21,1,19
Jaidon Anthony,Burnley,Midfielder,51,89.5,0.22,0.05,1.4285714285714284,0.3061224489795918,0.0,0.8800000000000001,1.9299999999999997,21,1,19
Jacob Bruun Larsen,Burnley,Midfielder,53,42.0,0.05,0.14,0.6521739130434783,0.0,0.0,0.8800000000000001,1.9299999999999997,21,1,19
Josh Cullen,Burnley,Midfielder,50,95.2,0.06,0.08,1.8095238095238095,0.09523809523809523,0.0,0.8800000000000001,1.9299999999999997,21,1,19
Josh Laurent,Burnley,Midfielder,48,56.7,0.02,0.03,1.7741935483870968,0.16129032258064516,0.0,0.8800000000000001,1.9299999999999997,21,1,19
Loum Tchaouna,Burnley,Midfielder,49,44.4,0.08,0.02,0.6122448979591836,0.2040816326530612,0.0,0.8800000000000001,1.9299999999999997,21,1,19
Lyle Foster,Burnley,Forward,49,58.5,0.21,0.1,0.3125,0.3125,0.0,0.8800000000000001,1.9299999999999997,21,1,19
Martin Dúbravka,Burnley,Goalkeeper,40,100.0,0.0,0.0,0.0,0.0,0.0,0.8800000000000001,1.9299999999999997,21,1,19
Lesley Ugochukwu,Burnley,Midfielder,50,59.6,0.14,0.0,1.2121212121212122,0.30303030303030304,0.15151515151515152,0.8800000000000001,1.9299999999999997,21,1,19
Florentino Ibrain Morris Luís,Burnley,Midfielder,50,66.4,0.06,0.03,2.328767123287671,0.136986301369863,0.0,0.8800000000000001,1.9299999999999997,21,1,19
Đorđe Petrović,Bournemouth,Goalkeeper,45,100.0,0.0,0.0,0.0,0.09090909090909091,0.0,1.53,1.5100000000000002,21,1,15
Marcos Senesi Barón,Bournemouth,Defender,48,98.7,0.02,0.03,1.7431192660550459,0.27522935779816515,0.0,1.53,1.5100000000000002,21,1,15
Adrien Truffert,Bournemouth,Defender,45,97.2,0.02,0.07,1.4953271028037385,0.1869158878504673,0.0,1.53,1.5100000000000002,21,1,15
Justin Kluivert,Bournemouth,Midfielder,70,40.2,0.1,0.09,1.1363636363636362,0.45454545454545453,0.0,1.53,1.5100000000000002,21,1,15
Antoine Semenyo,Bournemouth,Midfielder,77,99.9,0.42,0.05,2.0,0.18181818181818182,0.0,1.53,1.5100000000000002,21,1,15
Marcus Tavernier,Bournemouth,Midfielder,56,86.5,0.14,0.17,0.9473684210526315,0.0,0.0,1.53,1.5100000000000002,21,1,15
Tyler Adams,Bournemouth,Midfielder,50,96.2,0.04,0.01,1.6037735849056605,0.37735849056603776,0.0,1.53,1.5100000000000002,21,1,15
David Brooks,Bournemouth,Midfielder,50,55.7,0.17,0.25,0.9836065573770493,0.49180327868852464,0.0,1.53,1.5100000000000002,21,1,15
Alex Scott,Bournemouth,Midfielder,50,73.5,0.07,0.06,0.7407407407407408,0.1234567901234568,0.0,1.53,1.5100000000000002,21,1,15
Francisco Evanilson de Lima Barbosa,Bournemouth,Forward,70,72.8,0.19,0.1,0.5,0.125,0.0,1.53,1.5100000000000002,21,1,15
Bafodé Diakité,Bournemouth,Defender,43,72.7,0.0,0.02,1.0,0.125,0.0,1.53,1.5100000000000002,21,1,15
Álex Jiménez Sánchez,Bournemouth,Defender,45,41.6,0.02,0.02,1.0869565217391306,0.8695652173913044,0.0,1.53,1.5100000000000002,21,1,15
Dango Ouattara,Brentford,Midfielder,58,64.7,0.36,0.1,1.971830985915493,0.28169014084507044,0.0,1.4,1.27,21,1,10
Caoimhín Kelleher,Brentford,Goalkeeper,45,100.0,0.0,0.0,0.0,0.09090909090909091,0.0,1.4,1.27,21,1,10
Nathan Collins,Brentford,Defender,49,100.0,0.03,0.08,1.6363636363636365,0.36363636363636365,0.0,1.4,1.27,21,1,10
Keane Lewis-Potter,Brentford,Defender,49,45.5,0.03,0.12,0.2,0.2,0.0,1.4,1.27,21,1,10
Michael Kayode,Brentford,Defender,45,96.2,0.01,0.14,0.8490566037735849,0.09433962264150944,0.0,1.4,1.27,21,1,10
Sepp van den Berg,Brentford,Defender,45,100.0,0.13,0.01,1.0,0.0,0.0,1.4,1.27,21,1,10
Kevin Schade,Brentford,Midfielder,71,92.9,0.3,0.11,0.5882352941176471,0.3921568627450981,0.0,1.4,1.27,21,1,10
Mikkel Damsgaard,Brentford,Midfielder,58,72.3,0.07,0.21,2.125,0.0,0.0,1.4,1.27,21,1,10
Jordan Henderson,Brentford,Midfielder,50,83.8,0.01,0.08,0.8695652173913044,0.32608695652173914,0.0,1.4,1.27,21,1,10
Gustavo Nunes Fernandes Gomes,Brentford,Midfielder,49,84.3,0.04,0.02,1.3978494623655913,0.3225806451612903,0.0,1.4,1.27,21,1,10
Yehor Yarmoliuk,Brentford,Midfielder,50,87.8,0.03,0.04,2.3711340206185567,0.10309278350515465,0.0,1.4,1.27,21,1,10
Igor Thiago Nascimento Rodrigues,Brentford,Forward,69,93.1,0.55,0.11,0.7843137254901962,0.29411764705882354,0.0,1.4,1.27,21,1,10
Bart Verbruggen,Brighton,Goalkeeper,45,100.0,0.0,0.01,0.0,0.0,0.0,1.5749999999999997,1.3749999999999998,21,0,8
Maxim De Cuyper,Brighton,Defender,43,41.9,0.16,0.08,1.0869565217391306,0.2173913043478261,0.0,1.5749999999999997,1.3749999999999998,21,0,8
Lewis Dunk,Brighton,Defender,45,100.0,0.05,0.0,0.6363636363636364,0.2727272727272727,0.0,1.5749999999999997,1.3749999999999998,21,0,8
Ferdi Kadıoğlu,Brighton,Defender,44,74.4,0.03,0.05,0.7317073170731708,0.3658536585365854,0.0,1.5749999999999997,1.3749999999999998,21,0,8
Jan Paul van Hecke,Brighton,Defender,45,100.0,0.06,0.01,1.9090909090909092,0.2727272727272727,0.0,1.5749999999999997,1.3749999999999998,21,0,8
Mitoma Kaoru,Brighton,Midfielder,61,51.3,0.13,0.19,0.8928571428571429,0.17857142857142858,0.0,1.5749999999999997,1.3749999999999998,21,0,8
Georginio Rutter,Brighton,Midfielder,56,68.5,0.05,0.24,1.0666666666666667,0.26666666666666666,0.0,1.5749999999999997,1.3749999999999998,21,0,8
Yankuba Minteh,Brighton,Midfielder,60,95.7,0.2,0.26,1.2380952380952381,0.0,0.0,1.5749999999999997,1.3749999999999998,21,0,8
Yasin Ayari,Brighton,Midfielder,48,88.1,0.1,0.03,0.5154639175257733,0.0,0.0,1.5749999999999997,1.3749999999999998,21,0,8
Carlos Baleba,Brighton,Midfielder,46,65.2,0.02,0.01,0.5555555555555556,0.5555555555555556,0.0,1.5749999999999997,1.3749999999999998,21,0,8
Diego Gómez Amarilla,Brighton,Midfielder,49,54.6,0.3,0.15,1.8333333333333333,0.3333333333333333,0.0,1.5749999999999997,1.3749999999999998,21,0,8
Mats Wieffer,Brighton,Midfielder,49,64.7,0.02,0.23,1.267605633802817,0.4225352112676057,0.0,1.5749999999999997,1.3749999999999998,21,0,8
Danny Welbeck,Brighton,Forward,63,71.9,0.53,0.04,0.5063291139240506,0.2531645569620253,0.0,1.5749999999999997,1.3749999999999998,21,0,8
Robert Lynch Sánchez,Chelsea,Goalkeeper,49,91.3,0.0,0.01,0.0,0.1,0.1,1.6300000000000001,1.3,21,0,5
Marc Cucurella Saseta,Chelsea,Defender,61,90.5,0.04,0.16,1.5,0.2,0.0,1.6300000000000001,1.3,21,0,5
Reece James,Chelsea,Defender,57,71.6,0.06,0.22,0.7594936708860759,0.2531645569620253,0.0,1.6300000000000001,1.3,21,0,5
Trevoh Chalobah,Chelsea,Defender,55,84.8,0.08,0.01,0.5376344086021505,0.2150537634408602,0.1075268817204301,1.6300000000000001,1.3,21,0,5
Malo Gusto,Chelsea,Defender,50,55.8,0.11,0.08,0.6557377049180328,0.3278688524590164,0.1639344262295082,1.6300000000000001,1.3,21,0,5
Pedro Lomba Neto,Chelsea,Midfielder,72,83.7,0.22,0.19,0.32608695652173914,0.0,0.0,1.6300000000000001,1.3,21,0,5
Enzo Fernández,Chelsea,Midfielder,64,88.9,0.47,0.26,0.8163265306122448,0.2040816326530612,0.0,1.6300000000000001,1.3,21,0,5
Moisés Caicedo Corozo,Chelsea,Midfielder,57,95.5,0.05,0.09,1.2380952380952381,0.19047619047619047,0.0,1.6300000000000001,1.3,21,0,5
João Pedro Junqueira de Jesus,Chelsea,Forward,72,93.9,0.37,0.23,0.7766990291262136,0.0,0.0,1.6300000000000001,1.3,21,0,5
Dean Henderson,Crystal Palace,Goalkeeper,51,100.0,0.0,0.0,0.0,0.09090909090909091,0.0,1.56,1.175,21,1,11
Daniel Muñoz Mejía,Crystal Palace,Defender,58,99.9,0.08,0.22,1.1818181818181819,0.2727272727272727,0.0,1.56,1.175,21,1,11
Maxence Lacroix,Crystal Palace,Defender,51,100.0,0.04,0.05,1.1818181818181819,0.09090909090909091,0.0,1.56,1.175,21,1,11
Tyrick Mitchell,Crystal Palace,Defender,50,99.9,0.04,0.07,1.6363636363636365,0.18181818181818182,0.0,1.56,1.175,21,1,11
Marc Guéhi,Crystal Palace,Defender,53,90.9,0.09,0.11,0.2,0.0,0.0,1.56,1.175,21,1,11
Chris Richards,Crystal Palace,Defender,44,100.0,0.03,0.03,1.5454545454545454,0.0,0.0,1.56,1.175,21,1,11
Ismaïla Sarr,Crystal Palace,Midfielder,64,79.9,0.42,0.07,0.9090909090909091,0.11363636363636363,0.0,1.56,1.175,21,1,11
Will Hughes,Crystal Palace,Midfielder,47,45.5,0.03,0.11,0.8,0.6,0.0,1.56,1.175,21,1,11
Daichi Kamada,Crystal Palace,Midfielder,50,76.5,0.08,0.11,0.9523809523809523,0.0,0.0,1.56,1.175,21,1,11
Adam Wharton,Crystal Palace,Midfielder,50,70.2,0.03,0.28,0.7792207792207793,0.12987012987012986,0.0,1.56,1.175,21,1,11
Jean-Philippe Mateta,Crystal Palace,Forward,76,96.9,0.76,0.03,0.5607476635514019,0.1869158878504673,0.0,1.56,1.175,21,1,11
Brennan Johnson,Crystal Palace,Midfielder,65,47.6,0.18,0.05,0.5769230769230769,0.3846153846153846,0.0,1.56,1.175,21,1,11
Yéremy Pino Santos,Crystal Palace,Midfielder,58,53.6,0.24,0.23,1.1864406779661016,0.3389830508474576,0.0,1.56,1.175,21,1,11
Kiernan Dewsbury-Hall,Everton,Midfielder,50,89.4,0.08,0.27,0.9183673469387754,0.5102040816326531,0.0,1.09,1.335,21,1,9
Jordan Pickford,Everton,Goalkeeper,56,100.0,0.0,0.0,0.0,0.0,0.0,1.09,1.335,21,1,9
James Tarkowski,Everton,Defender,56,100.0,0.05,0.04,1.9090909090909092,0.18181818181818182,0.0,1.09,1.335,21,1,9
Vitalii Mykolenko,Everton,Defender,49,72.2,0.01,0.05,1.6455696202531644,0.12658227848101264,0.0,1.09,1.335,21,1,9
Jake O'Brien,Everton,Defender,49,87.8,0.04,0.01,0.7216494845360826,0.0,0.0,1.09,1.335,21,1,9
Michael Keane,Everton,Defender,48,97.4,0.09,0.01,1.4018691588785048,0.0,0.0,1.09,1.335,21,1,9
Iliman Ndiaye,Everton,Midfielder,62,92.1,0.26,0.22,0.6930693069306931,0.19801980198019803,0.0,1.09,1.335,21,1,9
Idrissa Gana Gueye,Everton,Midfielder,54,95.9,0.1,0.03,1.0476190476190477,0.0,0.0,1.09,1.335,21,1,9
James Garner,Everton,Midfielder,51,100.0,0.09,0.1,1.6363636363636365,0.36363636363636365,0.0,1.09,1.335,21,1,9
Norberto Bercique Gomes Betuncal,Everton,Forward,50,61.5,0.61,0.06,0.5882352941176471,0.14705882352941177,0.0,1.09,1.335,21,1,9
Jack Grealish,Everton,Midfielder,65,83.4,0.13,0.35,1.1956521739130437,0.32608695652173914,0.0,1.09,1.335,21,1,9
Bernd Leno,Fulham,Goalkeeper,49,100.0,0.0,0.0,0.0,0.09090909090909091,0.0,1.075,1.265,21,1,12
Joachim Andersen,Fulham,Defender,46,86.0,0.05,0.07,0.5263157894736842,0.0,0.0,1.075,1.265,21,1,12
Calvin Bassey,Fulham,Defender,44,91.8,0.02,0.0,1.3861386138613863,0.297029702970297,0.0,1.075,1.265,21,1,12
Timothy Castagne,Fulham,Defender,43,40.2,0.1,0.04,1.1363636363636362,0.0,0.0,1.075,1.265,21,1,12
Kenny Tete,Fulham,Defender,45,72.6,0.02,0.03,0.75,0.125,0.0,1.075,1.265,21,1,12
Alex Iwobi,Fulham,Midfielder,63,90.7,0.06,0.19,0.8,0.2,0.0,1.075,1.265,21,1,12
Ryan Sessegnon,Fulham,Midfielder,54,84.4,0.07,0.09,1.2903225806451613,0.0,0.0,1.075,1.265,21,1,12
Harry Wilson,Fulham,Midfielder,58,66.1,0.15,0.04,0.4109589041095891,0.136986301369863,0.0,1.075,1.265,21,1,12
Sander Berge,Fulham,Midfielder,49,96.8,0.05,0.05,1.0377358490566038,0.18867924528301888,0.0,1.075,1.265,21,1,12
Saša Lukić,Fulham,Midfielder,49,68.3,0.2,0.15,1.6,0.6666666666666666,0.0,1.075,1.265,21,1,12
Josh King,Fulham,Midfielder,45,66.8,0.11,0.03,1.5068493150684932,0.273972602739726,0.0,1.075,1.265,21,1,12
Raúl Jiménez Rodríguez,Fulham,Forward,62,45.7,0.29,0.08,0.4,0.0,0.0,1.075,1.265,21,1,12
Karl Darlow,Leeds,Goalkeeper,39,45.5,0.0,0.0,0.0,0.0,0.0,1.3399999999999999,1.33,21,0,16
Jayden Bogle,Leeds,Defender,44,96.8,0.06,0.02,0.6603773584905661,0.18867924528301888,0.0,1.3399999999999999,1.33,21,0,16
Pascal Struijk,Leeds,Defender,43,73.6,0.1,0.01,0.617283950617284,0.1234567901234568,0.0,1.3399999999999999,1.33,21,0,16
Gabriel Gudmundsson,Leeds,Defender,38,92.0,0.02,0.13,0.9900990099009901,0.09900990099009901,0.0,1.3399999999999999,1.33,21,0,16
Joe Rodon,Leeds,Defender,39,100.0,0.06,0.01,0.8181818181818182,0.0,0.0,1.3399999999999999,1.33,21,0,16
Brenden Aaronson,Leeds,Midfielder,54,71.8,0.21,0.17,1.7721518987341771,0.12658227848101264,0.0,1.3399999999999999,1.33,21,0,16
Ethan Ampadu,Leeds,Midfielder,49,79.5,0.05,0.01,0.8045977011494253,0.3448275862068966,0.0,1.3399999999999999,1.33,21,0,16
Sean Longstaff,Leeds,Midfielder,48,79.6,0.08,0.2,1.7045454545454544,0.11363636363636363,0.0,1.3399999999999999,1.33,21,0,16
Anton Stach,Leeds,Midfielder,49,80.7,0.1,0.12,1.1235955056179774,0.11235955056179775,0.0,1.3399999999999999,1.33,21,0,16
Lucas Estella Perri,Leeds,Goalkeeper,45,54.5,0.0,0.0,0.0,0.16666666666666666,0.0,1.3399999999999999,1.33,21,0,16
Dominic Calvert-Lewin,Leeds,Forward,59,62.0,0.31,0.13,0.5882352941176471,0.0,0.0,1.3399999999999999,1.33,21,0,16
Noah Okafor,Leeds,Midfielder,55,52.2,0.24,0.11,0.5263157894736842,0.3508771929824561,0.0,1.3399999999999999,1.33,21,0,16
Alisson Becker,Liverpool,Goalkeeper,54,54.5,0.0,0.0,0.0,0.0,0.0,1.505,1.125,21,0,4
Giorgi Mamardashvili,Liverpool,Goalkeeper,42,45.5,0.0,0.0,0.0,0.0,0.0,1.505,1.125,21,0,4
Milos Kerkez,Liverpool,Defender,56,70.2,0.1,0.07,0.6493506493506493,0.38961038961038963,0.0,1.505,1.125,21,0,4
Virgil van Dijk,Liverpool,Defender,59,100.0,0.04,0.01,1.2727272727272727,0.18181818181818182,0.0,1.505,1.125,21,0,4
Ibrahima Konaté,Liverpool,Defender,54,93.1,0.07,0.05,0.9803921568627452,0.19607843137254904,0.0,1.505,1.125,21,0,4
Conor Bradley,Liverpool,Defender,50,53.5,0.01,0.05,2.0338983050847457,0.6779661016949152,0.0,1.505,1.125,21,0,4
Mohamed Salah,Liverpool,Midfielder,140,99.3,0.33,0.16,0.4587155963302752,0.09174311926605504,0.0,1.505,1.125,21,0,4
Florian Wirtz,Liverpool,Midfielder,82,69.6,0.17,0.15,1.5584415584415585,0.12987012987012986,0.0,1.505,1.125,21,0,4
Cody Gakpo,Liverpool,Midfielder,73,83.7,0.35,0.32,1.1956521739130437,0.0,0.0,1.505,1.125,21,0,4
Alexis Mac Allister,Liverpool,Midfielder,62,64.4,0.09,0.19,1.4084507042253522,0.14084507042253522,0.0,1.505,1.125,21,0,4
Dominik Szoboszlai,Liverpool,Midfielder,66,100.0,0.12,0.13,0.9090909090909091,0.36363636363636365,0.0,1.505,1.125,21,0,4
Ryan Gravenberch,Liverpool,Midfielder,57,78.9,0.07,0.08,0.4597701149425288,0.2298850574712644,0.0,1.505,1.125,21,0,4
Hugo Ekitiké,Liverpool,Forward,91,63.8,0.33,0.07,0.42857142857142855,0.0,0.0,1.505,1.125,21,0,4
Joško Gvardiol,Man City,Defender,61,61.5,0.02,0.05,1.3235294117647058,0.0,0.0,1.8050000000000002,1.0100000000000002,21,1,3
Matheus Nunes,Man City,Defender,54,70.1,0.03,0.03,1.0389610389610389,0.12987012987012986,0.0,1.8050000000000002,1.0100000000000002,21,1,3
Rúben dos Santos Gato Alves Dias,Man City,Defender,57,91.5,0.01,0.0,1.188118811881188,0.0,0.0,1.8050000000000002,1.0100000000000002,21,1,3
Nico O'Reilly,Man City,Defender,53,69.3,0.13,0.1,1.1842105263157896,0.2631578947368421,0.0,1.8050000000000002,1.0100000000000002,21,1,3
Phil Foden,Man City,Midfielder,89,71.9,0.15,0.16,0.37974683544303794,0.37974683544303794,0.0,1.8050000000000002,1.0100000000000002,21,1,3
Bernardo Mota Veiga de Carvalho e Silva,Man City,Midfielder,62,65.1,0.01,0.27,0.6944444444444444,0.2777777777777778,0.0,1.8050000000000002,1.0100000000000002,21,1,3
Jérémy Doku,Man City,Midfielder,64,62.7,0.15,0.54,0.2898550724637681,0.0,0.0,1.8050000000000002,1.0100000000000002,21,1,3
Nico González Iglesias,Man City,Midfielder,59,65.5,0.04,0.05,0.8333333333333333,0.41666666666666663,0.0,1.8050000000000002,1.0100000000000002,21,1,3
Oscar Bobb,Man City,Midfielder,51,45.9,0.07,0.13,1.4,0.0,0.0,1.8050000000000002,1.0100000000000002,21,1,3
Tijjani Reijnders,Man City,Midfielder,52,76.6,0.18,0.17,0.11904761904761904,0.23809523809523808,0.0,1.8050000000000002,1.0100000000000002,21,1,3
Erling Haaland,Man City,Forward,151,95.4,1.05,0.11,0.19047619047619047,0.0,0.0,1.8050000000000002,1.0100000000000002,21,1,3
Gianluigi Donnarumma,Man City,Goalkeeper,57,72.7,0.0,0.0,0.0,0.25,0.0,1.8050000000000002,1.0100000000000002,21,1,3
Bryan Mbeumo,Man Utd,Midfielder,81,96.5,0.3,0.23,0.8490566037735849,0.0,0.0,1.6849999999999998,1.265,21,0,6
Altay Bayındır,Man Utd,Goalkeeper,48,54.5,0.0,0.04,0.0,0.0,0.0,1.6849999999999998,1.265,21,0,6
Matthijs de Ligt,Man Utd,Defender,49,100.0,0.09,0.05,1.0,0.0,0.0,1.6849999999999998,1.265,21,0,6
Diogo Dalot Teixeira,Man Utd,Defender,45,60.0,0.01,0.16,0.4545454545454546,0.0,0.0,1.6849999999999998,1.265,21,0,6
Patrick Dorgu,Man Utd,Defender,42,63.2,0.08,0.16,0.8571428571428571,0.5714285714285714,0.0,1.6849999999999998,1.265,21,0,6
Luke Shaw,Man Utd,Defender,45,94.2,0.01,0.01,1.25,0.0,0.0,1.6849999999999998,1.265,21,0,6
Leny Yoro,Man Utd,Defender,42,64.8,0.04,0.0,0.7042253521126761,0.0,0.0,1.6849999999999998,1.265,21,0,6
Bruno Borges Fernandes,Man Utd,Midfielder,91,99.0,0.43,0.21,0.6422018348623852,0.18348623853211007,0.0,1.6849999999999998,1.265,21,0,6
Matheus Santos Carneiro da Cunha,Man Utd,Midfielder,82,69.0,0.22,0.08,1.0526315789473684,0.0,0.0,1.6849999999999998,1.265,21,0,6
Amad Diallo,Man Utd,Midfielder,63,76.2,0.25,0.2,0.8333333333333333,0.11904761904761904,0.0,1.6849999999999998,1.265,21,0,6
Carlos Henrique Casimiro,Man Utd,Midfielder,55,62.0,0.2,0.1,1.7647058823529411,0.7352941176470589,0.14705882352941177,1.6849999999999998,1.265,21,0,6
Benjamin Sesko,Man Utd,Forward,72,62.7,0.3,0.05,0.7246376811594203,0.14492753623188406,0.0,1.6849999999999998,1.265,21,0,6
Senne Lammens,Man Utd,Goalkeeper,50,45.5,0.0,0.0,0.0,0.0,0.0,1.6849999999999998,1.265,21,0,6
Nick Pope,Newcastle,Goalkeeper,51,98.6,0.0,0.0,0.0,0.09259259259259259,0.0,1.335,1.0350000000000001,21,1,14
Fabian Schär,Newcastle,Defender,53,42.9,0.02,0.02,1.4893617021276595,0.0,0.0,1.335,1.0350000000000001,21,1,14
Sven Botman,Newcastle,Defender,49,64.8,0.02,0.08,1.4084507042253522,0.0,0.0,1.335,1.0350000000000001,21,1,14
Dan Burn,Newcastle,Defender,50,98.2,0.0,0.01,0.8333333333333333,0.4629629629629629,0.09259259259259259,1.335,1.0350000000000001,21,1,14
Tino Livramento,Newcastle,Defender,49,53.1,0.0,0.03,0.1724137931034483,0.0,0.0,1.335,1.0350000000000001,21,1,14
Kieran Trippier,Newcastle,Defender,49,70.6,0.0,0.1,1.4102564102564104,0.12820512820512822,0.0,1.335,1.0350000000000001,21,1,14
Anthony Gordon,Newcastle,Midfielder,74,46.3,0.27,0.19,0.5882352941176471,0.0,0.19607843137254904,1.335,1.0350000000000001,21,1,14
Anthony Elanga,Newcastle,Midfielder,65,42.1,0.17,0.13,0.2173913043478261,0.0,0.0,1.335,1.0350000000000001,21,1,14
Harvey Barnes,Newcastle,Midfielder,61,47.5,0.24,0.17,0.7692307692307692,0.0,0.0,1.335,1.0350000000000001,21,1,14
Bruno Guimarães Rodriguez Moura,Newcastle,Midfielder,71,90.3,0.16,0.06,0.30303030303030304,0.30303030303030304,0.0,1.335,1.0350000000000001,21,1,14
Jacob Murphy,Newcastle,Midfielder,60,57.4,0.36,0.19,1.746031746031746,0.0,0.0,1.335,1.0350000000000001,21,1,14
Joelinton Cássio Apolinário de Lira,Newcastle,Midfielder,59,65.4,0.09,0.12,1.25,0.2777777777777778,0.0,1.335,1.0350000000000001,21,1,14
Sandro Tonali,Newcastle,Midfielder,53,87.9,0.05,0.17,1.5463917525773196,0.0,0.0,1.335,1.0350000000000001,21,1,14
Malick Thiaw,Newcastle,Defender,50,63.9,0.1,0.04,1.7142857142857142,0.14285714285714285,0.0,1.335,1.0350000000000001,21,1,14
Nick Woltemade,Newcastle,Forward,74,61.8,0.44,0.04,0.29411764705882354,0.0,0.0,1.335,1.0350000000000001,21,1,14
Matz Sels,"""Nottham Forest""",Goalkeeper,46,100.0,0.0,0.0,0.0,0.09090909090909091,0.0,1.16,1.435,21,0,17
Nikola Milenković,"""Nottham Forest""",Defender,51,100.0,0.05,0.03,0.8181818181818182,0.09090909090909091,0.0,1.16,1.435,21,0,17
Murillo Costa dos Santos,"""Nottham Forest""",Defender,52,65.6,0.01,0.0,1.5277777777777777,0.2777777777777778,0.0,1.16,1.435,21,0,17
