full_name,team_name,player_position,current_fpl_cost,playing_time_min_percentage,xg_per_90,xag_per_90,yellows_per_90,reds_per_90,clearances_blocks_interceptions_per_90,tackles_per_90,team_xg_per_90,team_xg_against_per_90,opponent_xg_per_90,opponent_xg_against_per_90,opponent_league_position,gameweek,is_at_home,team_league_position
Nico González Iglesias,Man City,Midfielder,59,73.28,0.03,0.05,0.39,0.0,4.4,2.36,1.99,1.19,1.21,1.69,17,29.0,1,2
Tijjani Reijnders,Man City,Midfielder,50,66.09,0.27,0.18,0.12,0.0,1.77,0.61,1.99,1.19,1.21,1.69,17,29.0,1,2
Erling Haaland,Man City,Forward,147,92.96,0.9,0.19,0.04,0.0,1.57,0.52,1.99,1.19,1.21,1.69,17,29.0,1,2
Gianluigi Donnarumma,Man City,Goalkeeper,56,100.0,0.0,0.0,0.24,0.0,1.4,0.0,1.99,1.19,1.21,1.69,17,29.0,1,2
Max Alleyne,Man City,Defender,40,76.67,0.25,0.02,0.0,0.0,5.33,2.0,1.99,1.19,1.21,1.69,17,29.0,1,2
Bryan Mbeumo,Man Utd,Midfielder,87,96.96,0.41,0.19,0.13,0.0,0.64,0.78,1.91,1.25,1.62,1.36,13,29.0,0,3
Altay Bayındır,Man Utd,Goalkeeper,47,100.0,0.0,0.05,0.0,0.0,1.17,0.0,1.91,1.25,1.62,1.36,13,29.0,0,3
Matthijs de Ligt,Man Utd,Defender,49,100.0,0.1,0.03,0.0,0.0,6.77,1.46,1.91,1.25,1.62,1.36,13,29.0,0,3
Lisandro Martínez,Man Utd,Defender,48,70.56,0.01,0.04,0.0,0.0,6.27,1.19,1.91,1.25,1.62,1.36,13,29.0,0,3
Diogo Dalot Teixeira,Man Utd,Defender,46,87.01,0.07,0.13,0.22,0.0,4.28,1.69,1.91,1.25,1.62,1.36,13,29.0,0,3
Patrick Dorgu,Man Utd,Defender,42,67.02,0.14,0.18,0.34,0.0,3.25,3.18,1.91,1.25,1.62,1.36,13,29.0,0,3
Harry Maguire,Man Utd,Defender,44,70.89,0.09,0.02,0.19,0.0,6.69,0.86,1.91,1.25,1.62,1.36,13,29.0,0,3
Luke Shaw,Man Utd,Defender,45,95.6,0.01,0.05,0.15,0.0,3.48,2.01,1.91,1.25,1.62,1.36,13,29.0,0,3
Bruno Borges Fernandes,Man Utd,Midfielder,100,96.98,0.4,0.45,0.12,0.0,2.24,1.62,1.91,1.25,1.62,1.36,13,29.0,0,3
Matheus Santos Carneiro da Cunha,Man Utd,Midfielder,80,80.27,0.24,0.12,0.05,0.0,1.44,1.49,1.91,1.25,1.62,1.36,13,29.0,0,3
Amad Diallo,Man Utd,Midfielder,62,87.63,0.24,0.21,0.1,0.0,1.93,1.62,1.91,1.25,1.62,1.36,13,29.0,0,3
Carlos Henrique Casimiro,Man Utd,Midfielder,56,83.93,0.23,0.11,0.27,0.05,3.83,3.03,1.91,1.25,1.62,1.36,13,29.0,0,3
Senne Lammens,Man Utd,Goalkeeper,50,100.0,0.0,0.0,0.0,0.0,0.95,0.05,1.91,1.25,1.62,1.36,13,29.0,0,3
Nick Pope,Newcastle,Goalkeeper,51,99.6,0.01,0.0,0.05,0.0,1.46,0.05,1.62,1.36,1.91,1.25,3,29.0,1,13
Lewis Hall,Newcastle,Defender,53,77.67,0.05,0.11,0.12,0.0,5.35,2.68,1.62,1.36,1.91,1.25,3,29.0,1,13
Fabian Schär,Newcastle,Defender,52,76.11,0.08,0.01,0.08,0.0,8.35,1.16,1.62,1.36,1.91,1.25,3,29.0,1,13
Sven Botman,Newcastle,Defender,49,78.89,0.09,0.05,0.08,0.0,8.15,0.76,1.62,1.36,1.91,1.25,3,29.0,1,13
Dan Burn,Newcastle,Defender,50,90.61,0.01,0.02,0.39,0.06,7.4,1.61,1.62,1.36,1.91,1.25,3,29.0,1,13
Tino Livramento,Newcastle,Defender,49,89.23,0.01,0.05,0.09,0.0,3.35,1.63,1.62,1.36,1.91,1.25,3,29.0,1,13
Kieran Trippier,Newcastle,Defender,49,91.53,0.01,0.11,0.14,0.0,2.9,1.24,1.62,1.36,1.91,1.25,3,29.0,1,13
Anthony Gordon,Newcastle,Midfielder,72,77.98,0.36,0.21,0.17,0.06,0.8,0.86,1.62,1.36,1.91,1.25,3,29.0,1,13
Bruno Guimarães Rodriguez Moura,Newcastle,Midfielder,68,97.68,0.26,0.14,0.22,0.0,1.92,2.23,1.62,1.36,1.91,1.25,3,29.0,1,13
Joelinton Cássio Apolinário de Lira,Newcastle,Midfielder,59,78.94,0.11,0.11,0.42,0.0,3.4,2.0,1.62,1.36,1.91,1.25,3,29.0,1,13
Sandro Tonali,Newcastle,Midfielder,53,79.05,0.06,0.1,0.14,0.0,2.54,1.34,1.62,1.36,1.91,1.25,3,29.0,1,13
Lewis Miley,Newcastle,Midfielder,44,64.91,0.11,0.14,0.0,0.0,3.34,1.91,1.62,1.36,1.91,1.25,3,29.0,1,13
Aaron Ramsdale,Newcastle,Goalkeeper,48,86.98,0.0,0.01,0.0,0.0,0.81,0.0,1.62,1.36,1.91,1.25,3,29.0,1,13
Malick Thiaw,Newcastle,Defender,50,94.4,0.2,0.04,0.13,0.0,7.82,1.19,1.62,1.36,1.91,1.25,3,29.0,1,13
Nick Woltemade,Newcastle,Forward,68,69.96,0.44,0.07,0.0,0.0,1.35,1.06,1.62,1.36,1.91,1.25,3,29.0,1,13
Oleksandr Zinchenko,"""Nottham Forest""",Defender,49,77.11,0.02,0.12,0.0,0.0,3.58,2.56,1.21,1.69,1.99,1.19,2,29.0,0,17
Stefan Ortega Moreno,"""Nottham Forest""",Goalkeeper,47,100.0,0.0,0.0,0.0,0.0,0.33,0.0,1.21,1.69,1.99,1.19,2,29.0,0,17
Matz Sels,"""Nottham Forest""",Goalkeeper,46,93.76,0.0,0.0,0.05,0.0,1.07,0.05,1.21,1.69,1.99,1.19,2,29.0,0,17
Nikola Milenković,"""Nottham Forest""",Defender,51,100.0,0.02,0.0,0.18,0.0,7.5,0.71,1.21,1.69,1.99,1.19,2,29.0,0,17
Murillo Costa dos Santos,"""Nottham Forest""",Defender,52,96.17,0.02,0.01,0.16,0.0,7.91,1.56,1.21,1.69,1.99,1.19,2,29.0,0,17
Ola Aina,"""Nottham Forest""",Defender,47,97.69,0.03,0.02,0.26,0.0,5.66,1.12,1.21,1.69,1.99,1.19,2,29.0,0,17
Neco Williams,"""Nottham Forest""",Defender,47,96.79,0.05,0.12,0.15,0.04,4.21,2.84,1.21,1.69,1.99,1.19,2,29.0,0,17
Jair Paula da Cunha Filho,"""Nottham Forest""",Defender,42,67.78,0.1,0.0,0.0,0.0,7.98,2.18,1.21,1.69,1.99,1.19,2,29.0,0,17
Felipe Rodrigues da Silva,"""Nottham Forest""",Defender,43,74.13,0.14,0.0,0.39,0.0,7.11,2.31,1.21,1.69,1.99,1.19,2,29.0,0,17
Zach Abbott,"""Nottham Forest""",Defender,38,65.0,0.0,0.0,0.0,0.0,6.0,1.5,1.21,1.69,1.99,1.19,2,29.0,0,17
Morgan Gibbs-White,"""Nottham Forest""",Midfielder,73,95.95,0.28,0.11,0.04,0.0,1.47,0.53,1.21,1.69,1.99,1.19,2,29.0,0,17
Callum Hudson-Odoi,"""Nottham Forest""",Midfielder,57,69.36,0.16,0.18,0.0,0.0,1.12,0.67,1.21,1.69,1.99,1.19,2,29.0,0,17
Elliot Anderson,"""Nottham Forest""",Midfielder,54,99.6,0.08,0.09,0.18,0.0,2.73,2.8,1.21,1.69,1.99,1.19,2,29.0,0,17
Ibrahim Sangaré,"""Nottham Forest""",Midfielder,49,84.67,0.09,0.07,0.18,0.0,3.73,2.65,1.21,1.69,1.99,1.19,2,29.0,0,17
Chris Wood,"""Nottham Forest""",Forward,72,77.78,0.33,0.03,0.0,0.0,1.0,0.17,1.21,1.69,1.99,1.19,2,29.0,0,17
Igor Jesus Maciel da Cruz,"""Nottham Forest""",Forward,58,67.28,0.25,0.07,0.0,0.0,1.36,0.97,1.21,1.69,1.99,1.19,2,29.0,0,17
Dan Ndoye,"""Nottham Forest""",Midfielder,55,60.05,0.09,0.12,0.08,0.0,1.86,1.78,1.21,1.69,1.99,1.19,2,29.0,0,17
John Victor Maciel Furtado,"""Nottham Forest""",Goalkeeper,40,97.78,0.0,0.0,0.2,0.0,0.82,0.0,1.21,1.69,1.99,1.19,2,29.0,0,17
Nicolò Savona,"""Nottham Forest""",Defender,45,82.22,0.11,0.05,0.17,0.0,3.25,1.76,1.21,1.69,1.99,1.19,2,29.0,0,17
Daniel Ballard,Sunderland,Defender,46,85.6,0.18,0.07,0.15,0.0,9.63,1.36,1.04,1.64,1.53,1.57,15,29.0,0,12
Trai Hume,Sunderland,Defender,45,92.02,0.08,0.05,0.27,0.0,4.09,2.07,1.04,1.64,1.53,1.57,15,29.0,0,12
Reinildo Mandava,Sunderland,Defender,38,93.53,0.01,0.02,0.38,0.06,5.99,1.7,1.04,1.64,1.53,1.57,15,29.0,0,12
Jenson Seelt,Sunderland,Defender,40,75.0,0.0,0.0,0.0,0.0,5.41,2.71,1.04,1.64,1.53,1.57,15,29.0,0,12
Habib Diarra,Sunderland,Midfielder,53,85.76,0.14,0.02,0.32,0.0,1.51,0.97,1.04,1.64,1.53,1.57,15,29.0,0,12
Enzo Le Fée,Sunderland,Midfielder,50,91.77,0.18,0.1,0.2,0.0,2.49,2.53,1.04,1.64,1.53,1.57,15,29.0,0,12
Noah Sadiki,Sunderland,Midfielder,49,98.45,0.02,0.02,0.26,0.0,3.07,1.56,1.04,1.64,1.53,1.57,15,29.0,0,12
Chemsdine Talbi,Sunderland,Midfielder,49,61.01,0.11,0.04,0.0,0.0,1.18,0.63,1.04,1.64,1.53,1.57,15,29.0,0,12
Granit Xhaka,Sunderland,Midfielder,51,95.14,0.02,0.13,0.18,0.0,4.64,1.58,1.04,1.64,1.53,1.57,15,29.0,0,12
Robin Roefs,Sunderland,Goalkeeper,49,100.0,0.0,0.03,0.11,0.0,1.18,0.0,1.04,1.64,1.53,1.57,15,29.0,0,12
Omar Alderete,Sunderland,Defender,41,96.81,0.05,0.02,0.17,0.0,8.9,1.04,1.04,1.64,1.53,1.57,15,29.0,0,12
Nordi Mukiele,Sunderland,Defender,45,96.31,0.07,0.1,0.17,0.0,6.99,2.37,1.04,1.64,1.53,1.57,15,29.0,0,12
Brian Brobbey,Sunderland,Forward,54,60.45,0.22,0.07,0.23,0.0,0.91,0.53,1.04,1.64,1.53,1.57,15,29.0,0,12
Bertrand Traoré,Sunderland,Midfielder,55,68.08,0.08,0.13,0.13,0.0,1.58,1.58,1.04,1.64,1.53,1.57,15,29.0,0,12
Guglielmo Vicario,Spurs,Goalkeeper,47,100.0,0.0,0.0,0.04,0.0,1.18,0.04,1.18,1.55,1.67,1.52,14,29.0,1,16
Pedro Porro Sauceda,Spurs,Defender,51,88.98,0.03,0.13,0.28,0.0,4.57,2.21,1.18,1.55,1.67,1.52,14,29.0,1,16
Cristian Romero,Spurs,Defender,50,90.69,0.09,0.09,0.42,0.11,6.79,2.79,1.18,1.55,1.67,1.52,14,29.0,1,16
Djed Spence,Spurs,Defender,42,86.21,0.05,0.1,0.21,0.0,3.1,1.65,1.18,1.55,1.67,1.52,14,29.0,1,16
Destiny Udogie,Spurs,Defender,43,67.69,0.02,0.08,0.23,0.0,2.38,2.15,1.18,1.55,1.67,1.52,14,29.0,1,16
Micky van de Ven,Spurs,Defender,45,99.7,0.09,0.04,0.27,0.0,5.56,1.16,1.18,1.55,1.67,1.52,14,29.0,1,16
Mohammed Kudus,Spurs,Midfielder,64,92.22,0.13,0.15,0.17,0.0,0.53,1.7,1.18,1.55,1.67,1.52,14,29.0,1,16
Rodrigo Bentancur,Spurs,Midfielder,52,80.0,0.05,0.05,0.31,0.0,4.41,2.37,1.18,1.55,1.67,1.52,14,29.0,1,16
Yves Bissouma,Spurs,Midfielder,52,66.67,0.05,0.0,0.43,0.0,5.01,3.27,1.18,1.55,1.67,1.52,14,29.0,1,16
Archie Gray,Spurs,Midfielder,48,69.94,0.11,0.07,0.4,0.0,4.15,0.73,1.18,1.55,1.67,1.52,14,29.0,1,16
Richarlison de Andrade,Spurs,Forward,63,62.51,0.41,0.15,0.35,0.0,3.18,1.02,1.18,1.55,1.67,1.52,14,29.0,1,16
João Maria Lobo Alves Palhares Costa Palhinha Gonçalves,Spurs,Midfielder,55,74.89,0.08,0.03,0.32,0.0,3.85,4.97,1.18,1.55,1.67,1.52,14,29.0,1,16
Xavi Simons,Spurs,Midfielder,65,78.28,0.09,0.24,0.23,0.06,1.31,1.72,1.18,1.55,1.67,1.52,14,29.0,1,16
Randal Kolo Muani,Spurs,Forward,69,65.94,0.16,0.07,0.15,0.0,1.18,1.57,1.18,1.55,1.67,1.52,14,29.0,1,16
Conor Gallagher,Spurs,Midfielder,53,89.05,0.16,0.06,0.0,0.0,2.38,1.7,1.18,1.55,1.67,1.52,14,29.0,1,16
Alphonse Areola,West Ham,Goalkeeper,43,100.0,0.0,0.0,0.0,0.0,1.5,0.0,1.29,1.89,1.28,1.59,9,29.0,0,18
El Hadji Malick Diouf,West Ham,Defender,40,92.12,0.02,0.12,0.2,0.0,6.12,1.43,1.29,1.89,1.28,1.59,9,29.0,0,18
Maximilian Kilman,West Ham,Defender,41,82.12,0.07,0.01,0.23,0.0,8.31,0.92,1.29,1.89,1.28,1.59,9,29.0,0,18
Konstantinos Mavropanos,West Ham,Defender,44,90.32,0.06,0.0,0.11,0.0,9.26,1.31,1.29,1.89,1.28,1.59,9,29.0,0,18
Nayef Aguerd,West Ham,Defender,44,100.0,0.04,0.0,0.0,0.0,7.0,0.5,1.29,1.89,1.28,1.59,9,29.0,0,18
Ollie Scarles,West Ham,Defender,43,61.48,0.03,0.13,0.14,0.0,5.92,3.99,1.29,1.89,1.28,1.59,9,29.0,0,18
Jean-Clair Todibo,West Ham,Defender,43,94.51,0.04,0.02,0.24,0.06,6.21,1.95,1.29,1.89,1.28,1.59,9,29.0,0,18
Aaron Wan-Bissaka,West Ham,Defender,41,96.43,0.0,0.05,0.11,0.0,6.47,1.32,1.29,1.89,1.28,1.59,9,29.0,0,18
Lucas Tolentino Coelho de Lima,West Ham,Midfielder,59,95.31,0.14,0.18,0.29,0.06,1.78,2.38,1.29,1.89,1.28,1.59,9,29.0,0,18
Crysencio Summerville,West Ham,Midfielder,57,86.96,0.22,0.08,0.2,0.0,2.04,1.53,1.29,1.89,1.28,1.59,9,29.0,0,18
Freddie Potts,West Ham,Midfielder,44,63.27,0.02,0.1,0.08,0.0,3.87,2.22,1.29,1.89,1.28,1.59,9,29.0,0,18
Jarrod Bowen,West Ham,Forward,75,99.84,0.26,0.14,0.11,0.0,1.76,1.29,1.29,1.89,1.28,1.59,9,29.0,0,18
Mads Hermansen,West Ham,Goalkeeper,42,100.0,0.0,0.0,0.0,0.0,1.75,0.0,1.29,1.89,1.28,1.59,9,29.0,0,18
Mateus Gonçalo Espanha Fernandes,West Ham,Midfielder,55,91.75,0.04,0.1,0.13,0.0,2.8,3.14,1.29,1.89,1.28,1.59,9,29.0,0,18
Valentín Castellanos,West Ham,Forward,55,93.19,0.45,0.06,0.27,0.0,1.79,0.69,1.29,1.89,1.28,1.59,9,29.0,0,18
Axel Disasi,West Ham,Defender,45,100.0,0.17,0.01,0.0,0.0,6.0,0.25,1.29,1.89,1.28,1.59,9,29.0,0,18
Sam Johnstone,Wolves,Goalkeeper,44,100.0,0.0,0.0,0.0,0.0,2.0,0.17,0.94,1.73,1.85,1.3,5,29.0,1,20
José Malheiro de Sá,Wolves,Goalkeeper,42,100.0,0.0,0.0,0.06,0.0,1.88,0.0,0.94,1.73,1.85,1.3,5,29.0,1,20
Emmanuel Agbadou,Wolves,Defender,42,86.75,0.04,0.01,0.08,0.08,7.61,2.62,0.94,1.73,1.85,1.3,5,29.0,1,20
Matt Doherty,Wolves,Defender,44,82.84,0.01,0.02,0.54,0.0,5.45,1.82,0.94,1.73,1.85,1.3,5,29.0,1,20
Hugo Bueno López,Wolves,Defender,43,78.89,0.03,0.13,0.05,0.0,4.24,2.54,0.94,1.73,1.85,1.3,5,29.0,1,20
Yerson Mosquera Valdelamar,Wolves,Defender,43,89.06,0.11,0.06,0.56,0.0,6.3,2.67,0.94,1.73,1.85,1.3,5,29.0,1,20
Santiago Ignacio Bueno,Wolves,Defender,44,96.61,0.05,0.02,0.16,0.0,5.48,2.07,0.94,1.73,1.85,1.3,5,29.0,1,20
Toti Gomes,Wolves,Defender,42,84.37,0.04,0.01,0.17,0.08,6.93,1.39,0.94,1.73,1.85,1.3,5,29.0,1,20
Ki-Jana Hoever,Wolves,Defender,38,60.69,0.0,0.07,0.0,0.0,5.74,2.77,0.94,1.73,1.85,1.3,5,29.0,1,20
Hwang Hee-chan,Wolves,Midfielder,56,65.28,0.19,0.08,0.23,0.0,1.73,0.63,0.94,1.73,1.85,1.3,5,29.0,1,20
André Trindade da Costa Neto,Wolves,Midfielder,52,83.46,0.01,0.04,0.41,0.0,3.14,2.58,0.94,1.73,1.85,1.3,5,29.0,1,20
Marshall Munetsi,Wolves,Midfielder,53,73.76,0.19,0.04,0.21,0.0,4.03,2.17,0.94,1.73,1.85,1.3,5,29.0,1,20
Jackson Tchatchoua,Wolves,Defender,44,64.19,0.0,0.09,0.18,0.0,3.98,1.49,0.94,1.73,1.85,1.3,5,29.0,1,20
Ladislav Krejcí,Wolves,Defender,45,94.49,0.07,0.04,0.1,0.05,6.4,1.02,0.94,1.73,1.85,1.3,5,29.0,1,20
Mateus Mané,Wolves,Forward,46,71.23,0.1,0.09,0.0,0.0,2.01,1.23,0.94,1.73,1.85,1.3,5,29.0,1,20
Adam Armstrong,Wolves,Forward,54,94.67,0.01,0.22,0.42,0.0,1.28,0.43,0.94,1.73,1.85,1.3,5,29.0,1,20
