full_name,gw_points,gw_minutes
Matt Crooks,0,0
Regan Slater,2,90
Konstantinos Tzolakis,10,90
Elliot Stroud,0,58
Nobel Mendy,1,58
Issa Diop,2,90
Saša Lukić,1,72
Dara O'Shea,0,90
Leif Davis,6,90
Jacob Greaves,-1,90
Marcelino Núñez,2,61
Abdul Fatawu,4,82
Daizen Maeda,2,72
Kjell Scherpen,2,90
Julio Enciso,5,90
Harry Wilson,1,45
Jaka Bijol,1,45
Joe Rodon,1,33
Jayden Bogle,2,67
James Justin,2,90
Tarik Muharemović,4,90
Anton Stach,4,90
Brenden Aaronson,1,45
Ethan Ampadu,2,90
Dominic Calvert-Lewin,8,90
James Trafford,3,90
Alisson Becker,0,90
Virgil van Dijk,1,90
Jeremie Frimpong,1,70
Milos Kerkez,1,70
Jeremy Jacquet,3,76
Florian Wirtz,4,90
Cody Gakpo,5,70
Dominik Szoboszlai,4,90
Rio Ngumoha,1,19
Ryan Gravenberch,1,19
Alexander Isak,8,90
Gianluigi Donnarumma,0,90
Nico O'Reilly,2,88
Marc Guéhi,2,90
Rúben dos Santos Gato Alves Dias,2,90
Joško Gvardiol,5,74
Abdukodir Khusanov,2,88
Rico Lewis,0,0
Antoine Semenyo,5,90
Phil Foden,9,90
Erling Haaland,13,90
Elliot Anderson,3,81
Youri Tielemans,4,90
Senne Lammens,2,90
Harry Maguire,4,90
Ayden Heaven,0,0
Noussair Mazraoui,1,17
Luke Shaw,2,72
Bruno Borges Fernandes,23,90
Bryan Mbeumo,11,90
Matheus Santos Carneiro da Cunha,9,79
Malick Thiaw,6,90
Sven Botman,5,90
Lewis Hall,11,90
Harvey Barnes,3,90
Anthony Elanga,8,81
Lewis Miley,3,90
Sean Steur,1,19
Yoane Wissa,8,81
William Osula,0,0
Lukás Hornícek,7,90
Amar Dedic,11,90
Matz Sels,1,90
Neco Williams,6,90
Nikola Milenković,3,90
Murillo Costa dos Santos,1,90
Ola Aina,0,85
Jair Paula da Cunha Filho,1,90
Morgan Gibbs-White,13,90
Dan Ndoye,9,65
James McAtee,2,90
Ibrahim Sangaré,0,0
Igor Jesus Maciel da Cruz,1,90
Jan Paul van Hecke,1,90
Sandro Tonali,2,74
Antonín Kinský,1,90
Marcos Senesi Barón,0,0
Andrew Robertson,2,67
Mathys Tel,2,67
Archie Gray,2,67
Mikey Moore,1,22
Richarlison de Andrade,0,0
Robin Roefs,6,90
Daniel Ballard,8,90
Trai Hume,6,90
Reinildo Mandava,6,90
Luke O'Nien,0,0
Thomas Meunier,6,90
Enzo Le Fée,3,89
Granit Xhaka,6,90
Noah Sadiki,3,90
Nilson Angulo,3,64
Brian Brobbey,2,63
