full_name,team_name,player_position,current_fpl_cost,playing_time_min_percentage,xg_per_90,xag_per_90,yellows_per_90,reds_per_90,clearances_blocks_interceptions_per_90,tackles_per_90,team_xg_per_90,team_xg_against_per_90,opponent_xg_per_90,opponent_xg_against_per_90,opponent_league_position,gameweek,is_at_home,team_league_position,points_last_3,xg_last_3,minutes_last_3,is_penalty_taker,opponent_goals_conceded_last_3,ownership_percent,influence,creativity,threat,ict_index
David Raya Martín,Arsenal,Goalkeeper,60,100.0,0.0,0.0,0.03,0.0,0,0,2.04,0.87,1.5295,1.5284999999999997,0,1,1,0,0,0,0,0,0,30.3,0,0,0,0
Kepa Arrizabalaga Revuelta,Arsenal,Goalkeeper,50,86.175,0.07,0.07,0.15,0.0,0,0,2.04,0.87,1.5295,1.5284999999999997,0,1,1,0,0,0,0,0,0,0.2,0,0,0,0
Illan Meslier,Arsenal,Goalkeeper,50,86.175,0.07,0.07,0.15,0.0,0,0,2.04,0.87,1.5295,1.5284999999999997,0,1,1,0,0,0,0,0,0,0.1,0,0,0,0
Gabriel dos Santos Magalhães,Arsenal,Defender,80,95.42,0.15,0.09,0.13,0.0,0,0,2.04,0.87,1.5295,1.5284999999999997,0,1,1,0,0,0,0,0,0,25.5,0,0,0,0
Jurriën Timber,Arsenal,Defender,65,91.67,0.15,0.09,0.18,0.0,0,0,2.04,0.87,1.5295,1.5284999999999997,0,1,1,0,0,0,0,0,0,0.6,0,0,0,0
William Saliba,Arsenal,Defender,60,93.51,0.05,0.05,0.07,0.0,0,0,2.04,0.87,1.5295,1.5284999999999997,0,1,1,0,0,0,0,0,0,0.5,0,0,0,0
Myles Lewis-Skelly,Arsenal,Midfielder,55,86.175,0.07,0.07,0.15,0.0,0,0,2.04,0.87,1.5295,1.5284999999999997,0,1,1,0,0,0,0,0,0,0.3,0,0,0,0
Riccardo Calafiori,Arsenal,Defender,55,75.0,0.18,0.03,0.26,0.0,0,0,2.04,0.87,1.5295,1.5284999999999997,0,1,1,0,0,0,0,0,0,14.0,0,0,0,0
Piero Hincapié,Arsenal,Defender,55,79.38,0.02,0.11,0.1,0.0,0,0,2.04,0.87,1.5295,1.5284999999999997,0,1,1,0,0,0,0,0,0,4.9,0,0,0,0
Benjamin White,Arsenal,Defender,55,65.09,0.04,0.2,0.0,0.0,0,0,2.04,0.87,1.5295,1.5284999999999997,0,1,1,0,0,0,0,0,0,0.0,0,0,0,0
