full_name,team_name,player_position,current_fpl_cost,playing_time_min_percentage,xg_per_90,xag_per_90,yellows_per_90,reds_per_90,clearances_blocks_interceptions_per_90,tackles_per_90,team_xg_per_90,team_xg_against_per_90,opponent_xg_per_90,opponent_xg_against_per_90,opponent_league_position,gameweek,is_at_home,team_league_position
Kai Havertz,Arsenal,Forward,73,60.37,0.1,0.1,0.0,0.0,2.88,1.15,1.97,0.79,1.21,1.45,16,27.0,0,1
Viktor Gyökeres,Arsenal,Forward,88,74.27,0.46,0.08,0.22,0.0,0.99,0.28,1.97,0.79,1.21,1.45,16,27.0,0,1
Piero Hincapié,Arsenal,Defender,51,79.67,0.03,0.06,0.15,0.0,6.01,1.93,1.97,0.79,1.21,1.45,16,27.0,0,1
Emiliano Martínez Romero,Aston Villa,Goalkeeper,50,97.83,0.0,0.0,0.09,0.0,1.02,0.0,1.36,1.49,1.55,1.55,15,27.0,1,3
Marco Bizot,Aston Villa,Goalkeeper,42,89.56,0.0,0.0,0.22,0.0,1.33,0.0,1.36,1.49,1.55,1.55,15,27.0,1,3
Matty Cash,Aston Villa,Defender,49,99.21,0.05,0.1,0.21,0.0,3.93,1.77,1.36,1.49,1.55,1.55,15,27.0,1,3
Lucas Digne,Aston Villa,Defender,45,63.82,0.04,0.13,0.2,0.0,3.58,1.79,1.36,1.49,1.55,1.55,15,27.0,1,3
Ezri Konsa Ngoyo,Aston Villa,Defender,44,98.93,0.03,0.02,0.0,0.04,5.18,0.65,1.36,1.49,1.55,1.55,15,27.0,1,3
Tyrone Mings,Aston Villa,Defender,43,76.0,0.05,0.02,0.0,0.0,7.02,0.39,1.36,1.49,1.55,1.55,15,27.0,1,3
Pau Torres,Aston Villa,Defender,43,90.0,0.05,0.0,0.0,0.0,5.22,1.27,1.36,1.49,1.55,1.55,15,27.0,1,3
Morgan Rogers,Aston Villa,Midfielder,77,99.57,0.18,0.21,0.19,0.0,1.44,1.13,1.36,1.49,1.55,1.55,15,27.0,1,3
Youri Tielemans,Aston Villa,Midfielder,59,85.1,0.11,0.18,0.0,0.0,2.29,2.64,1.36,1.49,1.55,1.55,15,27.0,1,3
John McGinn,Aston Villa,Midfielder,54,83.99,0.13,0.11,0.16,0.0,1.64,1.53,1.36,1.49,1.55,1.55,15,27.0,1,3
Boubacar Kamara,Aston Villa,Midfielder,49,88.52,0.07,0.05,0.31,0.0,2.94,2.43,1.36,1.49,1.55,1.55,15,27.0,1,3
Amadou Onana,Aston Villa,Midfielder,48,76.93,0.06,0.03,0.15,0.0,5.85,2.61,1.36,1.49,1.55,1.55,15,27.0,1,3
Ollie Watkins,Aston Villa,Forward,86,86.49,0.5,0.06,0.05,0.0,0.66,0.71,1.36,1.49,1.55,1.55,15,27.0,1,3
Kyle Walker,Burnley,Defender,44,99.51,0.0,0.05,0.32,0.0,4.59,1.45,0.95,2.18,2.09,1.5,5,27.0,0,19
Hjalmar Ekdal,Burnley,Defender,39,87.78,0.04,0.01,0.0,0.0,8.63,1.45,0.95,2.18,2.09,1.5,5,27.0,0,19
Maxime Estève,Burnley,Defender,39,95.51,0.01,0.03,0.0,0.0,8.73,1.28,0.95,2.18,2.09,1.5,5,27.0,0,19
Quilindschy Hartman,Burnley,Defender,40,99.7,0.01,0.12,0.07,0.0,4.91,2.09,0.95,2.18,2.09,1.5,5,27.0,0,19
Bashir Humphreys,Burnley,Defender,39,88.56,0.02,0.07,0.34,0.0,6.55,1.92,0.95,2.18,2.09,1.5,5,27.0,0,19
Lucas Pires Silva,Burnley,Defender,38,86.46,0.05,0.05,0.0,0.11,4.08,2.3,0.95,2.18,2.09,1.5,5,27.0,0,19
Axel Tuanzebe,Burnley,Defender,39,94.85,0.05,0.0,0.1,0.0,8.22,1.16,0.95,2.18,2.09,1.5,5,27.0,0,19
Jaidon Anthony,Burnley,Midfielder,50,75.82,0.18,0.1,0.21,0.0,1.78,1.57,0.95,2.18,2.09,1.5,5,27.0,0,19
Josh Cullen,Burnley,Midfielder,49,94.63,0.06,0.11,0.12,0.0,4.04,1.9,0.95,2.18,2.09,1.5,5,27.0,0,19
Lyle Foster,Burnley,Forward,49,60.76,0.22,0.07,0.26,0.0,1.68,0.97,0.95,2.18,2.09,1.5,5,27.0,0,19
Martin Dúbravka,Burnley,Goalkeeper,40,100.0,0.0,0.0,0.04,0.0,1.88,0.04,0.95,2.18,2.09,1.5,5,27.0,0,19
James Ward-Prowse,Burnley,Midfielder,56,77.96,0.02,0.31,0.0,0.0,1.92,1.07,0.95,2.18,2.09,1.5,5,27.0,0,19
Lesley Ugochukwu,Burnley,Midfielder,50,78.04,0.12,0.02,0.05,0.05,2.74,2.21,0.95,2.18,2.09,1.5,5,27.0,0,19
Florentino Ibrain Morris Luís,Burnley,Midfielder,50,81.36,0.05,0.03,0.22,0.0,4.61,4.22,0.95,2.18,2.09,1.5,5,27.0,0,19
Đorđe Petrović,Bournemouth,Goalkeeper,45,100.0,0.0,0.0,0.08,0.0,1.85,0.0,1.73,1.46,1.25,1.93,18,27.0,0,9
Marcos Senesi Barón,Bournemouth,Defender,48,98.58,0.07,0.14,0.28,0.0,10.64,1.79,1.73,1.46,1.25,1.93,18,27.0,0,9
Adrien Truffert,Bournemouth,Defender,45,98.76,0.01,0.07,0.12,0.0,5.52,2.86,1.73,1.46,1.25,1.93,18,27.0,0,9
James Hill,Bournemouth,Defender,40,66.67,0.01,0.09,0.18,0.0,9.77,1.85,1.73,1.46,1.25,1.93,18,27.0,0,9
Marcus Tavernier,Bournemouth,Midfielder,53,90.51,0.24,0.14,0.15,0.0,2.25,1.38,1.73,1.46,1.25,1.93,18,27.0,0,9
Tyler Adams,Bournemouth,Midfielder,49,90.81,0.06,0.01,0.37,0.0,3.76,2.63,1.73,1.46,1.25,1.93,18,27.0,0,9
Lewis Cook,Bournemouth,Midfielder,49,62.15,0.01,0.04,0.11,0.11,5.79,2.59,1.73,1.46,1.25,1.93,18,27.0,0,9
Alex Scott,Bournemouth,Midfielder,50,82.26,0.11,0.06,0.09,0.0,4.41,1.74,1.73,1.46,1.25,1.93,18,27.0,0,9
Francisco Evanilson de Lima Barbosa,Bournemouth,Forward,69,86.34,0.42,0.09,0.05,0.0,1.14,0.35,1.73,1.46,1.25,1.93,18,27.0,0,9
Bafodé Diakité,Bournemouth,Defender,42,78.77,0.0,0.01,0.07,0.0,6.85,1.41,1.73,1.46,1.25,1.93,18,27.0,0,9
Álex Jiménez Sánchez,Bournemouth,Defender,45,81.92,0.06,0.05,0.44,0.0,2.95,2.61,1.73,1.46,1.25,1.93,18,27.0,0,9
Dango Ouattara,Brentford,Midfielder,58,77.39,0.35,0.16,0.26,0.0,3.36,0.86,1.79,1.47,1.49,1.53,14,27.0,1,7
Caoimhín Kelleher,Brentford,Goalkeeper,46,100.0,0.0,0.0,0.04,0.0,1.27,0.04,1.79,1.47,1.49,1.53,14,27.0,1,7
Nathan Collins,Brentford,Defender,50,93.52,0.1,0.08,0.18,0.0,9.33,1.02,1.79,1.47,1.49,1.53,14,27.0,1,7
Kristoffer Ajer,Brentford,Defender,44,75.72,0.07,0.05,0.13,0.0,8.1,1.98,1.79,1.47,1.49,1.53,14,27.0,1,7
Michael Kayode,Brentford,Defender,45,97.91,0.01,0.08,0.24,0.0,4.4,2.02,1.79,1.47,1.49,1.53,14,27.0,1,7
Ethan Pinnock,Brentford,Defender,42,88.89,0.0,0.0,0.38,0.0,9.87,1.58,1.79,1.47,1.49,1.53,14,27.0,1,7
Sepp van den Berg,Brentford,Defender,45,98.1,0.11,0.05,0.05,0.0,8.11,0.68,1.79,1.47,1.49,1.53,14,27.0,1,7
Kevin Schade,Brentford,Midfielder,69,91.11,0.38,0.19,0.29,0.05,2.13,1.45,1.79,1.47,1.49,1.53,14,27.0,1,7
Mikkel Damsgaard,Brentford,Midfielder,56,67.07,0.09,0.33,0.0,0.0,2.02,2.51,1.79,1.47,1.49,1.53,14,27.0,1,7
Jordan Henderson,Brentford,Midfielder,50,69.81,0.03,0.15,0.24,0.0,2.6,1.33,1.79,1.47,1.49,1.53,14,27.0,1,7
Vitaly Janelt,Brentford,Midfielder,49,62.65,0.05,0.27,0.53,0.0,4.92,1.79,1.79,1.47,1.49,1.53,14,27.0,1,7
Gustavo Nunes Fernandes Gomes,Brentford,Midfielder,49,90.58,0.03,0.04,0.35,0.0,0.0,0.0,1.79,1.47,1.49,1.53,14,27.0,1,7
Yehor Yarmoliuk,Brentford,Midfielder,50,81.2,0.06,0.06,0.24,0.0,2.5,2.41,1.79,1.47,1.49,1.53,14,27.0,1,7
Igor Thiago Nascimento Rodrigues,Brentford,Forward,70,94.53,0.75,0.1,0.2,0.0,2.08,0.82,1.79,1.47,1.49,1.53,14,27.0,1,7
Bart Verbruggen,Brighton,Goalkeeper,45,100.0,0.0,0.0,0.12,0.0,0.81,0.04,1.49,1.53,1.79,1.47,7,27.0,0,14
Maxim De Cuyper,Brighton,Defender,43,60.16,0.13,0.2,0.16,0.0,2.5,1.29,1.49,1.53,1.79,1.47,7,27.0,0,14
Lewis Dunk,Brighton,Defender,45,97.78,0.03,0.02,0.33,0.0,6.45,1.14,1.49,1.53,1.79,1.47,7,27.0,0,14
Ferdi Kadıoğlu,Brighton,Defender,44,91.78,0.05,0.04,0.17,0.0,2.94,1.93,1.49,1.53,1.79,1.47,7,27.0,0,14
Jan Paul van Hecke,Brighton,Defender,44,98.8,0.11,0.02,0.3,0.0,6.97,1.39,1.49,1.53,1.79,1.47,7,27.0,0,14
Joël Veltman,Brighton,Defender,43,61.03,0.11,0.03,0.47,0.0,6.44,3.1,1.49,1.53,1.79,1.47,7,27.0,0,14
Mitoma Kaoru,Brighton,Midfielder,61,82.36,0.16,0.22,0.15,0.0,1.14,0.76,1.49,1.53,1.79,1.47,7,27.0,0,14
Georginio Rutter,Brighton,Midfielder,56,73.96,0.14,0.18,0.12,0.0,1.92,1.38,1.49,1.53,1.79,1.47,7,27.0,0,14
Yankuba Minteh,Brighton,Midfielder,56,76.25,0.17,0.21,0.0,0.0,1.16,1.87,1.49,1.53,1.79,1.47,7,27.0,0,14
Matt O'Riley,Brighton,Midfielder,55,67.78,0.56,0.07,0.0,0.0,1.46,1.95,1.49,1.53,1.79,1.47,7,27.0,0,14
Yasin Ayari,Brighton,Midfielder,48,90.05,0.1,0.05,0.0,0.0,2.44,2.28,1.49,1.53,1.79,1.47,7,27.0,0,14
Carlos Baleba,Brighton,Midfielder,45,64.87,0.02,0.01,0.37,0.0,3.44,2.06,1.49,1.53,1.79,1.47,7,27.0,0,14
Diego Gómez Amarilla,Brighton,Midfielder,49,75.36,0.27,0.08,0.35,0.0,1.9,3.39,1.49,1.53,1.79,1.47,7,27.0,0,14
Mats Wieffer,Brighton,Midfielder,49,82.15,0.09,0.21,0.3,0.0,5.34,3.59,1.49,1.53,1.79,1.47,7,27.0,0,14
Danny Welbeck,Brighton,Forward,61,64.71,0.52,0.05,0.25,0.0,1.37,1.0,1.49,1.53,1.79,1.47,7,27.0,0,14
Pascal Groß,Brighton,Midfielder,55,88.1,0.09,0.2,0.32,0.0,2.91,1.46,1.49,1.53,1.79,1.47,7,27.0,0,14
Robert Lynch Sánchez,Chelsea,Goalkeeper,49,96.18,0.0,0.04,0.12,0.04,0.79,0.0,2.09,1.5,0.95,2.18,19,27.0,1,5
Filip Jörgensen,Chelsea,Goalkeeper,43,97.22,0.0,0.0,0.0,0.0,1.03,0.0,2.09,1.5,0.95,2.18,19,27.0,1,5
Marc Cucurella Saseta,Chelsea,Defender,61,88.06,0.06,0.14,0.24,0.05,4.63,2.05,2.09,1.5,0.95,2.18,19,27.0,1,5
Reece James,Chelsea,Defender,56,72.8,0.06,0.2,0.24,0.0,3.81,2.35,2.09,1.5,0.95,2.18,19,27.0,1,5
Trevoh Chalobah,Chelsea,Defender,58,97.78,0.06,0.01,0.12,0.04,7.97,1.27,2.09,1.5,0.95,2.18,19,27.0,1,5
Malo Gusto,Chelsea,Defender,49,72.37,0.11,0.11,0.12,0.06,2.93,2.44,2.09,1.5,0.95,2.18,19,27.0,1,5
Benoît Badiashile Mukinayi,Chelsea,Defender,44,66.39,0.0,0.0,0.38,0.0,7.85,1.34,2.09,1.5,0.95,2.18,19,27.0,1,5
Wesley Fofana,Chelsea,Defender,44,70.15,0.02,0.05,0.19,0.0,10.68,1.32,2.09,1.5,0.95,2.18,19,27.0,1,5
Tosin Adarabioyo,Chelsea,Defender,40,71.21,0.01,0.05,0.26,0.0,9.46,1.66,2.09,1.5,0.95,2.18,19,27.0,1,5
Cole Palmer,Chelsea,Midfielder,106,76.3,0.64,0.08,0.26,0.0,1.45,1.18,2.09,1.5,0.95,2.18,19,27.0,1,5
Pedro Lomba Neto,Chelsea,Midfielder,70,85.6,0.2,0.25,0.09,0.0,0.77,0.68,2.09,1.5,0.95,2.18,19,27.0,1,5
Enzo Fernández,Chelsea,Midfielder,69,96.04,0.42,0.28,0.25,0.0,1.6,1.85,2.09,1.5,0.95,2.18,19,27.0,1,5
Moisés Caicedo Corozo,Chelsea,Midfielder,57,93.92,0.06,0.1,0.41,0.05,3.91,3.25,2.09,1.5,0.95,2.18,19,27.0,1,5
João Pedro Junqueira de Jesus,Chelsea,Forward,77,81.75,0.44,0.16,0.14,0.0,1.62,0.86,2.09,1.5,0.95,2.18,19,27.0,1,5
Alejandro Garnacho Ferreyra,Chelsea,Midfielder,64,63.96,0.3,0.27,0.1,0.0,0.71,0.81,2.09,1.5,0.95,2.18,19,27.0,1,5
Dean Henderson,Crystal Palace,Goalkeeper,50,100.0,0.0,0.0,0.08,0.0,1.38,0.0,1.7,1.48,0.89,1.74,20,27.0,1,13
Daniel Muñoz Mejía,Crystal Palace,Defender,59,98.33,0.12,0.21,0.28,0.0,4.65,2.21,1.7,1.48,0.89,1.74,20,27.0,1,13
Maxence Lacroix,Crystal Palace,Defender,51,100.0,0.1,0.05,0.12,0.0,8.73,1.88,1.7,1.48,0.89,1.74,20,27.0,1,13
Tyrick Mitchell,Crystal Palace,Defender,50,99.02,0.05,0.06,0.19,0.0,4.09,2.81,1.7,1.48,0.89,1.74,20,27.0,1,13
Chris Richards,Crystal Palace,Defender,44,99.7,0.04,0.02,0.14,0.0,8.08,2.15,1.7,1.48,0.89,1.74,20,27.0,1,13
Nathaniel Clyne,Crystal Palace,Defender,38,69.52,0.06,0.14,0.0,0.0,4.74,2.58,1.7,1.48,0.89,1.74,20,27.0,1,13
Ismaïla Sarr,Crystal Palace,Midfielder,64,95.97,0.44,0.12,0.07,0.0,1.91,0.79,1.7,1.48,0.89,1.74,20,27.0,1,13
Daichi Kamada,Crystal Palace,Midfielder,50,88.82,0.08,0.06,0.07,0.0,1.73,3.02,1.7,1.48,0.89,1.74,20,27.0,1,13
Adam Wharton,Crystal Palace,Midfielder,50,93.82,0.04,0.19,0.14,0.05,2.51,2.56,1.7,1.48,0.89,1.74,20,27.0,1,13
Jean-Philippe Mateta,Crystal Palace,Forward,75,93.62,0.6,0.05,0.09,0.0,2.41,0.38,1.7,1.48,0.89,1.74,20,27.0,1,13
Jørgen Strand Larsen,Crystal Palace,Forward,62,73.56,0.26,0.03,0.17,0.0,1.88,0.34,1.7,1.48,0.89,1.74,20,27.0,1,13
Yéremy Pino Santos,Crystal Palace,Midfielder,58,77.69,0.2,0.3,0.21,0.0,1.27,1.66,1.7,1.48,0.89,1.74,20,27.0,1,13
Kiernan Dewsbury-Hall,Everton,Midfielder,49,91.81,0.13,0.2,0.29,0.0,1.73,1.73,1.29,1.56,1.92,1.31,4,27.0,1,8
Jordan Pickford,Everton,Goalkeeper,56,100.0,0.0,0.0,0.04,0.0,1.38,0.04,1.29,1.56,1.92,1.31,4,27.0,1,8
Jarrad Branthwaite,Everton,Defender,53,62.78,0.07,0.01,0.4,0.0,7.11,0.79,1.29,1.56,1.92,1.31,4,27.0,1,8
James Tarkowski,Everton,Defender,57,100.0,0.07,0.05,0.15,0.0,9.31,1.38,1.29,1.56,1.92,1.31,4,27.0,1,8
Vitalii Mykolenko,Everton,Defender,49,99.65,0.01,0.04,0.23,0.0,5.39,1.33,1.29,1.56,1.92,1.31,4,27.0,1,8
Jake O'Brien,Everton,Defender,49,94.15,0.02,0.02,0.08,0.04,5.27,1.61,1.29,1.56,1.92,1.31,4,27.0,1,8
Michael Keane,Everton,Defender,47,93.99,0.15,0.0,0.0,0.05,9.11,1.21,1.29,1.56,1.92,1.31,4,27.0,1,8
Iliman Ndiaye,Everton,Midfielder,62,95.83,0.21,0.17,0.1,0.0,1.11,2.43,1.29,1.56,1.92,1.31,4,27.0,1,8
Idrissa Gana Gueye,Everton,Midfielder,54,92.42,0.09,0.06,0.06,0.06,2.31,2.12,1.29,1.56,1.92,1.31,4,27.0,1,8
James Garner,Everton,Midfielder,52,99.87,0.07,0.18,0.23,0.0,4.2,3.05,1.29,1.56,1.92,1.31,4,27.0,1,8
Thierno Barry,Everton,Forward,57,65.34,0.39,0.05,0.12,0.0,1.45,0.12,1.29,1.56,1.92,1.31,4,27.0,1,8
Jack Grealish,Everton,Midfielder,63,91.39,0.17,0.25,0.11,0.05,1.49,1.11,1.29,1.56,1.92,1.31,4,27.0,1,8
Bernd Leno,Fulham,Goalkeeper,49,100.0,0.0,0.0,0.12,0.0,1.27,0.15,1.21,1.61,1.02,1.61,11,27.0,0,12
Antonee Robinson,Fulham,Defender,49,73.52,0.02,0.07,0.0,0.0,4.72,2.92,1.21,1.61,1.02,1.61,11,27.0,0,12
Joachim Andersen,Fulham,Defender,45,97.82,0.06,0.02,0.25,0.0,8.91,1.47,1.21,1.61,1.02,1.61,11,27.0,0,12
Calvin Bassey,Fulham,Defender,44,89.07,0.05,0.0,0.19,0.0,5.83,2.11,1.21,1.61,1.02,1.61,11,27.0,0,12
Timothy Castagne,Fulham,Defender,43,62.28,0.06,0.03,0.24,0.0,6.05,1.77,1.21,1.61,1.02,1.61,11,27.0,0,12
Jorge Cuenca Barreno,Fulham,Defender,43,87.59,0.0,0.05,0.48,0.0,9.21,1.55,1.21,1.61,1.02,1.61,11,27.0,0,12
Kenny Tete,Fulham,Defender,45,89.63,0.03,0.05,0.12,0.0,4.86,3.43,1.21,1.61,1.02,1.61,11,27.0,0,12
Alex Iwobi,Fulham,Midfielder,63,96.11,0.06,0.12,0.1,0.0,1.17,1.07,1.21,1.61,1.02,1.61,11,27.0,0,12
Ryan Sessegnon,Fulham,Midfielder,54,83.74,0.07,0.13,0.0,0.0,4.76,2.29,1.21,1.61,1.02,1.61,11,27.0,0,12
Harry Wilson,Fulham,Midfielder,59,88.27,0.17,0.16,0.27,0.0,2.01,0.94,1.21,1.61,1.02,1.61,11,27.0,0,12
Sander Berge,Fulham,Midfielder,49,93.21,0.03,0.06,0.17,0.0,2.96,1.83,1.21,1.61,1.02,1.61,11,27.0,0,12
Saša Lukić,Fulham,Midfielder,49,71.05,0.14,0.11,0.44,0.0,3.2,2.61,1.21,1.61,1.02,1.61,11,27.0,0,12
Raúl Jiménez Rodríguez,Fulham,Forward,61,76.89,0.48,0.08,0.21,0.0,1.74,1.32,1.21,1.61,1.02,1.61,11,27.0,0,12
Karl Darlow,Leeds,Goalkeeper,39,100.0,0.0,0.0,0.0,0.0,1.3,0.0,1.55,1.55,1.36,1.49,3,27.0,0,15
Jayden Bogle,Leeds,Defender,44,94.49,0.07,0.05,0.18,0.0,3.48,2.09,1.55,1.55,1.36,1.49,3,27.0,0,15
Pascal Struijk,Leeds,Defender,43,95.85,0.11,0.03,0.14,0.0,8.56,1.18,1.55,1.55,1.36,1.49,3,27.0,0,15
Jaka Bijol,Leeds,Defender,39,92.39,0.03,0.07,0.08,0.0,8.14,1.26,1.55,1.55,1.36,1.49,3,27.0,0,15
Gabriel Gudmundsson,Leeds,Defender,38,93.96,0.03,0.1,0.17,0.0,3.81,2.36,1.55,1.55,1.36,1.49,3,27.0,0,15
Joe Rodon,Leeds,Defender,39,97.22,0.06,0.01,0.04,0.0,7.37,1.16,1.55,1.55,1.36,1.49,3,27.0,0,15
Brenden Aaronson,Leeds,Midfielder,54,74.89,0.25,0.21,0.05,0.0,1.14,2.12,1.55,1.55,1.36,1.49,3,27.0,0,15
Ethan Ampadu,Leeds,Midfielder,49,99.03,0.06,0.04,0.31,0.0,4.24,2.25,1.55,1.55,1.36,1.49,3,27.0,0,15
Ilia Gruev,Leeds,Midfielder,47,66.41,0.05,0.13,0.18,0.0,2.38,1.68,1.55,1.55,1.36,1.49,3,27.0,0,15
Sean Longstaff,Leeds,Midfielder,48,65.14,0.07,0.23,0.19,0.0,2.4,3.56,1.55,1.55,1.36,1.49,3,27.0,0,15
Anton Stach,Leeds,Midfielder,47,90.58,0.12,0.25,0.16,0.0,3.03,2.39,1.55,1.55,1.36,1.49,3,27.0,0,15
Lucas Estella Perri,Leeds,Goalkeeper,45,100.0,0.0,0.0,0.12,0.0,1.0,0.0,1.55,1.55,1.36,1.49,3,27.0,0,15
Dominic Calvert-Lewin,Leeds,Forward,58,80.72,0.58,0.07,0.05,0.0,0.97,0.49,1.55,1.55,1.36,1.49,3,27.0,0,15
Noah Okafor,Leeds,Midfielder,55,62.71,0.33,0.09,0.21,0.0,1.49,1.42,1.55,1.55,1.36,1.49,3,27.0,0,15
Alisson Becker,Liverpool,Goalkeeper,54,100.0,0.0,0.0,0.05,0.0,1.43,0.0,1.82,1.31,1.23,1.69,17,27.0,0,6
Giorgi Mamardashvili,Liverpool,Goalkeeper,41,100.0,0.0,0.0,0.0,0.0,1.4,0.0,1.82,1.31,1.23,1.69,17,27.0,0,6
Milos Kerkez,Liverpool,Defender,56,80.23,0.05,0.09,0.21,0.0,4.09,1.89,1.82,1.31,1.23,1.69,17,27.0,0,6
Virgil van Dijk,Liverpool,Defender,59,100.0,0.08,0.01,0.15,0.0,9.0,0.65,1.82,1.31,1.23,1.69,17,27.0,0,6
Ibrahima Konaté,Liverpool,Defender,54,96.53,0.08,0.03,0.21,0.0,7.47,1.64,1.82,1.31,1.23,1.69,17,27.0,0,6
Conor Bradley,Liverpool,Defender,49,71.26,0.02,0.11,0.47,0.0,4.46,1.84,1.82,1.31,1.23,1.69,17,27.0,0,6
Mohamed Salah,Liverpool,Midfielder,140,95.43,0.38,0.28,0.06,0.0,0.53,0.29,1.82,1.31,1.23,1.69,17,27.0,0,6
Florian Wirtz,Liverpool,Midfielder,84,84.4,0.28,0.19,0.05,0.0,0.92,1.36,1.82,1.31,1.23,1.69,17,27.0,0,6
Cody Gakpo,Liverpool,Midfielder,73,80.79,0.33,0.27,0.05,0.0,1.29,0.83,1.82,1.31,1.23,1.69,17,27.0,0,6
Alexis Mac Allister,Liverpool,Midfielder,62,78.18,0.11,0.08,0.2,0.0,2.14,1.62,1.82,1.31,1.23,1.69,17,27.0,0,6
Dominik Szoboszlai,Liverpool,Midfielder,67,99.81,0.15,0.17,0.21,0.04,2.63,1.51,1.82,1.31,1.23,1.69,17,27.0,0,6
Ryan Gravenberch,Liverpool,Midfielder,55,98.43,0.04,0.08,0.17,0.0,3.48,1.83,1.82,1.31,1.23,1.69,17,27.0,0,6
Hugo Ekitiké,Liverpool,Forward,89,74.59,0.63,0.1,0.0,0.0,1.61,0.54,1.82,1.31,1.23,1.69,17,27.0,0,6
Antoine Semenyo,Man City,Midfielder,80,100.0,0.38,0.12,0.24,0.0,1.4,1.32,1.97,1.21,1.69,1.28,10,27.0,1,2
James Trafford,Man City,Goalkeeper,45,100.0,0.0,0.0,0.0,0.0,2.0,0.67,1.97,1.21,1.69,1.28,10,27.0,1,2
Marc Guéhi,Man City,Defender,52,100.0,0.13,0.08,0.21,0.0,6.92,1.42,1.97,1.21,1.69,1.28,10,27.0,1,2
Joško Gvardiol,Man City,Defender,59,90.76,0.13,0.03,0.14,0.0,5.67,1.18,1.97,1.21,1.69,1.28,10,27.0,1,2
Abdukodir Khusanov,Man City,Defender,54,68.8,0.01,0.01,0.24,0.0,6.09,2.31,1.97,1.21,1.69,1.28,10,27.0,1,2
Matheus Nunes,Man City,Defender,54,92.13,0.03,0.08,0.19,0.0,4.77,2.08,1.97,1.21,1.69,1.28,10,27.0,1,2
Rúben dos Santos Gato Alves Dias,Man City,Defender,55,91.97,0.02,0.01,0.1,0.0,6.61,0.44,1.97,1.21,1.69,1.28,10,27.0,1,2
Nico O'Reilly,Man City,Defender,49,83.47,0.14,0.13,0.19,0.0,3.64,2.73,1.97,1.21,1.69,1.28,10,27.0,1,2
Phil Foden,Man City,Midfielder,82,83.38,0.3,0.23,0.21,0.0,1.1,1.37,1.97,1.21,1.69,1.28,10,27.0,1,2
Bernardo Mota Veiga de Carvalho e Silva,Man City,Midfielder,62,82.48,0.06,0.19,0.28,0.0,2.04,1.38,1.97,1.21,1.69,1.28,10,27.0,1,2
Jérémy Doku,Man City,Midfielder,64,66.11,0.2,0.39,0.0,0.0,0.76,1.15,1.97,1.21,1.69,1.28,10,27.0,1,2
Rodrigo 'Rodri' Hernandez Cascante,Man City,Midfielder,63,69.13,0.02,0.11,0.21,0.0,3.36,2.75,1.97,1.21,1.69,1.28,10,27.0,1,2
Nico González Iglesias,Man City,Midfielder,59,73.28,0.03,0.05,0.39,0.0,4.4,2.36,1.97,1.21,1.69,1.28,10,27.0,1,2
Tijjani Reijnders,Man City,Midfielder,51,68.06,0.27,0.19,0.12,0.0,1.67,0.62,1.97,1.21,1.69,1.28,10,27.0,1,2
Erling Haaland,Man City,Forward,148,92.69,0.91,0.18,0.04,0.0,1.51,0.5,1.97,1.21,1.69,1.28,10,27.0,1,2
Gianluigi Donnarumma,Man City,Goalkeeper,56,100.0,0.0,0.0,0.22,0.0,1.43,0.0,1.97,1.21,1.69,1.28,10,27.0,1,2
