full_name,team_name,player_position,current_fpl_cost,playing_time_min_percentage,xg_per_90,xag_per_90,yellows_per_90,reds_per_90,clearances_blocks_interceptions_per_90,tackles_per_90,team_xg_per_90,team_xg_against_per_90,opponent_xg_per_90,opponent_xg_against_per_90,opponent_league_position,gameweek,is_at_home,team_league_position
Max Alleyne,Man City,Defender,41,76.67,0.25,0.02,0.0,0.0,5.33,2.0,1.97,1.21,1.69,1.28,10,27.0,1,2
Bryan Mbeumo,Man Utd,Midfielder,86,97.2,0.41,0.16,0.15,0.0,0.6,0.8,1.92,1.31,1.29,1.56,8,27.0,0,4
Altay Bayındır,Man Utd,Goalkeeper,47,100.0,0.0,0.05,0.0,0.0,1.17,0.0,1.92,1.31,1.29,1.56,8,27.0,0,4
Matthijs de Ligt,Man Utd,Defender,49,100.0,0.1,0.03,0.0,0.0,6.77,1.46,1.92,1.31,1.29,1.56,8,27.0,0,4
Lisandro Martínez,Man Utd,Defender,48,70.56,0.01,0.04,0.0,0.0,6.27,1.19,1.92,1.31,1.29,1.56,8,27.0,0,4
Diogo Dalot Teixeira,Man Utd,Defender,45,85.93,0.07,0.14,0.19,0.0,4.26,1.76,1.92,1.31,1.29,1.56,8,27.0,0,4
Patrick Dorgu,Man Utd,Defender,43,67.02,0.14,0.18,0.34,0.0,3.25,3.18,1.92,1.31,1.29,1.56,8,27.0,0,4
Harry Maguire,Man Utd,Defender,43,66.58,0.1,0.02,0.12,0.0,6.33,1.05,1.92,1.31,1.29,1.56,8,27.0,0,4
Luke Shaw,Man Utd,Defender,45,98.12,0.01,0.05,0.16,0.0,3.46,2.11,1.92,1.31,1.29,1.56,8,27.0,0,4
Ayden Heaven,Man Utd,Defender,37,64.95,0.03,0.05,0.14,0.0,7.78,2.26,1.92,1.31,1.29,1.56,8,27.0,0,4
Bruno Borges Fernandes,Man Utd,Midfielder,98,96.71,0.4,0.46,0.09,0.0,2.4,1.72,1.92,1.31,1.29,1.56,8,27.0,0,4
Matheus Santos Carneiro da Cunha,Man Utd,Midfielder,81,78.55,0.26,0.13,0.06,0.0,1.44,1.44,1.92,1.31,1.29,1.56,8,27.0,0,4
Amad Diallo,Man Utd,Midfielder,62,92.33,0.24,0.2,0.11,0.0,1.96,1.64,1.92,1.31,1.29,1.56,8,27.0,0,4
Carlos Henrique Casimiro,Man Utd,Midfielder,56,82.59,0.23,0.12,0.3,0.05,4.02,2.92,1.92,1.31,1.29,1.56,8,27.0,0,4
Senne Lammens,Man Utd,Goalkeeper,50,100.0,0.0,0.0,0.0,0.0,0.85,0.05,1.92,1.31,1.29,1.56,8,27.0,0,4
Nick Pope,Newcastle,Goalkeeper,51,99.56,0.0,0.0,0.05,0.0,1.46,0.05,1.69,1.28,1.97,1.21,2,27.0,0,10
Lewis Hall,Newcastle,Defender,53,75.32,0.06,0.12,0.14,0.0,5.61,2.42,1.69,1.28,1.97,1.21,2,27.0,0,10
Fabian Schär,Newcastle,Defender,52,76.11,0.08,0.01,0.08,0.0,8.35,1.16,1.69,1.28,1.97,1.21,2,27.0,0,10
Sven Botman,Newcastle,Defender,49,78.89,0.09,0.05,0.08,0.0,8.15,0.76,1.69,1.28,1.97,1.21,2,27.0,0,10
Dan Burn,Newcastle,Defender,50,89.57,0.01,0.02,0.31,0.06,7.51,1.63,1.69,1.28,1.97,1.21,2,27.0,0,10
Tino Livramento,Newcastle,Defender,49,89.23,0.01,0.05,0.09,0.0,3.35,1.63,1.69,1.28,1.97,1.21,2,27.0,0,10
Kieran Trippier,Newcastle,Defender,49,91.43,0.0,0.12,0.08,0.0,3.08,1.34,1.69,1.28,1.97,1.21,2,27.0,0,10
Anthony Gordon,Newcastle,Midfielder,72,76.33,0.39,0.23,0.2,0.07,0.76,0.97,1.69,1.28,1.97,1.21,2,27.0,0,10
Harvey Barnes,Newcastle,Midfielder,61,61.2,0.41,0.15,0.0,0.0,0.98,0.66,1.69,1.28,1.97,1.21,2,27.0,0,10
Bruno Guimarães Rodriguez Moura,Newcastle,Midfielder,69,97.68,0.26,0.14,0.22,0.0,1.92,2.23,1.69,1.28,1.97,1.21,2,27.0,0,10
Joelinton Cássio Apolinário de Lira,Newcastle,Midfielder,59,80.53,0.11,0.11,0.39,0.0,3.63,1.98,1.69,1.28,1.97,1.21,2,27.0,0,10
Sandro Tonali,Newcastle,Midfielder,53,77.44,0.06,0.09,0.15,0.0,2.75,1.32,1.69,1.28,1.97,1.21,2,27.0,0,10
Lewis Miley,Newcastle,Midfielder,45,64.91,0.11,0.14,0.0,0.0,3.34,1.91,1.69,1.28,1.97,1.21,2,27.0,0,10
Aaron Ramsdale,Newcastle,Goalkeeper,48,86.98,0.0,0.01,0.0,0.0,0.81,0.0,1.69,1.28,1.97,1.21,2,27.0,0,10
Malick Thiaw,Newcastle,Defender,50,93.91,0.19,0.04,0.14,0.0,8.04,1.16,1.69,1.28,1.97,1.21,2,27.0,0,10
Nick Woltemade,Newcastle,Forward,69,70.14,0.47,0.07,0.0,0.0,1.46,1.02,1.69,1.28,1.97,1.21,2,27.0,0,10
Oleksandr Zinchenko,"""Nottham Forest""",Defender,49,77.11,0.02,0.12,0.0,0.0,3.58,2.56,1.23,1.69,1.82,1.31,6,27.0,1,17
Stefan Ortega Moreno,"""Nottham Forest""",Goalkeeper,47,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23,1.69,1.82,1.31,6,27.0,1,17
Matz Sels,"""Nottham Forest""",Goalkeeper,46,93.44,0.0,0.0,0.05,0.0,1.13,0.05,1.23,1.69,1.82,1.31,6,27.0,1,17
Nikola Milenković,"""Nottham Forest""",Defender,51,100.0,0.02,0.0,0.19,0.0,7.58,0.69,1.23,1.69,1.82,1.31,6,27.0,1,17
Murillo Costa dos Santos,"""Nottham Forest""",Defender,52,95.74,0.02,0.01,0.17,0.0,8.13,1.57,1.23,1.69,1.82,1.31,6,27.0,1,17
Ola Aina,"""Nottham Forest""",Defender,47,97.89,0.03,0.03,0.2,0.0,5.95,1.23,1.23,1.69,1.82,1.31,6,27.0,1,17
Neco Williams,"""Nottham Forest""",Defender,47,97.96,0.05,0.13,0.16,0.04,3.88,2.94,1.23,1.69,1.82,1.31,6,27.0,1,17
Jair Paula da Cunha Filho,"""Nottham Forest""",Defender,42,100.0,0.0,0.0,0.0,0.0,9.0,2.0,1.23,1.69,1.82,1.31,6,27.0,1,17
Felipe Rodrigues da Silva,"""Nottham Forest""",Defender,43,74.13,0.14,0.0,0.39,0.0,7.11,2.31,1.23,1.69,1.82,1.31,6,27.0,1,17
Zach Abbott,"""Nottham Forest""",Defender,38,65.0,0.0,0.0,0.0,0.0,6.0,1.5,1.23,1.69,1.82,1.31,6,27.0,1,17
Morgan Gibbs-White,"""Nottham Forest""",Midfielder,73,95.64,0.29,0.12,0.0,0.0,1.47,0.57,1.23,1.69,1.82,1.31,6,27.0,1,17
Callum Hudson-Odoi,"""Nottham Forest""",Midfielder,57,68.43,0.15,0.19,0.0,0.0,1.23,0.74,1.23,1.69,1.82,1.31,6,27.0,1,17
Elliot Anderson,"""Nottham Forest""",Midfielder,54,100.0,0.08,0.08,0.15,0.0,2.65,2.81,1.23,1.69,1.82,1.31,6,27.0,1,17
Ibrahim Sangaré,"""Nottham Forest""",Midfielder,49,82.96,0.1,0.06,0.2,0.0,4.04,2.6,1.23,1.69,1.82,1.31,6,27.0,1,17
Chris Wood,"""Nottham Forest""",Forward,72,77.78,0.33,0.03,0.0,0.0,1.0,0.17,1.23,1.69,1.82,1.31,6,27.0,1,17
Igor Jesus Maciel da Cruz,"""Nottham Forest""",Forward,58,65.33,0.27,0.07,0.0,0.0,1.33,1.07,1.23,1.69,1.82,1.31,6,27.0,1,17
Dan Ndoye,"""Nottham Forest""",Midfielder,55,64.8,0.09,0.12,0.08,0.0,1.84,1.75,1.23,1.69,1.82,1.31,6,27.0,1,17
John Victor Maciel Furtado,"""Nottham Forest""",Goalkeeper,40,97.78,0.0,0.0,0.2,0.0,0.82,0.0,1.23,1.69,1.82,1.31,6,27.0,1,17
Nicolò Savona,"""Nottham Forest""",Defender,45,82.22,0.11,0.05,0.17,0.0,3.25,1.76,1.23,1.69,1.82,1.31,6,27.0,1,17
Daniel Ballard,Sunderland,Defender,46,84.29,0.19,0.08,0.16,0.0,9.43,1.45,1.02,1.61,1.21,1.61,12,27.0,1,11
Trai Hume,Sunderland,Defender,45,91.41,0.08,0.05,0.29,0.0,4.14,2.03,1.02,1.61,1.21,1.61,12,27.0,1,11
Reinildo Mandava,Sunderland,Defender,38,93.53,0.01,0.02,0.38,0.06,5.99,1.7,1.02,1.61,1.21,1.61,12,27.0,1,11
Jenson Seelt,Sunderland,Defender,40,75.0,0.0,0.0,0.0,0.0,5.41,2.71,1.02,1.61,1.21,1.61,12,27.0,1,11
Habib Diarra,Sunderland,Midfielder,53,84.07,0.15,0.02,0.4,0.0,1.73,0.8,1.02,1.61,1.21,1.61,12,27.0,1,11
Enzo Le Fée,Sunderland,Midfielder,49,91.11,0.16,0.1,0.22,0.0,2.53,2.58,1.02,1.61,1.21,1.61,12,27.0,1,11
Noah Sadiki,Sunderland,Midfielder,49,98.31,0.02,0.02,0.24,0.0,3.12,1.51,1.02,1.61,1.21,1.61,12,27.0,1,11
Chemsdine Talbi,Sunderland,Midfielder,49,60.11,0.11,0.04,0.0,0.0,1.17,0.58,1.02,1.61,1.21,1.61,12,27.0,1,11
Granit Xhaka,Sunderland,Midfielder,51,99.24,0.02,0.14,0.18,0.0,4.63,1.61,1.02,1.61,1.21,1.61,12,27.0,1,11
Robin Roefs,Sunderland,Goalkeeper,49,100.0,0.0,0.03,0.08,0.0,1.19,0.0,1.02,1.61,1.21,1.61,12,27.0,1,11
Omar Alderete,Sunderland,Defender,41,96.52,0.06,0.02,0.19,0.0,8.61,0.95,1.02,1.61,1.21,1.61,12,27.0,1,11
Nordi Mukiele,Sunderland,Defender,46,99.81,0.07,0.1,0.17,0.0,7.03,2.38,1.02,1.61,1.21,1.61,12,27.0,1,11
Bertrand Traoré,Sunderland,Midfielder,55,72.78,0.09,0.14,0.14,0.0,1.63,1.63,1.02,1.61,1.21,1.61,12,27.0,1,11
Guglielmo Vicario,Spurs,Goalkeeper,47,100.0,0.0,0.0,0.04,0.0,1.15,0.04,1.21,1.45,1.97,0.79,1,27.0,1,16
Pedro Porro Sauceda,Spurs,Defender,51,88.5,0.03,0.13,0.25,0.0,4.6,2.13,1.21,1.45,1.97,0.79,1,27.0,1,16
Cristian Romero,Spurs,Defender,50,90.69,0.09,0.09,0.42,0.11,6.79,2.79,1.21,1.45,1.97,0.79,1,27.0,1,16
Djed Spence,Spurs,Defender,42,85.56,0.06,0.1,0.22,0.0,3.1,1.64,1.21,1.45,1.97,0.79,1,27.0,1,16
Destiny Udogie,Spurs,Defender,43,67.69,0.02,0.08,0.23,0.0,2.38,2.15,1.21,1.45,1.97,0.79,1,27.0,1,16
Micky van de Ven,Spurs,Defender,45,99.68,0.1,0.04,0.25,0.0,5.65,1.13,1.21,1.45,1.97,0.79,1,27.0,1,16
Mohammed Kudus,Spurs,Midfielder,64,92.22,0.13,0.15,0.17,0.0,0.53,1.7,1.21,1.45,1.97,0.79,1,27.0,1,16
Rodrigo Bentancur,Spurs,Midfielder,53,80.0,0.05,0.05,0.31,0.0,4.41,2.37,1.21,1.45,1.97,0.79,1,27.0,1,16
Archie Gray,Spurs,Midfielder,48,66.18,0.13,0.06,0.38,0.0,4.17,0.87,1.21,1.45,1.97,0.79,1,27.0,1,16
Richarlison de Andrade,Spurs,Forward,63,66.24,0.39,0.16,0.29,0.0,3.24,1.06,1.21,1.45,1.97,0.79,1,27.0,1,16
João Maria Lobo Alves Palhares Costa Palhinha Gonçalves,Spurs,Midfielder,55,72.71,0.08,0.03,0.36,0.0,3.81,4.94,1.21,1.45,1.97,0.79,1,27.0,1,16
Xavi Simons,Spurs,Midfielder,65,77.67,0.1,0.26,0.26,0.06,1.38,1.91,1.21,1.45,1.97,0.79,1,27.0,1,16
Randal Kolo Muani,Spurs,Forward,69,64.75,0.16,0.07,0.17,0.0,1.06,1.59,1.21,1.45,1.97,0.79,1,27.0,1,16
Conor Gallagher,Spurs,Midfielder,54,95.33,0.2,0.08,0.0,0.0,2.62,1.53,1.21,1.45,1.97,0.79,1,27.0,1,16
Alphonse Areola,West Ham,Goalkeeper,43,100.0,0.0,0.0,0.0,0.0,1.5,0.0,1.25,1.93,1.73,1.46,9,27.0,1,18
El Hadji Malick Diouf,West Ham,Defender,40,91.33,0.02,0.07,0.22,0.0,5.97,1.37,1.25,1.93,1.73,1.46,9,27.0,1,18
Maximilian Kilman,West Ham,Defender,42,82.12,0.07,0.01,0.23,0.0,8.31,0.92,1.25,1.93,1.73,1.46,9,27.0,1,18
Konstantinos Mavropanos,West Ham,Defender,44,89.3,0.06,0.0,0.12,0.0,9.4,1.28,1.25,1.93,1.73,1.46,9,27.0,1,18
Nayef Aguerd,West Ham,Defender,44,100.0,0.04,0.0,0.0,0.0,7.0,0.5,1.25,1.93,1.73,1.46,9,27.0,1,18
Ollie Scarles,West Ham,Defender,43,61.48,0.03,0.13,0.14,0.0,5.92,3.99,1.25,1.93,1.73,1.46,9,27.0,1,18
Jean-Clair Todibo,West Ham,Defender,43,94.51,0.04,0.02,0.24,0.06,6.21,1.95,1.25,1.93,1.73,1.46,9,27.0,1,18
Aaron Wan-Bissaka,West Ham,Defender,41,96.01,0.0,0.06,0.12,0.0,6.65,1.42,1.25,1.93,1.73,1.46,9,27.0,1,18
Lucas Tolentino Coelho de Lima,West Ham,Midfielder,59,95.31,0.14,0.18,0.29,0.06,1.78,2.38,1.25,1.93,1.73,1.46,9,27.0,1,18
Crysencio Summerville,West Ham,Midfielder,56,85.71,0.21,0.07,0.17,0.0,2.04,1.42,1.25,1.93,1.73,1.46,9,27.0,1,18
Freddie Potts,West Ham,Midfielder,44,63.27,0.02,0.1,0.08,0.0,3.87,2.22,1.25,1.93,1.73,1.46,9,27.0,1,18
Jarrod Bowen,West Ham,Forward,76,99.83,0.27,0.12,0.12,0.0,1.62,1.16,1.25,1.93,1.73,1.46,9,27.0,1,18
Mads Hermansen,West Ham,Goalkeeper,42,100.0,0.0,0.0,0.0,0.0,1.83,0.0,1.25,1.93,1.73,1.46,9,27.0,1,18
Mateus Gonçalo Espanha Fernandes,West Ham,Midfielder,55,91.06,0.04,0.11,0.14,0.0,2.96,3.1,1.25,1.93,1.73,1.46,9,27.0,1,18
Valentín Castellanos,West Ham,Forward,55,90.93,0.51,0.04,0.37,0.0,1.89,0.57,1.25,1.93,1.73,1.46,9,27.0,1,18
Axel Disasi,West Ham,Defender,45,100.0,0.01,0.01,0.0,0.0,6.5,0.0,1.25,1.93,1.73,1.46,9,27.0,1,18
Sam Johnstone,Wolves,Goalkeeper,44,100.0,0.0,0.0,0.0,0.0,2.0,0.17,0.89,1.74,1.7,1.48,13,27.0,0,20
José Malheiro de Sá,Wolves,Goalkeeper,42,100.0,0.0,0.01,0.07,0.0,1.87,0.0,0.89,1.74,1.7,1.48,13,27.0,0,20
Emmanuel Agbadou,Wolves,Defender,42,86.75,0.04,0.01,0.08,0.08,7.61,2.62,0.89,1.74,1.7,1.48,13,27.0,0,20
Matt Doherty,Wolves,Defender,44,82.84,0.01,0.02,0.54,0.0,5.45,1.82,0.89,1.74,1.7,1.48,13,27.0,0,20
Hugo Bueno López,Wolves,Defender,43,77.13,0.03,0.11,0.05,0.0,4.0,2.38,0.89,1.74,1.7,1.48,13,27.0,0,20
Yerson Mosquera Valdelamar,Wolves,Defender,43,87.84,0.11,0.05,0.57,0.0,6.15,2.69,0.89,1.74,1.7,1.48,13,27.0,0,20
Santiago Ignacio Bueno,Wolves,Defender,44,96.23,0.05,0.02,0.17,0.0,5.24,2.19,0.89,1.74,1.7,1.48,13,27.0,0,20
Toti Gomes,Wolves,Defender,42,83.16,0.0,0.01,0.18,0.09,6.64,1.33,0.89,1.74,1.7,1.48,13,27.0,0,20
Ki-Jana Hoever,Wolves,Defender,38,60.69,0.0,0.07,0.0,0.0,5.74,2.77,0.89,1.74,1.7,1.48,13,27.0,0,20
Hwang Hee-chan,Wolves,Midfielder,56,65.28,0.19,0.08,0.23,0.0,1.73,0.63,0.89,1.74,1.7,1.48,13,27.0,0,20
André Trindade da Costa Neto,Wolves,Midfielder,52,82.08,0.01,0.04,0.41,0.0,3.1,2.64,0.89,1.74,1.7,1.48,13,27.0,0,20
Marshall Munetsi,Wolves,Midfielder,53,73.76,0.19,0.04,0.21,0.0,4.03,2.17,0.89,1.74,1.7,1.48,13,27.0,0,20
Jackson Tchatchoua,Wolves,Defender,44,61.2,0.0,0.1,0.2,0.0,4.04,1.55,0.89,1.74,1.7,1.48,13,27.0,0,20
Ladislav Krejcí,Wolves,Defender,45,95.61,0.07,0.04,0.1,0.0,6.21,1.0,0.89,1.74,1.7,1.48,13,27.0,0,20
Mateus Mané,Wolves,Forward,46,67.64,0.11,0.09,0.0,0.0,1.73,1.46,0.89,1.74,1.7,1.48,13,27.0,0,20
Angel Gomes,Wolves,Midfielder,50,68.89,0.03,0.07,0.0,0.0,2.05,2.05,0.89,1.74,1.7,1.48,13,27.0,0,20
Adam Armstrong,Wolves,Forward,55,100.0,0.01,0.23,0.33,0.0,1.33,0.0,0.89,1.74,1.7,1.48,13,27.0,0,20
