full_name,team_name,player_position,current_fpl_cost,playing_time_min_percentage,xg_per_90,xag_per_90,yellows_per_90,reds_per_90,clearances_blocks_interceptions_per_90,tackles_per_90,team_xg_per_90,team_xg_against_per_90,opponent_xg_per_90,opponent_xg_against_per_90,opponent_league_position,gameweek,is_at_home,team_league_position,points_last_3,xg_last_3,minutes_last_3,is_penalty_taker,opponent_goals_conceded_last_3,ownership_percent,influence,creativity,threat,ict_index
Axel Tuanzebe,Burnley,Defender,39,94.85,0.05,0.0,0.1,0.0,8.22,1.16,0.96,2.19,1.41,1.49,5,36,1,19,0,0.0,0,0,6.0,0.9,225.2,9.8,52.0,28.9
Jaidon Anthony,Burnley,Midfielder,50,81.93,0.18,0.15,0.14,0.0,1.69,1.43,0.96,2.19,1.41,1.49,5,36,1,19,7,0.17,176,0,6.0,1.8,537.4,514.7,563.0,161.5
Josh Cullen,Burnley,Midfielder,49,94.63,0.06,0.11,0.12,0.0,4.04,1.9,0.96,2.19,1.41,1.49,5,36,1,19,0,0.0,0,0,6.0,0.8,342.0,218.1,98.0,66.0
Josh Laurent,Burnley,Midfielder,48,60.75,0.06,0.04,0.37,0.05,3.76,2.3,0.96,2.19,1.41,1.49,5,36,1,19,3,0.02,139,0,6.0,0.0,287.2,184.1,111.0,57.4
Zian Flemming,Burnley,Forward,53,65.51,0.5,0.04,0.18,0.0,2.62,0.66,0.96,2.19,1.41,1.49,5,36,1,19,4,0.27,156,1,6.0,0.3,393.8,143.5,474.0,100.2
Lyle Foster,Burnley,Forward,49,60.31,0.24,0.08,0.27,0.0,1.81,1.07,0.96,2.19,1.41,1.49,5,36,1,19,1,0.08,18,0,6.0,0.7,219.0,147.0,256.0,61.5
Martin Dúbravka,Burnley,Goalkeeper,40,100.0,0.0,0.0,0.03,0.0,1.69,0.03,0.96,2.19,1.41,1.49,5,36,1,19,6,0.0,180,0,6.0,26.5,976.4,0.0,0.0,97.9
James Ward-Prowse,Burnley,Midfielder,56,78.96,0.02,0.26,0.08,0.0,3.73,1.27,0.96,2.19,1.41,1.49,5,36,1,19,6,0.07,154,0,6.0,0.2,204.8,364.6,22.0,59.1
Lesley Ugochukwu,Burnley,Midfielder,50,75.24,0.1,0.02,0.04,0.04,2.39,2.01,0.96,2.19,1.41,1.49,5,36,1,19,0,0.0,0,0,6.0,0.1,376.8,150.2,194.0,71.9
Florentino Ibrain Morris Luís,Burnley,Midfielder,50,74.84,0.05,0.02,0.29,0.0,4.58,3.95,0.96,2.19,1.41,1.49,5,36,1,19,2,0.0,33,0,6.0,0.0,364.2,198.1,45.0,60.9
Đorđe Petrović,Bournemouth,Goalkeeper,46,100.0,0.0,0.0,0.09,0.0,1.71,0.0,1.79,1.49,1.29,1.66,11,36,0,6,7,0.0,180,0,3.0,5.1,759.0,0.0,0.0,76.1
Marcos Senesi Barón,Bournemouth,Defender,52,98.95,0.06,0.12,0.24,0.0,9.93,1.76,1.79,1.49,1.29,1.66,11,36,0,6,18,0.13,180,0,3.0,21.2,1036.0,362.7,199.0,160.1
Adrien Truffert,Bournemouth,Defender,47,99.08,0.04,0.1,0.12,0.0,5.59,2.58,1.79,1.49,1.29,1.66,11,36,0,6,10,0.06,180,0,3.0,4.6,753.6,476.1,161.0,139.1
James Hill,Bournemouth,Defender,42,78.21,0.04,0.06,0.15,0.0,9.68,1.82,1.79,1.49,1.29,1.66,11,36,0,6,11,0.1,180,0,3.0,7.5,525.8,139.7,111.0,77.9
Marcus Tavernier,Bournemouth,Midfielder,54,90.11,0.32,0.16,0.18,0.0,2.0,1.27,1.79,1.49,1.29,1.66,11,36,0,6,5,0.2,175,0,3.0,4.9,568.2,668.4,540.0,177.8
Tyler Adams,Bournemouth,Midfielder,49,79.65,0.05,0.04,0.4,0.0,4.14,2.45,1.79,1.49,1.29,1.66,11,36,0,6,7,0.0,85,0,3.0,0.3,341.6,139.0,112.0,59.5
Lewis Cook,Bournemouth,Midfielder,49,62.15,0.01,0.04,0.11,0.11,5.79,2.59,1.79,1.49,1.29,1.66,11,36,0,6,0,0.0,0,0,3.0,0.0,206.0,183.3,12.0,40.4
Alex Scott,Bournemouth,Midfielder,50,86.83,0.12,0.09,0.13,0.0,4.22,1.89,1.79,1.49,1.29,1.66,11,36,0,6,7,0.08,180,0,3.0,2.3,572.4,467.0,314.0,135.0
Francisco Evanilson de Lima Barbosa,Bournemouth,Forward,67,87.58,0.38,0.1,0.07,0.0,1.28,0.35,1.79,1.49,1.29,1.66,11,36,0,6,6,0.35,169,0,3.0,2.5,333.6,381.3,783.0,149.5
Bafodé Diakité,Bournemouth,Defender,41,78.77,0.0,0.01,0.07,0.0,6.85,1.41,1.79,1.49,1.29,1.66,11,36,0,6,0,0.0,0,0,3.0,0.3,267.0,54.3,22.0,34.4
Álex Jiménez Sánchez,Bournemouth,Defender,45,84.37,0.05,0.07,0.38,0.0,3.11,2.64,1.79,1.49,1.29,1.66,11,36,0,6,6,0.02,180,0,3.0,0.2,406.0,269.3,184.0,85.9
Dango Ouattara,Brentford,Midfielder,57,80.61,0.32,0.23,0.21,0.0,3.04,1.0,1.79,1.43,2.07,1.21,2,36,0,7,7,0.75,179,0,4.0,1.6,430.0,389.8,609.0,142.2
Caoimhín Kelleher,Brentford,Goalkeeper,48,100.0,0.0,0.0,0.03,0.0,1.24,0.03,1.79,1.43,2.07,1.21,2,36,0,7,10,0.0,180,0,4.0,12.1,789.0,23.0,0.0,81.3
Hákon Rafn Valdimarsson,Brentford,Goalkeeper,38,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.79,1.43,2.07,1.21,2,36,0,7,0,0.0,0,0,4.0,0.9,13.0,0.0,0.0,1.3
Nathan Collins,Brentford,Defender,49,93.61,0.09,0.06,0.2,0.0,8.66,0.93,1.79,1.43,2.07,1.21,2,36,0,7,8,0.0,180,0,4.0,2.5,765.0,131.5,310.0,120.8
Kristoffer Ajer,Brentford,Defender,44,72.58,0.06,0.05,0.17,0.0,7.33,1.93,1.79,1.43,2.07,1.21,2,36,0,7,1,0.0,10,0,4.0,0.2,358.6,58.3,161.0,57.9
Michael Kayode,Brentford,Defender,46,98.4,0.03,0.09,0.21,0.0,4.31,1.87,1.79,1.43,2.07,1.21,2,36,0,7,6,0.56,180,0,4.0,1.1,569.2,444.8,130.0,114.7
Ethan Pinnock,Brentford,Defender,42,91.67,0.0,0.0,0.27,0.0,10.47,1.42,1.79,1.43,2.07,1.21,2,36,0,7,0,0.0,0,0,4.0,0.1,88.6,1.2,33.0,12.3
Sepp van den Berg,Brentford,Defender,45,98.67,0.11,0.05,0.07,0.0,8.04,0.64,1.79,1.43,2.07,1.21,2,36,0,7,6,0.31,180,0,4.0,1.1,611.6,87.0,292.0,99.2
Kevin Schade,Brentford,Midfielder,68,89.51,0.37,0.16,0.21,0.03,1.81,1.38,1.79,1.43,2.07,1.21,2,36,0,7,5,0.0,151,0,4.0,1.4,494.6,376.3,745.0,161.1
Mikkel Damsgaard,Brentford,Midfielder,56,71.11,0.14,0.29,0.0,0.0,1.87,2.39,1.79,1.43,2.07,1.21,2,36,0,7,13,0.55,180,0,4.0,0.7,493.4,628.5,317.0,144.1
Jordan Henderson,Brentford,Midfielder,50,70.5,0.03,0.16,0.2,0.0,2.88,1.29,1.79,1.43,2.07,1.21,2,36,0,7,0,0.0,0,0,4.0,0.3,328.0,336.0,45.0,70.9
Vitaly Janelt,Brentford,Midfielder,49,62.47,0.05,0.26,0.51,0.0,4.74,1.72,1.79,1.43,2.07,1.21,2,36,0,7,0,0.0,0,0,4.0,0.1,329.0,313.6,91.0,72.5
Mathias Jensen,Brentford,Midfielder,49,67.85,0.07,0.23,0.13,0.0,2.33,1.66,1.79,1.43,2.07,1.21,2,36,0,7,13,0.09,180,0,4.0,0.1,406.6,568.9,190.0,116.5
Gustavo Nunes Fernandes Gomes,Brentford,Midfielder,49,89.73,0.04,0.05,0.34,0.0,0.0,0.0,1.79,1.43,2.07,1.21,2,36,0,7,0,0.0,0,0,4.0,0.0,0.0,0.0,0.0,0.0
Yehor Yarmoliuk,Brentford,Midfielder,50,79.62,0.05,0.05,0.25,0.0,2.64,2.28,1.79,1.43,2.07,1.21,2,36,0,7,7,0.03,180,0,4.0,0.1,402.6,267.5,113.0,78.2
Igor Thiago Nascimento Rodrigues,Brentford,Forward,73,95.94,0.71,0.1,0.21,0.0,2.21,0.99,1.79,1.43,2.07,1.21,2,36,0,7,7,1.12,180,1,4.0,31.8,986.0,354.3,1107.0,244.5
Bart Verbruggen,Brighton,Goalkeeper,46,100.0,0.0,0.0,0.09,0.0,0.86,0.03,1.52,1.43,0.96,1.81,20,36,1,8,8,0.0,180,0,5.0,9.7,875.8,10.0,0.0,88.7
Olivier Boscagli,Brighton,Defender,42,74.17,0.0,0.02,0.22,0.0,6.98,1.8,1.52,1.43,0.96,1.81,20,36,1,8,7,0.0,180,0,5.0,0.2,215.6,82.2,12.0,31.1
Lewis Dunk,Brighton,Defender,45,94.85,0.03,0.02,0.35,0.0,6.45,1.16,1.52,1.43,0.96,1.81,20,36,1,8,1,0.0,2,0,5.0,0.9,573.4,108.6,154.0,83.8
Ferdi Kadıoğlu,Brighton,Defender,44,93.95,0.06,0.04,0.19,0.0,3.34,1.73,1.52,1.43,0.96,1.81,20,36,1,8,16,0.26,180,0,5.0,1.4,478.4,395.5,253.0,113.0
Jan Paul van Hecke,Brighton,Defender,46,99.12,0.09,0.03,0.28,0.0,7.38,1.56,1.52,1.43,0.96,1.81,20,36,1,8,8,0.13,180,0,5.0,10.9,923.4,222.5,278.0,142.8
Mitoma Kaoru,Brighton,Midfielder,61,77.04,0.23,0.19,0.22,0.0,1.47,0.92,1.52,1.43,0.96,1.81,20,36,1,8,4,0.4,171,0,5.0,2.3,288.2,419.8,403.0,110.7
Georginio Rutter,Brighton,Midfielder,56,66.44,0.14,0.23,0.1,0.0,1.93,1.62,1.52,1.43,0.96,1.81,20,36,1,8,7,0.12,92,0,5.0,0.4,330.6,333.8,413.0,107.6
Yankuba Minteh,Brighton,Midfielder,55,78.46,0.18,0.23,0.12,0.0,1.21,2.12,1.52,1.43,0.96,1.81,20,36,1,8,4,0.34,166,0,5.0,2.4,420.8,617.3,580.0,162.1
Jack Hinshelwood,Brighton,Midfielder,51,70.56,0.24,0.12,0.0,0.0,1.93,0.96,1.52,1.43,0.96,1.81,20,36,1,8,15,1.69,177,0,5.0,1.0,266.6,188.9,351.0,80.1
Yasin Ayari,Brighton,Midfielder,48,78.11,0.1,0.07,0.05,0.0,2.51,2.23,1.52,1.43,0.96,1.81,20,36,1,8,1,0.0,8,0,5.0,0.4,358.0,251.0,229.0,84.1
Diego Gómez Amarilla,Brighton,Midfielder,49,77.78,0.24,0.09,0.39,0.0,2.04,3.36,1.52,1.43,0.96,1.81,20,36,1,8,0,0.0,0,0,5.0,0.4,437.2,317.0,394.0,115.0
Mats Wieffer,Brighton,Midfielder,49,81.42,0.09,0.14,0.39,0.0,4.97,3.18,1.52,1.43,0.96,1.81,20,36,1,8,2,0.0,62,0,5.0,0.4,467.4,288.3,209.0,96.5
Danny Welbeck,Brighton,Forward,64,68.01,0.54,0.1,0.22,0.0,1.62,0.92,1.52,1.43,0.96,1.81,20,36,1,8,11,0.34,87,1,5.0,9.8,563.8,299.5,713.0,157.0
Pascal Groß,Brighton,Midfielder,56,94.79,0.06,0.19,0.13,0.0,2.44,1.58,1.52,1.43,0.96,1.81,20,36,1,8,10,0.24,180,0,5.0,3.2,345.4,577.7,134.0,105.7
Robert Lynch Sánchez,Chelsea,Goalkeeper,48,96.77,0.0,0.03,0.13,0.03,0.85,0.06,1.99,1.51,1.77,1.41,4,36,0,9,3,0.0,156,0,5.0,10.7,762.8,50.0,0.0,80.8
Filip Jörgensen,Chelsea,Goalkeeper,43,76.39,0.0,0.0,0.0,0.0,0.94,0.0,1.99,1.51,1.77,1.41,4,36,0,9,1,0.0,24,0,5.0,0.2,60.0,0.0,0.0,5.9
Marc Cucurella Saseta,Chelsea,Defender,61,87.6,0.07,0.17,0.22,0.04,4.62,1.81,1.99,1.51,1.77,1.41,4,36,0,9,5,0.05,180,0,5.0,14.4,542.0,553.9,280.0,137.7
Reece James,Chelsea,Defender,56,76.83,0.06,0.19,0.19,0.0,3.66,2.24,1.99,1.51,1.77,1.41,4,36,0,9,0,0.0,0,0,5.0,5.9,446.4,480.8,109.0,103.8
Trevoh Chalobah,Chelsea,Defender,54,95.28,0.06,0.02,0.1,0.03,7.36,1.15,1.99,1.51,1.77,1.41,4,36,0,9,2,0.14,180,0,5.0,9.0,704.4,110.5,160.0,97.5
Malo Gusto,Chelsea,Defender,48,73.89,0.08,0.14,0.13,0.04,2.9,2.08,1.99,1.51,1.77,1.41,4,36,0,9,1,0.1,180,0,5.0,1.8,427.4,432.6,193.0,105.4
Benoît Badiashile Mukinayi,Chelsea,Defender,44,66.39,0.0,0.0,0.38,0.0,7.85,1.34,1.99,1.51,1.77,1.41,4,36,0,9,0,0.0,0,0,5.0,0.0,102.8,7.9,2.0,11.4
Wesley Fofana,Chelsea,Defender,44,76.16,0.03,0.04,0.3,0.06,10.17,1.15,1.99,1.51,1.77,1.41,4,36,0,9,0,0.0,45,0,5.0,0.4,440.4,64.2,72.0,57.7
Cole Palmer,Chelsea,Midfielder,103,83.91,0.51,0.11,0.21,0.0,1.44,1.12,1.99,1.51,1.77,1.41,4,36,0,9,0,0.93,90,1,5.0,12.9,486.4,367.4,506.0,135.9
Pedro Lomba Neto,Chelsea,Midfielder,70,87.12,0.18,0.27,0.07,0.04,0.69,0.58,1.99,1.51,1.77,1.41,4,36,0,9,2,0.0,90,0,5.0,4.0,472.2,784.0,477.0,173.6
Enzo Fernández,Chelsea,Midfielder,65,96.94,0.36,0.26,0.25,0.0,1.52,1.61,1.99,1.51,1.77,1.41,4,36,0,9,4,0.15,180,1,5.0,10.5,734.0,1003.6,709.0,244.7
Moisés Caicedo Corozo,Chelsea,Midfielder,57,94.19,0.05,0.07,0.35,0.04,3.41,2.95,1.99,1.51,1.77,1.41,4,36,0,9,5,0.02,180,0,5.0,7.2,526.6,334.2,119.0,97.7
João Pedro Junqueira de Jesus,Chelsea,Forward,75,84.78,0.54,0.14,0.14,0.0,1.34,0.91,1.99,1.51,1.77,1.41,4,36,0,9,8,0.46,90,0,5.0,38.2,756.4,454.3,880.0,208.7
Alejandro Garnacho Ferreyra,Chelsea,Midfielder,64,62.03,0.29,0.3,0.14,0.0,0.71,1.0,1.99,1.51,1.77,1.41,4,36,0,9,1,0.18,45,0,5.0,0.4,207.4,405.3,399.0,100.1
Dean Henderson,Crystal Palace,Goalkeeper,51,100.0,0.0,0.0,0.12,0.0,1.55,0.0,1.64,1.49,2.07,1.21,2,36,1,15,2,0.0,90,0,4.0,9.7,750.0,10.0,0.0,75.9
Dean Henderson,Crystal Palace,Goalkeeper,51,100.0,0.0,0.0,0.12,0.0,1.55,0.0,1.64,1.49,2.07,1.21,2,36,0,15,2,0.0,90,0,4.0,9.7,750.0,10.0,0.0,75.9
Walter Benítez,Crystal Palace,Goalkeeper,39,100.0,0.0,0.0,0.0,0.0,1.0,0.0,1.64,1.49,2.07,1.21,2,36,1,15,0,0.0,0,0,4.0,0.3,22.8,0.0,0.0,2.3
Walter Benítez,Crystal Palace,Goalkeeper,39,100.0,0.0,0.0,0.0,0.0,1.0,0.0,1.64,1.49,2.07,1.21,2,36,0,15,0,0.0,0,0,4.0,0.3,22.8,0.0,0.0,2.3
Daniel Muñoz Mejía,Crystal Palace,Defender,59,93.6,0.12,0.16,0.3,0.0,4.81,2.66,1.64,1.49,2.07,1.21,2,36,1,15,0,0.0,45,0,4.0,10.2,519.0,314.0,361.0,119.4
Daniel Muñoz Mejía,Crystal Palace,Defender,59,93.6,0.12,0.16,0.3,0.0,4.81,2.66,1.64,1.49,2.07,1.21,2,36,0,15,0,0.0,45,0,4.0,10.2,519.0,314.0,361.0,119.4
Maxence Lacroix,Crystal Palace,Defender,52,98.92,0.09,0.04,0.13,0.03,9.05,1.74,1.64,1.49,2.07,1.21,2,36,1,15,2,0.0,90,0,4.0,8.4,755.6,94.1,286.0,113.5
Maxence Lacroix,Crystal Palace,Defender,52,98.92,0.09,0.04,0.13,0.03,9.05,1.74,1.64,1.49,2.07,1.21,2,36,0,15,2,0.0,90,0,4.0,8.4,755.6,94.1,286.0,113.5
Tyrick Mitchell,Crystal Palace,Defender,50,96.31,0.04,0.09,0.15,0.0,3.95,2.67,1.64,1.49,2.07,1.21,2,36,1,15,1,0.0,45,0,4.0,2.5,576.4,442.0,201.0,122.1
Tyrick Mitchell,Crystal Palace,Defender,50,96.31,0.04,0.09,0.15,0.0,3.95,2.67,1.64,1.49,2.07,1.21,2,36,0,15,1,0.0,45,0,4.0,2.5,576.4,442.0,201.0,122.1
Chris Richards,Crystal Palace,Defender,44,96.81,0.05,0.02,0.1,0.0,8.22,1.75,1.64,1.49,2.07,1.21,2,36,1,15,1,0.0,14,0,4.0,2.7,683.8,152.3,147.0,98.6
Chris Richards,Crystal Palace,Defender,44,96.81,0.05,0.02,0.1,0.0,8.22,1.75,1.64,1.49,2.07,1.21,2,36,0,15,1,0.0,14,0,4.0,2.7,683.8,152.3,147.0,98.6
Nathaniel Clyne,Crystal Palace,Defender,38,71.53,0.05,0.12,0.17,0.0,4.55,2.55,1.64,1.49,2.07,1.21,2,36,1,15,0,0.0,0,0,4.0,0.5,80.6,53.5,33.0,16.6
Nathaniel Clyne,Crystal Palace,Defender,38,71.53,0.05,0.12,0.17,0.0,4.55,2.55,1.64,1.49,2.07,1.21,2,36,0,15,0,0.0,0,0,4.0,0.5,80.6,53.5,33.0,16.6
Ismaïla Sarr,Crystal Palace,Midfielder,64,88.98,0.43,0.1,0.09,0.0,1.69,0.84,1.64,1.49,2.07,1.21,2,36,1,15,1,0.54,45,0,4.0,7.2,391.6,243.6,466.0,110.3
Ismaïla Sarr,Crystal Palace,Midfielder,64,88.98,0.43,0.1,0.09,0.0,1.69,0.84,1.64,1.49,2.07,1.21,2,36,0,15,1,0.54,45,0,4.0,7.2,391.6,243.6,466.0,110.3
Daichi Kamada,Crystal Palace,Midfielder,50,77.78,0.07,0.1,0.11,0.0,1.79,2.88,1.64,1.49,2.07,1.21,2,36,1,15,1,0.0,45,0,4.0,0.1,203.6,298.1,138.0,64.0
Daichi Kamada,Crystal Palace,Midfielder,50,77.78,0.07,0.1,0.11,0.0,1.79,2.88,1.64,1.49,2.07,1.21,2,36,0,15,1,0.0,45,0,4.0,0.1,203.6,298.1,138.0,64.0
Jefferson Lerma Solís,Crystal Palace,Midfielder,49,61.4,0.13,0.1,0.36,0.0,4.39,1.19,1.64,1.49,2.07,1.21,2,36,1,15,0,0.0,90,0,4.0,0.1,239.8,189.4,225.0,65.1
Jefferson Lerma Solís,Crystal Palace,Midfielder,49,61.4,0.13,0.1,0.36,0.0,4.39,1.19,1.64,1.49,2.07,1.21,2,36,0,15,0,0.0,90,0,4.0,0.1,239.8,189.4,225.0,65.1
Adam Wharton,Crystal Palace,Midfielder,50,87.78,0.04,0.23,0.15,0.04,2.52,2.36,1.64,1.49,2.07,1.21,2,36,1,15,1,0.0,45,0,4.0,0.8,414.0,613.5,155.0,118.5
Adam Wharton,Crystal Palace,Midfielder,50,87.78,0.04,0.23,0.15,0.04,2.52,2.36,1.64,1.49,2.07,1.21,2,36,0,15,1,0.0,45,0,4.0,0.8,414.0,613.5,155.0,118.5
Jean-Philippe Mateta,Crystal Palace,Forward,76,83.57,0.63,0.05,0.09,0.0,2.46,0.43,1.64,1.49,2.07,1.21,2,36,1,15,1,0.08,25,1,4.0,9.4,499.6,144.8,746.0,138.5
Jean-Philippe Mateta,Crystal Palace,Forward,76,83.57,0.63,0.05,0.09,0.0,2.46,0.43,1.64,1.49,2.07,1.21,2,36,0,15,1,0.08,25,1,4.0,9.4,499.6,144.8,746.0,138.5
Jørgen Strand Larsen,Crystal Palace,Forward,59,73.33,0.26,0.03,0.17,0.0,1.96,0.39,1.64,1.49,2.07,1.21,2,36,1,15,2,0.19,64,0,4.0,1.7,258.4,188.4,423.0,85.2
