full_name,team_name,player_position,current_fpl_cost,playing_time_min_percentage,xg_per_90,xag_per_90,yellows_per_90,reds_per_90,clearances_blocks_interceptions_per_90,tackles_per_90,team_xg_per_90,team_xg_against_per_90,opponent_xg_per_90,opponent_xg_against_per_90,opponent_league_position,gameweek,is_at_home,team_league_position,points_last_3,xg_last_3,minutes_last_3,is_penalty_taker,opponent_goals_conceded_last_3,ownership_percent,influence,creativity,threat,ict_index
Freddie Potts,West Ham,Midfielder,43,60.42,0.02,0.1,0.08,0.0,3.91,2.11,1.27,1.79,1.31,1.54,10.0,34.0,1.0,17.0,1,0.0,12,0,4.0,0.5,185.8,140.8,37.0,36.5
Jarrod Bowen,West Ham,Forward,77,99.87,0.24,0.18,0.12,0.0,2.01,1.31,1.27,1.79,1.31,1.54,10.0,34.0,1.0,17.0,16,0.38,180,1,4.0,20.0,748.6,564.5,731.0,204.4
Kyle Walker-Peters,West Ham,Defender,42,62.06,0.1,0.03,0.16,0.0,3.41,3.17,1.27,1.79,1.31,1.54,10.0,34.0,1.0,17.0,12,0.0,180,0,4.0,0.3,242.6,118.4,104.0,46.6
Mads Hermansen,West Ham,Goalkeeper,42,100.0,0.0,0.0,0.0,0.0,1.23,0.0,1.27,1.79,1.31,1.54,10.0,34.0,1.0,17.0,13,0.0,180,0,4.0,2.1,311.6,10.0,0.0,32.2
Mateus Gonçalo Espanha Fernandes,West Ham,Midfielder,55,92.97,0.04,0.1,0.21,0.0,2.49,2.98,1.27,1.79,1.31,1.54,10.0,34.0,1.0,17.0,7,0.0,174,0,4.0,0.5,546.8,535.0,114.0,119.7
Pablo Felipe Pereira de Jesus,West Ham,Forward,54,71.6,0.13,0.07,0.0,0.0,2.11,2.76,1.27,1.79,1.31,1.54,10.0,34.0,1.0,17.0,7,0.12,151,0,4.0,0.0,71.2,100.2,68.0,24.0
Valentín Castellanos,West Ham,Forward,55,90.34,0.35,0.06,0.26,0.0,1.76,0.53,1.27,1.79,1.31,1.54,10.0,34.0,1.0,17.0,13,1.02,164,0,4.0,0.4,198.2,152.1,347.0,68.5
Axel Disasi,West Ham,Defender,45,100.0,0.12,0.0,0.0,0.0,5.56,1.0,1.27,1.79,1.31,1.54,10.0,34.0,1.0,17.0,15,0.0,180,0,4.0,0.4,147.0,14.8,80.0,24.2
Sam Johnstone,Wolves,Goalkeeper,44,100.0,0.0,0.0,0.0,0.0,2.0,0.17,0.94,1.86,1.2,1.55,18.0,34.0,1.0,20.0,0,0.0,0,0,6.0,0.1,308.0,0.1,0.0,30.8
José Malheiro de Sá,Wolves,Goalkeeper,42,100.0,0.0,0.0,0.1,0.0,2.05,0.0,0.94,1.86,1.2,1.55,18.0,34.0,1.0,20.0,1,0.0,90,0,6.0,1.2,432.8,10.0,0.0,44.6
Daniel Bentley,Wolves,Goalkeeper,39,100.0,0.0,0.0,0.0,0.0,2.0,0.0,0.94,1.86,1.2,1.55,18.0,34.0,1.0,20.0,2,0.0,90,0,6.0,0.6,27.6,0.0,0.0,2.8
Emmanuel Agbadou,Wolves,Defender,42,86.75,0.04,0.01,0.08,0.08,7.61,2.62,0.94,1.86,1.2,1.55,18.0,34.0,1.0,20.0,0,0.0,0,0,6.0,0.1,312.2,76.0,75.0,46.4
Matt Doherty,Wolves,Defender,44,81.33,0.01,0.02,0.49,0.0,5.64,1.67,0.94,1.86,1.2,1.55,18.0,34.0,1.0,20.0,0,0.0,0,0,6.0,0.1,116.2,50.8,18.0,18.6
Hugo Bueno López,Wolves,Defender,43,78.7,0.03,0.14,0.08,0.0,4.06,2.46,0.94,1.86,1.2,1.55,18.0,34.0,1.0,20.0,0,0.05,180,0,6.0,0.2,494.8,596.0,154.0,124.8
Yerson Mosquera Valdelamar,Wolves,Defender,43,86.67,0.11,0.06,0.55,0.0,6.38,2.53,0.94,1.86,1.2,1.55,18.0,34.0,1.0,20.0,0,0.08,70,0,6.0,0.1,355.0,136.5,219.0,71.1
Santiago Ignacio Bueno,Wolves,Defender,44,97.18,0.04,0.01,0.17,0.0,5.65,2.01,0.94,1.86,1.2,1.55,18.0,34.0,1.0,20.0,3,0.0,180,0,6.0,0.2,491.4,99.9,170.0,76.0
Toti Gomes,Wolves,Defender,42,85.41,0.04,0.01,0.16,0.08,7.65,1.43,0.94,1.86,1.2,1.55,18.0,34.0,1.0,20.0,3,0.0,90,0,6.0,0.1,271.6,78.5,36.0,38.7
Ki-Jana Hoever,Wolves,Defender,38,60.69,0.0,0.07,0.0,0.0,5.74,2.77,0.94,1.86,1.2,1.55,18.0,34.0,1.0,20.0,0,0.0,0,0,6.0,0.9,101.4,87.8,13.0,20.3
Hwang Hee-chan,Wolves,Midfielder,56,60.86,0.18,0.08,0.22,0.0,1.76,0.61,0.94,1.86,1.2,1.55,18.0,34.0,1.0,20.0,2,0.04,34,0,6.0,0.1,133.4,155.6,149.0,43.1
André Trindade da Costa Neto,Wolves,Midfielder,52,85.67,0.02,0.04,0.35,0.0,3.12,2.77,0.94,1.86,1.2,1.55,18.0,34.0,1.0,20.0,8,0.02,180,0,6.0,0.1,372.4,262.2,38.0,67.2
Marshall Munetsi,Wolves,Midfielder,53,73.76,0.19,0.04,0.21,0.0,4.03,2.17,0.94,1.86,1.2,1.55,18.0,34.0,1.0,20.0,0,0.0,0,0,6.0,0.0,163.6,61.8,196.0,42.1
Jackson Tchatchoua,Wolves,Defender,44,67.44,0.01,0.11,0.15,0.0,3.89,1.43,0.94,1.86,1.2,1.55,18.0,34.0,1.0,20.0,0,0.0,135,0,6.0,0.0,315.6,345.3,69.0,73.1
Ladislav Krejcí,Wolves,Defender,45,94.83,0.07,0.03,0.12,0.04,6.26,1.14,0.94,1.86,1.2,1.55,18.0,34.0,1.0,20.0,1,0.16,164,0,6.0,0.1,502.0,132.6,267.0,90.5
Mateus Mané,Wolves,Forward,43,68.48,0.09,0.08,0.0,0.0,1.85,1.32,0.94,1.86,1.2,1.55,18.0,34.0,1.0,20.0,2,0.13,81,0,6.0,2.2,224.6,258.1,209.0,68.5
Adam Armstrong,Wolves,Forward,52,91.36,0.13,0.13,0.36,0.0,1.36,0.37,0.94,1.86,1.2,1.55,18.0,34.0,1.0,20.0,4,0.32,160,0,6.0,0.1,92.0,70.1,78.0,23.9
