full_name,team_name,player_position,current_fpl_cost,playing_time_min_percentage,xg_per_90,xag_per_90,yellows_per_90,reds_per_90,clearances_blocks_interceptions_per_90,tackles_per_90,team_xg_per_90,team_xg_against_per_90,opponent_xg_per_90,opponent_xg_against_per_90,opponent_league_position,gameweek,is_at_home,team_league_position
Marcus Tavernier,Bournemouth,Midfielder,54,90.51,0.24,0.14,0.15,0.0,2.25,1.38,1.75,1.43,0.88,1.56,20,24,0,13
Tyler Adams,Bournemouth,Midfielder,49,90.81,0.06,0.01,0.37,0.0,3.76,2.63,1.75,1.43,0.88,1.56,20,24,0,13
Lewis Cook,Bournemouth,Midfielder,49,60.37,0.01,0.02,0.14,0.14,6.22,2.78,1.75,1.43,0.88,1.56,20,24,0,13
Alex Scott,Bournemouth,Midfielder,50,79.95,0.08,0.06,0.11,0.0,4.31,1.76,1.75,1.43,0.88,1.56,20,24,0,13
Francisco Evanilson de Lima Barbosa,Bournemouth,Forward,70,86.14,0.44,0.1,0.06,0.0,1.02,0.34,1.75,1.43,0.88,1.56,20,24,0,13
Bafodé Diakité,Bournemouth,Defender,42,83.33,0.0,0.01,0.07,0.0,6.85,1.41,1.75,1.43,0.88,1.56,20,24,0,13
Álex Jiménez Sánchez,Bournemouth,Defender,45,79.3,0.06,0.06,0.33,0.0,3.26,2.24,1.75,1.43,0.88,1.56,20,24,0,13
Dango Ouattara,Brentford,Midfielder,58,75.1,0.4,0.16,0.23,0.0,3.59,1.04,1.86,1.39,1.39,1.57,3,24,0,8
Caoimhín Kelleher,Brentford,Goalkeeper,46,100.0,0.0,0.0,0.04,0.0,1.22,0.04,1.86,1.39,1.39,1.57,3,24,0,8
Nathan Collins,Brentford,Defender,50,96.28,0.1,0.08,0.18,0.0,9.33,1.04,1.86,1.39,1.39,1.57,3,24,0,8
Kristoffer Ajer,Brentford,Defender,44,71.44,0.08,0.06,0.08,0.0,7.79,1.97,1.86,1.39,1.39,1.57,3,24,0,8
Michael Kayode,Brentford,Defender,45,97.63,0.01,0.09,0.22,0.0,4.41,2.03,1.86,1.39,1.39,1.57,3,24,0,8
Ethan Pinnock,Brentford,Defender,42,88.89,0.0,0.0,0.38,0.0,9.87,1.58,1.86,1.39,1.39,1.57,3,24,0,8
Sepp van den Berg,Brentford,Defender,45,97.78,0.13,0.03,0.06,0.0,8.53,0.68,1.86,1.39,1.39,1.57,3,24,0,8
Kevin Schade,Brentford,Midfielder,72,93.18,0.39,0.19,0.29,0.0,2.13,1.49,1.86,1.39,1.39,1.57,3,24,0,8
Mikkel Damsgaard,Brentford,Midfielder,57,72.83,0.1,0.32,0.0,0.0,1.91,2.48,1.86,1.39,1.39,1.57,3,24,0,8
Jordan Henderson,Brentford,Midfielder,50,72.38,0.04,0.17,0.26,0.0,2.52,1.26,1.86,1.39,1.39,1.57,3,24,0,8
Gustavo Nunes Fernandes Gomes,Brentford,Midfielder,49,89.29,0.03,0.04,0.36,0.0,0.0,0.0,1.86,1.39,1.39,1.57,3,24,0,8
Yehor Yarmoliuk,Brentford,Midfielder,50,85.56,0.07,0.06,0.25,0.0,2.44,2.44,1.86,1.39,1.39,1.57,3,24,0,8
Igor Thiago Nascimento Rodrigues,Brentford,Forward,72,93.82,0.76,0.11,0.19,0.0,2.14,0.89,1.86,1.39,1.39,1.57,3,24,0,8
Bart Verbruggen,Brighton,Goalkeeper,45,100.0,0.0,0.0,0.13,0.0,0.87,0.04,1.56,1.61,1.22,1.54,11,24,1,12
Lewis Dunk,Brighton,Defender,45,97.47,0.03,0.02,0.37,0.0,6.37,1.07,1.56,1.61,1.22,1.54,11,24,1,12
Ferdi Kadıoğlu,Brighton,Defender,44,90.66,0.06,0.05,0.2,0.0,3.03,1.87,1.56,1.61,1.22,1.54,11,24,1,12
Jan Paul van Hecke,Brighton,Defender,45,100.0,0.11,0.02,0.27,0.0,6.86,1.45,1.56,1.61,1.22,1.54,11,24,1,12
Joël Veltman,Brighton,Defender,43,61.11,0.13,0.03,0.41,0.0,6.42,3.61,1.56,1.61,1.22,1.54,11,24,1,12
Mitoma Kaoru,Brighton,Midfielder,61,78.8,0.15,0.25,0.2,0.0,1.17,0.68,1.56,1.61,1.22,1.54,11,24,1,12
Georginio Rutter,Brighton,Midfielder,56,73.23,0.15,0.2,0.13,0.0,1.98,1.32,1.56,1.61,1.22,1.54,11,24,1,12
Yankuba Minteh,Brighton,Midfielder,58,84.5,0.17,0.21,0.0,0.0,1.14,1.88,1.56,1.61,1.22,1.54,11,24,1,12
Matt O'Riley,Brighton,Midfielder,55,99.44,0.57,0.08,0.0,0.0,1.53,2.03,1.56,1.61,1.22,1.54,11,24,1,12
Yasin Ayari,Brighton,Midfielder,48,89.56,0.11,0.05,0.0,0.0,2.52,2.29,1.56,1.61,1.22,1.54,11,24,1,12
Carlos Baleba,Brighton,Midfielder,45,64.2,0.03,0.01,0.35,0.0,3.52,1.98,1.56,1.61,1.22,1.54,11,24,1,12
Diego Gómez Amarilla,Brighton,Midfielder,49,77.3,0.29,0.09,0.31,0.0,1.91,3.25,1.56,1.61,1.22,1.54,11,24,1,12
Mats Wieffer,Brighton,Midfielder,49,82.15,0.09,0.21,0.3,0.0,5.34,3.59,1.56,1.61,1.22,1.54,11,24,1,12
Danny Welbeck,Brighton,Forward,62,64.95,0.54,0.03,0.28,0.0,1.27,0.85,1.56,1.61,1.22,1.54,11,24,1,12
Pascal Groß,Brighton,Midfielder,55,79.17,0.08,0.31,0.32,0.0,2.83,0.94,1.56,1.61,1.22,1.54,11,24,1,12
Robert Lynch Sánchez,Chelsea,Goalkeeper,49,95.66,0.0,0.04,0.14,0.05,0.9,0.0,1.94,1.52,1.23,1.96,18,24,1,5
Filip Jörgensen,Chelsea,Goalkeeper,43,97.22,0.0,0.0,0.0,0.0,1.03,0.0,1.94,1.52,1.23,1.96,18,24,1,5
Marc Cucurella Saseta,Chelsea,Defender,60,91.22,0.03,0.12,0.21,0.05,4.59,2.06,1.94,1.52,1.23,1.96,18,24,1,5
Reece James,Chelsea,Defender,57,75.91,0.06,0.2,0.24,0.0,3.84,2.36,1.94,1.52,1.23,1.96,18,24,1,5
Trevoh Chalobah,Chelsea,Defender,57,97.47,0.06,0.01,0.14,0.05,7.55,1.41,1.94,1.52,1.23,1.96,18,24,1,5
Malo Gusto,Chelsea,Defender,49,68.94,0.11,0.11,0.07,0.07,3.29,2.26,1.94,1.52,1.23,1.96,18,24,1,5
Benoît Badiashile Mukinayi,Chelsea,Defender,44,67.78,0.0,0.0,0.42,0.0,7.41,1.27,1.94,1.52,1.23,1.96,18,24,1,5
Wesley Fofana,Chelsea,Defender,44,75.0,0.02,0.0,0.22,0.0,11.39,1.45,1.94,1.52,1.23,1.96,18,24,1,5
Tosin Adarabioyo,Chelsea,Defender,40,71.21,0.01,0.05,0.26,0.0,9.46,1.66,1.94,1.52,1.23,1.96,18,24,1,5
Cole Palmer,Chelsea,Midfielder,104,72.5,0.35,0.03,0.23,0.0,1.55,1.31,1.94,1.52,1.23,1.96,18,24,1,5
Pedro Lomba Neto,Chelsea,Midfielder,71,88.16,0.2,0.24,0.1,0.0,0.75,0.7,1.94,1.52,1.23,1.96,18,24,1,5
Enzo Fernández,Chelsea,Midfielder,67,95.51,0.43,0.27,0.24,0.0,1.58,1.97,1.94,1.52,1.23,1.96,18,24,1,5
Moisés Caicedo Corozo,Chelsea,Midfielder,57,92.9,0.07,0.05,0.36,0.06,3.89,3.11,1.94,1.52,1.23,1.96,18,24,1,5
João Pedro Junqueira de Jesus,Chelsea,Forward,72,82.27,0.4,0.18,0.11,0.0,1.61,0.86,1.94,1.52,1.23,1.96,18,24,1,5
Alejandro Garnacho Ferreyra,Chelsea,Midfielder,64,67.22,0.33,0.29,0.11,0.0,0.66,0.77,1.94,1.52,1.23,1.96,18,24,1,5
Dean Henderson,Crystal Palace,Goalkeeper,50,100.0,0.0,0.0,0.09,0.0,1.39,0.0,1.72,1.57,1.12,1.67,17,24,0,15
Daniel Muñoz Mejía,Crystal Palace,Defender,58,99.11,0.13,0.18,0.27,0.0,4.99,2.22,1.72,1.57,1.12,1.67,17,24,0,15
Maxence Lacroix,Crystal Palace,Defender,51,100.0,0.1,0.05,0.13,0.0,8.61,1.91,1.72,1.57,1.12,1.67,17,24,0,15
Tyrick Mitchell,Crystal Palace,Defender,50,98.89,0.05,0.06,0.22,0.0,4.37,2.87,1.72,1.57,1.12,1.67,17,24,0,15
Chris Richards,Crystal Palace,Defender,44,99.65,0.03,0.02,0.05,0.0,8.46,2.22,1.72,1.57,1.12,1.67,17,24,0,15
Nathaniel Clyne,Crystal Palace,Defender,38,69.52,0.06,0.14,0.0,0.0,4.74,2.58,1.72,1.57,1.12,1.67,17,24,0,15
Ismaïla Sarr,Crystal Palace,Midfielder,63,95.04,0.42,0.15,0.08,0.0,2.21,0.9,1.72,1.57,1.12,1.67,17,24,0,15
Daichi Kamada,Crystal Palace,Midfielder,50,94.84,0.05,0.06,0.08,0.0,1.78,3.01,1.72,1.57,1.12,1.67,17,24,0,15
Adam Wharton,Crystal Palace,Midfielder,50,93.44,0.04,0.19,0.15,0.05,2.45,2.66,1.72,1.57,1.12,1.67,17,24,0,15
Jean-Philippe Mateta,Crystal Palace,Forward,75,93.62,0.6,0.05,0.09,0.0,2.41,0.38,1.72,1.57,1.12,1.67,17,24,0,15
Yéremy Pino Santos,Crystal Palace,Midfielder,58,80.05,0.22,0.32,0.18,0.0,1.35,1.66,1.72,1.57,1.12,1.67,17,24,0,15
Kiernan Dewsbury-Hall,Everton,Midfielder,49,90.97,0.11,0.2,0.34,0.0,1.94,1.94,1.22,1.54,1.56,1.61,12,24,0,11
Jordan Pickford,Everton,Goalkeeper,56,100.0,0.0,0.0,0.0,0.0,1.48,0.04,1.22,1.54,1.56,1.61,12,24,0,11
James Tarkowski,Everton,Defender,58,100.0,0.05,0.06,0.17,0.0,9.74,1.48,1.22,1.54,1.56,1.61,12,24,0,11
Vitalii Mykolenko,Everton,Defender,49,99.83,0.01,0.03,0.2,0.0,5.67,1.35,1.22,1.54,1.56,1.61,12,24,0,11
Jake O'Brien,Everton,Defender,49,94.25,0.02,0.02,0.05,0.0,5.43,1.53,1.22,1.54,1.56,1.61,12,24,0,11
Michael Keane,Everton,Defender,47,98.25,0.16,0.01,0.0,0.05,9.29,1.13,1.22,1.54,1.56,1.61,12,24,0,11
Iliman Ndiaye,Everton,Midfielder,62,95.1,0.19,0.19,0.12,0.0,1.13,2.32,1.22,1.54,1.56,1.61,12,24,0,11
Idrissa Gana Gueye,Everton,Midfielder,54,91.51,0.11,0.07,0.0,0.08,2.29,2.45,1.22,1.54,1.56,1.61,12,24,0,11
James Garner,Everton,Midfielder,52,99.86,0.08,0.16,0.22,0.0,4.1,2.92,1.22,1.54,1.56,1.61,12,24,0,11
Tim Iroegbunam,Everton,Midfielder,48,60.92,0.03,0.17,0.68,0.0,2.63,4.19,1.22,1.54,1.56,1.61,12,24,0,11
Thierno Barry,Everton,Forward,57,63.0,0.36,0.03,0.14,0.0,1.63,0.14,1.22,1.54,1.56,1.61,12,24,0,11
Jack Grealish,Everton,Midfielder,64,91.39,0.17,0.25,0.11,0.05,1.49,1.11,1.22,1.54,1.56,1.61,12,24,0,11
Bernd Leno,Fulham,Goalkeeper,49,100.0,0.0,0.0,0.13,0.0,1.3,0.09,1.15,1.58,1.96,1.32,4,24,0,7
Antonee Robinson,Fulham,Defender,49,72.73,0.02,0.07,0.0,0.0,4.92,3.08,1.15,1.58,1.96,1.32,4,24,0,7
Joachim Andersen,Fulham,Defender,46,97.53,0.04,0.02,0.19,0.0,9.51,1.35,1.15,1.58,1.96,1.32,4,24,0,7
Calvin Bassey,Fulham,Defender,44,93.89,0.05,0.0,0.2,0.0,5.9,2.05,1.15,1.58,1.96,1.32,4,24,0,7
Jorge Cuenca Barreno,Fulham,Defender,43,85.22,0.01,0.01,0.47,0.0,9.56,1.55,1.15,1.58,1.96,1.32,4,24,0,7
Kenny Tete,Fulham,Defender,45,94.17,0.03,0.05,0.13,0.0,5.01,3.41,1.15,1.58,1.96,1.32,4,24,0,7
Alex Iwobi,Fulham,Midfielder,63,95.42,0.06,0.12,0.12,0.0,1.27,1.14,1.15,1.58,1.96,1.32,4,24,0,7
Ryan Sessegnon,Fulham,Midfielder,54,85.83,0.09,0.1,0.0,0.0,4.95,2.0,1.15,1.58,1.96,1.32,4,24,0,7
Harry Wilson,Fulham,Midfielder,61,87.47,0.18,0.17,0.31,0.0,2.26,1.02,1.15,1.58,1.96,1.32,4,24,0,7
Sander Berge,Fulham,Midfielder,49,92.66,0.01,0.07,0.19,0.0,3.03,1.75,1.15,1.58,1.96,1.32,4,24,0,7
Saša Lukić,Fulham,Midfielder,49,71.05,0.14,0.11,0.44,0.0,3.2,2.61,1.15,1.58,1.96,1.32,4,24,0,7
Raúl Jiménez Rodríguez,Fulham,Forward,62,75.86,0.41,0.09,0.24,0.0,1.82,1.09,1.15,1.58,1.96,1.32,4,24,0,7
Karl Darlow,Leeds,Goalkeeper,39,100.0,0.0,0.0,0.0,0.0,1.29,0.0,1.54,1.38,1.99,0.81,1,24,1,16
Jayden Bogle,Leeds,Defender,44,93.7,0.07,0.06,0.2,0.0,3.39,2.06,1.54,1.38,1.99,0.81,1,24,1,16
Pascal Struijk,Leeds,Defender,43,95.45,0.11,0.03,0.15,0.0,8.01,1.14,1.54,1.38,1.99,0.81,1,24,1,16
Jaka Bijol,Leeds,Defender,39,91.76,0.04,0.07,0.09,0.0,7.88,1.28,1.54,1.38,1.99,0.81,1,24,1,16
Gabriel Gudmundsson,Leeds,Defender,38,93.13,0.03,0.11,0.1,0.0,4.08,2.36,1.54,1.38,1.99,0.81,1,24,1,16
Joe Rodon,Leeds,Defender,39,96.83,0.06,0.01,0.05,0.0,6.93,1.08,1.54,1.38,1.99,0.81,1,24,1,16
Brenden Aaronson,Leeds,Midfielder,54,72.88,0.28,0.24,0.06,0.0,1.33,2.29,1.54,1.38,1.99,0.81,1,24,1,16
Ethan Ampadu,Leeds,Midfielder,49,98.89,0.07,0.04,0.35,0.0,4.32,2.44,1.54,1.38,1.99,0.81,1,24,1,16
Ilia Gruev,Leeds,Midfielder,47,62.54,0.01,0.04,0.23,0.0,1.92,1.81,1.54,1.38,1.99,0.81,1,24,1,16
Sean Longstaff,Leeds,Midfielder,48,75.9,0.07,0.24,0.1,0.0,2.35,3.57,1.54,1.38,1.99,0.81,1,24,1,16
Anton Stach,Leeds,Midfielder,49,90.5,0.12,0.25,0.17,0.0,3.07,2.29,1.54,1.38,1.99,0.81,1,24,1,16
Lucas Estella Perri,Leeds,Goalkeeper,45,100.0,0.0,0.0,0.12,0.0,1.0,0.0,1.54,1.38,1.99,0.81,1,24,1,16
Dominic Calvert-Lewin,Leeds,Forward,60,79.05,0.59,0.08,0.06,0.0,0.79,0.54,1.54,1.38,1.99,0.81,1,24,1,16
Noah Okafor,Leeds,Midfielder,55,63.39,0.24,0.1,0.16,0.0,1.63,1.38,1.54,1.38,1.99,0.81,1,24,1,16
Alisson Becker,Liverpool,Goalkeeper,54,100.0,0.0,0.0,0.0,0.0,1.44,0.0,1.73,1.34,1.64,1.17,9,24,1,6
Giorgi Mamardashvili,Liverpool,Goalkeeper,42,100.0,0.0,0.0,0.0,0.0,1.4,0.0,1.73,1.34,1.64,1.17,9,24,1,6
Milos Kerkez,Liverpool,Defender,56,78.43,0.05,0.08,0.23,0.0,4.22,1.99,1.73,1.34,1.64,1.17,9,24,1,6
Virgil van Dijk,Liverpool,Defender,59,100.0,0.06,0.01,0.13,0.0,8.74,0.7,1.73,1.34,1.64,1.17,9,24,1,6
Ibrahima Konaté,Liverpool,Defender,54,96.06,0.06,0.03,0.24,0.0,7.48,1.49,1.73,1.34,1.64,1.17,9,24,1,6
Conor Bradley,Liverpool,Defender,50,71.26,0.02,0.11,0.47,0.0,4.46,1.84,1.73,1.34,1.64,1.17,9,24,1,6
Mohamed Salah,Liverpool,Midfielder,140,94.59,0.38,0.22,0.07,0.0,0.49,0.21,1.73,1.34,1.64,1.17,9,24,1,6
Florian Wirtz,Liverpool,Midfielder,83,82.27,0.26,0.16,0.06,0.0,0.8,1.36,1.73,1.34,1.64,1.17,9,24,1,6
Cody Gakpo,Liverpool,Midfielder,73,78.94,0.37,0.29,0.06,0.0,1.27,0.66,1.73,1.34,1.64,1.17,9,24,1,6
Alexis Mac Allister,Liverpool,Midfielder,62,75.2,0.12,0.09,0.18,0.0,2.29,1.48,1.73,1.34,1.64,1.17,9,24,1,6
Dominik Szoboszlai,Liverpool,Midfielder,66,99.8,0.15,0.16,0.23,0.0,2.46,1.37,1.73,1.34,1.64,1.17,9,24,1,6
Ryan Gravenberch,Liverpool,Midfielder,57,98.2,0.05,0.07,0.19,0.0,3.21,1.7,1.73,1.34,1.64,1.17,9,24,1,6
Hugo Ekitiké,Liverpool,Forward,88,70.89,0.53,0.11,0.0,0.0,1.66,0.5,1.73,1.34,1.64,1.17,9,24,1,6
Antoine Semenyo,Man City,Midfielder,78,100.0,0.38,0.12,0.27,0.0,1.5,1.36,1.96,1.2,,,14,24,0,2
James Trafford,Man City,Goalkeeper,45,100.0,0.0,0.0,0.0,0.0,2.0,0.67,1.96,1.2,,,14,24,0,2
Marc Guéhi,Man City,Defender,52,100.0,0.13,0.09,0.19,0.0,6.62,1.43,1.96,1.2,,,14,24,0,2
Joško Gvardiol,Man City,Defender,59,90.76,0.13,0.03,0.14,0.0,5.67,1.18,1.96,1.2,,,14,24,0,2
Abdukodir Khusanov,Man City,Defender,54,69.38,0.0,0.02,0.16,0.0,6.12,2.42,1.96,1.2,,,14,24,0,2
Matheus Nunes,Man City,Defender,54,92.5,0.03,0.09,0.22,0.0,4.97,2.27,1.96,1.2,,,14,24,0,2
Rúben dos Santos Gato Alves Dias,Man City,Defender,55,94.67,0.02,0.01,0.11,0.0,6.6,0.37,1.96,1.2,,,14,24,0,2
Nico O'Reilly,Man City,Defender,50,81.21,0.13,0.15,0.22,0.0,4.08,2.74,1.96,1.2,,,14,24,0,2
Phil Foden,Man City,Midfielder,84,87.41,0.29,0.23,0.16,0.0,1.1,1.32,1.96,1.2,,,14,24,0,2
Bernardo Mota Veiga de Carvalho e Silva,Man City,Midfielder,62,81.55,0.05,0.15,0.21,0.0,2.06,1.25,1.96,1.2,,,14,24,0,2
Jérémy Doku,Man City,Midfielder,64,66.11,0.2,0.39,0.0,0.0,0.76,1.15,1.96,1.2,,,14,24,0,2
Rodrigo 'Rodri' Hernandez Cascante,Man City,Midfielder,63,62.42,0.01,0.11,0.15,0.0,3.27,2.84,1.96,1.2,,,14,24,0,2
Nico González Iglesias,Man City,Midfielder,59,79.06,0.03,0.05,0.27,0.0,4.26,2.23,1.96,1.2,,,14,24,0,2
Tijjani Reijnders,Man City,Midfielder,52,71.97,0.24,0.19,0.13,0.0,1.67,0.51,1.96,1.2,,,14,24,0,2
Erling Haaland,Man City,Forward,150,93.77,0.94,0.15,0.0,0.0,1.6,0.52,1.96,1.2,,,14,24,0,2
Gianluigi Donnarumma,Man City,Goalkeeper,56,100.0,0.0,0.0,0.25,0.0,1.35,0.0,1.96,1.2,,,14,24,0,2
Max Alleyne,Man City,Defender,43,76.67,0.25,0.02,0.0,0.0,5.33,2.0,1.96,1.2,,,14,24,0,2
Bryan Mbeumo,Man Utd,Midfielder,83,96.73,0.45,0.18,0.17,0.0,0.58,0.82,1.96,1.32,1.15,1.58,7,24,1,4
Altay Bayındır,Man Utd,Goalkeeper,47,100.0,0.0,0.05,0.0,0.0,1.17,0.0,1.96,1.32,1.15,1.58,7,24,1,4
Matthijs de Ligt,Man Utd,Defender,49,100.0,0.1,0.03,0.0,0.0,6.77,1.46,1.96,1.32,1.15,1.58,7,24,1,4
Lisandro Martínez,Man Utd,Defender,48,62.53,0.01,0.06,0.0,0.0,6.81,0.99,1.96,1.32,1.15,1.58,7,24,1,4
Diogo Dalot Teixeira,Man Utd,Defender,45,84.39,0.08,0.11,0.17,0.0,4.38,1.65,1.96,1.32,1.15,1.58,7,24,1,4
Patrick Dorgu,Man Utd,Defender,44,67.02,0.14,0.18,0.34,0.0,3.25,3.18,1.96,1.32,1.15,1.58,7,24,1,4
Luke Shaw,Man Utd,Defender,45,97.87,0.0,0.05,0.18,0.0,3.65,2.16,1.96,1.32,1.15,1.58,7,24,1,4
Leny Yoro,Man Utd,Defender,42,60.53,0.06,0.01,0.0,0.0,5.72,1.75,1.96,1.32,1.15,1.58,7,24,1,4
Ayden Heaven,Man Utd,Defender,38,64.95,0.03,0.05,0.14,0.0,7.78,2.26,1.96,1.32,1.15,1.58,7,24,1,4
Bruno Borges Fernandes,Man Utd,Midfielder,95,96.22,0.43,0.43,0.1,0.0,2.68,1.89,1.96,1.32,1.15,1.58,7,24,1,4
