full_name,team_name,player_position,current_fpl_cost,playing_time_min_percentage,xg_per_90,xag_per_90,yellows_per_90,reds_per_90,clearances_blocks_interceptions_per_90,tackles_per_90,team_xg_per_90,team_xg_against_per_90,opponent_xg_per_90,opponent_xg_against_per_90,opponent_league_position,gameweek,is_at_home,team_league_position,points_last_3,xg_last_3,minutes_last_3,total_minutes,is_penalty_taker,opponent_goals_conceded_last_3,ownership_percent,influence_per_90,creativity_per_90,threat_per_90,ict_per_90
Maxim De Cuyper,Brighton,Defender,47,96.11,0.74,0.08,0.0,0.0,1.62,1.62,2.9,2.05,0.81,1.14,8,3,1,9,17,1.5,167,167.0,0,1.0,12.9,21.880239520958085,24.41317365269461,23.17365269461078,6.952095808383234
Lewis Dunk,Brighton,Defender,45,100.0,0.0,0.0,0.5,0.0,1.5,1.0,2.9,2.05,0.81,1.14,8,3,1,9,5,0.0,180,180.0,0,1.0,1.2,6.7,3.2,6.661966866408178,1.0
Jack Hinshelwood,Brighton,Midfielder,60,76.67,1.83,0.13,0.0,0.0,0.0,2.86,2.9,2.05,0.81,1.14,8,3,1,9,16,1.41,63,63.0,0,1.0,1.7,38.39390082644629,19.142857142857142,40.30380355315067,8.402584566596195
Pascal Groß,Brighton,Midfielder,55,100.0,0.02,0.49,0.5,0.0,1.0,2.0,2.9,2.05,0.81,1.14,8,3,1,9,15,0.05,180,180.0,1,1.0,13.6,10.5,28.45,4.0,4.3
Georginio Rutter,Brighton,Forward,55,100.0,0.07,0.91,0.0,0.0,1.0,2.0,2.9,2.05,0.81,1.14,8,3,1,9,5,0.08,90,90.0,0,1.0,0.9,19.8,11.4,15.0,4.6
Diego Gómez Amarilla,Brighton,Midfielder,50,100.0,0.49,0.56,0.0,0.0,1.54,2.57,2.9,2.05,0.81,1.14,8,3,1,9,11,0.56,175,175.0,0,1.0,4.2,16.971428571428568,12.908571428571427,21.085714285714282,5.091428571428571
Yasin Ayari,Brighton,Midfielder,55,76.67,0.11,0.14,1.3,0.0,1.43,0.0,2.9,2.05,0.81,1.14,8,3,1,9,2,0.11,63,63.0,0,1.0,0.5,16.856845393024468,21.42857142857143,8.571428571428571,2.4285714285714284
Mats Wieffer,Brighton,Defender,50,91.67,0.06,0.04,0.0,0.0,6.35,2.31,2.9,2.05,0.81,1.14,8,3,1,9,7,0.12,156,156.0,0,1.0,0.5,9.576923076923077,15.173076923076922,3.4615384615384612,2.826923076923077
Emiliano Martínez Romero,Chelsea,Goalkeeper,50,100.0,0.0,0.24,0.0,0.0,1.0,0.0,3.21,1.6,1.69,0.42,2,3,0,4,2,0.0,90,90.0,0,0.0,4.3,24.43809523809524,0.7365079365079364,0.0,2.5142857142857142
Morgan Rogers,Chelsea,Midfielder,75,96.67,0.38,0.9,0.0,0.0,0.53,1.58,3.21,1.6,1.69,0.42,2,3,0,4,13,1.1,171,171.0,0,0.0,25.6,25.684210526315788,28.157894736842103,15.26315789473684,6.894736842105263
Robert Lynch Sánchez,Chelsea,Goalkeeper,49,100.0,0.0,0.0,0.0,0.0,1.0,0.0,3.21,1.6,1.69,0.42,2,3,0,4,2,0.0,90,90.0,0,0.0,1.8,21.4,1.4802631578947367,0.0,2.1
Reece James,Chelsea,Defender,55,61.11,0.07,0.03,0.82,0.0,4.82,0.0,3.21,1.6,1.69,0.42,2,3,0,4,1,0.1,112,112.0,0,0.0,9.1,18.803571428571427,13.500000000000002,15.267857142857144,4.741071428571429
Malo Gusto,Chelsea,Defender,50,93.33,0.0,0.0,0.0,0.0,3.27,1.09,3.21,1.6,1.69,0.42,2,3,0,4,2,0.0,165,165.0,0,0.0,1.2,3.9272727272727272,5.345454545454546,3.2727272727272725,1.2545454545454544
Wesley Fofana,Chelsea,Defender,50,77.78,0.0,0.0,1.29,0.0,12.09,0.0,3.21,1.6,1.69,0.42,2,3,0,4,0,0.0,67,67.0,0,0.0,0.1,24.286379511059373,3.436554132712456,3.876600698486613,3.1641443538998835
Jorrel Hato,Chelsea,Defender,45,87.22,0.02,0.67,0.0,0.0,2.92,2.34,3.21,1.6,1.69,0.42,2,3,0,4,5,0.01,154,154.0,0,0.0,0.6,4.909090909090909,7.188311688311688,6.428571428571428,1.87012987012987
Josh Acheampong,Chelsea,Defender,45,61.11,0.0,0.0,0.0,0.0,9.64,4.82,3.21,1.6,1.69,0.42,2,3,0,4,4,0.0,112,112.0,0,0.0,0.4,26.67857142857143,1.767857142857143,1.6071428571428572,2.973214285714286
Cole Palmer,Chelsea,Midfielder,96,97.22,0.76,0.35,0.0,0.0,1.05,2.09,3.21,1.6,1.69,0.42,2,3,0,4,20,0.94,172,172.0,1,0.0,18.0,34.116279069767444,21.61046511627907,28.255813953488374,8.402584566596195
Roméo Lavia,Chelsea,Midfielder,50,76.11,0.81,0.12,0.66,0.0,3.44,2.75,3.21,1.6,1.69,0.42,2,3,0,4,8,0.75,131,131.0,0,0.0,0.1,9.34351145038168,15.045801526717558,22.67175572519084,4.740458015267176
João Pedro Junqueira de Jesus,Chelsea,Forward,76,100.0,1.03,0.24,0.0,0.0,0.5,0.5,3.21,1.6,1.69,0.42,2,3,0,4,20,1.86,180,180.0,0,0.0,69.6,25.6,11.5,18.5,5.55
Maxence Lacroix,Chelsea,Defender,60,100.0,0.01,0.22,0.0,0.0,7.5,3.0,3.21,1.6,1.69,0.42,2,3,0,4,7,0.02,180,180.0,0,0.0,9.0,22.1,5.6,1.0,2.85
Frank Onyeka,Coventry,Midfielder,50,100.0,0.0,0.0,0.0,0.0,3.0,1.0,0.87,1.16,2.52,0.82,1,3,0,17,2,0.0,90,90.0,0,2.0,0.1,3.6,1.6,,0.5
Carl Rushworth,Coventry,Goalkeeper,45,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.87,1.16,2.52,0.82,1,3,0,17,3,0.0,180,180.0,0,2.0,1.1,7.1,,,0.7
Bobby Thomas,Coventry,Defender,40,94.44,0.0,0.02,0.0,0.0,9.7,0.54,0.87,1.16,2.52,0.82,1,3,0,17,11,0.02,167,167.0,0,2.0,8.2,12.502994011976048,6.0359281437125745,0.5389221556886228,1.8862275449101797
Milan van Ewijk,Coventry,Defender,40,100.0,0.0,0.06,0.0,0.0,3.5,1.0,0.87,1.16,2.52,0.82,1,3,0,17,3,0.0,180,180.0,0,2.0,12.4,5.3,1.0,1.0,0.75
Jay Dasilva,Coventry,Defender,40,100.0,0.05,0.0,0.0,0.0,3.5,1.0,0.87,1.16,2.52,0.82,1,3,0,17,3,0.18,180,180.0,0,2.0,0.8,6.9,1.9,,0.9
Aurèle Amenda,Coventry,Defender,40,100.0,0.01,0.0,0.5,0.0,6.5,0.0,0.87,1.16,2.52,0.82,1,3,0,17,2,0.02,180,180.0,0,2.0,0.8,14.4,0.4,,1.5
Matt Grimes,Coventry,Midfielder,50,100.0,0.01,0.01,0.0,0.0,2.5,0.0,0.87,1.16,2.52,0.82,1,3,0,17,4,0.01,180,180.0,0,2.0,0.2,6.7,1.85,,0.85
Ephron Mason-Clark,Coventry,Midfielder,55,66.67,0.0,0.04,0.0,0.0,3.16,0.0,0.87,1.16,2.52,0.82,1,3,0,17,1,0.0,57,57.0,0,2.0,0.1,,,,
Loum Tchaouna,Coventry,Midfielder,55,80.56,0.05,0.08,0.0,0.0,3.24,0.65,0.87,1.16,2.52,0.82,1,3,0,17,3,0.09,139,139.0,0,2.0,0.1,1.1654676258992807,3.884892086330935,1.9424460431654675,0.7122302158273381
Ellis Simms,Coventry,Forward,50,80.0,0.0,0.02,0.0,0.0,1.3,0.0,0.87,1.16,2.52,0.82,1,3,0,17,2,0.0,69,69.0,0,2.0,0.9,3.391304347826087,16.043478260869566,2.608695652173913,2.217391304347826
Taiwo Awoniyi,Coventry,Forward,55,60.0,0.78,0.04,0.0,0.0,0.82,0.0,0.87,1.16,2.52,0.82,1,3,0,17,3,0.93,110,110.0,0,2.0,0.8,,1.1454545454545455,,0.08181818181818183
Caleb Yirenkyi,Coventry,Midfielder,50,76.11,0.02,0.04,0.66,0.0,2.06,0.0,0.87,1.16,2.52,0.82,1,3,0,17,4,0.03,131,131.0,0,2.0,0.2,,2.1297709923664123,,
Dean Henderson,Crystal Palace,Goalkeeper,50,100.0,0.0,0.0,0.0,0.0,2.5,0.0,1.58,2.01,1.22,2.07,16,3,0,18,3,0.0,180,180.0,0,4.0,1.8,14.1,0.2702702702702703,0.0,1.4
Daniel Muñoz Mejía,Crystal Palace,Defender,54,65.56,0.5,0.0,0.0,0.0,5.0,1.67,1.58,2.01,1.22,2.07,16,3,0,18,0,0.23,54,54.0,0,4.0,7.2,2.0,3.0,35.0,4.0
Chris Richards,Crystal Palace,Defender,50,100.0,0.01,0.0,0.0,0.0,9.0,2.0,1.58,2.01,1.22,2.07,16,3,0,18,3,0.04,180,180.0,0,4.0,0.7,21.3,0.35,5.893805309734513,2.15
Jaydee Canvot,Crystal Palace,Defender,50,100.0,0.01,0.0,0.0,0.0,5.0,2.5,1.58,2.01,1.22,2.07,16,3,0,18,1,0.05,180,180.0,0,4.0,0.3,13.7,2.85,2.5,1.9
Tyrick Mitchell,Crystal Palace,Defender,45,100.0,0.12,0.26,0.0,0.0,3.0,2.0,1.58,2.01,1.22,2.07,16,3,0,18,1,0.11,180,180.0,0,4.0,5.1,5.8,6.9,1.0,1.35
Adam Wharton,Crystal Palace,Midfielder,55,100.0,0.0,0.31,0.0,0.0,2.0,3.0,1.58,2.01,1.22,2.07,16,3,0,18,6,0.0,180,180.0,0,4.0,0.9,8.4,15.45,6.34796238244514,2.4
Daichi Kamada,Crystal Palace,Midfielder,50,100.0,0.02,0.15,0.5,0.0,2.0,4.5,1.58,2.01,1.22,2.07,16,3,0,18,5,0.05,180,180.0,0,4.0,0.3,10.2,14.65,7.345971563981042,2.5
Jean-Philippe Mateta,Crystal Palace,Forward,64,74.44,1.77,0.03,0.0,0.0,1.45,2.9,1.58,2.01,1.22,2.07,16,3,0,18,2,0.7,62,62.0,1,4.0,3.6,2.032258064516129,17.85483870967742,15.967741935483872,3.629032258064516
Eddie Nketiah,Crystal Palace,Forward,55,71.67,0.57,0.93,0.0,0.0,1.48,2.21,1.58,2.01,1.22,2.07,16,3,0,18,3,0.96,122,122.0,0,4.0,0.5,7.672131147540984,18.07377049180328,16.9672131147541,4.278688524590164
Jordan Pickford,Everton,Goalkeeper,55,100.0,0.0,0.0,0.0,0.0,2.0,0.0,1.56,2.24,3.32,1.65,10,3,1,7,10,0.0,180,180.0,0,4.0,8.9,15.9,0.5342105263157895,0.0526315789473684,1.6
James Tarkowski,Everton,Defender,60,100.0,0.06,0.01,0.0,0.0,8.5,1.0,1.56,2.24,3.32,1.65,10,3,1,7,18,0.15,180,180.0,0,4.0,9.9,7.6,0.4,2.0,1.0
Jarrad Branthwaite,Everton,Defender,55,100.0,0.12,0.0,0.0,0.0,8.5,1.5,1.56,2.24,3.32,1.65,10,3,1,7,10,0.09,180,180.0,0,4.0,1.8,9.3,0.4,3.0,1.25
Vitalii Mykolenko,Everton,Defender,45,100.0,0.0,0.01,0.0,0.0,7.5,0.5,1.56,2.24,3.32,1.65,10,3,1,7,10,0.0,180,180.0,0,4.0,1.7,6.4,6.9,1.0,1.45
Kiernan Dewsbury-Hall,Everton,Midfielder,65,100.0,0.12,0.26,0.0,0.0,0.5,2.5,1.56,2.24,3.32,1.65,10,3,1,7,13,0.18,180,180.0,0,4.0,4.5,21.4,14.15,13.5,4.9
Iliman Ndiaye,Everton,Midfielder,60,100.0,0.12,0.31,0.0,0.0,2.5,2.5,1.56,2.24,3.32,1.65,10,3,1,7,13,0.26,180,180.0,1,4.0,14.9,20.4,19.9,24.0,6.45
Tyrique George,Everton,Midfielder,55,84.44,0.16,0.09,0.0,0.0,1.88,0.62,1.56,2.24,3.32,1.65,10,3,1,7,5,0.23,144,144.0,0,4.0,0.3,4.375,14.625,15.625,3.4375
Harrison Armstrong,Everton,Midfielder,50,99.44,0.0,0.24,0.0,0.0,3.07,2.56,1.56,2.24,3.32,1.65,10,3,1,7,10,0.0,176,176.0,0,4.0,0.3,14.727272727272727,7.517045454545454,2.0454545454545454,2.4545454545454546
Merlin Röhl,Everton,Midfielder,50,99.44,0.0,0.04,0.0,0.0,2.06,2.57,1.56,2.24,3.32,1.65,10,3,1,7,5,0.0,175,175.0,0,4.0,0.1,7.097142857142857,6.685714285714285,1.0285714285714285,1.4914285714285713
Hayden Hackney,Everton,Midfielder,55,60.56,0.03,0.03,0.0,0.0,2.55,1.7,1.56,2.24,3.32,1.65,10,3,1,7,4,0.01,106,106.0,0,4.0,0.2,7.30188679245283,10.358490566037736,4.245283018867925,2.207547169811321
Thierno Barry,Everton,Forward,55,86.11,1.01,0.09,0.0,0.0,1.22,0.61,1.56,2.24,3.32,1.65,10,3,1,7,10,1.93,147,147.0,1,4.0,4.1,23.26530612244898,11.63265306122449,25.102040816326532,6.000000000000001
Bernd Leno,Fulham,Goalkeeper,45,100.0,0.0,0.0,0.0,0.0,1.5,0.0,1.22,2.07,1.58,2.01,18,3,1,16,5,0.0,180,180.0,0,6.0,3.0,14.8,0.0,0.0,1.5
Joachim Andersen,Fulham,Defender,50,100.0,0.0,0.06,1.0,0.0,8.0,0.0,1.22,2.07,1.58,2.01,18,3,1,16,1,0.0,90,90.0,0,6.0,0.1,24.68910478834143,4.090909090909091,4.621790423317141,3.3414295628036084
Antonee Robinson,Fulham,Defender,45,96.67,0.11,0.02,0.0,0.0,2.11,3.16,1.22,2.07,1.58,2.01,18,3,1,16,3,0.13,171,171.0,1,6.0,1.6,11.368421052631579,13.26315789473684,1.5789473684210527,2.631578947368421
Jorge Cuenca Barreno,Fulham,Defender,45,100.0,0.0,0.24,0.0,0.0,9.0,1.0,1.22,2.07,1.58,2.01,18,3,1,16,3,0.0,90,90.0,0,6.0,0.0,32.8,21.3,1.3475935828877006,5.4
Calvin Bassey,Fulham,Defender,45,100.0,0.01,0.0,0.5,0.0,4.5,1.0,1.22,2.07,1.58,2.01,18,3,1,16,2,0.02,180,180.0,0,6.0,0.8,6.9,1.9,1.0,1.0
Timothy Castagne,Fulham,Defender,45,88.33,0.04,0.1,0.57,0.0,3.44,1.15,1.22,2.07,1.58,2.01,18,3,1,16,12,0.09,157,157.0,0,6.0,0.7,21.783439490445858,15.936305732484076,13.184713375796179,5.101910828025478
Alex Iwobi,Fulham,Midfielder,55,100.0,0.01,0.21,0.0,0.0,2.0,1.0,1.22,2.07,1.58,2.01,18,3,1,16,4,0.01,180,180.0,0,6.0,0.9,6.2,5.65,12.75619834710744,1.2
Oscar Bobb,Fulham,Midfielder,55,76.67,0.0,0.11,0.0,0.0,1.35,3.38,1.22,2.07,1.58,2.01,18,3,1,16,5,0.0,133,133.0,0,6.0,0.3,6.631578947368421,9.338345864661655,4.060150375939849,2.0300751879699246
Sander Berge,Fulham,Midfielder,50,88.33,0.02,0.22,0.0,0.0,0.58,0.58,1.22,2.07,1.58,2.01,18,3,1,16,4,0.03,154,154.0,0,6.0,0.4,7.948051948051948,13.5,4.090909090909091,2.5714285714285716
Gonzalo García,Fulham,Forward,60,100.0,0.66,0.0,0.0,0.0,1.0,0.5,1.22,2.07,1.58,2.01,18,3,1,16,8,1.0,180,180.0,1,6.0,4.5,18.6,2.15,20.0,4.1
César Palacios,Fulham,Midfielder,55,85.0,0.11,0.0,0.59,0.0,1.84,1.22,1.22,2.07,1.58,2.01,18,3,1,16,3,0.18,147,147.0,0,6.0,0.2,1.7142857142857142,4.469387755102041,4.8979591836734695,1.1020408163265307
John Egan,Hull,Defender,40,100.0,0.0,0.0,0.0,0.0,16.0,1.0,0.98,1.48,0.28,2.76,19,3,1,3,17,0.0,180,180.0,0,5.0,3.4,21.7,0.05,1.0,2.3
Semi Ajayi,Hull,Defender,41,86.67,0.41,0.0,0.0,0.0,7.06,1.18,0.98,1.48,0.28,2.76,19,3,1,3,20,0.52,153,153.0,0,5.0,6.1,26.000000000000004,0.11764705882352942,20.58823529411765,4.647058823529412
Lewie Coyle,Hull,Defender,40,66.67,0.0,0.02,0.75,0.0,3.95,0.79,0.98,1.48,0.28,2.76,19,3,1,3,6,0.0,114,114.0,0,5.0,0.6,4.578947368421052,8.921052631578949,,1.3421052631578947
