full_name,team_name,player_position,current_fpl_cost,playing_time_min_percentage,xg_per_90,xag_per_90,yellows_per_90,reds_per_90,clearances_blocks_interceptions_per_90,tackles_per_90,team_xg_per_90,team_xg_against_per_90,opponent_xg_per_90,opponent_xg_against_per_90,opponent_league_position,gameweek,is_at_home,team_league_position,points_last_3,xg_last_3,minutes_last_3,total_minutes,is_penalty_taker,opponent_goals_conceded_last_3,ownership_percent,influence_per_90,creativity_per_90,threat_per_90,ict_per_90
Alex Iwobi,Fulham,Midfielder,54,98.89,0.02,0.19,0.0,0.0,1.37,1.03,1.77,2.17,2.51,1.45,11,5,1,19,4,0.05,172,262.0,0,6.0,0.7,10.992366412213741,24.2175572519084,4.465648854961833,3.984732824427481
Oscar Bobb,Fulham,Midfielder,55,81.85,0.16,0.38,0.0,0.0,0.85,2.13,1.77,2.17,2.51,1.45,11,5,1,19,5,0.32,145,211.0,0,6.0,0.3,11.943127962085308,36.25592417061612,27.725118483412324,7.592417061611375
Sander Berge,Fulham,Midfielder,49,67.78,0.02,0.19,0.0,0.0,0.49,0.49,1.77,2.17,2.51,1.45,11,5,1,19,3,0.0,111,183.0,0,6.0,0.3,11.213114754098362,26.508196721311474,4.426229508196721,4.229508196721311
Gonzalo García,Fulham,Forward,60,100.0,0.54,0.03,0.0,0.0,1.67,0.67,1.77,2.17,2.51,1.45,11,5,1,19,4,0.71,180,270.0,1,6.0,3.8,16.2,7.033333333333333,34.33333333333333,5.766666666666667
César Palacios,Fulham,Midfielder,55,81.11,0.45,0.01,0.41,0.0,1.3,0.87,1.77,2.17,2.51,1.45,11,5,1,19,9,0.82,135,207.0,0,6.0,0.2,17.217391304347828,9.695652173913043,26.956521739130434,5.391304347826087
John Egan,Hull,Defender,41,100.0,0.0,0.0,0.0,0.0,12.0,1.67,0.92,1.53,1.13,1.96,7,5,0,3,15,0.0,180,270.0,0,4.0,6.4,27.53333333333333,0.19999999999999998,0.6666666666666666,2.8666666666666663
Semi Ajayi,Hull,Defender,42,91.11,0.26,0.0,0.37,0.0,6.3,1.11,0.92,1.53,1.13,1.96,7,5,0,3,11,0.0,180,243.0,0,4.0,12.6,26.22222222222222,0.6296296296296295,12.962962962962962,3.9629629629629624
Lewie Coyle,Hull,Defender,40,68.52,0.0,0.01,0.49,0.0,2.54,0.51,0.92,1.53,1.13,1.96,7,5,0,3,6,0.0,108,177.0,0,4.0,0.6,6.0,8.23728813559322,,1.4237288135593218
Mohamed Belloumi,Hull,Midfielder,50,95.56,0.06,0.09,0.0,0.0,4.98,3.2,0.92,1.53,1.13,1.96,7,5,0,3,11,0.15,163,253.0,0,4.0,1.0,20.134387351778656,9.49802371541502,9.960474308300395,3.9486166007905137
Matt Crooks,Hull,Midfielder,45,100.0,0.0,0.0,1.0,0.0,4.0,4.0,0.92,1.53,1.13,1.96,7,5,0,3,0,0.0,0,90.0,0,4.0,0.5,19.0,2.4,,2.1
Regan Slater,Hull,Midfielder,45,100.0,0.01,0.18,0.33,0.0,1.67,2.0,0.92,1.53,1.13,1.96,7,5,0,3,5,0.04,180,270.0,0,4.0,5.6,12.933333333333332,11.466666666666665,3.333333333333333,2.8
Konstantinos Tzolakis,Hull,Goalkeeper,46,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,1.53,1.13,1.96,7,5,0,3,16,0.0,180,270.0,0,4.0,10.0,24.133333333333333,,,2.433333333333333
Elliot Stroud,Hull,Midfielder,50,73.33,0.03,0.01,0.45,0.0,1.42,1.42,0.92,1.53,1.13,1.96,7,5,0,3,3,0.05,120,190.0,0,4.0,0.1,3.9789473684210526,9.899999999999999,5.2105263157894735,1.7052631578947368
Nobel Mendy,Hull,Defender,41,73.7,0.25,0.0,0.0,0.0,12.72,2.36,0.92,1.53,1.13,1.96,7,5,0,3,9,0.04,128,191.0,0,4.0,8.4,45.047120418848166,0.5654450261780104,25.445026178010473,7.115183246073299
Lucas Gourna-Douath,Hull,Midfielder,50,69.44,0.0,0.04,0.72,0.0,3.57,2.86,0.92,1.53,1.13,1.96,7,5,0,3,3,0.0,126,126.0,0,4.0,0.0,18.714285714285715,16.071428571428573,,3.5000000000000004
Issa Diop,Ipswich,Defender,40,100.0,0.0,0.01,0.0,0.0,8.33,1.0,1.33,2.26,1.39,1.79,8,5,0,14,5,0.0,180,270.0,0,3.0,14.2,25.066666666666666,3.966666666666667,0.6666666666666666,2.966666666666667
Saša Lukić,Ipswich,Midfielder,50,94.44,0.01,0.04,0.35,0.0,3.57,1.79,1.33,2.26,1.39,1.79,8,5,0,14,3,0.02,162,252.0,0,3.0,0.1,18.28571428571429,14.607142857142858,1.4285714285714286,3.4285714285714284
Dara O'Shea,Ipswich,Defender,40,100.0,0.01,0.02,0.0,0.0,8.33,1.67,1.33,2.26,1.39,1.79,8,5,0,14,3,0.07,180,270.0,0,3.0,3.0,23.93333333333333,9.899999999999999,5.0,3.8666666666666663
Leif Davis,Ipswich,Defender,40,100.0,0.25,0.09,0.0,0.0,5.0,0.67,1.33,2.26,1.39,1.79,8,5,0,14,7,0.65,180,270.0,0,3.0,5.1,26.53333333333333,12.833333333333332,23.0,6.266666666666667
Jacob Greaves,Ipswich,Defender,40,100.0,0.0,0.02,0.33,0.0,6.33,1.67,1.33,2.26,1.39,1.79,8,5,0,14,0,0.0,180,270.0,0,3.0,1.2,16.599999999999998,4.966666666666667,1.3333333333333333,2.3
Marcelino Núñez,Ipswich,Midfielder,50,81.11,0.03,0.02,0.0,0.0,5.14,1.93,1.33,2.26,1.39,1.79,8,5,0,14,2,0.0,61,140.0,0,3.0,0.1,15.814285714285717,12.471428571428572,3.8571428571428577,3.2142857142857144
Abdul Fatawu,Ipswich,Midfielder,55,86.67,0.01,0.57,0.38,0.0,1.6,2.8,1.33,2.26,1.39,1.79,8,5,0,14,6,0.03,160,225.0,0,3.0,0.2,22.16,41.44,5.6000000000000005,6.920000000000001
Daizen Maeda,Ipswich,Midfielder,54,83.33,0.31,0.0,0.0,0.0,3.33,2.92,1.33,2.26,1.39,1.79,8,5,0,14,4,0.1,137,216.0,0,3.0,0.3,12.0,1.2083333333333333,17.916666666666668,3.0833333333333335
Kjell Scherpen,Ipswich,Goalkeeper,45,100.0,0.0,0.0,0.0,0.0,1.67,0.0,1.33,2.26,1.39,1.79,8,5,0,14,4,0.0,180,270.0,0,3.0,0.6,29.53333333333333,,,2.9333333333333336
Julio Enciso,Ipswich,Midfielder,55,93.7,0.36,0.37,0.36,0.0,1.44,0.72,1.33,2.26,1.39,1.79,8,5,0,14,6,0.64,180,250.0,0,3.0,0.9,19.296,17.604,22.32,5.9399999999999995
Jaka Bijol,Leeds,Defender,50,61.85,0.04,0.0,0.0,0.0,9.88,1.65,1.28,1.5,1.84,2.3,13,5,1,9,2,0.0,74,164.0,0,8.0,0.8,20.963414634146346,0.32926829268292684,8.231707317073171,2.963414634146342
Joe Rodon,Leeds,Defender,44,68.33,0.02,0.07,0.0,0.0,7.32,0.73,1.28,1.5,1.84,2.3,13,5,1,9,1,0.0,33,123.0,0,8.0,1.1,16.829268292682926,10.75609756097561,5.121951219512195,3.292682926829268
Jayden Bogle,Leeds,Defender,45,82.59,0.39,0.01,0.4,0.0,3.73,1.24,1.28,1.5,1.84,2.3,13,5,1,9,16,0.9,127,217.0,0,8.0,2.2,25.29953917050691,5.847926267281106,15.345622119815667,4.64516129032258
Gabriel Gudmundsson,Leeds,Defender,45,100.0,0.0,0.0,0.0,0.0,2.0,3.0,1.28,1.5,1.84,2.3,13,5,1,9,2,0.0,90,90.0,0,8.0,0.1,12.6,1.2,2.0,1.6
James Justin,Leeds,Defender,45,100.0,0.04,0.01,0.0,0.0,6.33,3.67,1.28,1.5,1.84,2.3,13,5,1,9,6,0.17,180,270.0,0,8.0,1.5,22.0,5.199999999999999,10.666666666666666,3.7666666666666666
Tarik Muharemović,Leeds,Defender,50,100.0,0.02,0.0,0.0,0.0,12.0,1.0,1.28,1.5,1.84,2.3,13,5,1,9,8,0.0,180,270.0,0,8.0,3.8,32.13333333333333,0.7333333333333334,7.0,3.966666666666667
Anton Stach,Leeds,Midfielder,60,100.0,0.22,0.01,0.0,0.0,6.0,3.0,1.28,1.5,1.84,2.3,13,5,1,9,6,0.39,180,270.0,0,8.0,2.7,29.266666666666666,11.933333333333332,13.0,5.433333333333334
Ethan Ampadu,Leeds,Midfielder,54,100.0,0.0,0.04,0.0,0.0,5.67,2.67,1.28,1.5,1.84,2.3,13,5,1,9,4,0.01,180,270.0,0,8.0,1.0,20.599999999999998,13.733333333333334,0.3333333333333333,3.466666666666667
Tanaka Ao,Leeds,Midfielder,49,63.89,0.48,0.76,0.0,0.0,6.15,3.85,1.28,1.5,1.84,2.3,13,5,1,9,6,0.53,117,117.0,0,8.0,0.2,31.384615384615383,10.76923076923077,10.0,5.230769230769231
Dominic Calvert-Lewin,Leeds,Forward,60,94.07,0.58,0.03,0.71,0.0,1.43,0.0,1.28,1.5,1.84,2.3,13,5,1,9,9,1.48,162,252.0,1,8.0,21.4,15.285714285714285,5.750000000000001,23.92857142857143,4.321428571428571
James Trafford,Leeds,Goalkeeper,50,100.0,0.0,0.0,0.0,0.0,0.67,0.0,1.28,1.5,1.84,2.3,13,5,1,9,6,0.0,180,270.0,0,8.0,5.4,30.599999999999998,0.0,0.0,3.0666666666666664
Nico Elvedi,Leeds,Defender,45,81.67,0.0,0.48,0.0,0.0,9.25,0.62,1.28,1.5,1.84,2.3,13,5,1,9,5,0.0,146,146.0,0,8.0,0.0,26.876712328767127,13.684931506849315,7.397260273972603,4.808219178082192
Alisson Becker,Liverpool,Goalkeeper,55,100.0,0.0,0.0,0.33,0.0,2.0,0.0,1.72,1.69,1.53,1.64,15,5,0,6,8,0.0,180,270.0,0,5.0,4.1,18.599999999999998,0.0038461538461538,0.0,1.8666666666666665
Virgil van Dijk,Liverpool,Defender,65,100.0,0.04,0.0,0.33,0.0,6.67,1.67,1.72,1.69,1.53,1.64,15,5,0,6,7,0.0,180,270.0,0,5.0,17.1,24.46666666666667,2.5666666666666664,8.666666666666666,3.5666666666666664
Jeremie Frimpong,Liverpool,Defender,54,91.11,0.01,0.09,0.55,0.0,2.81,1.69,1.72,1.69,1.53,1.64,15,5,0,6,1,0.0,70,160.0,0,5.0,2.2,14.85,29.025000000000002,7.875,5.175
Milos Kerkez,Liverpool,Defender,54,94.07,0.01,0.01,0.71,0.0,5.04,2.16,1.72,1.69,1.53,1.64,15,5,0,6,6,0.0,160,250.0,0,5.0,2.7,20.087999999999997,13.643999999999998,4.32,3.816
Jeremy Jacquet,Liverpool,Defender,50,89.26,0.0,0.02,0.37,0.0,6.13,2.68,1.72,1.69,1.53,1.64,15,5,0,6,8,0.0,166,235.0,0,5.0,2.8,25.27659574468085,15.127659574468085,1.5319148936170213,4.174468085106383
Florian Wirtz,Liverpool,Midfielder,74,90.37,0.2,0.06,0.37,0.0,0.0,1.49,1.72,1.69,1.53,1.64,15,5,0,6,7,0.41,180,242.0,0,5.0,7.8,16.43801652892562,28.33884297520661,27.14876033057851,7.21487603305785
Cody Gakpo,Liverpool,Midfielder,72,94.07,0.12,0.45,0.0,0.0,2.52,2.16,1.72,1.69,1.53,1.64,15,5,0,6,16,0.06,160,250.0,0,5.0,12.4,42.047999999999995,37.62,20.16,9.972
Dominik Szoboszlai,Liverpool,Midfielder,70,100.0,0.36,0.14,0.0,0.0,2.67,1.33,1.72,1.69,1.53,1.64,15,5,0,6,7,0.32,180,270.0,1,5.0,38.6,30.4,39.233333333333334,15.333333333333332,8.5
Alexis Mac Allister,Liverpool,Midfielder,54,71.11,0.04,0.03,0.47,0.0,2.42,3.87,1.72,1.69,1.53,1.64,15,5,0,6,4,0.08,159,186.0,0,5.0,1.4,16.935483870967744,10.596774193548386,8.70967741935484,3.580645161290323
Alexander Isak,Liverpool,Forward,91,91.11,0.89,0.04,0.0,0.0,0.74,0.37,1.72,1.69,1.53,1.64,15,5,0,6,21,1.2,153,243.0,1,5.0,24.5,41.629629629629626,11.592592592592592,54.78962962962962,10.777777777777779
Iliman Ndiaye,Man City,Midfielder,59,99.26,0.09,0.23,0.0,0.0,2.03,2.37,2.41,1.04,1.63,1.4,12,5,1,1,7,0.04,176,266.0,0,3.0,8.4,20.43609022556391,24.428571428571427,23.00751879699248,6.8007518796992485
Gianluigi Donnarumma,Man City,Goalkeeper,55,100.0,0.0,0.0,0.0,0.0,0.67,0.0,2.41,1.04,1.63,1.4,12,5,1,1,7,0.0,180,270.0,0,3.0,7.5,20.133333333333333,0.3029411764705882,0.0588235294117647,2.033333333333333
Nico O'Reilly,Man City,Defender,64,86.11,0.1,0.03,0.0,0.0,0.6,1.2,2.41,1.04,1.63,1.4,12,5,1,1,2,0.02,88,150.0,0,3.0,12.9,7.4399999999999995,22.92,9.6,3.9599999999999995
Marc Guéhi,Man City,Defender,60,100.0,0.22,0.17,0.0,0.0,5.0,1.0,2.41,1.04,1.63,1.4,12,5,1,1,10,0.0,180,270.0,0,3.0,18.3,32.199999999999996,14.299999999999999,10.0,5.633333333333333
Rúben dos Santos Gato Alves Dias,Man City,Defender,55,100.0,0.03,0.1,0.0,0.0,4.67,0.33,2.41,1.04,1.63,1.4,12,5,1,1,8,0.09,180,270.0,0,3.0,1.8,24.0,15.599999999999998,12.333333333333332,5.166666666666666
Joško Gvardiol,Man City,Defender,56,94.81,0.15,0.03,0.0,0.0,3.54,2.48,2.41,1.04,1.63,1.4,12,5,1,1,13,0.01,164,254.0,0,3.0,19.9,33.30708661417323,18.07086614173228,9.21259842519685,6.059055118110236
Abdukodir Khusanov,Man City,Defender,55,100.0,0.0,0.0,0.33,0.0,3.02,2.69,2.41,1.04,1.63,1.4,12,5,1,1,7,0.0,178,268.0,0,3.0,1.6,17.328358208955226,4.23134328358209,1.3432835820895523,2.283582089552239
Rico Lewis,Man City,Defender,44,65.56,0.53,0.0,0.0,0.0,3.21,0.0,2.41,1.04,1.63,1.4,12,5,1,1,0,0.0,0,56.0,0,3.0,0.2,6.107142857142857,6.107142857142857,54.78962962962962,7.553571428571429
Antoine Semenyo,Man City,Midfielder,84,100.0,0.09,0.33,0.0,0.0,0.0,1.0,2.41,1.04,1.63,1.4,12,5,1,1,11,0.11,180,270.0,1,3.0,15.8,19.2,32.599999999999994,27.333333333333332,7.933333333333334
Phil Foden,Man City,Midfielder,70,72.96,0.71,0.57,0.46,0.0,0.92,1.85,2.41,1.04,1.63,1.4,12,5,1,1,10,1.49,114,195.0,0,3.0,3.7,26.584615384615386,50.782000000000004,18.0,9.553846153846154
Rayan Cherki,Man City,Midfielder,78,64.81,0.43,0.9,0.51,0.0,0.0,0.0,2.41,1.04,1.63,1.4,12,5,1,1,17,0.56,146,173.0,0,3.0,28.7,51.37899999999998,50.782000000000004,40.05780346820809,12.84804878048778
Erling Haaland,Man City,Forward,155,100.0,0.82,0.21,0.0,0.0,2.67,0.0,2.41,1.04,1.63,1.4,12,5,1,1,22,1.72,180,270.0,1,3.0,71.1,40.53333333333333,6.299999999999999,54.666666666666664,10.133333333333333
Elliot Anderson,Man City,Midfielder,63,88.15,0.03,0.34,0.38,0.0,3.48,3.09,2.41,1.04,1.63,1.4,12,5,1,1,6,0.09,171,233.0,0,3.0,4.2,22.712446351931327,26.690987124463515,6.952789699570815,5.639484978540772
Youri Tielemans,Man Utd,Midfielder,59,92.22,0.1,0.07,0.0,0.0,2.2,0.73,2.51,1.45,1.77,2.17,19,5,0,11,6,0.52,180,246.0,0,7.0,1.7,20.780487804878046,27.98780487804878,12.073170731707316,6.109756097560975
Senne Lammens,Man Utd,Goalkeeper,50,100.0,0.0,0.0,0.0,0.0,1.33,0.0,2.51,1.45,1.77,2.17,19,5,0,11,4,0.0,180,270.0,0,7.0,11.0,26.333333333333332,0.0,0.0625,2.6333333333333333
Diogo Dalot Teixeira,Man Utd,Defender,49,63.33,0.13,0.25,0.53,0.0,3.8,2.17,2.51,1.45,1.77,2.17,19,5,0,11,3,0.16,156,166.0,0,7.0,1.8,15.6144578313253,41.31325301204819,21.14457831325301,7.861445783132529
Harry Maguire,Man Utd,Defender,49,100.0,0.03,0.17,0.33,0.0,6.67,0.33,2.51,1.45,1.77,2.17,19,5,0,11,6,0.03,180,270.0,0,7.0,10.2,19.799999999999997,10.466666666666665,9.0,3.9333333333333336
Lisandro Martínez,Man Utd,Defender,50,100.0,0.01,0.0,0.0,0.0,5.0,0.0,2.51,1.45,1.77,2.17,19,5,0,11,4,0.03,180,180.0,0,7.0,1.2,16.9,1.05,1.5,1.95
Ayden Heaven,Man Utd,Defender,44,100.0,0.13,0.0,0.0,0.0,1.0,1.0,2.51,1.45,1.77,2.17,19,5,0,11,0,0.0,0,90.0,0,7.0,0.3,6.8,2.6,11.0,2.0
Luke Shaw,Man Utd,Defender,44,94.44,0.01,0.23,0.35,0.0,5.0,2.14,2.51,1.45,1.77,2.17,19,5,0,11,6,0.02,162,252.0,0,7.0,11.3,30.714285714285715,30.57142857142857,4.642857142857143,6.571428571428571
Bruno Borges Fernandes,Man Utd,Midfielder,120,100.0,0.79,0.23,0.0,0.0,0.67,0.67,2.51,1.45,1.77,2.17,19,5,0,11,25,2.17,180,270.0,1,7.0,41.6,51.37899999999998,50.5,32.33333333333333,12.84804878048778
Bryan Mbeumo,Man Utd,Midfielder,79,100.0,0.7,0.18,0.33,0.0,1.33,1.0,2.51,1.45,1.77,2.17,19,5,0,11,19,1.81,180,270.0,1,7.0,22.9,31.666666666666664,28.366666666666664,34.0,9.433333333333334
Matheus Santos Carneiro da Cunha,Man Utd,Midfielder,79,87.78,0.15,0.39,0.0,0.0,0.0,0.79,2.51,1.45,1.77,2.17,19,5,0,11,12,0.23,148,227.0,0,7.0,6.4,11.180616740088105,24.581497797356825,28.94273127753304,6.502202643171805
Marcus Rashford,Man Utd,Midfielder,70,72.96,0.19,0.12,0.0,0.0,0.0,1.4,2.51,1.45,1.77,2.17,19,5,0,11,5,0.26,148,193.0,0,7.0,1.6,14.642487046632123,44.487046632124354,32.64248704663213,9.139896373056995
Kobbie Mainoo,Man Utd,Midfielder,55,70.37,0.07,0.03,0.0,0.0,2.43,2.43,2.51,1.45,1.77,2.17,19,5,0,11,13,0.14,162,185.0,0,7.0,1.4,25.394594594594597,16.63783783783784,5.351351351351352,4.718918918918919
Nico González Iglesias,Newcastle,Midfielder,55,84.44,0.0,0.03,0.59,0.0,1.85,0.0,1.13,1.96,0.92,1.53,3,5,1,7,4,0.0,146,146.0,0,0.0,0.3,8.26027397260274,25.828767123287673,1.2328767123287672,3.5753424657534247
Malick Thiaw,Newcastle,Defender,50,100.0,0.0,0.02,0.0,0.0,7.0,0.0,1.13,1.96,0.92,1.53,3,5,1,7,5,0.0,180,270.0,0,0.0,2.1,17.4,4.666666666666666,0.6666666666666666,2.2666666666666666
Sven Botman,Newcastle,Defender,50,100.0,0.0,0.0,0.33,0.0,7.33,0.67,1.13,1.96,0.92,1.53,3,5,1,7,6,0.01,180,270.0,0,0.0,0.7,23.199999999999996,1.0,2.0,2.6333333333333333
Lewis Hall,Newcastle,Defender,52,100.0,0.03,0.22,0.0,0.0,7.36,2.68,1.13,1.96,0.92,1.53,3,5,1,7,15,0.04,179,269.0,0,0.0,14.1,29.776951672862456,18.702602230483272,2.342007434944238,5.052044609665428
Harvey Barnes,Newcastle,Midfielder,60,100.0,0.07,0.04,0.0,0.0,2.33,1.0,1.13,1.96,0.92,1.53,3,5,1,7,15,0.15,180,270.0,0,0.0,2.7,15.133333333333333,9.1,13.0,3.733333333333333
Anthony Elanga,Newcastle,Midfielder,62,89.26,0.16,0.25,0.37,0.0,0.78,1.55,1.13,1.96,0.92,1.53,3,5,1,7,9,0.2,157,232.0,0,0.0,11.3,32.04310344827586,19.629310344827587,23.663793103448274,7.525862068965517
Lewis Miley,Newcastle,Midfielder,55,86.3,0.02,0.05,0.39,0.0,3.96,0.4,1.13,1.96,0.92,1.53,3,5,1,7,5,0.0,152,227.0,0,0.0,0.1,11.894273127753303,14.748898678414097,1.9823788546255505,2.854625550660793
Joe Willock,Newcastle,Midfielder,50,63.33,0.33,0.16,0.0,0.0,1.08,1.63,1.13,1.96,0.92,1.53,3,5,1,7,5,0.43,132,166.0,0,0.0,0.5,24.072289156626503,11.06024096385542,15.180722891566264,4.608433734939759
Yoane Wissa,Newcastle,Forward,62,97.41,0.54,0.04,0.68,0.0,0.69,1.72,1.13,1.96,0.92,1.53,3,5,1,7,9,0.35,171,261.0,1,0.0,18.0,19.17241379310345,11.689655172413794,25.517241379310345,5.620689655172415
William Osula,Newcastle,Forward,59,63.33,0.09,0.41,0.0,0.0,3.27,1.64,1.13,1.96,0.92,1.53,3,5,1,7,0,0.0,0,55.0,1,0.0,0.4,46.14545454545455,22.418181818181818,13.090909090909092,8.181818181818182
Lukás Hornícek,Newcastle,Goalkeeper,50,100.0,0.0,0.0,0.33,0.0,1.67,0.0,1.13,1.96,0.92,1.53,3,5,1,7,9,0.0,180,270.0,0,0.0,1.4,36.4,,,3.6333333333333333
Amar Dedic,Newcastle,Defender,45,100.0,0.07,0.05,0.0,0.0,4.33,1.67,1.13,1.96,0.92,1.53,3,5,1,7,12,0.11,180,270.0,0,0.0,2.9,19.866666666666667,12.666666666666666,5.0,3.7666666666666666
Matz Sels,"""Nottham Forest""",Goalkeeper,50,100.0,0.0,0.0,0.0,0.0,1.33,0.0,1.46,1.08,1.08,1.5,20,5,1,16,7,0.0,180,270.0,0,5.0,1.4,11.066666666666666,0.3374578177727784,0.0,1.0999999999999999
Neco Williams,"""Nottham Forest""",Defender,50,100.0,0.08,0.08,0.0,0.0,4.0,4.0,1.46,1.08,1.08,1.5,20,5,1,16,13,0.12,180,270.0,0,5.0,8.1,20.333333333333332,14.0,5.333333333333333,3.966666666666667
Nikola Milenković,"""Nottham Forest""",Defender,55,100.0,0.04,0.0,0.33,0.0,8.67,1.67,1.46,1.08,1.08,1.5,20,5,1,16,10,0.0,180,270.0,0,5.0,1.6,17.733333333333334,0.4666666666666666,5.333333333333333,2.333333333333333
Murillo Costa dos Santos,"""Nottham Forest""",Defender,55,100.0,0.09,0.04,0.0,0.0,8.03,2.01,1.46,1.08,1.08,1.5,20,5,1,16,9,0.35,179,269.0,0,5.0,1.6,20.475836431226767,9.16728624535316,6.022304832713755,3.579925650557621
Ola Aina,"""Nottham Forest""",Defender,45,83.33,0.01,0.13,0.8,0.0,2.92,2.92,1.46,1.08,1.08,1.5,20,5,1,16,1,0.0,143,216.0,0,5.0,2.6,17.0,21.5,6.25,4.500000000000001
Jair Paula da Cunha Filho,"""Nottham Forest""",Defender,45,100.0,0.0,0.0,0.33,0.0,7.67,1.67,1.46,1.08,1.08,1.5,20,5,1,16,9,0.03,180,270.0,0,5.0,0.2,18.466666666666665,0.7999999999999999,0.3333333333333333,1.9666666666666668
Morgan Gibbs-White,"""Nottham Forest""",Midfielder,79,100.0,0.45,0.09,0.0,0.0,0.67,1.33,1.46,1.08,1.08,1.5,20,5,1,16,16,1.27,180,270.0,1,5.0,9.4,20.666666666666664,8.266666666666666,15.333333333333332,4.3999999999999995
Dan Ndoye,"""Nottham Forest""",Midfielder,55,71.48,0.3,0.44,0.0,0.0,0.98,0.98,1.46,1.08,1.08,1.5,20,5,1,16,10,0.35,123,184.0,0,5.0,0.6,18.39130434782609,12.619565217391305,17.608695652173914,4.891304347826087
James McAtee,"""Nottham Forest""",Midfielder,55,94.81,0.04,0.32,0.35,0.0,1.42,1.78,1.46,1.08,1.08,1.5,20,5,1,16,4,0.13,180,253.0,0,5.0,0.1,12.09486166007905,42.865612648221344,3.5573122529644268,5.869565217391305
Ibrahim Sangaré,"""Nottham Forest""",Midfielder,49,100.0,0.01,0.02,0.0,0.0,3.0,0.0,1.46,1.08,1.08,1.5,20,5,1,16,0,0.0,0,90.0,0,5.0,0.5,17.8,13.0,3.0,3.4
Igor Jesus Maciel da Cruz,"""Nottham Forest""",Forward,59,77.78,0.57,0.06,0.43,0.0,2.13,0.85,1.46,1.08,1.08,1.5,20,5,1,16,2,0.74,121,211.0,0,5.0,2.4,6.398104265402844,8.744075829383887,29.431279620853083,4.478672985781991
Xaver Schlager,"""Nottham Forest""",Midfielder,50,71.85,0.03,0.0,0.0,0.0,2.76,4.13,1.46,1.08,1.08,1.5,20,5,1,16,7,0.08,180,196.0,0,5.0,0.1,15.153061224489797,1.836734693877551,4.591836734693878,2.204081632653061
Jan Paul van Hecke,Spurs,Defender,49,100.0,0.13,0.02,0.0,0.0,5.33,1.67,1.12,1.96,0.73,2.11,17,5,1,18,9,0.2,180,270.0,0,5.0,6.7,23.8,9.766666666666666,15.333333333333332,4.866666666666666
Omar Marmoush,Spurs,Forward,70,97.22,0.3,0.08,0.0,0.0,0.0,0.52,1.12,1.96,0.73,2.11,17,5,1,18,4,0.34,173,173.0,1,5.0,2.3,4.786127167630057,19.508670520231213,19.76878612716763,4.265895953757225
Sandro Tonali,Spurs,Midfielder,54,94.81,0.03,0.06,0.0,0.0,1.77,1.77,1.12,1.96,0.73,2.11,17,5,1,18,7,0.05,164,254.0,0,5.0,2.5,12.047244094488189,14.421259842519685,4.251968503937007,3.08267716535433
Antonín Kinský,Spurs,Goalkeeper,45,100.0,0.0,0.02,0.0,0.0,2.0,0.0,1.12,1.96,0.73,2.11,17,5,1,18,7,0.0,180,270.0,0,5.0,18.0,19.266666666666666,3.333333333333333,0.0,2.2666666666666666
Marcos Senesi Barón,Spurs,Defender,59,100.0,0.0,0.0,0.0,0.0,11.0,5.0,1.12,1.96,0.73,2.11,17,5,1,18,0,0.0,0,90.0,0,5.0,4.4,36.6,2.2,5.501824817518249,3.9
Pedro Porro Sauceda,Spurs,Defender,55,100.0,0.11,0.21,0.0,0.0,3.0,1.0,1.12,1.96,0.73,2.11,17,5,1,18,8,0.36,180,180.0,0,5.0,10.6,11.3,21.85,13.5,4.65
Andrew Robertson,Spurs,Defender,44,69.26,0.03,0.14,0.0,0.0,5.81,1.45,1.12,1.96,0.73,2.11,17,5,1,18,3,0.06,96,186.0,0,5.0,2.6,23.70967741935484,17.564516129032256,13.064516129032258,5.419354838709677
Micky van de Ven,Spurs,Defender,50,100.0,0.34,0.0,0.5,0.0,6.5,2.0,1.12,1.96,0.73,2.11,17,5,1,18,9,0.57,180,180.0,0,5.0,3.9,18.3,1.65,7.0,2.7
Mathys Tel,Spurs,Midfielder,58,86.67,0.09,0.03,0.0,0.0,0.39,0.39,1.12,1.96,0.73,2.11,17,5,1,18,5,0.14,140,230.0,0,5.0,0.2,8.217391304347826,19.369565217391305,24.65217391304348,5.204347826086957
Rodrigo Bentancur,Spurs,Midfielder,55,82.59,0.01,0.01,0.0,0.0,5.6,2.4,1.12,1.96,0.73,2.11,17,5,1,18,7,0.02,180,225.0,0,5.0,0.2,14.32,10.040000000000001,2.4000000000000004,2.72
Conor Gallagher,Spurs,Midfielder,54,73.33,0.01,0.0,0.68,0.0,0.7,3.52,1.12,1.96,0.73,2.11,17,5,1,18,3,0.0,83,128.0,0,5.0,0.2,7.171874999999999,6.9609375,2.109375,1.5468750000000002
Archie Gray,Spurs,Midfielder,50,86.67,0.0,0.0,0.0,0.0,2.96,0.59,1.12,1.96,0.73,2.11,17,5,1,18,2,0.0,67,152.0,0,5.0,0.2,4.7368421052631575,2.8421052631578942,9.666893269884431,0.7697368421052632
Richarlison de Andrade,Spurs,Forward,59,76.67,0.0,0.0,0.0,0.0,1.34,0.0,1.12,1.96,0.73,2.11,17,5,1,18,0,0.0,0,67.0,0,5.0,0.9,27.755373592630505,2.9552238805970155,37.538382804503584,0.2686567164179105
