full_name,team_name,player_position,current_fpl_cost,playing_time_min_percentage,xg_per_90,xag_per_90,yellows_per_90,reds_per_90,clearances_blocks_interceptions_per_90,tackles_per_90,team_xg_per_90,team_xg_against_per_90,opponent_xg_per_90,opponent_xg_against_per_90,opponent_league_position,gameweek,is_at_home,team_league_position,points_last_3,xg_last_3,minutes_last_3,is_penalty_taker,opponent_goals_conceded_last_3,ownership_percent,influence,creativity,threat,ict_index
Lucas Pires Silva,Burnley,Defender,38,74.75,0.04,0.11,0.0,0.07,4.11,1.84,0.99,2.18,2.01,0.89,1,37,0,19,2,0.0,115,0,0.0,0.3,208.4,258.7,66.0,53.1
Axel Tuanzebe,Burnley,Defender,39,95.28,0.05,0.0,0.09,0.0,8.29,1.15,0.99,2.18,2.01,0.89,1,37,0,19,3,0.0,90,0,0.0,0.9,242.2,10.1,52.0,30.6
Jaidon Anthony,Burnley,Midfielder,50,82.44,0.19,0.15,0.14,0.0,1.66,1.45,0.99,2.18,2.01,0.89,1,37,0,19,12,0.67,177,0,0.0,1.8,576.4,517.0,599.0,169.2
Josh Cullen,Burnley,Midfielder,49,94.63,0.06,0.11,0.12,0.0,4.04,1.9,0.99,2.18,2.01,0.89,1,37,0,19,0,0.0,0,0,0.0,0.8,342.0,218.1,98.0,66.0
Zian Flemming,Burnley,Forward,53,66.46,0.53,0.04,0.22,0.0,2.49,0.85,0.99,2.18,2.01,0.89,1,37,0,19,7,0.97,154,1,0.0,0.3,424.0,143.8,510.0,106.9
Martin Dúbravka,Burnley,Goalkeeper,40,100.0,0.0,0.0,0.03,0.0,1.69,0.03,0.99,2.18,2.01,0.89,1,37,0,19,2,0.0,90,0,0.0,26.0,976.4,0.0,0.0,97.9
James Ward-Prowse,Burnley,Midfielder,56,74.1,0.02,0.26,0.08,0.0,3.72,1.27,0.99,2.18,2.01,0.89,1,37,0,19,3,0.04,67,0,0.0,0.2,205.2,364.9,22.0,59.2
Lesley Ugochukwu,Burnley,Midfielder,50,75.72,0.1,0.02,0.04,0.04,2.47,2.02,0.99,2.18,2.01,0.89,1,37,0,19,5,0.03,78,0,0.0,0.1,396.4,162.0,203.0,75.9
Florentino Ibrain Morris Luís,Burnley,Midfielder,50,75.71,0.04,0.02,0.27,0.0,4.61,3.82,0.99,2.18,2.01,0.89,1,37,0,19,5,0.01,111,0,0.0,0.0,380.0,219.9,48.0,65.0
Đorđe Petrović,Bournemouth,Goalkeeper,46,100.0,0.0,0.0,0.08,0.0,1.67,0.0,1.77,1.48,2.13,1.18,2,37,1,6,12,0.0,180,0,3.0,5.0,774.2,0.0,0.0,77.6
Marcos Senesi Barón,Bournemouth,Defender,52,98.98,0.05,0.12,0.23,0.0,9.93,1.71,1.77,1.48,2.13,1.18,2,37,1,6,22,0.0,180,0,3.0,20.8,1066.6,364.5,199.0,163.3
Adrien Truffert,Bournemouth,Defender,47,99.1,0.06,0.11,0.11,0.0,5.49,2.56,1.77,1.48,2.13,1.18,2,37,1,6,16,0.37,180,0,3.0,4.6,779.6,506.7,176.0,146.3
James Hill,Bournemouth,Defender,42,79.01,0.04,0.06,0.14,0.0,9.6,1.78,1.77,1.48,2.13,1.18,2,37,1,6,16,0.0,180,0,3.0,7.3,545.4,149.8,111.0,80.9
Marcus Tavernier,Bournemouth,Midfielder,54,90.24,0.31,0.16,0.21,0.0,2.05,1.27,1.77,1.48,2.13,1.18,2,37,1,6,5,0.36,162,0,3.0,4.2,584.2,696.8,567.0,184.9
Tyler Adams,Bournemouth,Midfielder,49,78.5,0.05,0.07,0.39,0.0,4.36,2.44,1.77,1.48,2.13,1.18,2,37,1,6,4,0.0,115,0,3.0,0.3,361.6,151.7,114.0,63.0
Lewis Cook,Bournemouth,Midfielder,49,62.15,0.01,0.04,0.11,0.11,5.79,2.59,1.77,1.48,2.13,1.18,2,37,1,6,0,0.0,0,0,3.0,0.0,206.0,183.3,12.0,40.4
Alex Scott,Bournemouth,Midfielder,50,87.19,0.11,0.09,0.16,0.0,4.14,1.89,1.77,1.48,2.13,1.18,2,37,1,6,7,0.04,180,0,3.0,2.1,578.6,468.5,314.0,135.8
Francisco Evanilson de Lima Barbosa,Bournemouth,Forward,67,86.37,0.38,0.1,0.07,0.0,1.26,0.38,1.77,1.48,2.13,1.18,2,37,1,6,6,0.31,121,0,3.0,2.3,334.8,383.0,792.0,150.7
Bafodé Diakité,Bournemouth,Defender,41,78.77,0.0,0.01,0.07,0.0,6.85,1.41,1.77,1.48,2.13,1.18,2,37,1,6,0,0.0,0,0,3.0,0.3,267.0,54.3,22.0,34.4
Álex Jiménez Sánchez,Bournemouth,Defender,45,84.37,0.05,0.07,0.38,0.0,3.11,2.64,1.77,1.48,2.13,1.18,2,37,1,6,6,0.02,90,0,3.0,0.2,406.0,269.3,184.0,85.9
Dango Ouattara,Brentford,Midfielder,57,78.63,0.32,0.25,0.21,0.0,3.01,0.99,1.76,1.51,1.66,1.52,15,37,1,8,7,0.12,111,0,8.0,1.6,435.4,407.4,609.0,144.5
Caoimhín Kelleher,Brentford,Goalkeeper,48,100.0,0.0,0.0,0.03,0.0,1.26,0.03,1.76,1.51,1.66,1.52,15,37,1,8,11,0.0,180,0,8.0,12.3,848.4,23.0,0.0,87.2
Hákon Rafn Valdimarsson,Brentford,Goalkeeper,38,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.76,1.51,1.66,1.52,15,37,1,8,0,0.0,0,0,8.0,0.9,13.0,0.0,0.0,1.3
Nathan Collins,Brentford,Defender,49,93.8,0.09,0.06,0.19,0.0,8.48,0.94,1.76,1.51,1.66,1.52,15,37,1,8,7,0.0,180,0,8.0,2.6,780.2,132.2,314.0,122.8
Kristoffer Ajer,Brentford,Defender,44,73.63,0.06,0.05,0.21,0.0,7.52,1.88,1.76,1.51,1.66,1.52,15,37,1,8,3,0.0,100,0,8.0,0.2,381.8,58.8,165.0,60.7
Michael Kayode,Brentford,Defender,46,98.44,0.03,0.09,0.2,0.0,4.27,1.9,1.76,1.51,1.66,1.52,15,37,1,8,6,0.0,180,0,8.0,1.1,584.4,458.3,130.0,117.6
Ethan Pinnock,Brentford,Defender,42,91.67,0.0,0.0,0.27,0.0,10.47,1.42,1.76,1.51,1.66,1.52,15,37,1,8,0,0.0,0,0,8.0,0.1,88.6,1.2,33.0,12.3
Sepp van den Berg,Brentford,Defender,44,98.67,0.11,0.05,0.07,0.0,8.04,0.64,1.76,1.51,1.66,1.52,15,37,1,8,6,0.31,90,0,8.0,1.1,611.6,87.0,292.0,99.2
Kevin Schade,Brentford,Midfielder,68,89.83,0.36,0.15,0.2,0.03,1.82,1.4,1.76,1.51,1.66,1.52,15,37,1,8,5,0.0,169,0,8.0,1.5,499.2,377.1,745.0,161.6
Mikkel Damsgaard,Brentford,Midfielder,56,71.36,0.13,0.28,0.0,0.0,2.03,2.59,1.76,1.51,1.66,1.52,15,37,1,8,15,0.44,158,0,8.0,0.8,507.0,630.3,317.0,145.6
Jordan Henderson,Brentford,Midfielder,50,68.48,0.03,0.16,0.24,0.0,2.86,1.28,1.76,1.51,1.66,1.52,15,37,1,8,0,0.0,11,0,8.0,0.3,328.0,337.8,47.0,71.2
Vitaly Janelt,Brentford,Midfielder,49,61.06,0.05,0.26,0.5,0.0,4.7,1.68,1.76,1.51,1.66,1.52,15,37,1,8,1,0.0,29,0,8.0,0.1,329.4,314.2,91.0,72.6
Mathias Jensen,Brentford,Midfielder,49,68.79,0.07,0.22,0.13,0.0,2.58,1.68,1.76,1.51,1.66,1.52,15,37,1,8,7,0.04,180,0,8.0,0.2,421.8,576.5,192.0,119.0
Gustavo Nunes Fernandes Gomes,Brentford,Midfielder,49,90.03,0.04,0.05,0.33,0.0,0.0,0.0,1.76,1.51,1.66,1.52,15,37,1,8,0,0.0,0,0,8.0,0.0,0.0,0.0,0.0,0.0
Yehor Yarmoliuk,Brentford,Midfielder,50,79.91,0.05,0.04,0.24,0.0,2.67,2.35,1.76,1.51,1.66,1.52,15,37,1,8,5,0.03,168,0,8.0,0.1,419.8,268.9,115.0,80.3
Igor Thiago Nascimento Rodrigues,Brentford,Forward,73,96.05,0.71,0.1,0.2,0.0,2.23,1.02,1.76,1.51,1.66,1.52,15,37,1,8,8,1.31,180,1,8.0,32.5,1000.8,366.9,1145.0,251.0
Bart Verbruggen,Brighton,Goalkeeper,46,100.0,0.0,0.0,0.08,0.0,0.83,0.03,1.54,1.41,1.59,1.43,14,37,0,7,8,0.0,180,0,4.0,9.5,888.6,10.0,0.0,90.0
Olivier Boscagli,Brighton,Defender,42,74.17,0.0,0.02,0.22,0.0,6.98,1.8,1.54,1.41,1.59,1.43,14,37,0,7,1,0.0,90,0,4.0,0.2,215.6,82.2,12.0,31.1
Lewis Dunk,Brighton,Defender,45,95.02,0.04,0.02,0.34,0.0,6.3,1.12,1.54,1.41,1.59,1.43,14,37,0,7,15,0.3,92,0,4.0,0.9,614.0,109.9,201.0,92.7
Ferdi Kadıoğlu,Brighton,Defender,44,94.13,0.06,0.04,0.18,0.0,3.26,1.71,1.54,1.41,1.59,1.43,14,37,0,7,7,0.0,180,0,4.0,1.4,482.2,400.9,253.0,113.9
Jan Paul van Hecke,Brighton,Defender,47,99.15,0.08,0.03,0.27,0.0,7.4,1.54,1.54,1.41,1.59,1.43,14,37,0,7,8,0.0,180,0,4.0,11.0,945.0,224.5,282.0,145.6
Mitoma Kaoru,Brighton,Midfielder,61,76.58,0.25,0.19,0.26,0.0,1.42,0.95,1.54,1.41,1.59,1.43,14,37,0,7,1,0.4,147,0,4.0,2.0,288.4,422.3,416.0,112.3
Georginio Rutter,Brighton,Midfielder,56,64.7,0.14,0.23,0.1,0.0,1.92,1.61,1.54,1.41,1.59,1.43,14,37,0,7,2,0.0,24,0,4.0,0.3,331.8,334.6,417.0,108.2
Yankuba Minteh,Brighton,Midfielder,55,79.13,0.19,0.22,0.12,0.0,1.2,2.12,1.54,1.41,1.59,1.43,14,37,0,7,11,0.54,180,0,4.0,2.5,469.6,650.6,613.0,173.6
Jack Hinshelwood,Brighton,Midfielder,52,71.69,0.25,0.12,0.0,0.0,1.88,0.91,1.54,1.41,1.59,1.43,14,37,0,7,15,0.9,174,0,4.0,1.5,300.6,190.7,377.0,86.3
Yasin Ayari,Brighton,Midfielder,48,75.83,0.1,0.07,0.05,0.0,2.49,2.21,1.54,1.41,1.59,1.43,14,37,0,7,1,0.0,14,0,4.0,0.4,358.0,251.1,229.0,84.1
Carlos Baleba,Brighton,Midfielder,45,60.57,0.03,0.04,0.28,0.0,3.52,2.05,1.54,1.41,1.59,1.43,14,37,0,7,7,0.13,154,0,4.0,1.5,136.6,121.3,35.0,29.4
Diego Gómez Amarilla,Brighton,Midfielder,49,77.78,0.24,0.09,0.39,0.0,2.04,3.36,1.54,1.41,1.59,1.43,14,37,0,7,0,0.0,0,0,4.0,0.4,437.2,317.0,394.0,115.0
Mats Wieffer,Brighton,Midfielder,49,81.42,0.09,0.14,0.39,0.0,4.97,3.18,1.54,1.41,1.59,1.43,14,37,0,7,1,0.0,17,0,4.0,0.3,467.4,288.3,209.0,96.5
Danny Welbeck,Brighton,Forward,64,68.51,0.52,0.09,0.21,0.0,1.57,0.97,1.54,1.41,1.59,1.43,14,37,0,7,7,0.36,155,1,4.0,9.1,571.0,302.3,785.0,165.2
Pascal Groß,Brighton,Midfielder,56,95.1,0.07,0.19,0.12,0.0,2.29,1.73,1.54,1.41,1.59,1.43,14,37,0,7,8,0.41,180,0,4.0,3.2,365.4,603.1,171.0,113.9
Robert Lynch Sánchez,Chelsea,Goalkeeper,48,96.77,0.0,0.03,0.13,0.03,0.85,0.06,1.95,1.49,1.2,1.51,17,37,1,9,1,0.0,66,0,2.0,10.3,762.8,50.0,0.0,80.8
Filip Jörgensen,Chelsea,Goalkeeper,43,81.11,0.0,0.0,0.0,0.0,0.71,0.0,1.95,1.49,1.2,1.51,17,37,1,9,3,0.0,114,0,2.0,0.2,79.8,0.0,0.0,7.9
Marc Cucurella Saseta,Chelsea,Defender,61,87.99,0.07,0.16,0.25,0.04,4.45,1.78,1.95,1.49,1.2,1.51,17,37,1,9,5,0.08,180,0,2.0,14.4,549.0,574.4,307.0,143.2
Reece James,Chelsea,Defender,56,75.12,0.06,0.19,0.19,0.0,3.75,2.25,1.95,1.49,1.2,1.51,17,37,1,9,1,0.0,27,0,2.0,5.9,454.0,482.1,109.0,104.7
Trevoh Chalobah,Chelsea,Defender,54,95.28,0.06,0.02,0.1,0.03,7.36,1.15,1.95,1.49,1.2,1.51,17,37,1,9,1,0.1,90,0,2.0,8.9,704.4,110.5,160.0,97.5
Malo Gusto,Chelsea,Defender,48,74.68,0.08,0.14,0.12,0.04,2.86,2.07,1.95,1.49,1.2,1.51,17,37,1,9,2,0.1,180,0,2.0,1.8,432.4,436.0,201.0,107.0
Benoît Badiashile Mukinayi,Chelsea,Defender,44,66.39,0.0,0.0,0.38,0.0,7.85,1.34,1.95,1.49,1.2,1.51,17,37,1,9,0,0.0,0,0,2.0,0.0,102.8,7.9,2.0,11.4
Wesley Fofana,Chelsea,Defender,44,77.2,0.03,0.04,0.28,0.06,9.76,1.08,1.95,1.49,1.2,1.51,17,37,1,9,5,0.0,90,0,2.0,0.4,448.2,65.0,72.0,58.6
Cole Palmer,Chelsea,Midfielder,103,84.58,0.48,0.1,0.2,0.0,1.37,1.22,1.95,1.49,1.2,1.51,17,37,1,9,2,0.93,180,1,2.0,12.5,495.6,376.8,508.0,138.0
Pedro Lomba Neto,Chelsea,Midfielder,70,87.12,0.18,0.27,0.07,0.04,0.69,0.58,1.95,1.49,1.2,1.51,17,37,1,9,0,0.0,0,0,2.0,3.9,472.2,784.0,477.0,173.6
Enzo Fernández,Chelsea,Midfielder,64,97.03,0.36,0.25,0.27,0.0,1.47,1.56,1.95,1.49,1.2,1.51,17,37,1,9,10,0.44,180,1,2.0,10.8,769.0,1009.0,735.0,251.3
Moisés Caicedo Corozo,Chelsea,Midfielder,57,94.37,0.05,0.08,0.38,0.03,3.36,2.99,1.95,1.49,1.2,1.51,17,37,1,9,4,0.0,180,0,2.0,7.2,544.0,371.3,121.0,103.4
João Pedro Junqueira de Jesus,Chelsea,Forward,75,85.23,0.53,0.14,0.14,0.0,1.3,0.91,1.95,1.49,1.2,1.51,17,37,1,9,10,0.63,180,0,2.0,37.9,758.0,456.3,898.0,210.9
Alejandro Garnacho Ferreyra,Chelsea,Midfielder,64,62.03,0.29,0.3,0.14,0.0,0.71,1.0,1.95,1.49,1.2,1.51,17,37,1,9,0,0.0,0,0,2.0,0.4,207.4,405.3,399.0,100.1
Dean Henderson,Crystal Palace,Goalkeeper,51,100.0,0.0,0.0,0.11,0.0,1.49,0.03,1.66,1.52,1.76,1.51,8,37,0,15,3,0.0,180,0,5.0,9.3,792.2,10.0,0.0,80.1
Walter Benítez,Crystal Palace,Goalkeeper,39,100.0,0.0,0.0,0.0,0.0,1.0,0.0,1.66,1.52,1.76,1.51,8,37,0,15,0,0.0,0,0,5.0,0.3,22.8,0.0,0.0,2.3
Daniel Muñoz Mejía,Crystal Palace,Defender,59,93.74,0.11,0.2,0.28,0.0,4.61,2.74,1.66,1.52,1.76,1.51,8,37,0,15,3,0.0,171,0,5.0,9.5,550.8,362.5,363.0,127.6
Maxence Lacroix,Crystal Palace,Defender,52,98.99,0.09,0.04,0.12,0.03,9.01,1.76,1.66,1.52,1.76,1.51,8,37,0,15,4,0.08,180,0,5.0,7.7,809.2,105.9,309.0,122.3
Tyrick Mitchell,Crystal Palace,Defender,50,96.51,0.05,0.09,0.17,0.0,3.98,2.77,1.66,1.52,1.76,1.51,8,37,0,15,6,0.21,180,0,5.0,2.4,620.2,460.0,229.0,131.1
Chris Richards,Crystal Palace,Defender,44,97.01,0.06,0.02,0.1,0.0,8.21,1.74,1.66,1.52,1.76,1.51,8,37,0,15,4,0.66,180,0,5.0,2.6,725.8,159.5,185.0,107.4
Nathaniel Clyne,Crystal Palace,Defender,38,64.57,0.05,0.12,0.17,0.0,4.84,2.69,1.66,1.52,1.76,1.51,8,37,0,15,1,0.0,8,0,5.0,0.5,88.6,53.6,33.0,17.4
Ismaïla Sarr,Crystal Palace,Midfielder,64,87.26,0.46,0.09,0.09,0.0,1.63,0.79,1.66,1.52,1.76,1.51,8,37,0,15,8,0.93,120,0,5.0,6.3,437.2,255.7,570.0,126.4
Daichi Kamada,Crystal Palace,Midfielder,50,76.28,0.07,0.13,0.15,0.0,1.68,2.86,1.66,1.52,1.76,1.51,8,37,0,15,2,0.07,105,0,5.0,0.1,216.0,335.7,148.0,70.0
Jefferson Lerma Solís,Crystal Palace,Midfielder,49,60.96,0.12,0.1,0.34,0.0,4.29,1.45,1.66,1.52,1.76,1.51,8,37,0,15,3,0.03,100,0,5.0,0.1,258.0,192.8,227.0,67.5
Adam Wharton,Crystal Palace,Midfielder,50,86.46,0.04,0.23,0.14,0.04,2.47,2.5,1.66,1.52,1.76,1.51,8,37,0,15,5,0.06,120,0,5.0,0.8,440.6,667.8,160.0,127.1
Jean-Philippe Mateta,Crystal Palace,Forward,76,81.11,0.64,0.05,0.08,0.0,2.41,0.42,1.66,1.52,1.76,1.51,8,37,0,15,6,0.59,84,1,5.0,8.7,533.2,156.6,767.0,145.1
Jørgen Strand Larsen,Crystal Palace,Forward,59,72.16,0.25,0.03,0.16,0.0,1.91,0.37,1.66,1.52,1.76,1.51,8,37,0,15,3,0.21,94,0,5.0,1.5,258.4,194.1,437.0,87.0
Yéremy Pino Santos,Crystal Palace,Midfielder,58,70.94,0.18,0.34,0.18,0.0,1.27,1.59,1.66,1.52,1.76,1.51,8,37,0,15,1,0.1,59,0,5.0,0.2,296.6,667.0,349.0,131.1
Jaydee Canvot,Crystal Palace,Defender,45,72.75,0.11,0.01,0.22,0.0,8.63,2.76,1.66,1.52,1.76,1.51,8,37,0,15,4,0.31,180,0,5.0,0.5,344.2,62.6,56.0,46.2
Kiernan Dewsbury-Hall,Everton,Midfielder,53,94.64,0.16,0.22,0.22,0.0,1.5,1.83,1.34,1.59,1.1,1.61,12,37,1,10,7,0.5,180,0,6.0,8.3,592.8,546.6,431.0,157.2
Jordan Pickford,Everton,Goalkeeper,56,100.0,0.0,0.01,0.11,0.0,1.28,0.06,1.34,1.59,1.1,1.61,12,37,1,10,4,0.0,180,0,6.0,13.1,861.4,20.3,2.0,88.4
Jarrad Branthwaite,Everton,Defender,53,75.78,0.04,0.05,0.13,0.0,7.04,1.86,1.34,1.59,1.1,1.61,12,37,1,10,0,0.0,0,0,6.0,0.3,175.0,42.8,75.0,29.3
James Tarkowski,Everton,Defender,57,100.0,0.08,0.06,0.2,0.0,8.83,1.31,1.34,1.59,1.1,1.61,12,37,1,10,15,0.19,180,0,6.0,12.8,947.4,223.2,379.0,155.3
Vitalii Mykolenko,Everton,Defender,49,99.75,0.01,0.04,0.19,0.0,5.67,1.46,1.34,1.59,1.1,1.61,12,37,1,10,1,0.0,180,0,6.0,0.7,528.8,363.6,69.0,96.0
Jake O'Brien,Everton,Defender,49,94.89,0.02,0.02,0.12,0.03,5.09,1.67,1.34,1.59,1.1,1.61,12,37,1,10,7,0.17,180,0,6.0,0.7,575.0,269.8,169.0,101.7
Michael Keane,Everton,Defender,45,86.24,0.13,0.0,0.04,0.04,9.31,1.31,1.34,1.59,1.1,1.61,12,37,1,10,3,0.24,180,0,6.0,3.2,721.6,32.0,276.0,103.0
Iliman Ndiaye,Everton,Midfielder,62,97.22,0.21,0.15,0.07,0.0,1.25,2.21,1.34,1.59,1.1,1.61,12,37,1,10,4,1.25,180,1,6.0,4.8,590.2,458.1,566.0,161.6
Dwight McNeil,Everton,Midfielder,55,62.59,0.11,0.13,0.08,0.0,2.02,1.79,1.34,1.59,1.1,1.61,12,37,1,10,0,0.0,0,0,6.0,0.1,140.4,241.6,138.0,52.1
Idrissa Gana Gueye,Everton,Midfielder,54,94.22,0.08,0.07,0.04,0.04,2.54,1.85,1.34,1.59,1.1,1.61,12,37,1,10,0,0.0,0,0,6.0,0.1,382.6,259.2,208.0,85.1
