full_name,team_name,player_position,current_fpl_cost,playing_time_min_percentage,xg_per_90,xag_per_90,yellows_per_90,reds_per_90,clearances_blocks_interceptions_per_90,tackles_per_90,team_xg_per_90,team_xg_against_per_90,opponent_xg_per_90,opponent_xg_against_per_90,opponent_league_position,gameweek,is_at_home,team_league_position
Tino Livramento,Newcastle,Defender,49,89.23,0.01,0.05,0.09,0.0,3.35,1.63,1.65,1.26,1.79,1.5,7,25.0,1,12
Kieran Trippier,Newcastle,Defender,49,90.77,0.0,0.13,0.08,0.0,3.18,1.2,1.65,1.26,1.79,1.5,7,25.0,1,12
Anthony Gordon,Newcastle,Midfielder,72,75.09,0.4,0.24,0.21,0.07,0.81,0.96,1.65,1.26,1.79,1.5,7,25.0,1,12
Bruno Guimarães Rodriguez Moura,Newcastle,Midfielder,70,97.58,0.27,0.14,0.19,0.0,1.87,2.15,1.65,1.26,1.79,1.5,7,25.0,1,12
Jacob Murphy,Newcastle,Midfielder,59,60.72,0.23,0.33,0.08,0.0,1.01,0.59,1.65,1.26,1.79,1.5,7,25.0,1,12
Joelinton Cássio Apolinário de Lira,Newcastle,Midfielder,59,80.53,0.11,0.11,0.39,0.0,3.63,1.98,1.65,1.26,1.79,1.5,7,25.0,1,12
Sandro Tonali,Newcastle,Midfielder,53,80.18,0.06,0.09,0.15,0.0,2.62,1.34,1.65,1.26,1.79,1.5,7,25.0,1,12
Lewis Miley,Newcastle,Midfielder,45,64.91,0.11,0.14,0.0,0.0,3.34,1.91,1.65,1.26,1.79,1.5,7,25.0,1,12
Aaron Ramsdale,Newcastle,Goalkeeper,48,86.98,0.0,0.01,0.0,0.0,0.81,0.0,1.65,1.26,1.79,1.5,7,25.0,1,12
Malick Thiaw,Newcastle,Defender,51,93.64,0.16,0.04,0.15,0.0,7.94,1.22,1.65,1.26,1.79,1.5,7,25.0,1,12
Nick Woltemade,Newcastle,Forward,70,73.28,0.48,0.07,0.0,0.0,1.46,0.95,1.65,1.26,1.79,1.5,7,25.0,1,12
Oleksandr Zinchenko,"""Nottham Forest""",Defender,49,77.11,0.02,0.12,0.0,0.0,3.58,2.56,1.13,1.74,1.56,1.48,16,25.0,0,17
Stefan Ortega Moreno,"""Nottham Forest""",Goalkeeper,47,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13,1.74,1.56,1.48,16,25.0,0,17
Matz Sels,"""Nottham Forest""",Goalkeeper,46,93.44,0.0,0.0,0.05,0.0,1.13,0.05,1.13,1.74,1.56,1.48,16,25.0,0,17
Nikola Milenković,"""Nottham Forest""",Defender,51,100.0,0.02,0.0,0.2,0.0,7.64,0.72,1.13,1.74,1.56,1.48,16,25.0,0,17
Murillo Costa dos Santos,"""Nottham Forest""",Defender,52,95.74,0.02,0.01,0.17,0.0,8.13,1.57,1.13,1.74,1.56,1.48,16,25.0,0,17
Ola Aina,"""Nottham Forest""",Defender,47,97.65,0.03,0.01,0.23,0.0,5.94,1.37,1.13,1.74,1.56,1.48,16,25.0,0,17
Neco Williams,"""Nottham Forest""",Defender,47,97.87,0.05,0.09,0.17,0.04,3.96,2.94,1.13,1.74,1.56,1.48,16,25.0,0,17
Jair Paula da Cunha Filho,"""Nottham Forest""",Defender,42,100.0,0.0,0.0,0.0,0.0,9.0,2.0,1.13,1.74,1.56,1.48,16,25.0,0,17
Felipe Rodrigues da Silva,"""Nottham Forest""",Defender,43,72.14,0.06,0.0,0.43,0.0,7.01,2.34,1.13,1.74,1.56,1.48,16,25.0,0,17
Zach Abbott,"""Nottham Forest""",Defender,38,65.0,0.0,0.0,0.0,0.0,6.0,1.5,1.13,1.74,1.56,1.48,16,25.0,0,17
Morgan Gibbs-White,"""Nottham Forest""",Midfielder,73,95.47,0.28,0.11,0.0,0.0,1.49,0.55,1.13,1.74,1.56,1.48,16,25.0,0,17
Callum Hudson-Odoi,"""Nottham Forest""",Midfielder,57,68.21,0.13,0.16,0.0,0.0,1.15,0.77,1.13,1.74,1.56,1.48,16,25.0,0,17
Elliot Anderson,"""Nottham Forest""",Midfielder,53,100.0,0.07,0.07,0.16,0.0,2.68,2.72,1.13,1.74,1.56,1.48,16,25.0,0,17
Ibrahim Sangaré,"""Nottham Forest""",Midfielder,49,81.96,0.11,0.06,0.22,0.0,4.34,2.5,1.13,1.74,1.56,1.48,16,25.0,0,17
Chris Wood,"""Nottham Forest""",Forward,72,77.78,0.33,0.03,0.0,0.0,1.0,0.17,1.13,1.74,1.56,1.48,16,25.0,0,17
Igor Jesus Maciel da Cruz,"""Nottham Forest""",Forward,58,67.22,0.23,0.07,0.0,0.0,1.28,1.09,1.13,1.74,1.56,1.48,16,25.0,0,17
Dan Ndoye,"""Nottham Forest""",Midfielder,55,66.91,0.08,0.12,0.08,0.0,1.88,1.71,1.13,1.74,1.56,1.48,16,25.0,0,17
John Victor Maciel Furtado,"""Nottham Forest""",Goalkeeper,40,97.78,0.0,0.0,0.2,0.0,0.82,0.0,1.13,1.74,1.56,1.48,16,25.0,0,17
Nicolò Savona,"""Nottham Forest""",Defender,45,82.22,0.11,0.05,0.17,0.0,3.25,1.76,1.13,1.74,1.56,1.48,16,25.0,0,17
Daniel Ballard,Sunderland,Defender,46,83.54,0.19,0.08,0.17,0.0,9.22,1.54,1.03,1.55,2.02,0.77,1,25.0,0,9
Trai Hume,Sunderland,Defender,45,91.47,0.08,0.05,0.31,0.0,4.08,2.02,1.03,1.55,2.02,0.77,1,25.0,0,9
Reinildo Mandava,Sunderland,Defender,38,93.12,0.01,0.02,0.34,0.07,5.86,1.82,1.03,1.55,2.02,0.77,1,25.0,0,9
Jenson Seelt,Sunderland,Defender,40,75.0,0.0,0.0,0.0,0.0,5.41,2.71,1.03,1.55,2.02,0.77,1,25.0,0,9
Habib Diarra,Sunderland,Midfielder,53,82.08,0.17,0.02,0.46,0.0,2.0,0.62,1.03,1.55,2.02,0.77,1,25.0,0,9
Enzo Le Fée,Sunderland,Midfielder,49,90.74,0.16,0.1,0.23,0.0,2.47,2.56,1.03,1.55,2.02,0.77,1,25.0,0,9
Noah Sadiki,Sunderland,Midfielder,49,98.22,0.02,0.02,0.25,0.0,3.03,1.54,1.03,1.55,2.02,0.77,1,25.0,0,9
Chemsdine Talbi,Sunderland,Midfielder,49,62.75,0.11,0.04,0.0,0.0,1.18,0.59,1.03,1.55,2.02,0.77,1,25.0,0,9
Granit Xhaka,Sunderland,Midfielder,51,99.24,0.02,0.14,0.18,0.0,4.63,1.61,1.03,1.55,2.02,0.77,1,25.0,0,9
Robin Roefs,Sunderland,Goalkeeper,50,100.0,0.0,0.03,0.08,0.0,1.04,0.0,1.03,1.55,2.02,0.77,1,25.0,0,9
Omar Alderete,Sunderland,Defender,41,96.83,0.06,0.02,0.2,0.0,8.54,0.99,1.03,1.55,2.02,0.77,1,25.0,0,9
Nordi Mukiele,Sunderland,Defender,46,99.81,0.07,0.1,0.17,0.0,7.07,2.4,1.03,1.55,2.02,0.77,1,25.0,0,9
Bertrand Traoré,Sunderland,Midfielder,55,72.78,0.09,0.14,0.14,0.0,1.63,1.63,1.03,1.55,2.02,0.77,1,25.0,0,9
Guglielmo Vicario,Spurs,Goalkeeper,48,100.0,0.0,0.0,0.04,0.0,1.12,0.04,1.2,1.41,1.96,1.31,4,25.0,0,14
Pedro Porro Sauceda,Spurs,Defender,52,88.5,0.03,0.13,0.25,0.0,4.6,2.13,1.2,1.41,1.96,1.31,4,25.0,0,14
Cristian Romero,Spurs,Defender,50,90.69,0.09,0.09,0.42,0.11,6.79,2.79,1.2,1.41,1.96,1.31,4,25.0,0,14
Djed Spence,Spurs,Defender,43,84.83,0.06,0.1,0.18,0.0,3.05,1.61,1.2,1.41,1.96,1.31,4,25.0,0,14
Destiny Udogie,Spurs,Defender,43,67.69,0.02,0.08,0.23,0.0,2.38,2.15,1.2,1.41,1.96,1.31,4,25.0,0,14
Micky van de Ven,Spurs,Defender,45,99.66,0.1,0.04,0.26,0.0,5.42,1.14,1.2,1.41,1.96,1.31,4,25.0,0,14
Mohammed Kudus,Spurs,Midfielder,64,92.22,0.13,0.15,0.17,0.0,0.53,1.7,1.2,1.41,1.96,1.31,4,25.0,0,14
Rodrigo Bentancur,Spurs,Midfielder,53,80.0,0.05,0.05,0.31,0.0,4.41,2.37,1.2,1.41,1.96,1.31,4,25.0,0,14
Archie Gray,Spurs,Midfielder,48,63.93,0.08,0.02,0.42,0.0,4.3,0.86,1.2,1.41,1.96,1.31,4,25.0,0,14
Richarlison de Andrade,Spurs,Forward,63,66.24,0.39,0.16,0.29,0.0,3.24,1.06,1.2,1.41,1.96,1.31,4,25.0,0,14
João Maria Lobo Alves Palhares Costa Palhinha Gonçalves,Spurs,Midfielder,55,74.14,0.08,0.03,0.37,0.0,3.56,5.09,1.2,1.41,1.96,1.31,4,25.0,0,14
Xavi Simons,Spurs,Midfielder,65,76.49,0.1,0.26,0.21,0.07,1.27,1.9,1.2,1.41,1.96,1.31,4,25.0,0,14
Randal Kolo Muani,Spurs,Forward,69,67.71,0.16,0.06,0.17,0.0,0.99,1.53,1.2,1.41,1.96,1.31,4,25.0,0,14
Conor Gallagher,Spurs,Midfielder,54,97.78,0.25,0.07,0.0,0.0,3.15,1.57,1.2,1.41,1.96,1.31,4,25.0,0,14
Alphonse Areola,West Ham,Goalkeeper,43,100.0,0.0,0.0,0.0,0.0,1.5,0.0,1.25,1.98,0.96,2.19,19,25.0,0,18
El Hadji Malick Diouf,West Ham,Defender,40,91.46,0.02,0.07,0.23,0.0,6.04,1.38,1.25,1.98,0.96,2.19,19,25.0,0,18
Maximilian Kilman,West Ham,Defender,42,82.12,0.07,0.01,0.23,0.0,8.31,0.92,1.25,1.98,0.96,2.19,19,25.0,0,18
Konstantinos Mavropanos,West Ham,Defender,44,88.7,0.06,0.0,0.13,0.0,9.8,1.24,1.25,1.98,0.96,2.19,19,25.0,0,18
Nayef Aguerd,West Ham,Defender,44,100.0,0.04,0.0,0.0,0.0,7.0,0.5,1.25,1.98,0.96,2.19,19,25.0,0,18
Ollie Scarles,West Ham,Defender,43,66.06,0.03,0.09,0.14,0.0,5.87,4.05,1.25,1.98,0.96,2.19,19,25.0,0,18
Jean-Clair Todibo,West Ham,Defender,43,94.51,0.04,0.02,0.24,0.06,6.21,1.95,1.25,1.98,0.96,2.19,19,25.0,0,18
Aaron Wan-Bissaka,West Ham,Defender,41,95.76,0.0,0.06,0.13,0.0,6.63,1.58,1.25,1.98,0.96,2.19,19,25.0,0,18
Lucas Tolentino Coelho de Lima,West Ham,Midfielder,59,95.31,0.14,0.18,0.29,0.06,1.78,2.38,1.25,1.98,0.96,2.19,19,25.0,0,18
Crysencio Summerville,West Ham,Midfielder,56,85.0,0.22,0.08,0.18,0.0,1.98,1.44,1.25,1.98,0.96,2.19,19,25.0,0,18
Freddie Potts,West Ham,Midfielder,44,61.85,0.02,0.11,0.09,0.0,3.64,2.22,1.25,1.98,0.96,2.19,19,25.0,0,18
Jarrod Bowen,West Ham,Forward,77,99.82,0.28,0.1,0.12,0.0,1.61,1.21,1.25,1.98,0.96,2.19,19,25.0,0,18
Kyle Walker-Peters,West Ham,Defender,42,61.18,0.11,0.02,0.19,0.0,3.59,3.21,1.25,1.98,0.96,2.19,19,25.0,0,18
Mads Hermansen,West Ham,Goalkeeper,42,100.0,0.0,0.0,0.0,0.0,2.0,0.0,1.25,1.98,0.96,2.19,19,25.0,0,18
Mateus Gonçalo Espanha Fernandes,West Ham,Midfielder,55,90.68,0.05,0.12,0.1,0.0,3.01,3.01,1.25,1.98,0.96,2.19,19,25.0,0,18
Valentín Castellanos,West Ham,Forward,55,93.78,0.59,0.05,0.43,0.0,1.77,0.44,1.25,1.98,0.96,2.19,19,25.0,0,18
Axel Disasi,West Ham,Defender,45,100.0,0.01,0.0,0.0,0.0,5.0,0.0,1.25,1.98,0.96,2.19,19,25.0,0,18
Sam Johnstone,Wolves,Goalkeeper,44,100.0,0.0,0.0,0.0,0.0,2.0,0.17,0.94,1.65,2.04,1.51,5,25.0,1,20
José Malheiro de Sá,Wolves,Goalkeeper,42,100.0,0.0,0.01,0.08,0.0,1.77,0.0,0.94,1.65,2.04,1.51,5,25.0,1,20
Emmanuel Agbadou,Wolves,Defender,42,86.75,0.04,0.01,0.08,0.08,7.61,2.62,0.94,1.65,2.04,1.51,5,25.0,1,20
Matt Doherty,Wolves,Defender,44,82.84,0.01,0.02,0.54,0.0,5.45,1.82,0.94,1.65,2.04,1.51,5,25.0,1,20
Hugo Bueno López,Wolves,Defender,43,76.52,0.04,0.12,0.06,0.0,4.22,2.32,0.94,1.65,2.04,1.51,5,25.0,1,20
Yerson Mosquera Valdelamar,Wolves,Defender,43,86.32,0.13,0.05,0.65,0.0,6.17,2.57,0.94,1.65,2.04,1.51,5,25.0,1,20
Santiago Ignacio Bueno,Wolves,Defender,44,95.76,0.06,0.01,0.13,0.0,5.41,2.28,0.94,1.65,2.04,1.51,5,25.0,1,20
Toti Gomes,Wolves,Defender,42,83.16,0.0,0.01,0.18,0.09,6.64,1.33,0.94,1.65,2.04,1.51,5,25.0,1,20
Ki-Jana Hoever,Wolves,Defender,38,60.69,0.0,0.07,0.0,0.0,5.74,2.77,0.94,1.65,2.04,1.51,5,25.0,1,20
Hwang Hee-chan,Wolves,Midfielder,56,65.28,0.19,0.08,0.23,0.0,1.73,0.63,0.94,1.65,2.04,1.51,5,25.0,1,20
André Trindade da Costa Neto,Wolves,Midfielder,53,81.3,0.01,0.05,0.43,0.0,3.26,2.68,0.94,1.65,2.04,1.51,5,25.0,1,20
Marshall Munetsi,Wolves,Midfielder,53,73.76,0.19,0.04,0.21,0.0,4.03,2.17,0.94,1.65,2.04,1.51,5,25.0,1,20
Jackson Tchatchoua,Wolves,Defender,44,61.52,0.0,0.11,0.15,0.0,3.93,1.6,0.94,1.65,2.04,1.51,5,25.0,1,20
Ladislav Krejcí,Wolves,Defender,45,95.15,0.08,0.04,0.11,0.0,5.79,1.0,0.94,1.65,2.04,1.51,5,25.0,1,20
Mateus Mané,Wolves,Forward,46,63.02,0.12,0.11,0.0,0.0,1.45,1.34,0.94,1.65,2.04,1.51,5,25.0,1,20
Angel Gomes,Wolves,Midfielder,50,95.56,0.0,0.1,0.0,0.0,2.28,2.28,0.94,1.65,2.04,1.51,5,25.0,1,20
Adam Armstrong,Wolves,Forward,55,100.0,0.0,0.64,1.0,0.0,0.0,0.0,0.94,1.65,2.04,1.51,5,25.0,1,20
