full_name,team_name,player_position,current_fpl_cost,playing_time_min_percentage,xg_per_90,xag_per_90,yellows_per_90,reds_per_90,clearances_blocks_interceptions_per_90,tackles_per_90,team_xg_per_90,team_xg_against_per_90,opponent_xg_per_90,opponent_xg_against_per_90,opponent_league_position,gameweek,is_at_home,team_league_position,points_last_3,xg_last_3,minutes_last_3,is_penalty_taker,opponent_goals_conceded_last_3,ownership_percent,influence,creativity,threat,ict_index
Pau Torres,Aston Villa,Defender,43,90.62,0.05,0.0,0.0,0.0,5.28,1.25,1.34,1.55,1.27,1.85,18.0,31.0,1.0,4.0,0,0.0,0,0,6.0,0.3,251.8,37.8,55.0,34.7
Morgan Rogers,Aston Villa,Midfielder,75,99.63,0.17,0.19,0.2,0.0,1.41,1.08,1.34,1.55,1.27,1.85,18.0,31.0,1.0,4.0,3,0.19,180,0,6.0,25.6,604.0,547.9,716.0,186.7
Youri Tielemans,Aston Villa,Midfielder,59,85.1,0.11,0.18,0.0,0.0,2.29,2.64,1.34,1.55,1.27,1.85,18.0,31.0,1.0,4.0,0,0.0,0,0,6.0,0.6,317.2,401.3,147.0,86.6
John McGinn,Aston Villa,Midfielder,53,83.33,0.13,0.13,0.16,0.0,1.58,1.47,1.34,1.55,1.27,1.85,18.0,31.0,1.0,4.0,2,0.06,60,0,6.0,0.5,308.2,402.4,202.0,91.1
Boubacar Kamara,Aston Villa,Midfielder,49,88.52,0.07,0.05,0.31,0.0,2.94,2.43,1.34,1.55,1.27,1.85,18.0,31.0,1.0,4.0,0,0.0,0,0,6.0,0.2,325.0,241.3,75.0,64.2
Amadou Onana,Aston Villa,Midfielder,48,79.84,0.11,0.02,0.12,0.0,5.27,2.21,1.34,1.55,1.27,1.85,18.0,31.0,1.0,4.0,4,0.18,180,0,6.0,0.7,349.4,105.2,150.0,60.4
Ollie Watkins,Aston Villa,Forward,85,86.78,0.46,0.06,0.12,0.0,0.69,0.74,1.34,1.55,1.27,1.85,18.0,31.0,1.0,4.0,1,0.2,129,0,6.0,9.1,387.6,228.9,782.0,139.2
Kyle Walker,Burnley,Defender,44,97.9,0.0,0.05,0.29,0.0,4.75,1.46,0.97,2.18,1.25,1.56,11.0,31.0,0.0,19.0,9,0.0,180,0,2.0,1.1,407.0,174.0,22.0,60.6
Hjalmar Ekdal,Burnley,Defender,38,87.78,0.04,0.01,0.0,0.0,8.63,1.45,0.97,2.18,1.25,1.56,11.0,31.0,0.0,19.0,0,0.0,0,0,2.0,0.7,273.8,43.1,78.0,39.5
Maxime Estève,Burnley,Defender,39,95.56,0.02,0.03,0.0,0.0,8.64,1.21,0.97,2.18,1.25,1.56,11.0,31.0,0.0,19.0,7,0.0,163,0,2.0,7.5,559.4,89.5,88.0,73.8
Quilindschy Hartman,Burnley,Defender,40,98.68,0.01,0.11,0.06,0.0,4.91,2.11,0.97,2.18,1.25,1.56,11.0,31.0,0.0,19.0,6,0.0,73,0,2.0,0.6,317.2,229.7,59.0,60.7
Bashir Humphreys,Burnley,Defender,39,91.43,0.03,0.05,0.39,0.0,6.58,1.8,0.97,2.18,1.25,1.56,11.0,31.0,0.0,19.0,6,0.1,180,0,2.0,0.1,280.2,96.8,61.0,43.6
Lucas Pires Silva,Burnley,Defender,38,80.96,0.04,0.11,0.0,0.08,4.0,1.96,0.97,2.18,1.25,1.56,11.0,31.0,0.0,19.0,2,0.02,106,0,2.0,0.3,181.2,231.5,62.0,47.3
Axel Tuanzebe,Burnley,Defender,39,94.85,0.05,0.0,0.1,0.0,8.22,1.16,0.97,2.18,1.25,1.56,11.0,31.0,0.0,19.0,0,0.0,0,0,2.0,0.9,225.2,9.8,52.0,28.9
Jaidon Anthony,Burnley,Midfielder,50,79.0,0.18,0.12,0.17,0.0,1.83,1.52,0.97,2.18,1.25,1.56,11.0,31.0,0.0,19.0,7,0.34,180,0,2.0,1.9,466.8,417.8,458.0,134.2
Josh Cullen,Burnley,Midfielder,49,94.63,0.06,0.11,0.12,0.0,4.04,1.9,0.97,2.18,1.25,1.56,11.0,31.0,0.0,19.0,0,0.0,0,0,2.0,0.8,342.0,218.1,98.0,66.0
Lyle Foster,Burnley,Forward,49,62.47,0.25,0.06,0.29,0.0,1.7,0.89,0.97,2.18,1.25,1.56,11.0,31.0,0.0,19.0,4,0.8,155,0,2.0,0.8,187.6,129.9,216.0,52.7
Martin Dúbravka,Burnley,Goalkeeper,40,100.0,0.0,0.0,0.03,0.0,1.8,0.03,0.97,2.18,1.25,1.56,11.0,31.0,0.0,19.0,8,0.0,180,0,2.0,30.9,825.4,0.0,0.0,82.7
James Ward-Prowse,Burnley,Midfielder,56,72.11,0.02,0.34,0.0,0.0,3.04,1.11,0.97,2.18,1.25,1.56,11.0,31.0,0.0,19.0,6,0.0,123,0,2.0,0.2,132.8,263.0,6.0,40.1
Lesley Ugochukwu,Burnley,Midfielder,50,74.48,0.11,0.02,0.05,0.05,2.52,2.18,0.97,2.18,1.25,1.56,11.0,31.0,0.0,19.0,3,0.0,84,0,2.0,0.1,361.2,145.2,188.0,69.2
Florentino Ibrain Morris Luís,Burnley,Midfielder,50,77.96,0.05,0.02,0.21,0.0,4.8,4.03,0.97,2.18,1.25,1.56,11.0,31.0,0.0,19.0,1,0.0,56,0,2.0,0.0,343.4,173.2,44.0,56.3
Đorđe Petrović,Bournemouth,Goalkeeper,45,100.0,0.0,0.0,0.07,0.0,1.8,0.0,1.73,1.46,1.9,1.27,3.0,31.0,1.0,10.0,13,0.0,181,0,4.0,5.3,670.6,0.0,0.0,67.3
Marcos Senesi Barón,Bournemouth,Defender,51,98.77,0.06,0.12,0.28,0.0,10.51,1.75,1.73,1.46,1.9,1.27,3.0,31.0,1.0,10.0,22,0.13,183,0,4.0,21.5,901.6,297.3,176.0,137.7
Adrien Truffert,Bournemouth,Defender,46,98.93,0.01,0.11,0.1,0.0,5.65,2.71,1.73,1.46,1.9,1.27,3.0,31.0,1.0,10.0,20,0.0,181,0,4.0,3.9,617.8,400.7,98.0,111.7
James Hill,Bournemouth,Defender,42,73.02,0.05,0.07,0.13,0.0,9.9,1.69,1.73,1.46,1.9,1.27,3.0,31.0,1.0,10.0,17,0.44,183,0,4.0,7.4,406.8,95.2,85.0,58.9
Marcus Tavernier,Bournemouth,Midfielder,54,88.21,0.29,0.17,0.17,0.0,2.17,1.37,1.73,1.46,1.9,1.27,3.0,31.0,1.0,10.0,6,1.57,181,0,4.0,2.1,476.4,541.1,432.0,145.1
Tyler Adams,Bournemouth,Midfielder,49,89.32,0.05,0.01,0.44,0.0,4.21,2.55,1.73,1.46,1.9,1.27,3.0,31.0,1.0,10.0,4,0.0,90,0,4.0,0.3,304.2,95.0,105.0,50.7
Lewis Cook,Bournemouth,Midfielder,49,62.15,0.01,0.04,0.11,0.11,5.79,2.59,1.73,1.46,1.9,1.27,3.0,31.0,1.0,10.0,0,0.0,0,0,4.0,0.0,206.0,183.3,12.0,40.4
Alex Scott,Bournemouth,Midfielder,51,84.63,0.12,0.07,0.12,0.0,4.34,1.95,1.73,1.46,1.9,1.27,3.0,31.0,1.0,10.0,9,0.19,181,0,4.0,1.1,449.4,324.1,267.0,103.6
Francisco Evanilson de Lima Barbosa,Bournemouth,Forward,68,85.6,0.41,0.1,0.04,0.0,1.07,0.3,1.73,1.46,1.9,1.27,3.0,31.0,1.0,10.0,5,0.74,174,0,4.0,2.1,296.0,314.8,693.0,130.1
Bafodé Diakité,Bournemouth,Defender,42,78.77,0.0,0.01,0.07,0.0,6.85,1.41,1.73,1.46,1.9,1.27,3.0,31.0,1.0,10.0,0,0.0,0,0,4.0,0.3,267.0,54.3,22.0,34.4
Álex Jiménez Sánchez,Bournemouth,Defender,45,82.05,0.05,0.08,0.38,0.0,3.1,2.53,1.73,1.46,1.9,1.27,3.0,31.0,1.0,10.0,10,0.03,120,0,4.0,0.3,340.6,227.6,169.0,73.7
Dango Ouattara,Brentford,Midfielder,60,80.32,0.32,0.24,0.21,0.0,3.29,0.95,1.8,1.48,1.5,1.51,15.0,31.0,0.0,7.0,11,0.16,170,0,2.0,4.1,380.6,293.5,466.0,113.4
Caoimhín Kelleher,Brentford,Goalkeeper,48,100.0,0.0,0.0,0.03,0.0,1.21,0.03,1.8,1.48,1.5,1.51,15.0,31.0,0.0,7.0,7,0.0,180,0,2.0,13.9,664.8,23.0,0.0,68.8
Hákon Rafn Valdimarsson,Brentford,Goalkeeper,39,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.48,1.5,1.51,15.0,31.0,0.0,7.0,0,0.0,0,0,2.0,0.6,13.0,0.0,0.0,1.3
Nathan Collins,Brentford,Defender,49,92.43,0.09,0.07,0.2,0.0,8.88,0.96,1.8,1.48,1.5,1.51,15.0,31.0,0.0,7.0,6,0.0,180,0,2.0,3.1,678.2,116.9,258.0,105.5
Kristoffer Ajer,Brentford,Defender,44,75.28,0.06,0.05,0.17,0.0,7.37,1.94,1.8,1.48,1.5,1.51,15.0,31.0,0.0,7.0,6,0.0,87,0,2.0,0.3,358.2,58.3,161.0,57.9
Michael Kayode,Brentford,Defender,45,98.12,0.02,0.08,0.21,0.0,4.47,2.06,1.8,1.48,1.5,1.51,15.0,31.0,0.0,7.0,14,0.36,180,0,2.0,1.3,492.0,395.7,94.0,98.4
Ethan Pinnock,Brentford,Defender,42,88.89,0.0,0.0,0.38,0.0,9.87,1.58,1.8,1.48,1.5,1.51,15.0,31.0,0.0,7.0,0,0.0,0,0,2.0,0.1,62.8,1.1,12.0,7.6
Sepp van den Berg,Brentford,Defender,45,98.4,0.13,0.06,0.04,0.0,8.3,0.61,1.8,1.48,1.5,1.51,15.0,31.0,0.0,7.0,7,0.22,180,0,2.0,1.7,508.4,68.4,252.0,83.0
Kevin Schade,Brentford,Midfielder,69,88.85,0.4,0.17,0.25,0.04,1.99,1.44,1.8,1.48,1.5,1.51,15.0,31.0,0.0,7.0,5,0.13,157,0,2.0,2.0,478.2,326.2,673.0,147.4
Mikkel Damsgaard,Brentford,Midfielder,56,68.33,0.11,0.29,0.0,0.0,1.95,2.53,1.8,1.48,1.5,1.51,15.0,31.0,0.0,7.0,5,0.06,161,0,2.0,1.0,423.0,534.6,253.0,121.2
Jordan Henderson,Brentford,Midfielder,50,69.44,0.03,0.17,0.21,0.0,2.66,1.25,1.8,1.48,1.5,1.51,15.0,31.0,0.0,7.0,5,0.0,151,0,2.0,0.3,305.4,333.9,45.0,68.4
Vitaly Janelt,Brentford,Midfielder,49,62.47,0.05,0.26,0.51,0.0,4.74,1.72,1.8,1.48,1.5,1.51,15.0,31.0,0.0,7.0,0,0.0,0,0,2.0,0.1,329.0,313.6,91.0,72.5
Mathias Jensen,Brentford,Midfielder,49,62.1,0.08,0.21,0.17,0.0,2.14,1.68,1.8,1.48,1.5,1.51,15.0,31.0,0.0,7.0,6,0.02,180,0,2.0,0.1,284.6,400.2,153.0,83.7
Gustavo Nunes Fernandes Gomes,Brentford,Midfielder,49,88.47,0.04,0.05,0.35,0.0,0.0,0.0,1.8,1.48,1.5,1.51,15.0,31.0,0.0,7.0,0,0.0,0,0,2.0,0.0,0.0,0.0,0.0,0.0
Yehor Yarmoliuk,Brentford,Midfielder,50,76.22,0.06,0.05,0.31,0.0,2.7,2.3,1.8,1.48,1.5,1.51,15.0,31.0,0.0,7.0,2,0.0,50,0,2.0,0.1,338.2,232.5,110.0,68.0
Igor Thiago Nascimento Rodrigues,Brentford,Forward,73,95.26,0.74,0.11,0.21,0.0,2.07,0.88,1.8,1.48,1.5,1.51,15.0,31.0,0.0,7.0,8,1.85,180,1,2.0,38.3,826.6,278.1,982.0,208.4
Bart Verbruggen,Brighton,Goalkeeper,45,100.0,0.0,0.0,0.1,0.0,0.8,0.03,1.44,1.45,1.84,1.27,5.0,31.0,1.0,12.0,9,0.0,180,0,5.0,5.3,728.0,10.0,0.0,73.9
Olivier Boscagli,Brighton,Defender,42,61.25,0.0,0.01,0.41,0.0,6.36,2.05,1.44,1.45,1.84,1.27,5.0,31.0,1.0,12.0,1,0.0,90,0,5.0,0.1,122.0,46.4,12.0,18.1
Lewis Dunk,Brighton,Defender,45,98.02,0.03,0.02,0.33,0.0,6.62,1.16,1.44,1.45,1.84,1.27,5.0,31.0,1.0,12.0,11,0.05,90,0,5.0,1.1,569.2,107.7,154.0,83.3
Ferdi Kadıoğlu,Brighton,Defender,44,92.91,0.05,0.04,0.22,0.0,3.14,1.9,1.44,1.45,1.84,1.27,5.0,31.0,1.0,12.0,9,0.13,180,0,5.0,0.4,378.0,345.2,183.0,90.9
Jan Paul van Hecke,Brighton,Defender,44,98.97,0.09,0.03,0.25,0.0,7.3,1.52,1.44,1.45,1.84,1.27,5.0,31.0,1.0,12.0,11,0.08,180,0,5.0,5.1,800.4,181.9,235.0,122.1
Mitoma Kaoru,Brighton,Midfielder,61,82.75,0.21,0.19,0.19,0.0,1.34,0.77,1.44,1.45,1.84,1.27,5.0,31.0,1.0,12.0,1,0.06,45,0,5.0,1.8,222.2,362.3,305.0,88.6
Georginio Rutter,Brighton,Midfielder,56,75.05,0.14,0.19,0.11,0.0,1.98,1.47,1.44,1.45,1.84,1.27,5.0,31.0,1.0,12.0,4,0.21,90,0,5.0,0.3,263.6,291.5,368.0,92.2
Yankuba Minteh,Brighton,Midfielder,55,75.47,0.16,0.22,0.05,0.0,1.23,2.0,1.44,1.45,1.84,1.27,5.0,31.0,1.0,12.0,10,0.02,120,0,5.0,1.9,371.0,498.9,494.0,136.6
Jack Hinshelwood,Brighton,Midfielder,51,64.15,0.15,0.08,0.0,0.0,2.4,1.08,1.44,1.45,1.84,1.27,5.0,31.0,1.0,12.0,5,1.12,155,0,5.0,0.1,172.8,148.7,220.0,53.8
Yasin Ayari,Brighton,Midfielder,48,82.71,0.1,0.05,0.05,0.0,2.47,2.26,1.44,1.45,1.84,1.27,5.0,31.0,1.0,12.0,1,0.0,14,0,5.0,0.4,311.4,215.1,206.0,73.4
Carlos Baleba,Brighton,Midfielder,45,60.65,0.03,0.01,0.34,0.0,3.57,2.0,1.44,1.45,1.84,1.27,5.0,31.0,1.0,12.0,2,0.2,77,0,5.0,1.5,99.4,92.8,29.0,22.1
Diego Gómez Amarilla,Brighton,Midfielder,49,78.23,0.24,0.07,0.38,0.0,2.06,3.43,1.44,1.45,1.84,1.27,5.0,31.0,1.0,12.0,5,0.26,166,0,5.0,0.4,406.0,296.6,369.0,107.3
Mats Wieffer,Brighton,Midfielder,49,83.22,0.1,0.17,0.36,0.0,5.48,3.41,1.44,1.45,1.84,1.27,5.0,31.0,1.0,12.0,9,0.2,166,0,5.0,0.1,364.4,263.6,170.0,79.9
Danny Welbeck,Brighton,Forward,61,66.82,0.48,0.07,0.21,0.0,1.45,1.04,1.44,1.45,1.84,1.27,5.0,31.0,1.0,12.0,3,0.11,111,1,5.0,4.0,419.6,247.0,501.0,116.1
Pascal Groß,Brighton,Midfielder,55,92.42,0.07,0.15,0.2,0.0,2.85,1.77,1.44,1.45,1.84,1.27,5.0,31.0,1.0,12.0,10,0.06,180,0,5.0,0.1,221.2,340.6,111.0,67.2
Robert Lynch Sánchez,Chelsea,Goalkeeper,48,96.59,0.0,0.03,0.15,0.04,0.85,0.07,2.11,1.46,1.3,1.53,8.0,31.0,0.0,6.0,3,0.0,90,0,4.0,12.9,643.0,50.0,0.0,68.9
Filip Jörgensen,Chelsea,Goalkeeper,43,98.15,0.0,0.0,0.0,0.0,1.02,0.0,2.11,1.46,1.3,1.53,8.0,31.0,0.0,6.0,3,0.0,90,0,4.0,0.2,59.6,0.0,0.0,5.9
Marc Cucurella Saseta,Chelsea,Defender,60,85.21,0.06,0.17,0.23,0.05,4.67,1.95,2.11,1.46,1.3,1.53,8.0,31.0,0.0,6.0,3,0.0,101,0,4.0,16.0,452.6,441.2,206.0,110.0
Reece James,Chelsea,Defender,56,76.83,0.06,0.19,0.19,0.0,3.66,2.24,2.11,1.46,1.3,1.53,8.0,31.0,0.0,6.0,4,0.16,180,0,4.0,7.4,446.4,480.8,109.0,103.8
Trevoh Chalobah,Chelsea,Defender,55,98.08,0.06,0.02,0.11,0.04,7.55,1.24,2.11,1.46,1.3,1.53,8.0,31.0,0.0,6.0,4,0.16,180,0,4.0,13.5,673.4,96.3,154.0,92.3
Malo Gusto,Chelsea,Defender,49,70.99,0.1,0.15,0.1,0.05,2.77,2.24,2.11,1.46,1.3,1.53,8.0,31.0,0.0,6.0,6,0.0,119,0,4.0,1.8,352.8,308.0,168.0,82.9
Benoît Badiashile Mukinayi,Chelsea,Defender,44,66.39,0.0,0.0,0.38,0.0,7.85,1.34,2.11,1.46,1.3,1.53,8.0,31.0,0.0,6.0,0,0.0,0,0,4.0,0.0,102.8,7.9,2.0,11.4
Wesley Fofana,Chelsea,Defender,44,73.77,0.02,0.05,0.23,0.08,10.05,1.14,2.11,1.46,1.3,1.53,8.0,31.0,0.0,6.0,5,0.3,159,0,4.0,0.4,346.8,49.9,38.0,43.4
Cole Palmer,Chelsea,Midfielder,106,80.53,0.55,0.11,0.26,0.0,1.43,1.22,2.11,1.46,1.3,1.53,8.0,31.0,0.0,6.0,11,0.45,174,1,4.0,19.3,450.0,284.6,429.0,116.2
Pedro Lomba Neto,Chelsea,Midfielder,70,85.99,0.2,0.29,0.08,0.04,0.72,0.63,2.11,1.46,1.3,1.53,8.0,31.0,0.0,6.0,0,0.0,0,0,4.0,4.2,442.8,684.0,427.0,155.6
Enzo Fernández,Chelsea,Midfielder,66,96.51,0.37,0.26,0.29,0.0,1.59,1.74,2.11,1.46,1.3,1.53,8.0,31.0,0.0,6.0,6,0.13,168,1,4.0,14.5,661.6,782.7,618.0,206.3
Moisés Caicedo Corozo,Chelsea,Midfielder,57,93.78,0.06,0.09,0.38,0.04,3.68,3.12,2.11,1.46,1.3,1.53,8.0,31.0,0.0,6.0,3,0.0,150,0,4.0,7.5,484.0,302.3,104.0,88.9
João Pedro Junqueira de Jesus,Chelsea,Forward,78,83.89,0.56,0.15,0.16,0.0,1.45,1.01,2.11,1.46,1.3,1.53,8.0,31.0,0.0,6.0,21,2.84,174,0,4.0,52.9,717.4,421.1,795.0,192.9
Alejandro Garnacho Ferreyra,Chelsea,Midfielder,64,64.44,0.31,0.34,0.08,0.0,0.67,1.09,2.11,1.46,1.3,1.53,8.0,31.0,0.0,6.0,8,0.61,180,0,4.0,0.5,195.8,359.3,344.0,88.9
Dean Henderson,Crystal Palace,Goalkeeper,50,100.0,0.0,0.0,0.1,0.0,1.48,0.0,1.64,1.5,,,,,,,6,0.0,180,0,,7.3,692.0,10.0,0.0,70.1
Walter Benítez,Crystal Palace,Goalkeeper,40,100.0,0.0,0.0,0.0,0.0,1.0,0.0,1.64,1.5,,,,,,,7,0.0,90,0,,0.3,22.8,0.0,0.0,2.3
Daniel Muñoz Mejía,Crystal Palace,Defender,58,94.5,0.11,0.19,0.25,0.0,4.7,2.48,1.64,1.5,,,,,,,2,0.05,103,0,,6.7,438.8,302.3,285.0,102.5
Maxence Lacroix,Crystal Palace,Defender,51,98.77,0.1,0.04,0.11,0.04,8.91,1.81,1.64,1.5,,,,,,,12,0.29,145,0,,4.1,658.6,81.4,248.0,98.8
Tyrick Mitchell,Crystal Palace,Defender,50,99.15,0.05,0.07,0.17,0.0,3.95,2.66,1.64,1.5,,,,,,,9,0.01,270,0,,1.9,509.4,365.8,187.0,106.3
Chris Richards,Crystal Palace,Defender,44,99.74,0.04,0.02,0.12,0.0,8.3,1.93,1.64,1.5,,,,,,,15,0.05,270,0,,2.0,633.0,149.2,140.0,92.5
Nathaniel Clyne,Crystal Palace,Defender,38,71.53,0.05,0.12,0.17,0.0,4.55,2.55,1.64,1.5,,,,,,,1,0.0,76,0,,0.5,80.6,53.5,33.0,16.6
Ismaïla Sarr,Crystal Palace,Midfielder,63,96.78,0.43,0.1,0.1,0.0,1.88,0.89,1.64,1.5,,,,,,,20,1.27,270,0,,3.2,377.0,200.3,400.0,97.9
Daichi Kamada,Crystal Palace,Midfielder,50,83.44,0.08,0.09,0.12,0.0,1.76,2.92,1.64,1.5,,,,,,,4,0.0,184,0,,0.1,177.2,244.7,136.0,55.9
Adam Wharton,Crystal Palace,Midfielder,50,91.23,0.04,0.2,0.16,0.04,2.45,2.49,1.64,1.5,,,,,,,13,0.2,177,0,,0.6,383.8,554.6,151.0,109.2
Jean-Philippe Mateta,Crystal Palace,Forward,75,90.83,0.59,0.05,0.09,0.0,2.37,0.37,1.64,1.5,,,,,,,1,0.11,30,1,,6.5,411.8,121.7,670.0,119.9
Jørgen Strand Larsen,Crystal Palace,Forward,61,75.24,0.25,0.03,0.19,0.0,2.03,0.34,1.64,1.5,,,,,,,7,0.36,196,0,,1.5,242.2,165.8,386.0,78.1
Yéremy Pino Santos,Crystal Palace,Midfielder,58,72.59,0.2,0.31,0.2,0.0,1.26,1.57,1.64,1.5,,,,,,,2,0.02,15,0,,0.2,271.2,574.1,320.0,116.3
Jaydee Canvot,Crystal Palace,Defender,45,60.17,0.1,0.01,0.26,0.0,9.24,3.08,1.64,1.5,,,,,,,16,0.18,259,0,,0.0,210.8,37.5,28.0,27.5
Kiernan Dewsbury-Hall,Everton,Midfielder,51,93.24,0.14,0.23,0.28,0.0,1.64,1.69,1.3,1.53,2.11,1.46,6.0,31.0,1.0,8.0,11,0.68,180,0,4.0,4.7,442.2,434.4,309.0,118.6
Jordan Pickford,Everton,Goalkeeper,56,100.0,0.0,0.0,0.07,0.0,1.27,0.07,1.3,1.53,2.11,1.46,6.0,31.0,1.0,8.0,8,0.0,180,0,4.0,14.0,706.2,0.2,2.0,70.9
Jarrad Branthwaite,Everton,Defender,53,78.25,0.05,0.02,0.18,0.0,6.06,1.65,1.3,1.53,2.11,1.46,6.0,31.0,1.0,8.0,6,0.06,82,0,4.0,0.6,121.2,31.6,74.0,22.7
James Tarkowski,Everton,Defender,57,100.0,0.07,0.05,0.17,0.0,9.14,1.34,1.3,1.53,2.11,1.46,6.0,31.0,1.0,8.0,15,0.13,90,0,4.0,10.9,746.0,185.6,265.0,120.0
Vitalii Mykolenko,Everton,Defender,49,99.69,0.01,0.03,0.2,0.0,5.63,1.29,1.3,1.53,2.11,1.46,6.0,31.0,1.0,8.0,7,0.0,180,0,4.0,0.6,411.4,284.5,65.0,76.0
Jake O'Brien,Everton,Defender,49,94.75,0.02,0.02,0.07,0.04,5.24,1.76,1.3,1.53,2.11,1.46,6.0,31.0,1.0,8.0,9,0.0,180,0,4.0,0.7,464.4,224.8,128.0,82.0
Michael Keane,Everton,Defender,46,87.39,0.15,0.0,0.0,0.04,9.59,1.23,1.3,1.53,2.11,1.46,6.0,31.0,1.0,8.0,4,0.06,97,0,4.0,3.2,623.8,29.3,239.0,89.2
Iliman Ndiaye,Everton,Midfielder,62,96.53,0.2,0.16,0.09,0.0,1.22,2.31,1.3,1.53,2.11,1.46,6.0,31.0,1.0,8.0,8,0.49,180,1,4.0,4.2,478.4,372.1,401.0,125.4
Idrissa Gana Gueye,Everton,Midfielder,54,93.86,0.09,0.05,0.05,0.05,2.41,2.0,1.3,1.53,2.11,1.46,6.0,31.0,1.0,8.0,7,0.11,176,0,4.0,0.1,313.6,223.2,174.0,71.2
James Garner,Everton,Midfielder,52,99.89,0.06,0.17,0.23,0.0,4.38,2.94,1.3,1.53,2.11,1.46,6.0,31.0,1.0,8.0,14,0.0,180,1,4.0,4.0,703.2,732.4,207.0,164.5
