full_name,team_name,player_position,current_fpl_cost,playing_time_min_percentage,xg_per_90,xag_per_90,yellows_per_90,reds_per_90,clearances_blocks_interceptions_per_90,tackles_per_90,team_xg_per_90,team_xg_against_per_90,opponent_xg_per_90,opponent_xg_against_per_90,opponent_league_position,gameweek,is_at_home,team_league_position,points_last_3,xg_last_3,minutes_last_3,is_penalty_taker,opponent_goals_conceded_last_3,ownership_percent,influence,creativity,threat,ict_index
Eberechi Eze,Arsenal,Midfielder,72,65.13,0.23,0.15,0.06,0.0,1.14,0.96,1.96,0.81,1.74,1.47,13,32.0,1,1,6,0.15,180,0,2.0,7.8,338.4,242.8,373.0,95.3
Viktor Gyökeres,Arsenal,Forward,88,73.83,0.47,0.1,0.19,0.0,0.95,0.29,1.96,0.81,1.74,1.47,13,32.0,1,1,8,1.0,87,1,2.0,11.8,413.8,211.3,622.0,123.9
Piero Hincapié,Arsenal,Defender,51,79.37,0.02,0.12,0.12,0.0,6.12,2.34,1.96,0.81,1.74,1.47,13,32.0,1,1,13,0.0,106,0,2.0,0.7,383.4,168.4,57.0,60.7
Emiliano Martínez Romero,Aston Villa,Goalkeeper,51,98.23,0.0,0.0,0.08,0.0,0.94,0.0,1.38,1.52,1.21,1.7,16,32.0,0,4,8,0.0,180,0,2.0,4.8,611.2,13.2,0.0,62.4
Marco Bizot,Aston Villa,Goalkeeper,42,89.56,0.0,0.0,0.22,0.0,1.33,0.0,1.38,1.52,1.21,1.7,16,32.0,0,4,0,0.0,0,0,2.0,0.4,92.8,0.0,0.0,9.3
Matty Cash,Aston Villa,Defender,47,97.86,0.04,0.1,0.26,0.0,3.8,1.88,1.38,1.52,1.21,1.7,16,32.0,0,4,6,0.05,90,0,2.0,8.4,540.4,421.6,195.0,115.7
Lucas Digne,Aston Villa,Defender,45,66.88,0.04,0.12,0.17,0.0,3.72,1.68,1.38,1.52,1.21,1.7,16,32.0,0,4,11,0.07,171,0,2.0,1.6,322.0,377.8,121.0,81.9
Ezri Konsa Ngoyo,Aston Villa,Defender,44,99.11,0.04,0.02,0.0,0.03,5.28,0.67,1.38,1.52,1.21,1.7,16,32.0,0,4,7,0.26,180,0,2.0,8.0,542.8,104.0,120.0,77.2
Tyrone Mings,Aston Villa,Defender,43,81.54,0.09,0.07,0.0,0.0,7.11,0.37,1.38,1.52,1.21,1.7,16,32.0,0,4,3,0.36,90,0,2.0,0.7,214.8,70.9,61.0,34.7
Pau Torres,Aston Villa,Defender,43,91.18,0.04,0.0,0.0,0.0,5.19,1.23,1.38,1.52,1.21,1.7,16,32.0,0,4,6,0.0,90,0,2.0,0.3,267.8,40.7,55.0,36.6
Morgan Rogers,Aston Villa,Midfielder,74,99.28,0.19,0.19,0.19,0.0,1.37,1.05,1.38,1.52,1.21,1.7,16,32.0,0,4,8,0.52,166,0,2.0,23.0,621.2,596.2,764.0,198.1
Youri Tielemans,Aston Villa,Midfielder,59,81.6,0.11,0.18,0.0,0.0,2.32,2.73,1.38,1.52,1.21,1.7,16,32.0,0,4,1,0.0,23,0,2.0,0.6,324.8,413.5,147.0,88.6
John McGinn,Aston Villa,Midfielder,53,83.1,0.12,0.13,0.15,0.0,1.52,1.42,1.38,1.52,1.21,1.7,16,32.0,0,4,12,0.1,126,0,2.0,0.6,346.8,425.7,211.0,98.2
Boubacar Kamara,Aston Villa,Midfielder,49,88.52,0.07,0.05,0.31,0.0,2.94,2.43,1.38,1.52,1.21,1.7,16,32.0,0,4,0,0.0,0,0,2.0,0.2,325.0,241.3,75.0,64.2
Amadou Onana,Aston Villa,Midfielder,48,80.76,0.13,0.03,0.11,0.0,5.31,2.48,1.38,1.52,1.21,1.7,16,32.0,0,4,7,0.32,180,0,2.0,0.7,377.8,122.3,162.0,66.2
Ollie Watkins,Aston Villa,Forward,85,87.22,0.48,0.05,0.11,0.0,0.71,0.75,1.38,1.52,1.21,1.7,16,32.0,0,4,9,0.61,145,0,2.0,8.2,430.0,246.4,845.0,151.5
Kyle Walker,Burnley,Defender,44,97.97,0.0,0.05,0.28,0.0,4.81,1.52,1.0,2.22,1.51,1.43,10,32.0,1,19,7,0.0,176,0,2.0,1.1,426.6,185.7,22.0,63.7
Hjalmar Ekdal,Burnley,Defender,38,87.78,0.04,0.01,0.0,0.0,8.63,1.45,1.0,2.22,1.51,1.43,10,32.0,1,19,0,0.0,0,0,2.0,0.7,273.8,43.1,78.0,39.5
Maxime Estève,Burnley,Defender,39,95.71,0.02,0.03,0.0,0.0,8.66,1.2,1.0,2.22,1.51,1.43,10,32.0,1,19,9,0.0,163,0,2.0,7.5,583.0,89.6,88.0,76.2
Quilindschy Hartman,Burnley,Defender,40,98.76,0.01,0.14,0.06,0.0,4.86,2.16,1.0,2.22,1.51,1.43,10,32.0,1,19,7,0.02,163,0,2.0,0.6,339.8,269.8,70.0,68.1
Bashir Humphreys,Burnley,Defender,39,92.0,0.03,0.05,0.36,0.0,6.54,1.74,1.0,2.22,1.51,1.43,10,32.0,1,19,7,0.1,180,0,2.0,0.1,301.0,97.3,63.0,45.9
Lucas Pires Silva,Burnley,Defender,38,80.96,0.04,0.11,0.0,0.08,4.0,1.96,1.0,2.22,1.51,1.43,10,32.0,1,19,1,0.0,16,0,2.0,0.3,181.2,231.5,62.0,47.3
Axel Tuanzebe,Burnley,Defender,39,94.85,0.05,0.0,0.1,0.0,8.22,1.16,1.0,2.22,1.51,1.43,10,32.0,1,19,0,0.0,0,0,2.0,0.9,225.2,9.8,52.0,28.9
Jaidon Anthony,Burnley,Midfielder,50,79.7,0.18,0.16,0.17,0.0,1.88,1.45,1.0,2.22,1.51,1.43,10,32.0,1,19,5,0.38,180,0,2.0,2.0,489.4,452.6,482.0,142.3
Josh Cullen,Burnley,Midfielder,49,94.63,0.06,0.11,0.12,0.0,4.04,1.9,1.0,2.22,1.51,1.43,10,32.0,1,19,0,0.0,0,0,2.0,0.8,342.0,218.1,98.0,66.0
Josh Laurent,Burnley,Midfielder,48,61.39,0.06,0.04,0.41,0.06,3.88,2.28,1.0,2.22,1.51,1.43,10,32.0,1,19,2,0.25,177,0,2.0,0.0,274.6,169.8,102.0,53.9
Zian Flemming,Burnley,Forward,53,60.35,0.56,0.04,0.23,0.0,2.51,0.76,1.0,2.22,1.51,1.43,10,32.0,1,19,9,1.63,177,1,2.0,0.4,347.0,126.2,398.0,86.3
Lyle Foster,Burnley,Forward,49,63.67,0.23,0.08,0.27,0.0,1.81,0.97,1.0,2.22,1.51,1.43,10,32.0,1,19,7,0.09,142,0,2.0,0.8,213.2,145.2,218.0,57.0
Martin Dúbravka,Burnley,Goalkeeper,40,100.0,0.0,0.0,0.03,0.0,1.74,0.03,1.0,2.22,1.51,1.43,10,32.0,1,19,8,0.0,180,0,2.0,29.8,846.2,0.0,0.0,84.8
James Ward-Prowse,Burnley,Midfielder,56,73.74,0.01,0.3,0.12,0.0,3.09,0.99,1.0,2.22,1.51,1.43,10,32.0,1,19,6,0.0,167,0,2.0,0.2,136.4,266.6,6.0,40.8
Lesley Ugochukwu,Burnley,Midfielder,50,74.7,0.11,0.02,0.04,0.04,2.47,2.1,1.0,2.22,1.51,1.43,10,32.0,1,19,3,0.0,74,0,2.0,0.1,368.4,147.0,190.0,70.3
Florentino Ibrain Morris Luís,Burnley,Midfielder,50,77.96,0.05,0.02,0.21,0.0,4.8,4.03,1.0,2.22,1.51,1.43,10,32.0,1,19,0,0.0,0,0,2.0,0.0,343.4,173.2,44.0,56.3
Đorđe Petrović,Bournemouth,Goalkeeper,46,100.0,0.0,0.0,0.06,0.0,1.81,0.0,1.74,1.47,1.96,0.81,1,32.0,0,13,8,0.0,180,0,1.0,5.3,703.0,0.0,0.0,70.5
Marcos Senesi Barón,Bournemouth,Defender,51,98.81,0.06,0.11,0.27,0.0,10.33,1.69,1.74,1.47,1.96,0.81,1,32.0,0,13,11,0.15,180,0,1.0,21.0,916.4,309.1,179.0,140.7
Adrien Truffert,Bournemouth,Defender,47,98.96,0.01,0.11,0.1,0.0,5.6,2.69,1.74,1.47,1.96,0.81,1,32.0,0,13,15,0.04,180,0,1.0,3.6,659.4,437.9,109.0,120.7
James Hill,Bournemouth,Defender,42,74.24,0.05,0.07,0.12,0.0,9.66,1.65,1.74,1.47,1.96,0.81,1,32.0,0,13,7,0.28,180,0,1.0,8.6,423.2,106.7,87.0,61.9
Marcus Tavernier,Bournemouth,Midfielder,54,88.64,0.29,0.16,0.17,0.0,2.21,1.31,1.74,1.47,1.96,0.81,1,32.0,0,13,5,0.46,180,0,1.0,4.2,497.4,568.4,450.0,151.7
Tyler Adams,Bournemouth,Midfielder,49,89.32,0.05,0.01,0.44,0.0,4.21,2.55,1.74,1.47,1.96,0.81,1,32.0,0,13,0,0.0,0,0,1.0,0.3,304.2,95.0,105.0,50.7
Lewis Cook,Bournemouth,Midfielder,49,62.15,0.01,0.04,0.11,0.11,5.79,2.59,1.74,1.47,1.96,0.81,1,32.0,0,13,0,0.0,0,0,1.0,0.0,206.0,183.3,12.0,40.4
Alex Scott,Bournemouth,Midfielder,50,85.13,0.12,0.07,0.11,0.0,4.33,1.91,1.74,1.47,1.96,0.81,1,32.0,0,13,7,0.07,180,0,1.0,1.2,468.6,352.4,273.0,109.0
Francisco Evanilson de Lima Barbosa,Bournemouth,Forward,68,86.09,0.39,0.09,0.04,0.0,1.15,0.29,1.74,1.47,1.96,0.81,1,32.0,0,13,7,0.79,180,0,1.0,2.1,299.4,317.6,703.0,131.7
Bafodé Diakité,Bournemouth,Defender,41,78.77,0.0,0.01,0.07,0.0,6.85,1.41,1.74,1.47,1.96,0.81,1,32.0,0,13,0,0.0,0,0,1.0,0.3,267.0,54.3,22.0,34.4
Álex Jiménez Sánchez,Bournemouth,Defender,45,82.06,0.05,0.07,0.41,0.0,3.27,2.48,1.74,1.47,1.96,0.81,1,32.0,0,13,1,0.03,101,0,1.0,0.3,349.8,230.1,170.0,75.0
Dango Ouattara,Brentford,Midfielder,60,77.51,0.32,0.24,0.21,0.0,3.32,0.95,1.75,1.45,1.3,1.52,8,32.0,1,7,9,0.02,97,0,2.0,3.1,382.6,294.8,466.0,113.7
Caoimhín Kelleher,Brentford,Goalkeeper,48,100.0,0.0,0.0,0.03,0.0,1.23,0.03,1.75,1.45,1.3,1.52,8,32.0,1,7,10,0.0,180,0,2.0,13.2,687.4,23.0,0.0,71.1
Hákon Rafn Valdimarsson,Brentford,Goalkeeper,38,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,1.45,1.3,1.52,8,32.0,1,7,0,0.0,0,0,2.0,0.6,13.0,0.0,0.0,1.3
Nathan Collins,Brentford,Defender,49,92.7,0.09,0.07,0.19,0.0,8.84,0.96,1.75,1.45,1.3,1.52,8,32.0,1,7,6,0.04,180,0,2.0,2.8,703.6,117.7,279.0,110.2
Kristoffer Ajer,Brentford,Defender,44,75.28,0.06,0.05,0.17,0.0,7.37,1.94,1.75,1.45,1.3,1.52,8,32.0,1,7,0,0.0,18,0,2.0,0.2,358.2,58.3,161.0,57.9
Michael Kayode,Brentford,Defender,46,98.19,0.02,0.08,0.2,0.0,4.49,1.99,1.75,1.45,1.3,1.52,8,32.0,1,7,14,0.36,180,0,2.0,1.1,502.0,406.2,98.0,100.9
Ethan Pinnock,Brentford,Defender,42,91.67,0.0,0.0,0.27,0.0,10.47,1.42,1.75,1.45,1.3,1.52,8,32.0,1,7,10,0.01,90,0,2.0,0.1,88.6,1.2,33.0,12.3
Sepp van den Berg,Brentford,Defender,46,98.46,0.12,0.06,0.04,0.0,8.21,0.59,1.75,1.45,1.3,1.52,8,32.0,1,7,7,0.12,180,0,2.0,1.4,522.6,69.2,260.0,85.3
Kevin Schade,Brentford,Midfielder,70,88.89,0.39,0.16,0.24,0.04,2.0,1.39,1.75,1.45,1.3,1.52,8,32.0,1,7,5,0.17,143,0,2.0,1.8,478.2,330.4,677.0,148.1
Mikkel Damsgaard,Brentford,Midfielder,56,68.33,0.11,0.29,0.0,0.0,1.95,2.53,1.75,1.45,1.3,1.52,8,32.0,1,7,2,0.06,71,0,2.0,0.9,423.0,534.6,253.0,121.2
Jordan Henderson,Brentford,Midfielder,50,70.5,0.03,0.16,0.2,0.0,2.88,1.29,1.75,1.45,1.3,1.52,8,32.0,1,7,7,0.0,180,0,2.0,0.3,328.0,336.0,45.0,70.9
Vitaly Janelt,Brentford,Midfielder,49,62.47,0.05,0.26,0.51,0.0,4.74,1.72,1.75,1.45,1.3,1.52,8,32.0,1,7,0,0.0,0,0,2.0,0.1,329.0,313.6,91.0,72.5
Mathias Jensen,Brentford,Midfielder,49,63.41,0.07,0.2,0.16,0.0,2.41,1.64,1.75,1.45,1.3,1.52,8,32.0,1,7,7,0.09,180,0,2.0,0.1,302.8,406.1,161.0,86.9
Gustavo Nunes Fernandes Gomes,Brentford,Midfielder,49,88.47,0.04,0.05,0.35,0.0,0.0,0.0,1.75,1.45,1.3,1.52,8,32.0,1,7,0,0.0,0,0,2.0,0.0,0.0,0.0,0.0,0.0
Yehor Yarmoliuk,Brentford,Midfielder,50,76.99,0.06,0.05,0.29,0.0,2.62,2.29,1.75,1.45,1.3,1.52,8,32.0,1,7,4,0.0,112,0,2.0,0.1,344.6,236.3,110.0,69.0
Igor Thiago Nascimento Rodrigues,Brentford,Forward,73,95.41,0.71,0.11,0.2,0.0,2.21,0.95,1.75,1.45,1.3,1.52,8,32.0,1,7,10,1.9,180,1,2.0,34.7,852.8,305.6,989.0,214.5
Bart Verbruggen,Brighton,Goalkeeper,45,100.0,0.0,0.0,0.1,0.0,0.84,0.03,1.51,1.43,1.0,2.22,19,32.0,0,10,10,0.0,180,0,5.0,8.1,766.0,10.0,0.0,77.7
Olivier Boscagli,Brighton,Defender,42,61.25,0.0,0.01,0.41,0.0,6.36,2.05,1.51,1.43,1.0,2.22,19,32.0,0,10,0,0.0,0,0,5.0,0.1,122.0,46.4,12.0,18.1
Lewis Dunk,Brighton,Defender,45,98.08,0.03,0.02,0.35,0.0,6.46,1.16,1.51,1.43,1.0,2.22,19,32.0,0,10,12,0.05,180,0,5.0,0.9,573.4,108.6,154.0,83.8
Ferdi Kadıoğlu,Brighton,Defender,44,93.15,0.05,0.04,0.21,0.0,3.17,1.84,1.51,1.43,1.0,2.22,19,32.0,0,10,10,0.15,180,0,5.0,0.6,392.6,353.0,192.0,94.0
Jan Paul van Hecke,Brighton,Defender,45,99.0,0.09,0.03,0.24,0.0,7.36,1.5,1.51,1.43,1.0,2.22,19,32.0,0,10,13,0.13,180,0,5.0,8.9,827.6,186.8,242.0,126.0
Mitoma Kaoru,Brighton,Midfielder,61,79.11,0.23,0.19,0.19,0.0,1.39,0.76,1.51,1.43,1.0,2.22,19,32.0,0,10,1,0.1,14,0,5.0,2.1,226.2,363.1,330.0,91.6
Georginio Rutter,Brighton,Midfielder,56,72.13,0.14,0.19,0.11,0.0,1.97,1.52,1.51,1.43,1.0,2.22,19,32.0,0,10,1,0.0,7,0,5.0,0.3,265.6,291.8,368.0,92.4
Yankuba Minteh,Brighton,Midfielder,55,76.01,0.18,0.24,0.1,0.0,1.28,1.92,1.51,1.43,1.0,2.22,19,32.0,0,10,10,0.25,150,0,5.0,2.3,382.4,531.2,521.0,143.7
Jack Hinshelwood,Brighton,Midfielder,51,65.83,0.14,0.14,0.0,0.0,2.23,1.0,1.51,1.43,1.0,2.22,19,32.0,0,10,8,0.9,169,0,5.0,0.4,182.6,160.7,229.0,56.9
Yasin Ayari,Brighton,Midfielder,48,79.35,0.11,0.07,0.05,0.0,2.46,2.25,1.51,1.43,1.0,2.22,19,32.0,0,10,2,0.07,9,0,5.0,0.4,314.6,225.4,219.0,76.1
Diego Gómez Amarilla,Brighton,Midfielder,49,79.01,0.25,0.09,0.41,0.0,2.1,3.41,1.51,1.43,1.0,2.22,19,32.0,0,10,10,0.61,180,0,5.0,0.8,430.2,310.2,386.0,112.8
Mats Wieffer,Brighton,Midfielder,49,84.02,0.1,0.16,0.4,0.0,5.33,3.33,1.51,1.43,1.0,2.22,19,32.0,0,10,6,0.29,180,0,5.0,0.1,371.4,265.8,175.0,81.3
Danny Welbeck,Brighton,Forward,62,67.85,0.54,0.09,0.25,0.0,1.44,0.99,1.51,1.43,1.0,2.22,19,32.0,0,10,14,1.18,172,1,5.0,7.7,490.2,273.1,576.0,133.3
Pascal Groß,Brighton,Midfielder,55,93.06,0.07,0.15,0.18,0.0,2.77,1.7,1.51,1.43,1.0,2.22,19,32.0,0,10,10,0.06,180,0,5.0,1.4,238.4,372.0,111.0,72.1
Robert Lynch Sánchez,Chelsea,Goalkeeper,48,96.7,0.0,0.03,0.14,0.04,0.86,0.07,2.08,1.46,2.02,1.17,2,32.0,1,6,5,0.0,180,0,3.0,12.5,675.4,50.0,0.0,72.1
Filip Jörgensen,Chelsea,Goalkeeper,43,98.15,0.0,0.0,0.0,0.0,1.02,0.0,2.08,1.46,2.02,1.17,2,32.0,1,6,0,0.0,0,0,3.0,0.2,59.6,0.0,0.0,5.9
Marc Cucurella Saseta,Chelsea,Defender,60,85.76,0.06,0.16,0.22,0.04,4.64,1.91,2.08,1.46,2.02,1.17,2,32.0,1,6,3,0.08,180,0,3.0,14.4,465.6,457.0,217.0,114.0
Reece James,Chelsea,Defender,56,76.83,0.06,0.19,0.19,0.0,3.66,2.24,2.08,1.46,2.02,1.17,2,32.0,1,6,2,0.12,90,0,3.0,6.9,446.4,480.8,109.0,103.8
Trevoh Chalobah,Chelsea,Defender,54,98.08,0.06,0.02,0.11,0.04,7.55,1.24,2.08,1.46,2.02,1.17,2,32.0,1,6,2,0.16,90,0,3.0,11.7,673.4,96.3,154.0,92.3
Malo Gusto,Chelsea,Defender,49,70.36,0.1,0.15,0.1,0.05,2.85,2.18,2.08,1.46,2.02,1.17,2,32.0,1,6,2,0.0,90,0,3.0,2.0,359.2,310.3,170.0,84.0
Benoît Badiashile Mukinayi,Chelsea,Defender,44,66.39,0.0,0.0,0.38,0.0,7.85,1.34,2.08,1.46,2.02,1.17,2,32.0,1,6,0,0.0,0,0,3.0,0.0,102.8,7.9,2.0,11.4
Wesley Fofana,Chelsea,Defender,44,75.15,0.03,0.05,0.28,0.07,10.05,1.13,2.08,1.46,2.02,1.17,2,32.0,1,6,5,0.1,171,0,3.0,0.4,371.6,61.7,44.0,47.7
Cole Palmer,Chelsea,Midfielder,106,81.5,0.51,0.11,0.25,0.0,1.33,1.27,2.08,1.46,2.02,1.17,2,32.0,1,6,4,0.34,180,1,3.0,17.6,457.4,302.1,432.0,119.0
Pedro Lomba Neto,Chelsea,Midfielder,70,85.79,0.19,0.28,0.08,0.04,0.69,0.61,2.08,1.46,2.02,1.17,2,32.0,1,6,2,0.06,69,0,3.0,4.2,444.8,691.0,437.0,157.5
Enzo Fernández,Chelsea,Midfielder,65,96.63,0.38,0.26,0.28,0.0,1.57,1.68,2.08,1.46,2.02,1.17,2,32.0,1,6,4,0.46,180,1,3.0,12.3,688.0,817.5,671.0,217.7
Moisés Caicedo Corozo,Chelsea,Midfielder,57,93.59,0.06,0.08,0.37,0.04,3.63,3.14,2.08,1.46,2.02,1.17,2,32.0,1,6,3,0.09,137,0,3.0,7.5,494.0,309.4,112.0,91.4
João Pedro Junqueira de Jesus,Chelsea,Forward,78,84.05,0.54,0.15,0.15,0.0,1.4,0.98,2.08,1.46,2.02,1.17,2,32.0,1,6,4,0.33,167,0,3.0,49.8,720.2,436.8,817.0,197.0
Alejandro Garnacho Ferreyra,Chelsea,Midfielder,64,63.56,0.3,0.32,0.16,0.0,0.72,1.05,2.08,1.46,2.02,1.17,2,32.0,1,6,2,0.15,135,0,3.0,0.5,196.2,366.1,352.0,90.4
Dean Henderson,Crystal Palace,Goalkeeper,51,100.0,0.0,0.0,0.1,0.0,1.48,0.0,1.64,1.5,1.6,1.42,12,32.0,1,14,3,0.0,90,0,3.0,8.1,692.0,10.0,0.0,70.1
Walter Benítez,Crystal Palace,Goalkeeper,39,100.0,0.0,0.0,0.0,0.0,1.0,0.0,1.64,1.5,1.6,1.42,12,32.0,1,14,7,0.0,90,0,3.0,0.3,22.8,0.0,0.0,2.3
Daniel Muñoz Mejía,Crystal Palace,Defender,58,94.5,0.11,0.19,0.25,0.0,4.7,2.48,1.64,1.5,1.6,1.42,12,32.0,1,14,1,0.05,13,0,3.0,7.3,438.8,302.3,285.0,102.5
Maxence Lacroix,Crystal Palace,Defender,51,98.77,0.1,0.04,0.11,0.04,8.91,1.81,1.64,1.5,1.6,1.42,12,32.0,1,14,9,0.27,90,0,3.0,4.8,658.6,81.4,248.0,98.8
Tyrick Mitchell,Crystal Palace,Defender,50,99.15,0.05,0.07,0.17,0.0,3.95,2.66,1.64,1.5,1.6,1.42,12,32.0,1,14,8,0.0,180,0,3.0,2.1,509.4,365.8,187.0,106.3
Chris Richards,Crystal Palace,Defender,44,99.74,0.04,0.02,0.12,0.0,8.3,1.93,1.64,1.5,1.6,1.42,12,32.0,1,14,14,0.05,180,0,3.0,2.5,633.0,149.2,140.0,92.5
Nathaniel Clyne,Crystal Palace,Defender,38,71.53,0.05,0.12,0.17,0.0,4.55,2.55,1.64,1.5,1.6,1.42,12,32.0,1,14,1,0.0,76,0,3.0,0.5,80.6,53.5,33.0,16.6
Ismaïla Sarr,Crystal Palace,Midfielder,63,96.78,0.43,0.1,0.1,0.0,1.88,0.89,1.64,1.5,1.6,1.42,12,32.0,1,14,18,1.16,180,0,3.0,4.0,377.0,200.3,400.0,97.9
Daichi Kamada,Crystal Palace,Midfielder,50,83.44,0.08,0.09,0.12,0.0,1.76,2.92,1.64,1.5,1.6,1.42,12,32.0,1,14,3,0.0,100,0,3.0,0.1,177.2,244.7,136.0,55.9
Adam Wharton,Crystal Palace,Midfielder,50,91.23,0.04,0.2,0.16,0.04,2.45,2.49,1.64,1.5,1.6,1.42,12,32.0,1,14,11,0.2,110,0,3.0,0.6,383.8,554.6,151.0,109.2
Jean-Philippe Mateta,Crystal Palace,Forward,75,90.83,0.59,0.05,0.09,0.0,2.37,0.37,1.64,1.5,1.6,1.42,12,32.0,1,14,1,0.11,30,1,3.0,6.5,411.8,121.7,670.0,119.9
Jørgen Strand Larsen,Crystal Palace,Forward,60,75.24,0.25,0.03,0.19,0.0,2.03,0.34,1.64,1.5,1.6,1.42,12,32.0,1,14,6,0.17,139,0,3.0,1.7,242.2,165.8,386.0,78.1
Yéremy Pino Santos,Crystal Palace,Midfielder,58,72.59,0.2,0.31,0.2,0.0,1.26,1.57,1.64,1.5,1.6,1.42,12,32.0,1,14,1,0.02,10,0,3.0,0.2,271.2,574.1,320.0,116.3
Jaydee Canvot,Crystal Palace,Defender,45,60.17,0.1,0.01,0.26,0.0,9.24,3.08,1.64,1.5,1.6,1.42,12,32.0,1,14,13,0.18,169,0,3.0,0.1,210.8,37.5,28.0,27.5
Kiernan Dewsbury-Hall,Everton,Midfielder,51,93.52,0.14,0.22,0.27,0.0,1.62,1.79,1.3,1.52,1.75,1.45,7,32.0,0,8,5,0.31,178,0,2.0,4.8,458.8,440.6,336.0,123.6
Jordan Pickford,Everton,Goalkeeper,56,100.0,0.0,0.0,0.06,0.0,1.29,0.06,1.3,1.52,1.75,1.45,7,32.0,0,8,9,0.0,180,0,2.0,13.5,744.4,0.2,2.0,74.7
Jarrad Branthwaite,Everton,Defender,53,69.86,0.05,0.02,0.18,0.0,6.27,1.61,1.3,1.52,1.75,1.45,7,32.0,0,8,1,0.0,12,0,2.0,0.5,125.8,31.6,74.0,23.2
James Tarkowski,Everton,Defender,57,100.0,0.07,0.05,0.17,0.0,9.03,1.3,1.3,1.52,1.75,1.45,7,32.0,0,8,6,0.04,90,0,2.0,12.0,765.8,185.9,289.0,124.4
Vitalii Mykolenko,Everton,Defender,49,99.7,0.01,0.04,0.19,0.0,5.6,1.35,1.3,1.52,1.75,1.45,7,32.0,0,8,8,0.0,180,0,2.0,0.6,443.4,328.8,65.0,83.6
Jake O'Brien,Everton,Defender,49,94.93,0.02,0.02,0.07,0.04,5.16,1.73,1.3,1.52,1.75,1.45,7,32.0,0,8,9,0.0,180,0,2.0,0.7,476.2,229.6,128.0,83.7
Michael Keane,Everton,Defender,46,87.86,0.14,0.0,0.0,0.04,9.57,1.31,1.3,1.52,1.75,1.45,7,32.0,0,8,11,0.06,180,0,2.0,3.1,649.6,30.1,241.0,92.1
Iliman Ndiaye,Everton,Midfielder,62,96.67,0.2,0.16,0.08,0.0,1.26,2.3,1.3,1.52,1.75,1.45,7,32.0,0,8,12,0.55,178,1,2.0,4.2,520.2,376.2,429.0,132.8
Idrissa Gana Gueye,Everton,Midfielder,54,94.14,0.08,0.06,0.05,0.05,2.54,2.05,1.3,1.52,1.75,1.45,7,32.0,0,8,12,0.03,180,0,2.0,0.1,347.2,236.0,178.0,76.2
James Garner,Everton,Midfielder,53,99.89,0.06,0.18,0.23,0.0,4.3,2.98,1.3,1.52,1.75,1.45,7,32.0,0,8,10,0.16,180,1,2.0,4.5,736.4,750.7,211.0,170.1
