full_name,team_name,player_position,current_fpl_cost,playing_time_min_percentage,xg_per_90,xag_per_90,yellows_per_90,reds_per_90,clearances_blocks_interceptions_per_90,tackles_per_90,team_xg_per_90,team_xg_against_per_90,opponent_xg_per_90,opponent_xg_against_per_90,opponent_league_position,gameweek,is_at_home,team_league_position,points_last_3,xg_last_3,minutes_last_3,total_minutes,is_penalty_taker,opponent_goals_conceded_last_3,ownership_percent,influence_per_90,creativity_per_90,threat_per_90,ict_per_90
Alex Scott,Bournemouth,Midfielder,60,100.0,0.0,0.0,0.0,0.0,1.0,4.0,0.71,2.47,1.45,2.23,4,2,1,13,2,0.0,90,90.0,0,0.0,1.5,18.87219101123596,15.231741573033707,9.922752808988765,4.392556179775281
Justin Kluivert,Bournemouth,Midfielder,60,85.56,0.09,0.05,0.0,0.0,1.22,3.65,0.71,2.47,1.45,2.23,4,2,1,13,3,0.11,74,74.0,1,0.0,1.2,,,,
Lewis Cook,Bournemouth,Midfielder,50,86.67,0.0,0.0,0.0,0.0,3.6,1.2,0.71,2.47,1.45,2.23,4,2,1,13,3,0.0,75,75.0,0,0.0,0.2,21.34403669724771,18.970183486238533,1.2385321100917432,4.190366972477064
Francisco Evanilson de Lima Barbosa,Bournemouth,Forward,60,85.56,0.0,0.52,1.17,0.0,4.86,1.22,0.71,2.47,1.45,2.23,4,2,1,13,4,0.0,74,74.0,0,0.0,2.6,11.511856986501275,13.064939802991608,26.563298066399124,5.105800802626779
Caoimhín Kelleher,Brentford,Goalkeeper,50,100.0,0.0,0.0,0.0,0.0,0.0,0.0,4.04,0.76,0.47,0.66,9,2,0,3,7,0.0,90,90.0,0,0.0,6.2,24.697297297297297,0.6216216216216217,0.0,2.535135135135135
Nathan Collins,Brentford,Defender,55,100.0,0.5,0.06,0.0,0.0,3.0,0.0,4.04,0.76,0.47,0.66,9,2,0,3,6,0.34,90,90.0,0,0.0,2.0,25.706496129249413,4.356109054190509,9.84516997643891,3.9956243688993607
Keane Lewis-Potter,Brentford,Midfielder,55,100.0,0.58,0.02,0.0,0.0,4.0,1.0,4.04,0.76,0.47,0.66,9,2,0,3,10,0.77,90,90.0,0,0.0,0.7,,,,
Kristoffer Ajer,Brentford,Defender,45,100.0,0.08,0.0,0.0,0.0,8.0,2.0,4.04,0.76,0.47,0.66,9,2,0,3,8,0.11,90,90.0,0,0.0,3.7,20.014404432132963,2.9468144044321334,8.227146814404433,3.1263157894736846
Michael Kayode,Brentford,Defender,45,85.56,0.95,0.0,0.0,0.0,4.8,0.0,4.04,0.76,0.47,0.66,9,2,0,3,13,0.5,75,75.0,0,0.0,5.1,16.955801104972373,12.988950276243092,3.591160220994475,3.361878453038674
Kevin Schade,Brentford,Midfielder,60,100.0,0.44,0.04,0.0,0.0,1.0,3.0,4.04,0.76,0.47,0.66,9,2,0,3,3,0.52,90,90.0,1,0.0,3.6,17.606413994169092,12.466836734693876,26.927842565597665,5.667638483965014
Dango Ouattara,Brentford,Midfielder,65,75.56,0.04,0.22,0.0,0.0,2.73,0.0,4.04,0.76,0.47,0.66,9,2,0,3,3,0.05,66,66.0,0,0.0,1.2,20.20343461030383,16.7556142668428,27.820343461030383,6.4517833553500665
Mathias Jensen,Brentford,Midfielder,55,75.56,0.12,0.79,0.0,0.0,0.0,2.73,4.04,0.76,0.47,0.66,9,2,0,3,6,0.08,66,66.0,0,0.0,0.2,17.509602501116568,25.4323358642251,8.07949977668602,5.100937918713711
Vitaly Janelt,Brentford,Midfielder,50,100.0,0.49,0.08,1.0,0.0,6.0,4.0,4.04,0.76,0.47,0.66,9,2,0,3,9,0.39,90,90.0,0,0.0,0.2,21.991631799163176,22.07949790794979,6.087866108786611,4.958158995815899
Igor Thiago Nascimento Rodrigues,Brentford,Forward,80,93.33,0.97,0.0,0.0,0.0,1.1,0.0,4.04,0.76,0.47,0.66,9,2,0,3,0,1.0,82,82.0,1,0.0,17.2,27.95429616087751,10.489031078610603,32.08409506398537,7.044789762340035
Mamadou Sangaré,Brentford,Midfielder,55,85.56,0.05,0.66,0.0,0.0,4.8,2.4,4.04,0.76,0.47,0.66,9,2,0,3,14,0.05,75,75.0,0,0.0,5.4,,,,
Bart Verbruggen,Brighton,Goalkeeper,45,100.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.28,2.58,1.42,6,2,0,1,6,0.0,90,90.0,0,2.0,21.6,24.605263157894736,0.2631578947368421,0.0,2.4921052631578946
Olivier Boscagli,Brighton,Defender,45,100.0,0.0,0.0,0.0,0.0,5.0,1.0,4.0,0.28,2.58,1.42,6,2,0,1,6,0.0,90,90.0,0,2.0,0.2,24.28535669586984,9.25907384230288,1.3516896120150188,3.503128911138924
Maxim De Cuyper,Brighton,Defender,45,92.22,1.5,0.15,0.0,0.0,1.17,3.51,4.0,0.28,2.58,1.42,6,2,0,1,17,1.47,77,77.0,0,2.0,4.3,,,,
Lewis Dunk,Brighton,Defender,45,100.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.28,2.58,1.42,6,2,0,1,6,0.0,90,90.0,0,2.0,1.1,20.60768417342263,3.981318293972506,6.661966866408178,3.1311244272118435
Jack Hinshelwood,Brighton,Midfielder,60,76.67,1.83,0.13,0.0,0.0,0.0,2.86,4.0,0.28,2.58,1.42,6,2,0,1,16,1.41,63,63.0,0,2.0,1.4,16.206221198156683,11.820276497695852,21.35944700460829,4.914746543778802
Pascal Groß,Brighton,Midfielder,55,100.0,0.0,0.48,1.0,0.0,0.0,3.0,4.0,0.28,2.58,1.42,6,2,0,1,2,0.0,90,90.0,1,2.0,13.7,21.85085574572127,36.75916870415648,12.102689486552569,7.069070904645477
Georginio Rutter,Brighton,Forward,55,100.0,0.07,0.91,0.0,0.0,1.0,2.0,4.0,0.28,2.58,1.42,6,2,0,1,5,0.08,90,90.0,0,2.0,1.0,17.158783783783786,17.71114864864865,22.702702702702705,5.7516891891891895
Diego Gómez Amarilla,Brighton,Midfielder,50,100.0,0.23,0.81,0.0,0.0,2.12,3.18,4.0,0.28,2.58,1.42,6,2,0,1,6,0.18,85,85.0,0,2.0,3.9,18.629192253188474,13.591402928672649,18.3656117146906,5.059045819555975
Yasin Ayari,Brighton,Midfielder,55,76.67,0.11,0.14,1.3,0.0,1.43,0.0,4.0,0.28,2.58,1.42,6,2,0,1,2,0.11,63,63.0,0,2.0,0.7,16.856845393024468,11.773555439875066,10.82248828735034,3.958875585632483
Mats Wieffer,Brighton,Defender,50,92.22,0.09,0.08,0.0,0.0,4.68,4.68,4.0,0.28,2.58,1.42,6,2,0,1,7,0.09,77,77.0,0,2.0,0.4,22.58285113098369,13.781693845344556,9.894792214623882,4.62546028406102
Morgan Rogers,Chelsea,Midfielder,75,93.33,0.6,0.3,0.0,0.0,0.0,2.22,2.58,1.42,4.0,0.28,1,2,1,6,8,0.96,81,81.0,0,0.0,24.9,20.475,19.377439024390245,23.89939024390244,6.365853658536586
Robert Lynch Sánchez,Chelsea,Goalkeeper,50,100.0,0.0,0.0,0.0,0.0,1.0,0.0,2.58,1.42,4.0,0.28,1,2,1,6,2,0.0,90,90.0,0,0.0,2.4,24.34144736842105,1.4802631578947367,0.0,2.5667763157894736
Reece James,Chelsea,Defender,55,100.0,0.08,0.03,1.0,0.0,6.0,0.0,2.58,1.42,4.0,0.28,1,2,1,6,0,0.1,90,90.0,0,0.0,10.3,21.108840061318347,22.24476239141543,5.334695963208993,4.879407256004088
Malo Gusto,Chelsea,Defender,50,86.67,0.0,0.0,0.0,0.0,2.4,1.2,2.58,1.42,4.0,0.28,1,2,1,6,1,0.0,75,75.0,0,0.0,1.2,17.704656319290464,17.90022172949002,8.181818181818182,4.382261640798226
Jorrel Hato,Chelsea,Defender,45,74.44,0.05,0.79,0.0,0.0,1.41,2.81,2.58,1.42,4.0,0.28,1,2,1,6,1,0.01,64,64.0,0,0.0,0.5,,,,
Josh Acheampong,Chelsea,Defender,45,100.0,0.0,0.0,0.0,0.0,10.0,5.0,2.58,1.42,4.0,0.28,1,2,1,6,3,0.0,90,90.0,0,0.0,0.3,,,,
Cole Palmer,Chelsea,Midfielder,95,94.44,0.61,0.6,0.0,0.0,0.0,2.2,2.58,1.42,4.0,0.28,1,2,1,6,13,0.28,82,82.0,1,0.0,11.7,24.71545547594678,18.12896622313204,25.194472876151487,6.802968270214944
Roméo Lavia,Chelsea,Midfielder,50,74.44,0.79,0.24,1.34,0.0,2.81,4.22,2.58,1.42,4.0,0.28,1,2,1,6,1,0.21,64,64.0,0,0.0,0.1,,,,
João Pedro Junqueira de Jesus,Chelsea,Forward,75,100.0,0.67,0.35,0.0,0.0,1.0,0.0,2.58,1.42,4.0,0.28,1,2,1,6,11,0.63,90,90.0,0,0.0,64.9,25.67945823927765,15.460496613995488,30.77878103837472,7.181715575620768
Maxence Lacroix,Chelsea,Defender,60,100.0,0.0,0.45,0.0,0.0,7.0,5.0,2.58,1.42,4.0,0.28,1,2,1,6,6,0.0,90,90.0,0,0.0,9.2,23.980551053484604,3.104051863857374,9.218800648298217,3.626256077795786
Frank Onyeka,Coventry,Midfielder,50,100.0,0.0,0.0,0.0,0.0,3.0,1.0,0.56,1.85,1.5,1.78,5,2,1,18,2,0.0,90,90.0,0,0.0,0.2,,,,
Carl Rushworth,Coventry,Goalkeeper,45,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.56,1.85,1.5,1.78,5,2,1,18,1,0.0,90,90.0,0,0.0,1.2,,,,
Bobby Thomas,Coventry,Defender,40,100.0,0.01,0.03,0.0,0.0,9.0,1.0,0.56,1.85,1.5,1.78,5,2,1,18,3,0.02,90,90.0,0,0.0,8.0,,,,
Milan van Ewijk,Coventry,Defender,40,100.0,0.0,0.0,0.0,0.0,6.0,1.0,0.56,1.85,1.5,1.78,5,2,1,18,1,0.0,90,90.0,0,0.0,13.5,,,,
Jay Dasilva,Coventry,Defender,40,100.0,0.0,0.0,0.0,0.0,6.0,0.0,0.56,1.85,1.5,1.78,5,2,1,18,1,0.0,90,90.0,0,0.0,0.9,,,,
Aurèle Amenda,Coventry,Defender,40,100.0,0.0,0.0,0.0,0.0,9.0,0.0,0.56,1.85,1.5,1.78,5,2,1,18,1,0.0,90,90.0,0,0.0,0.9,,,,
Matt Grimes,Coventry,Midfielder,50,100.0,0.0,0.0,0.0,0.0,4.0,0.0,0.56,1.85,1.5,1.78,5,2,1,18,2,0.0,90,90.0,0,0.0,0.2,,,,
Loum Tchaouna,Coventry,Midfielder,55,93.33,0.05,0.0,0.0,0.0,3.33,0.0,0.56,1.85,1.5,1.78,5,2,1,18,2,0.04,81,81.0,0,0.0,0.2,,,,
Brandon Thomas-Asante,Coventry,Forward,50,80.0,0.0,0.0,0.0,0.0,6.52,0.0,0.56,1.85,1.5,1.78,5,2,1,18,2,0.0,69,69.0,0,0.0,0.8,,,,
Ellis Simms,Coventry,Forward,50,80.0,0.0,0.02,0.0,0.0,1.3,0.0,0.56,1.85,1.5,1.78,5,2,1,18,2,0.0,69,69.0,0,0.0,0.9,,,,
Caleb Yirenkyi,Coventry,Midfielder,50,71.11,0.0,0.0,1.41,0.0,0.0,0.0,0.56,1.85,1.5,1.78,5,2,1,18,1,0.0,61,61.0,0,0.0,0.3,,,,
Dean Henderson,Crystal Palace,Goalkeeper,50,100.0,0.0,0.0,0.0,0.0,3.0,0.0,2.23,1.45,2.47,0.71,8,2,1,16,2,0.0,90,90.0,0,1.0,1.9,22.643243243243244,0.2702702702702703,0.0,2.2891891891891896
Daniel Muñoz Mejía,Crystal Palace,Defender,55,65.56,0.5,0.0,0.0,0.0,5.0,1.67,2.23,1.45,2.47,0.71,8,2,1,16,0,0.23,54,54.0,0,1.0,9.2,22.3125,14.8725,15.15,5.23125
Chris Richards,Crystal Palace,Defender,50,100.0,0.0,0.0,0.0,0.0,14.0,2.0,2.23,1.45,2.47,0.71,8,2,1,16,3,0.0,90,90.0,0,1.0,0.8,23.167433628318584,5.0846017699115045,5.893805309734513,3.4279646017699115
Jaydee Canvot,Crystal Palace,Defender,50,100.0,0.02,0.0,0.0,0.0,4.0,4.0,2.23,1.45,2.47,0.71,8,2,1,16,1,0.05,90,90.0,0,1.0,0.3,24.50488354620586,4.31404958677686,3.786626596543952,3.2524417731029303
Tyrick Mitchell,Crystal Palace,Defender,45,100.0,0.0,0.03,0.0,0.0,3.0,2.0,2.23,1.45,2.47,0.71,8,2,1,16,1,0.0,90,90.0,0,1.0,6.0,17.95573316938211,12.928681217337845,6.667691361819859,3.76268060252075
Adam Wharton,Crystal Palace,Midfielder,55,100.0,0.0,0.33,0.0,0.0,4.0,2.0,2.23,1.45,2.47,0.71,8,2,1,16,4,0.0,90,90.0,0,1.0,0.9,17.435736677115987,25.39184952978056,6.34796238244514,4.923197492163009
Daichi Kamada,Crystal Palace,Midfielder,50,100.0,0.0,0.3,1.0,0.0,3.0,3.0,2.23,1.45,2.47,0.71,8,2,1,16,3,0.0,90,90.0,0,1.0,0.3,11.33649289099526,16.592417061611375,7.345971563981042,3.530805687203791
Jean-Philippe Mateta,Crystal Palace,Forward,65,74.44,1.77,0.03,0.0,0.0,1.45,2.9,2.23,1.45,2.47,0.71,8,2,1,16,2,0.7,62,62.0,1,1.0,5.6,23.09864253393665,6.5402714932126695,32.009049773755656,6.141176470588236
Eddie Nketiah,Crystal Palace,Forward,55,66.67,0.46,1.98,0.0,0.0,1.64,1.64,2.23,1.45,2.47,0.71,8,2,1,16,1,0.6,55,55.0,0,1.0,0.5,,,,
Dwight McNeil,Crystal Palace,Midfielder,55,74.44,0.03,0.0,0.0,0.0,4.35,0.0,2.23,1.45,2.47,0.71,8,2,1,16,2,0.05,62,62.0,0,1.0,0.2,10.89922480620155,18.79069767441861,10.69767441860465,4.046511627906977
Jordan Pickford,Everton,Goalkeeper,55,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,2.23,0.71,2.47,13,2,0,4,7,0.0,90,90.0,0,2.0,8.5,23.294736842105262,0.5342105263157895,0.0526315789473684,2.389473684210526
James Tarkowski,Everton,Defender,60,100.0,0.05,0.0,0.0,0.0,8.0,1.0,1.45,2.23,0.71,2.47,13,2,0,4,6,0.05,90,90.0,0,2.0,8.8,26.90810810810811,6.367567567567567,11.405405405405403,4.478378378378379
Jarrad Branthwaite,Everton,Defender,55,100.0,0.0,0.0,0.0,0.0,6.0,2.0,1.45,2.23,0.71,2.47,13,2,0,4,6,0.0,90,90.0,0,2.0,1.8,23.230088495575224,5.68141592920354,9.95575221238938,3.889380530973452
Vitalii Mykolenko,Everton,Defender,45,100.0,0.0,0.03,0.0,0.0,4.0,0.0,1.45,2.23,0.71,2.47,13,2,0,4,6,0.0,90,90.0,0,2.0,1.6,17.00844880027036,11.986819871578236,2.159513349104427,3.111524163568773
Kiernan Dewsbury-Hall,Everton,Midfielder,65,100.0,0.19,0.12,0.0,0.0,1.0,2.0,1.45,2.23,0.71,2.47,13,2,0,4,11,0.12,90,90.0,0,2.0,4.1,21.20426017497148,20.577786230505897,14.994294408520352,5.6827691137314575
Iliman Ndiaye,Everton,Midfielder,60,100.0,0.22,0.61,0.0,0.0,0.0,4.0,1.45,2.23,0.71,2.47,13,2,0,4,9,0.24,90,90.0,1,2.0,16.0,19.605177993527505,15.50809061488673,18.705501618122977,5.388349514563107
Tyrique George,Everton,Midfielder,55,97.78,0.25,0.14,0.0,0.0,3.25,0.0,1.45,2.23,0.71,2.47,13,2,0,4,3,0.18,83,83.0,0,2.0,0.3,,,,
Harrison Armstrong,Everton,Midfielder,50,100.0,0.0,0.07,0.0,0.0,3.0,2.0,1.45,2.23,0.71,2.47,13,2,0,4,8,0.0,90,90.0,0,2.0,0.2,,,,
Merlin Röhl,Everton,Midfielder,50,100.0,0.0,0.09,0.0,0.0,2.0,2.0,1.45,2.23,0.71,2.47,13,2,0,4,3,0.0,90,90.0,0,2.0,0.1,,,,
Hayden Hackney,Everton,Midfielder,55,92.22,0.04,0.03,0.0,0.0,1.15,2.31,1.45,2.23,0.71,2.47,13,2,0,4,3,0.01,78,78.0,0,2.0,0.3,,,,
Thierno Barry,Everton,Forward,55,92.22,0.64,0.14,0.0,0.0,0.0,1.15,1.45,2.23,0.71,2.47,13,2,0,4,8,0.45,78,78.0,1,2.0,1.9,,,,
Bernd Leno,Fulham,Goalkeeper,45,100.0,0.0,0.0,0.0,0.0,1.0,0.0,1.42,2.58,1.18,1.58,14,2,0,12,2,0.0,90,90.0,0,2.0,3.1,21.478947368421053,0.0,0.0,2.144736842105263
Antonee Robinson,Fulham,Defender,45,93.33,0.22,0.05,0.0,0.0,4.44,3.33,1.42,2.58,1.18,1.58,14,2,0,12,1,0.13,81,81.0,1,2.0,1.7,22.69670477471419,20.251513113651647,4.9630127774041695,4.799596503026227
Jorge Cuenca Barreno,Fulham,Defender,45,100.0,0.0,0.24,0.0,0.0,9.0,1.0,1.42,2.58,1.18,1.58,14,2,0,12,3,0.0,90,90.0,0,2.0,0.0,24.02566844919786,4.54331550802139,1.3475935828877006,3.0032085561497324
Calvin Bassey,Fulham,Defender,45,100.0,0.02,0.0,1.0,0.0,3.0,1.0,1.42,2.58,1.18,1.58,14,2,0,12,0,0.02,90,90.0,0,2.0,0.8,20.402843601895736,5.409952606635071,4.087677725118484,3.0035545023696684
Timothy Castagne,Fulham,Defender,45,100.0,0.07,0.17,1.0,0.0,5.0,1.0,1.42,2.58,1.18,1.58,14,2,0,12,6,0.09,90,90.0,0,2.0,0.3,18.26441784548422,14.307943416757343,9.548422198041347,4.220892274211099
Alex Iwobi,Fulham,Midfielder,55,100.0,0.0,0.0,0.0,0.0,3.0,1.0,1.42,2.58,1.18,1.58,14,2,0,12,2,0.0,90,90.0,0,2.0,1.0,19.01157024793389,27.49834710743801,12.75619834710744,5.928099173553719
Oscar Bobb,Fulham,Midfielder,55,76.67,0.0,0.18,0.0,0.0,1.36,4.09,1.42,2.58,1.18,1.58,14,2,0,12,2,0.0,66,66.0,0,2.0,0.3,,,,
Sander Berge,Fulham,Midfielder,50,83.33,0.04,0.05,0.0,0.0,1.25,1.25,1.42,2.58,1.18,1.58,14,2,0,12,2,0.03,72,72.0,0,2.0,0.4,13.568181818181818,11.3150826446281,3.2541322314049586,2.8202479338842976
Gonzalo García,Fulham,Forward,60,100.0,0.8,0.0,0.0,0.0,0.0,1.0,1.42,2.58,1.18,1.58,14,2,0,12,6,0.73,90,90.0,1,2.0,2.4,,,,
César Palacios,Fulham,Midfielder,55,83.33,0.19,0.0,0.0,0.0,0.0,2.5,1.42,2.58,1.18,1.58,14,2,0,12,2,0.16,72,72.0,0,2.0,0.2,,,,
John Egan,Hull,Defender,40,100.0,0.0,0.0,0.0,0.0,20.0,1.0,1.5,1.78,0.56,1.85,18,2,0,5,8,0.0,90,90.0,0,3.0,1.8,,,,
Semi Ajayi,Hull,Defender,40,73.33,0.96,0.0,0.0,0.0,10.0,0.0,1.5,1.78,0.56,1.85,18,2,0,5,14,0.52,63,63.0,0,3.0,1.4,,,,
Lewie Coyle,Hull,Defender,40,80.0,0.0,0.04,0.0,0.0,1.3,1.3,1.5,1.78,0.56,1.85,18,2,0,5,6,0.0,69,69.0,0,3.0,0.7,,,,
Mohamed Belloumi,Hull,Midfielder,50,100.0,0.05,0.0,0.0,0.0,3.0,4.0,1.5,1.78,0.56,1.85,18,2,0,5,3,0.05,90,90.0,0,3.0,0.6,,,,
Matt Crooks,Hull,Midfielder,45,100.0,0.0,0.0,1.0,0.0,4.0,4.0,1.5,1.78,0.56,1.85,18,2,0,5,2,0.0,90,90.0,0,3.0,0.7,,,,
Regan Slater,Hull,Midfielder,45,100.0,0.0,0.53,0.0,0.0,0.0,1.0,1.5,1.78,0.56,1.85,18,2,0,5,6,0.0,90,90.0,0,3.0,3.4,,,,
Konstantinos Tzolakis,Hull,Goalkeeper,45,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.78,0.56,1.85,18,2,0,5,10,0.0,90,90.0,0,3.0,1.4,,,,
Elliot Stroud,Hull,Midfielder,50,81.11,0.0,0.0,0.0,0.0,1.29,3.86,1.5,1.78,0.56,1.85,18,2,0,5,3,0.0,70,70.0,0,3.0,0.1,,,,
Nobel Mendy,Hull,Defender,40,73.33,0.72,0.0,0.0,0.0,18.57,0.0,1.5,1.78,0.56,1.85,18,2,0,5,15,0.28,63,63.0,0,3.0,1.9,,,,
Issa Diop,Ipswich,Defender,40,100.0,0.0,0.0,0.0,0.0,4.0,1.0,1.58,1.18,1.78,1.5,17,2,0,7,2,0.0,90,90.0,0,2.0,17.8,21.14778325123153,0.8866995073891626,3.435960591133005,2.5492610837438425
Saša Lukić,Ipswich,Midfielder,50,100.0,0.0,0.06,0.0,0.0,2.0,1.0,1.58,1.18,1.78,1.5,17,2,0,7,5,0.0,90,90.0,0,2.0,0.1,16.522543352601158,22.97341040462428,9.15606936416185,4.858959537572255
Dara O'Shea,Ipswich,Defender,40,100.0,0.0,0.05,0.0,0.0,16.0,2.0,1.58,1.18,1.78,1.5,17,2,0,7,4,0.0,90,90.0,0,2.0,3.5,,,,
