full_name,team_name,player_position,current_fpl_cost,playing_time_min_percentage,xg_per_90,xag_per_90,yellows_per_90,reds_per_90,clearances_blocks_interceptions_per_90,tackles_per_90,team_xg_per_90,team_xg_against_per_90,opponent_xg_per_90,opponent_xg_against_per_90,opponent_league_position,gameweek,is_at_home,team_league_position,points_last_3,xg_last_3,minutes_last_3,is_penalty_taker,opponent_goals_conceded_last_3,ownership_percent,influence_per_90,creativity_per_90,threat_per_90,ict_per_90,total_minutes
Malick Thiaw,Newcastle,Defender,51,93.03,0.19,0.03,0.15,0.0,8.1,1.26,1.59,1.48,1.73,1.52,11,33.0,1,14,2,0.0,126,0,3.0,5.2,26.36517043536956,3.4718191022612217,12.423219709753628,4.2190347620654745,2963.0
Nick Woltemade,Newcastle,Forward,67,68.06,0.41,0.09,0.0,0.0,1.46,1.19,1.59,1.48,1.73,1.52,11,33.0,1,14,6,0.14,70,0,3.0,6.6,21.227848101265824,14.924050632911392,20.174050632911392,5.5775316455696204,1896.0
Oleksandr Zinchenko,"""Nottham Forest""",Defender,49,77.11,0.02,0.12,0.0,0.0,3.58,2.56,1.2,1.69,0.99,2.18,19,33.0,1,16,0,0.0,0,0,5.0,0.2,,,,,
Stefan Ortega Moreno,"""Nottham Forest""",Goalkeeper,47,100.0,0.0,0.0,0.0,0.0,0.33,0.0,1.2,1.69,0.99,2.18,19,33.0,1,16,0,0.0,0,0,5.0,0.2,,,,,
Matz Sels,"""Nottham Forest""",Goalkeeper,46,94.76,0.0,0.0,0.08,0.0,0.93,0.04,1.2,1.69,0.99,2.18,19,33.0,1,16,10,0.0,180,0,5.0,4.9,24.634420697412825,0.3374578177727784,0.0,2.4971878515185604,2667.0
Nikola Milenković,"""Nottham Forest""",Defender,51,100.0,0.01,0.0,0.19,0.0,7.31,0.75,1.2,1.69,0.99,2.18,19,33.0,1,16,11,0.0,180,0,5.0,3.3,18.144,1.7840000000000005,3.2,2.317333333333333,3375.0
Murillo Costa dos Santos,"""Nottham Forest""",Defender,52,96.81,0.03,0.01,0.22,0.0,7.97,1.38,1.2,1.69,0.99,2.18,19,33.0,1,16,7,0.13,180,0,5.0,2.1,22.909859154929578,4.880281690140845,3.464788732394366,3.126760563380281,2130.0
Ola Aina,"""Nottham Forest""",Defender,47,98.26,0.02,0.02,0.19,0.0,5.82,1.66,1.2,1.69,0.99,2.18,19,33.0,1,16,8,0.0,178,0,5.0,2.4,16.17391304347826,9.090737240075615,3.2892249527410207,2.8638941398865785,1587.0
Neco Williams,"""Nottham Forest""",Defender,48,97.2,0.05,0.14,0.17,0.03,4.12,2.69,1.2,1.69,0.99,2.18,19,33.0,1,16,26,0.2,180,0,5.0,4.3,22.591320636902903,16.080861692163595,10.677489853262566,4.934124258507649,3203.0
Jair Paula da Cunha Filho,"""Nottham Forest""",Defender,42,78.52,0.06,0.0,0.0,0.0,6.73,1.68,1.2,1.69,0.99,2.18,19,33.0,1,16,0,0.0,0,0,5.0,0.1,17.15953307392996,2.6614785992217898,5.077821011673152,2.486381322957198,514.0
Felipe Rodrigues da Silva,"""Nottham Forest""",Defender,43,69.26,0.13,0.0,0.39,0.0,7.48,2.3,1.2,1.69,0.99,2.18,19,33.0,1,16,0,0.0,0,0,5.0,0.1,24.931343283582088,2.5253731343283583,6.447761194029851,3.3917910447761197,1340.0
Zach Abbott,"""Nottham Forest""",Defender,38,65.0,0.0,0.0,0.0,0.0,6.0,1.5,1.2,1.69,0.99,2.18,19,33.0,1,16,0,0.0,0,0,5.0,0.3,13.854545454545454,3.4909090909090907,0.0,1.7454545454545454,165.0
Morgan Gibbs-White,"""Nottham Forest""",Midfielder,74,95.9,0.3,0.1,0.03,0.0,1.39,0.53,1.2,1.69,0.99,2.18,19,33.0,1,16,10,0.94,173,1,5.0,5.4,24.48951950983553,21.70041921960658,24.26314092228313,7.038052241212513,3101.0
Callum Hudson-Odoi,"""Nottham Forest""",Midfielder,57,68.78,0.14,0.19,0.0,0.0,1.18,0.69,1.2,1.69,0.99,2.18,19,33.0,1,16,13,0.08,159,0,5.0,0.7,17.95103373231774,29.952665941240483,16.1588683351469,6.394994559303591,1838.0
Elliot Anderson,"""Nottham Forest""",Midfielder,56,99.65,0.08,0.11,0.19,0.0,2.7,2.83,1.2,1.69,0.99,2.18,19,33.0,1,16,9,0.05,180,0,5.0,6.8,24.7202881152461,25.970888355342137,8.373349339735894,5.915366146458584,3332.0
Ibrahim Sangaré,"""Nottham Forest""",Midfielder,49,87.22,0.08,0.07,0.24,0.0,3.83,2.62,1.2,1.69,0.99,2.18,19,33.0,1,16,8,0.0,180,0,5.0,0.1,18.859623733719246,8.939218523878436,5.4703328509406655,3.334298118668596,2073.0
Chris Wood,"""Nottham Forest""",Forward,71,71.85,0.34,0.03,0.0,0.0,0.96,0.16,1.2,1.69,0.99,2.18,19,33.0,1,16,1,0.17,25,1,5.0,4.5,13.962053571428571,8.879464285714286,26.71875,4.821428571428571,896.0
Igor Jesus Maciel da Cruz,"""Nottham Forest""",Forward,58,69.82,0.23,0.09,0.0,0.0,1.53,0.86,1.2,1.69,0.99,2.18,19,33.0,1,16,10,0.45,158,0,5.0,1.2,16.50850414304405,9.447448757086786,28.495420846053207,5.353685128652421,2293.0
John Victor Maciel Furtado,"""Nottham Forest""",Goalkeeper,40,97.78,0.0,0.0,0.2,0.0,0.82,0.0,1.2,1.69,0.99,2.18,19,33.0,1,16,0,0.0,0,0,5.0,0.3,11.615560640732266,0.0,0.0,1.173913043478261,437.0
Nicolò Savona,"""Nottham Forest""",Defender,45,82.22,0.11,0.05,0.17,0.0,3.25,1.76,1.2,1.69,0.99,2.18,19,33.0,1,16,0,0.0,0,0,5.0,0.1,19.01853658536585,10.817560975609757,8.253658536585366,3.819512195121951,1025.0
Daniel Ballard,Sunderland,Defender,47,85.68,0.16,0.07,0.13,0.0,10.01,1.39,1.1,1.57,1.38,1.5,4,33.0,0,10,0,0.0,0,0,4.0,3.0,27.82276119402985,7.606343283582089,15.531716417910449,5.100279850746269,2144.0
Trai Hume,Sunderland,Defender,45,90.03,0.07,0.05,0.31,0.0,4.11,2.09,1.1,1.57,1.38,1.5,4,33.0,0,10,1,0.27,98,0,4.0,0.3,16.26055408970976,12.505606860158313,7.361477572559367,3.588720316622691,3032.0
Reinildo Mandava,Sunderland,Defender,38,89.01,0.01,0.01,0.41,0.06,5.93,1.84,1.1,1.57,1.38,1.5,4,33.0,0,10,7,0.0,91,0,4.0,2.7,17.230925737538147,5.960325534079348,1.785350966429298,2.504069175991862,1966.0
Jenson Seelt,Sunderland,Defender,40,75.0,0.0,0.0,0.0,0.0,5.41,2.71,1.1,1.57,1.38,1.5,4,33.0,0,10,0,0.0,0,0,4.0,0.1,22.73684210526316,1.6240601503759398,0.0,2.43609022556391,133.0
Habib Diarra,Sunderland,Midfielder,53,89.33,0.18,0.02,0.3,0.0,1.21,0.98,1.1,1.57,1.38,1.5,4,33.0,0,10,11,0.29,174,1,4.0,0.1,10.66143977191732,9.86600142551675,15.010691375623663,3.4575908766928007,1403.0
Enzo Le Fée,Sunderland,Midfielder,49,89.37,0.16,0.15,0.19,0.0,2.56,2.64,1.1,1.57,1.38,1.5,4,33.0,0,10,4,0.0,95,1,4.0,1.0,22.29419795221843,25.077133105802048,9.95221843003413,5.740955631399317,2930.0
Noah Sadiki,Sunderland,Midfielder,49,98.68,0.03,0.02,0.26,0.0,3.02,1.55,1.1,1.57,1.38,1.5,4,33.0,0,10,4,0.33,180,0,4.0,0.1,10.821169145624353,10.375994465582844,5.043237634036665,2.6336907644413694,2891.0
Chemsdine Talbi,Sunderland,Midfielder,49,61.76,0.15,0.04,0.0,0.0,1.29,0.61,1.1,1.57,1.38,1.5,4,33.0,0,10,9,0.54,98,0,4.0,0.2,13.839021249195106,12.256922086284607,14.198325820991627,4.004507405022537,1553.0
Granit Xhaka,Sunderland,Midfielder,51,93.49,0.03,0.12,0.19,0.0,4.5,1.64,1.1,1.57,1.38,1.5,4,33.0,0,10,9,0.19,180,0,4.0,3.2,21.25129265770424,18.468459152016543,3.13340227507756,4.284384694932782,2901.0
Robin Roefs,Sunderland,Goalkeeper,48,100.0,0.0,0.02,0.1,0.0,1.14,0.0,1.1,1.57,1.38,1.5,4,33.0,0,10,11,0.0,90,0,4.0,7.5,25.18857142857143,1.4285714285714286,0.0,2.66,3150.0
Omar Alderete,Sunderland,Defender,41,97.26,0.05,0.02,0.22,0.0,9.21,1.03,1.1,1.57,1.38,1.5,4,33.0,0,10,9,0.0,180,0,4.0,5.5,24.10082230961745,4.443689667500894,8.977475867000358,3.764747944225957,2797.0
Nordi Mukiele,Sunderland,Defender,45,96.28,0.09,0.1,0.16,0.0,6.78,2.45,1.1,1.57,1.38,1.5,4,33.0,0,10,14,0.26,81,0,4.0,6.7,23.715517241379317,11.414870689655174,7.823275862068966,4.2963362068965525,2784.0
Lutsharel Geertruida,Sunderland,Defender,45,61.73,0.04,0.05,0.06,0.0,4.27,2.17,1.1,1.57,1.38,1.5,4,33.0,0,10,3,0.0,90,0,4.0,0.1,,,,,
Brian Brobbey,Sunderland,Forward,53,64.76,0.31,0.07,0.31,0.0,0.87,0.43,1.1,1.57,1.38,1.5,4,33.0,0,10,9,1.73,180,0,4.0,0.6,15.628125,9.3984375,25.875,5.0015625,1920.0
Bertrand Traoré,Sunderland,Midfielder,55,62.5,0.08,0.13,0.13,0.0,1.56,1.56,1.1,1.57,1.38,1.5,4,33.0,0,10,0,0.0,0,0,4.0,0.0,,,,,
Melker Ellborg,Sunderland,Goalkeeper,40,100.0,0.0,0.0,0.0,0.0,2.0,0.0,1.1,1.57,1.38,1.5,4,33.0,0,10,3,0.0,90,0,4.0,0.1,24.53333333333333,0.0,0.0,2.466666666666667,270.0
Guglielmo Vicario,Spurs,Goalkeeper,47,100.0,0.0,0.0,0.03,0.0,1.13,0.03,1.19,1.56,1.49,1.41,9,33.0,1,18,2,0.0,90,0,1.0,5.0,22.87741935483871,0.3258064516129032,0.0,2.329032258064516,2790.0
Antonín Kinský,Spurs,Goalkeeper,39,100.0,0.0,0.0,0.0,0.0,2.0,0.0,1.19,1.56,1.49,1.41,9,33.0,1,18,2,0.0,90,0,1.0,1.6,14.657142857142857,0.0,0.0,1.4714285714285715,630.0
Pedro Porro Sauceda,Spurs,Defender,51,90.28,0.03,0.13,0.28,0.0,4.43,2.08,1.19,1.56,1.49,1.41,9,33.0,1,18,2,0.1,180,0,1.0,9.3,22.2406015037594,28.411385606874333,6.509129967776585,5.719656283566058,2793.0
Cristian Romero,Spurs,Defender,50,90.72,0.09,0.09,0.43,0.1,6.69,2.79,1.19,1.56,1.49,1.41,9,33.0,1,18,2,0.06,159,0,1.0,3.0,27.678972712680576,6.43338683788122,10.738362760834672,4.4879614767255225,1869.0
Djed Spence,Spurs,Defender,41,84.91,0.05,0.09,0.2,0.0,3.29,1.89,1.19,1.56,1.49,1.41,9,33.0,1,18,1,0.0,45,0,1.0,0.9,12.781844802342606,9.210834553440703,9.092240117130308,3.0966325036603224,2049.0
Destiny Udogie,Spurs,Defender,43,68.37,0.02,0.1,0.29,0.0,2.42,2.03,1.19,1.56,1.49,1.41,9,33.0,1,18,1,0.0,135,0,1.0,0.3,13.968539325842697,12.606741573033707,6.943820224719101,3.3573033707865165,1335.0
Micky van de Ven,Spurs,Defender,44,96.13,0.09,0.03,0.29,0.04,5.58,1.12,1.19,1.56,1.49,1.41,9,33.0,1,18,2,0.0,135,0,1.0,17.6,20.2255836895758,2.817494245314041,6.451825057546859,2.9477145675764547,3041.0
Mohammed Kudus,Spurs,Midfielder,64,92.22,0.13,0.15,0.17,0.0,0.53,1.7,1.19,1.56,1.49,1.41,9,33.0,1,18,0,0.0,0,0,1.0,9.3,19.54788273615635,24.26188925081433,17.706840390879478,6.138762214983713,1535.0
Rodrigo Bentancur,Spurs,Midfielder,52,80.0,0.05,0.05,0.31,0.0,4.41,2.37,1.19,1.56,1.49,1.41,9,33.0,1,18,0,0.0,0,0,1.0,0.2,16.70744680851064,9.469148936170214,5.9361702127659575,3.2265957446808518,1880.0
Yves Bissouma,Spurs,Midfielder,52,65.0,0.04,0.0,0.58,0.0,4.89,3.52,1.19,1.56,1.49,1.41,9,33.0,1,18,0,0.0,0,0,1.0,0.0,,,,,
Archie Gray,Spurs,Midfielder,48,74.04,0.09,0.1,0.31,0.0,3.9,0.69,1.19,1.56,1.49,1.41,9,33.0,1,18,4,0.16,143,0,1.0,0.2,15.870836165873554,8.449354180829367,9.666893269884431,3.395649218218898,1471.0
Richarlison de Andrade,Spurs,Forward,63,62.84,0.43,0.13,0.29,0.0,2.94,1.21,1.19,1.56,1.49,1.41,9,33.0,1,18,4,0.26,126,0,1.0,5.5,27.755373592630505,11.035823950870013,37.538382804503584,7.609007164790174,1954.0
João Maria Lobo Alves Palhares Costa Palhinha Gonçalves,Spurs,Midfielder,55,74.03,0.07,0.03,0.3,0.0,3.99,4.84,1.19,1.56,1.49,1.41,9,33.0,1,18,1,0.0,29,0,1.0,0.7,,,,,
Xavi Simons,Spurs,Midfielder,65,68.8,0.1,0.24,0.22,0.06,1.41,1.86,1.19,1.56,1.49,1.41,9,33.0,1,18,2,0.0,28,0,1.0,1.1,18.01030337721809,27.499713795077277,13.136805953062392,5.867773325701203,1747.0
Randal Kolo Muani,Spurs,Forward,69,62.59,0.15,0.09,0.13,0.0,1.37,1.44,1.19,1.56,1.49,1.41,9,33.0,1,18,3,0.09,113,0,1.0,0.4,,,,,
Conor Gallagher,Spurs,Midfielder,50,77.89,0.13,0.05,0.0,0.0,2.43,1.35,1.19,1.56,1.49,1.41,9,33.0,1,18,3,0.0,90,0,1.0,0.1,14.500422654268808,15.664412510566358,11.715976331360949,4.191885038038884,1183.0
Alphonse Areola,West Ham,Goalkeeper,42,100.0,0.0,0.0,0.0,0.0,1.5,0.0,1.29,1.83,1.69,1.49,13,33.0,0,17,0,0.0,0,0,2.0,1.9,,,,,
El Hadji Malick Diouf,West Ham,Defender,41,93.33,0.02,0.1,0.16,0.0,5.69,1.36,1.29,1.83,1.69,1.49,13,33.0,0,17,7,0.03,180,0,2.0,2.3,,,,,
Maximilian Kilman,West Ham,Defender,41,82.12,0.07,0.01,0.23,0.0,8.31,0.92,1.29,1.83,1.69,1.49,13,33.0,0,17,0,0.0,0,0,2.0,0.1,,,,,
Konstantinos Mavropanos,West Ham,Defender,44,87.91,0.11,0.02,0.09,0.0,9.67,1.54,1.29,1.83,1.69,1.49,13,33.0,0,17,24,0.35,180,0,2.0,0.7,,,,,
Nayef Aguerd,West Ham,Defender,44,100.0,0.04,0.0,0.0,0.0,7.0,0.5,1.29,1.83,1.69,1.49,13,33.0,0,17,0,0.0,0,0,2.0,0.0,,,,,
Ollie Scarles,West Ham,Defender,43,61.48,0.03,0.13,0.14,0.0,5.92,3.99,1.29,1.83,1.69,1.49,13,33.0,0,17,0,0.0,0,0,2.0,0.0,,,,,
Jean-Clair Todibo,West Ham,Defender,43,95.06,0.03,0.02,0.21,0.05,6.4,1.96,1.29,1.83,1.69,1.49,13,33.0,0,17,0,0.0,0,0,2.0,0.1,,,,,
Aaron Wan-Bissaka,West Ham,Defender,41,96.72,0.0,0.05,0.19,0.0,6.34,1.37,1.29,1.83,1.69,1.49,13,33.0,0,17,0,0.0,82,0,2.0,4.4,,,,,
Lucas Tolentino Coelho de Lima,West Ham,Midfielder,59,95.31,0.14,0.18,0.29,0.06,1.78,2.38,1.29,1.83,1.69,1.49,13,33.0,0,17,0,0.0,0,0,2.0,1.1,,,,,
Crysencio Summerville,West Ham,Midfielder,55,87.51,0.24,0.1,0.18,0.0,1.96,1.54,1.29,1.83,1.69,1.49,13,33.0,0,17,3,0.41,77,0,2.0,1.3,,,,,
Freddie Potts,West Ham,Midfielder,43,60.42,0.02,0.1,0.08,0.0,3.91,2.11,1.29,1.83,1.69,1.49,13,33.0,0,17,2,0.0,57,0,2.0,0.5,,,,,
Jarrod Bowen,West Ham,Forward,76,99.86,0.24,0.18,0.13,0.0,1.98,1.32,1.29,1.83,1.69,1.49,13,33.0,0,17,16,0.47,180,1,2.0,9.4,,,,,
Kyle Walker-Peters,West Ham,Defender,42,60.06,0.1,0.03,0.18,0.0,3.53,3.28,1.29,1.83,1.69,1.49,13,33.0,0,17,6,0.0,90,0,2.0,0.2,,,,,
Mads Hermansen,West Ham,Goalkeeper,42,100.0,0.0,0.0,0.0,0.0,1.33,0.0,1.29,1.83,1.69,1.49,13,33.0,0,17,9,0.0,180,0,2.0,0.5,,,,,
Mateus Gonçalo Espanha Fernandes,West Ham,Midfielder,55,92.74,0.04,0.11,0.22,0.0,2.58,2.98,1.29,1.83,1.69,1.49,13,33.0,0,17,4,0.02,174,0,2.0,0.4,,,,,
Pablo Felipe Pereira de Jesus,West Ham,Forward,54,69.58,0.14,0.08,0.0,0.0,2.25,3.0,1.29,1.83,1.69,1.49,13,33.0,0,17,7,0.31,167,0,2.0,0.0,,,,,
Valentín Castellanos,West Ham,Forward,55,89.72,0.36,0.07,0.28,0.0,1.62,0.57,1.29,1.83,1.69,1.49,13,33.0,0,17,12,0.84,126,0,2.0,0.1,,,,,
Axel Disasi,West Ham,Defender,45,100.0,0.14,0.0,0.0,0.0,4.88,0.75,1.29,1.83,1.69,1.49,13,33.0,0,17,7,0.41,180,0,2.0,0.1,,,,,0.0
Sam Johnstone,Wolves,Goalkeeper,44,100.0,0.0,0.0,0.0,0.0,2.0,0.17,0.95,1.81,1.51,1.47,15,33.0,0,20,0,0.0,0,0,1.0,0.1,,,,,
José Malheiro de Sá,Wolves,Goalkeeper,42,100.0,0.0,0.0,0.1,0.0,2.05,0.0,0.95,1.81,1.51,1.47,15,33.0,0,20,1,0.0,180,0,1.0,1.2,,,,,
Emmanuel Agbadou,Wolves,Defender,42,86.75,0.04,0.01,0.08,0.08,7.61,2.62,0.95,1.81,1.51,1.47,15,33.0,0,20,0,0.0,0,0,1.0,0.1,,,,,
Matt Doherty,Wolves,Defender,44,81.33,0.01,0.02,0.49,0.0,5.64,1.67,0.95,1.81,1.51,1.47,15,33.0,0,20,0,0.0,0,0,1.0,0.1,,,,,
Hugo Bueno López,Wolves,Defender,43,77.97,0.03,0.13,0.04,0.0,4.16,2.43,0.95,1.81,1.51,1.47,15,33.0,0,20,1,0.05,180,0,1.0,0.2,,,,,
Yerson Mosquera Valdelamar,Wolves,Defender,43,86.67,0.11,0.06,0.55,0.0,6.38,2.53,0.95,1.81,1.51,1.47,15,33.0,0,20,1,0.08,160,0,1.0,0.1,,,,,
Santiago Ignacio Bueno,Wolves,Defender,44,97.05,0.04,0.01,0.18,0.0,5.64,1.88,0.95,1.81,1.51,1.47,15,33.0,0,20,1,0.04,180,0,1.0,0.1,,,,,
Toti Gomes,Wolves,Defender,42,84.37,0.04,0.01,0.17,0.08,6.93,1.39,0.95,1.81,1.51,1.47,15,33.0,0,20,0,0.0,0,0,1.0,0.1,,,,,
Ki-Jana Hoever,Wolves,Defender,38,60.69,0.0,0.07,0.0,0.0,5.74,2.77,0.95,1.81,1.51,1.47,15,33.0,0,20,0,0.0,0,0,1.0,0.9,,,,,
Hwang Hee-chan,Wolves,Midfielder,56,63.12,0.19,0.08,0.23,0.0,1.7,0.62,0.95,1.81,1.51,1.47,15,33.0,0,20,1,0.04,19,0,1.0,0.1,,,,,
André Trindade da Costa Neto,Wolves,Midfielder,52,85.17,0.02,0.04,0.36,0.0,3.08,2.72,0.95,1.81,1.51,1.47,15,33.0,0,20,6,0.11,180,0,1.0,0.1,,,,,
Marshall Munetsi,Wolves,Midfielder,53,73.76,0.19,0.04,0.21,0.0,4.03,2.17,0.95,1.81,1.51,1.47,15,33.0,0,20,0,0.0,0,0,1.0,0.0,,,,,
Jackson Tchatchoua,Wolves,Defender,44,67.89,0.01,0.11,0.15,0.0,3.93,1.46,0.95,1.81,1.51,1.47,15,33.0,0,20,1,0.07,180,0,1.0,0.0,,,,,
Ladislav Krejcí,Wolves,Defender,45,95.16,0.06,0.04,0.13,0.04,6.3,1.1,0.95,1.81,1.51,1.47,15,33.0,0,20,0,0.05,180,0,1.0,0.1,,,,,
Mateus Mané,Wolves,Forward,43,68.94,0.09,0.08,0.0,0.0,1.86,1.1,0.95,1.81,1.51,1.47,15,33.0,0,20,2,0.03,74,0,1.0,1.2,,,,,
Adam Armstrong,Wolves,Forward,52,90.28,0.12,0.15,0.42,0.0,1.41,0.42,0.95,1.81,1.51,1.47,15,33.0,0,20,7,0.63,156,0,1.0,0.1,,,,,
