full_name,team_name,player_position,current_fpl_cost,playing_time_min_percentage,xg_per_90,xag_per_90,yellows_per_90,reds_per_90,clearances_blocks_interceptions_per_90,tackles_per_90,team_xg_per_90,team_xg_against_per_90,opponent_xg_per_90,opponent_xg_against_per_90,opponent_league_position,gameweek,is_at_home,team_league_position,points_last_3,xg_last_3,minutes_last_3,is_penalty_taker,opponent_goals_conceded_last_3,ownership_percent,influence_per_90,creativity_per_90,threat_per_90,ict_per_90,total_minutes
Eberechi Eze,Arsenal,Midfielder,72,63.73,0.23,0.15,0.06,0.0,1.15,0.96,1.96,0.8,1.3,1.51,8,30.0,1,1,5,0.25,180,0,3.0,8.1,18.78302387267904,14.59575596816976,21.72413793103448,5.49549071618037,1885.0
Viktor Gyökeres,Arsenal,Forward,88,75.52,0.44,0.1,0.19,0.0,0.87,0.29,1.96,0.8,1.3,1.51,8,30.0,1,1,3,0.03,133,1,3.0,11.9,21.905277401894452,11.0297699594046,31.33964817320704,6.393775372124493,2217.0
Piero Hincapié,Arsenal,Defender,51,82.72,0.02,0.08,0.12,0.0,6.13,2.31,1.96,0.8,1.3,1.51,8,30.0,1,1,9,0.0,180,0,3.0,0.9,22.84499160604365,9.30218242865137,3.626189143816452,3.570789031897035,1787.0
Emiliano Martínez Romero,Aston Villa,Goalkeeper,51,98.09,0.0,0.0,0.08,0.0,1.02,0.0,1.35,1.55,1.91,1.27,3,30.0,0,4,2,0.0,180,0,3.0,4.3,24.43809523809524,0.7365079365079364,0.0,2.5142857142857142,2835.0
Marco Bizot,Aston Villa,Goalkeeper,42,89.56,0.0,0.0,0.22,0.0,1.33,0.0,1.35,1.55,1.91,1.27,3,30.0,0,4,0,0.0,0,0,3.0,0.4,21.41538461538461,0.0,0.0,2.1384615384615384,585.0
Matty Cash,Aston Villa,Defender,48,97.78,0.04,0.11,0.27,0.0,3.9,1.84,1.35,1.55,1.91,1.27,3,30.0,0,4,-1,0.0,135,0,3.0,8.7,19.18766578249337,15.23972148541114,6.594827586206896,4.103116710875331,3016.0
Lucas Digne,Aston Villa,Defender,45,64.44,0.04,0.12,0.19,0.0,3.46,1.7,1.35,1.55,1.91,1.27,3,30.0,0,4,2,0.0,69,0,3.0,1.5,19.553745928338763,22.2557003257329,6.351791530944626,4.812703583061889,1842.0
Ezri Konsa Ngoyo,Aston Villa,Defender,44,99.05,0.03,0.02,0.0,0.04,5.3,0.72,1.35,1.55,1.91,1.27,3,30.0,0,4,1,0.0,180,0,3.0,7.9,17.833937397034596,3.2115321252059306,3.677100494233937,2.4909390444810544,3035.0
Tyrone Mings,Aston Villa,Defender,43,80.0,0.05,0.07,0.0,0.0,6.71,0.41,1.35,1.55,1.91,1.27,3,30.0,0,4,0,0.0,90,0,3.0,0.7,19.239031770045383,5.480332829046898,7.148260211800302,3.18608169440242,1322.0
Pau Torres,Aston Villa,Defender,43,90.62,0.05,0.0,0.0,0.0,5.28,1.25,1.35,1.55,1.91,1.27,3,30.0,0,4,1,0.04,90,0,3.0,0.3,17.311416616855947,2.533771667662881,4.249850567842199,2.426180514046623,1673.0
Morgan Rogers,Aston Villa,Midfielder,75,99.62,0.17,0.19,0.21,0.0,1.43,1.04,1.35,1.55,1.91,1.27,3,30.0,0,4,3,0.34,180,0,3.0,24.2,20.475,19.377439024390245,23.89939024390244,6.365853658536586,3280.0
Youri Tielemans,Aston Villa,Midfielder,59,85.1,0.11,0.18,0.0,0.0,2.29,2.64,1.35,1.55,1.91,1.27,3,30.0,0,4,0,0.0,0,0,3.0,0.6,20.936995153473344,24.891760904684972,8.917609046849758,5.481421647819063,1857.0
John McGinn,Aston Villa,Midfielder,53,83.99,0.13,0.11,0.16,0.0,1.64,1.53,1.35,1.55,1.91,1.27,3,30.0,0,4,0,0.0,0,0,3.0,0.5,19.373595505617978,25.504213483146064,13.019662921348312,5.7851123595505625,2136.0
Boubacar Kamara,Aston Villa,Midfielder,49,88.52,0.07,0.05,0.31,0.0,2.94,2.43,1.35,1.55,1.91,1.27,3,30.0,0,4,0,0.0,0,0,3.0,0.2,20.74468085106383,15.402127659574468,4.787234042553191,4.097872340425532,1410.0
Amadou Onana,Aston Villa,Midfielder,48,78.83,0.11,0.02,0.13,0.0,5.36,2.29,1.35,1.55,1.91,1.27,3,30.0,0,4,4,0.22,180,0,3.0,0.7,21.18974358974359,7.825641025641025,9.128205128205128,3.815384615384616,1755.0
Ollie Watkins,Aston Villa,Forward,85,87.46,0.47,0.06,0.08,0.0,0.67,0.76,1.35,1.55,1.91,1.27,3,30.0,0,4,3,0.28,155,0,3.0,7.7,22.879632897988,10.512177903282735,38.31274267560889,7.1542534415813615,2833.0
Kyle Walker,Burnley,Defender,44,97.82,0.0,0.05,0.3,0.0,4.67,1.52,0.94,2.17,1.71,1.45,9,30.0,1,19,3,0.0,90,0,1.0,1.1,,,,,
Hjalmar Ekdal,Burnley,Defender,38,87.78,0.04,0.01,0.0,0.0,8.63,1.45,0.94,2.17,1.71,1.45,9,30.0,1,19,0,0.0,0,0,1.0,0.8,,,,,
Maxime Estève,Burnley,Defender,39,96.03,0.02,0.03,0.0,0.0,8.6,1.21,0.94,2.17,1.71,1.45,9,30.0,1,19,1,0.09,180,0,1.0,7.7,,,,,
Quilindschy Hartman,Burnley,Defender,40,99.7,0.01,0.12,0.07,0.0,4.91,2.09,0.94,2.17,1.71,1.45,9,30.0,1,19,0,0.0,0,0,1.0,0.6,,,,,
Bashir Humphreys,Burnley,Defender,39,90.77,0.02,0.06,0.42,0.0,6.46,1.95,0.94,2.17,1.71,1.45,9,30.0,1,19,2,0.0,182,0,1.0,0.1,,,,,
Lucas Pires Silva,Burnley,Defender,38,85.56,0.04,0.11,0.0,0.08,4.06,1.99,0.94,2.17,1.71,1.45,9,30.0,1,19,1,0.02,180,0,1.0,0.3,,,,,
Axel Tuanzebe,Burnley,Defender,39,94.85,0.05,0.0,0.1,0.0,8.22,1.16,0.94,2.17,1.71,1.45,9,30.0,1,19,0,0.0,0,0,1.0,0.9,,,,,
Jaidon Anthony,Burnley,Midfielder,50,78.25,0.17,0.1,0.18,0.0,1.77,1.54,0.94,2.17,1.71,1.45,9,30.0,1,19,14,0.4,180,0,1.0,2.0,,,,,0.0
Josh Cullen,Burnley,Midfielder,49,94.63,0.06,0.11,0.12,0.0,4.04,1.9,0.94,2.17,1.71,1.45,9,30.0,1,19,0,0.0,0,0,1.0,0.8,,,,,
Lyle Foster,Burnley,Forward,49,61.9,0.25,0.07,0.31,0.0,1.79,0.94,0.94,2.17,1.71,1.45,9,30.0,1,19,2,0.71,135,0,1.0,0.8,,,,,
Martin Dúbravka,Burnley,Goalkeeper,40,100.0,0.0,0.0,0.03,0.0,1.83,0.03,0.94,2.17,1.71,1.45,9,30.0,1,19,3,0.0,182,0,1.0,32.1,,,,,
James Ward-Prowse,Burnley,Midfielder,56,69.01,0.02,0.31,0.0,0.0,2.41,0.96,0.94,2.17,1.71,1.45,9,30.0,1,19,3,0.0,107,0,1.0,0.2,,,,,
Lesley Ugochukwu,Burnley,Midfielder,50,77.1,0.11,0.02,0.05,0.05,2.47,2.19,0.94,2.17,1.71,1.45,9,30.0,1,19,3,0.1,127,0,1.0,0.1,,,,,
Florentino Ibrain Morris Luís,Burnley,Midfielder,50,77.96,0.05,0.02,0.21,0.0,4.8,4.03,0.94,2.17,1.71,1.45,9,30.0,1,19,2,0.0,71,0,1.0,0.0,,,,,0.0
Đorđe Petrović,Bournemouth,Goalkeeper,45,100.0,0.0,0.0,0.07,0.0,1.86,0.0,1.71,1.45,0.94,2.17,19,30.0,0,9,10,0.0,182,0,7.0,5.2,21.64736842105263,0.0,0.0,2.168421052631579,3420.0
Marcos Senesi Barón,Bournemouth,Defender,50,98.73,0.06,0.12,0.29,0.0,10.35,1.78,1.71,1.45,0.94,2.17,19,30.0,0,9,16,0.01,183,0,7.0,18.4,30.5036496350365,10.067518248175183,5.501824817518249,4.614963503649635,3288.0
Adrien Truffert,Bournemouth,Defender,46,98.89,0.01,0.08,0.1,0.0,5.54,2.73,1.71,1.45,0.94,2.17,19,30.0,0,9,13,0.0,182,0,7.0,2.7,22.83303730017762,15.298401420959149,5.1687388987566605,4.33214920071048,3378.0
James Hill,Bournemouth,Defender,42,71.67,0.04,0.07,0.14,0.0,9.61,1.67,1.71,1.45,0.94,2.17,19,30.0,0,9,11,0.16,182,0,7.0,7.8,24.80780209324453,6.9234062797335865,5.095147478591817,3.695052331113225,2102.0
Marcus Tavernier,Bournemouth,Midfielder,53,87.73,0.29,0.16,0.18,0.0,2.18,1.34,1.71,1.45,0.94,2.17,19,30.0,0,9,9,1.63,170,0,7.0,2.3,21.63689604685212,26.901171303074676,19.930453879941435,6.84882869692533,2732.0
Tyler Adams,Bournemouth,Midfielder,49,89.32,0.05,0.01,0.44,0.0,4.21,2.55,1.71,1.45,0.94,2.17,19,30.0,0,9,5,0.0,151,0,7.0,0.3,19.68908988128886,8.048615036743922,5.850763143018654,3.373092142453363,1769.0
Lewis Cook,Bournemouth,Midfielder,49,62.15,0.01,0.04,0.11,0.11,5.79,2.59,1.71,1.45,0.94,2.17,19,30.0,0,9,0,0.0,0,0,7.0,0.0,21.34403669724771,18.970183486238533,1.2385321100917432,4.190366972477064,872.0
Alex Scott,Bournemouth,Midfielder,51,84.1,0.12,0.07,0.12,0.0,4.36,1.78,1.71,1.45,0.94,2.17,19,30.0,0,9,6,0.68,180,0,7.0,1.3,18.87219101123596,15.231741573033707,9.922752808988765,4.392556179775281,2848.0
Francisco Evanilson de Lima Barbosa,Bournemouth,Forward,68,85.06,0.4,0.1,0.04,0.0,1.12,0.31,1.71,1.45,0.94,2.17,19,30.0,0,9,8,0.15,118,0,7.0,2.3,11.511856986501275,13.064939802991608,26.563298066399124,5.105800802626779,2741.0
Bafodé Diakité,Bournemouth,Defender,42,78.77,0.0,0.01,0.07,0.0,6.85,1.41,1.71,1.45,0.94,2.17,19,30.0,0,9,0,0.0,0,0,7.0,0.3,18.84705882352941,3.832941176470588,1.5529411764705885,2.428235294117647,1275.0
Álex Jiménez Sánchez,Bournemouth,Defender,45,84.09,0.05,0.07,0.38,0.0,3.15,2.52,1.71,1.45,0.94,2.17,19,30.0,0,9,10,0.11,180,0,7.0,0.3,,,,,
Dango Ouattara,Brentford,Midfielder,60,79.57,0.33,0.18,0.22,0.0,3.29,0.89,1.77,1.47,0.93,1.75,20,30.0,1,7,8,0.17,157,0,2.0,3.7,20.20343461030383,16.7556142668428,27.820343461030383,6.4517833553500665,2271.0
Caoimhín Kelleher,Brentford,Goalkeeper,48,100.0,0.0,0.0,0.04,0.0,1.25,0.04,1.77,1.47,0.93,1.75,20,30.0,1,7,6,0.0,90,0,2.0,13.2,24.697297297297297,0.6216216216216217,0.0,2.535135135135135,3330.0
Hákon Rafn Valdimarsson,Brentford,Goalkeeper,39,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.77,1.47,0.93,1.75,20,30.0,1,7,1,0.0,90,0,2.0,0.6,13.0,0.0,0.0,1.3,90.0
Nathan Collins,Brentford,Defender,49,92.14,0.1,0.08,0.17,0.0,9.08,1.0,1.77,1.47,0.93,1.75,20,30.0,1,7,6,0.0,90,0,2.0,2.8,25.706496129249413,4.356109054190509,9.84516997643891,3.9956243688993607,2971.0
Kristoffer Ajer,Brentford,Defender,44,77.83,0.06,0.05,0.11,0.0,7.29,1.96,1.77,1.47,0.93,1.75,20,30.0,1,7,7,0.0,159,0,2.0,0.3,20.014404432132963,2.9468144044321334,8.227146814404433,3.1263157894736846,1805.0
Michael Kayode,Brentford,Defender,45,98.06,0.01,0.08,0.22,0.0,4.34,2.1,1.77,1.47,0.93,1.75,20,30.0,1,7,5,0.0,180,0,2.0,0.8,16.955801104972373,12.988950276243092,3.591160220994475,3.361878453038674,3258.0
Ethan Pinnock,Brentford,Defender,42,88.89,0.0,0.0,0.38,0.0,9.87,1.58,1.77,1.47,0.93,1.75,20,30.0,1,7,0,0.0,0,0,2.0,0.1,25.075471698113205,0.3396226415094339,9.339622641509434,3.4811320754716983,318.0
Sepp van den Berg,Brentford,Defender,45,98.33,0.13,0.04,0.04,0.0,8.39,0.59,1.77,1.47,0.93,1.75,20,30.0,1,7,12,0.38,180,0,2.0,1.4,21.481347337921044,3.1944947482796087,9.94204998189062,3.46504889532778,2761.0
Kevin Schade,Brentford,Midfielder,69,89.23,0.42,0.18,0.26,0.04,1.96,1.44,1.77,1.47,0.93,1.75,20,30.0,1,7,10,1.12,161,0,2.0,2.0,17.606413994169092,12.466836734693876,26.927842565597665,5.667638483965014,2744.0
Mikkel Damsgaard,Brentford,Midfielder,56,67.73,0.11,0.31,0.0,0.0,2.05,2.41,1.77,1.47,0.93,1.75,20,30.0,1,7,21,0.39,180,0,2.0,1.0,23.340175953079186,30.40909090909091,14.34017595307918,6.818181818181818,2046.0
Jordan Henderson,Brentford,Midfielder,50,68.31,0.03,0.16,0.22,0.0,2.75,1.27,1.77,1.47,0.93,1.75,20,30.0,1,7,4,0.0,79,0,2.0,0.3,15.852433281004712,16.874411302982733,2.307692307692308,3.50392464678179,1911.0
Vitaly Janelt,Brentford,Midfielder,49,62.47,0.05,0.26,0.51,0.0,4.74,1.72,1.77,1.47,0.93,1.75,20,30.0,1,7,0,0.0,0,0,2.0,0.2,21.991631799163176,22.07949790794979,6.087866108786611,4.958158995815899,1434.0
Mathias Jensen,Brentford,Midfielder,49,60.7,0.08,0.23,0.18,0.0,2.09,1.6,1.77,1.47,0.93,1.75,20,30.0,1,7,6,0.07,180,0,2.0,0.1,17.509602501116568,25.4323358642251,8.07949977668602,5.100937918713711,2239.0
Gustavo Nunes Fernandes Gomes,Brentford,Midfielder,49,88.06,0.05,0.03,0.37,0.0,0.0,0.0,1.77,1.47,0.93,1.75,20,30.0,1,7,0,0.0,0,0,2.0,0.0,,,,,
Yehor Yarmoliuk,Brentford,Midfielder,50,78.12,0.06,0.05,0.31,0.0,2.64,2.32,1.77,1.47,0.93,1.75,20,30.0,1,7,2,0.0,99,0,2.0,0.1,15.10180995475113,9.26470588235294,3.970588235294117,2.830316742081448,2652.0
Igor Thiago Nascimento Rodrigues,Brentford,Forward,72,95.1,0.7,0.11,0.22,0.0,2.0,0.84,1.77,1.47,0.93,1.75,20,30.0,1,7,8,0.58,180,1,2.0,35.3,27.95429616087751,10.489031078610603,32.08409506398537,7.044789762340035,3282.0
Bart Verbruggen,Brighton,Goalkeeper,45,100.0,0.0,0.0,0.1,0.0,0.83,0.03,1.45,1.47,1.04,1.61,11,30.0,0,14,6,0.0,185,0,4.0,5.4,24.605263157894736,0.2631578947368421,0.0,2.4921052631578946,3420.0
Olivier Boscagli,Brighton,Defender,42,61.25,0.0,0.01,0.41,0.0,6.36,2.05,1.45,1.47,1.04,1.61,11,30.0,0,14,1,0.0,90,0,4.0,0.1,24.28535669586984,9.25907384230288,1.3516896120150188,3.503128911138924,799.0
Lewis Dunk,Brighton,Defender,45,97.94,0.03,0.02,0.34,0.0,6.45,1.13,1.45,1.47,1.04,1.61,11,30.0,0,14,1,0.0,90,0,4.0,1.0,20.60768417342263,3.981318293972506,6.661966866408178,3.1311244272118435,2837.0
Ferdi Kadıoğlu,Brighton,Defender,44,92.66,0.05,0.04,0.23,0.0,2.99,1.82,1.45,1.47,1.04,1.61,11,30.0,0,14,3,0.03,180,0,4.0,0.4,14.520766773162938,12.789776357827476,8.166134185303514,3.5568690095846645,3130.0
Jan Paul van Hecke,Brighton,Defender,44,98.93,0.09,0.03,0.26,0.0,7.09,1.46,1.45,1.47,1.04,1.61,11,30.0,0,14,6,0.0,180,0,4.0,4.0,27.493457943925232,6.7401869158878505,8.271028037383177,4.261682242990654,3210.0
Mitoma Kaoru,Brighton,Midfielder,61,82.75,0.21,0.19,0.19,0.0,1.34,0.77,1.45,1.47,1.04,1.61,11,30.0,0,14,2,0.68,135,0,4.0,1.8,15.14352392065344,22.174445740956827,21.843640606767792,5.896732788798133,1714.0
Georginio Rutter,Brighton,Midfielder,56,75.05,0.14,0.19,0.11,0.0,1.98,1.47,1.45,1.47,1.04,1.61,11,30.0,0,14,4,0.21,90,0,4.0,0.3,17.158783783783786,17.71114864864865,22.702702702702705,5.7516891891891895,1776.0
Yankuba Minteh,Brighton,Midfielder,55,75.02,0.16,0.21,0.0,0.0,1.23,1.88,1.45,1.47,1.04,1.61,11,30.0,0,14,1,0.0,45,0,4.0,1.8,18.527417329426537,26.046881540393468,23.24403516115529,6.792381749686061,2389.0
Jack Hinshelwood,Brighton,Midfielder,51,62.16,0.12,0.07,0.0,0.0,2.52,1.08,1.45,1.47,1.04,1.61,11,30.0,0,14,7,0.37,158,0,4.0,0.1,16.206221198156683,11.820276497695852,21.359447004608292,4.914746543778802,1736.0
Matt O'Riley,Brighton,Midfielder,55,67.78,0.56,0.07,0.0,0.0,1.46,1.95,1.45,1.47,1.04,1.61,11,30.0,0,14,0,0.0,0,0,4.0,0.3,29.13861386138614,30.163366336633665,28.06930693069307,8.732673267326733,202.0
Yasin Ayari,Brighton,Midfielder,48,86.41,0.1,0.05,0.05,0.0,2.47,2.26,1.45,1.47,1.04,1.61,11,30.0,0,14,0,0.0,12,0,4.0,0.4,16.856845393024468,11.773555439875066,10.82248828735034,3.958875585632483,1921.0
Carlos Baleba,Brighton,Midfielder,45,60.65,0.03,0.01,0.34,0.0,3.57,2.0,1.45,1.47,1.04,1.61,11,30.0,0,14,3,0.2,81,0,4.0,1.5,9.120291616038884,8.546172539489673,2.405832320777643,2.012150668286756,1646.0
Diego Gómez Amarilla,Brighton,Midfielder,49,77.39,0.24,0.07,0.35,0.0,1.85,3.5,1.45,1.47,1.04,1.61,11,30.0,0,14,10,0.06,161,0,4.0,0.3,18.629192253188474,13.591402928672649,18.3656117146906,5.059045819555975,2117.0
Mats Wieffer,Brighton,Midfielder,49,82.34,0.09,0.17,0.38,0.0,5.31,3.5,1.45,1.47,1.04,1.61,11,30.0,0,14,6,0.18,151,0,4.0,0.1,22.58285113098369,13.781693845344556,9.894792214623882,4.62546028406102,1901.0
Danny Welbeck,Brighton,Forward,61,65.63,0.5,0.06,0.22,0.0,1.37,0.98,1.45,1.47,1.04,1.61,11,30.0,0,14,10,0.38,111,1,4.0,3.9,23.162294353045795,12.393508225878168,32.13428190306803,6.730991551800799,2249.0
Pascal Groß,Brighton,Midfielder,55,91.67,0.07,0.17,0.22,0.0,2.4,1.63,1.45,1.47,1.04,1.61,11,30.0,0,14,8,0.01,185,0,4.0,0.1,21.85085574572127,36.75916870415648,12.102689486552569,7.069070904645477,1636.0
Robert Lynch Sánchez,Chelsea,Goalkeeper,48,96.46,0.0,0.03,0.15,0.04,0.84,0.08,2.12,1.48,1.63,1.37,12,30.0,1,5,2,0.0,90,0,6.0,13.2,24.34144736842105,1.4802631578947367,0.0,2.5667763157894736,3040.0
Filip Jörgensen,Chelsea,Goalkeeper,43,98.15,0.0,0.0,0.0,0.0,1.02,0.0,2.12,1.48,1.63,1.37,12,30.0,1,5,3,0.0,90,0,6.0,0.2,19.0,0.0,0.0,1.880952380952381,378.0
Marc Cucurella Saseta,Chelsea,Defender,60,84.62,0.06,0.16,0.24,0.05,4.65,2.04,2.12,1.48,1.63,1.37,12,30.0,1,5,1,0.0,11,0,6.0,13.7,,,,,
Reece James,Chelsea,Defender,56,75.94,0.05,0.18,0.2,0.0,3.7,2.35,2.12,1.48,1.63,1.37,12,30.0,1,5,8,0.04,180,0,6.0,8.4,21.108840061318347,22.24476239141543,5.334695963208993,4.879407256004088,1957.0
Trevoh Chalobah,Chelsea,Defender,56,98.02,0.05,0.02,0.11,0.04,7.76,1.24,2.12,1.48,1.63,1.37,12,30.0,1,5,3,0.0,180,0,6.0,18.2,23.283453237410072,3.6,5.179856115107913,3.208273381294964,2780.0
Malo Gusto,Chelsea,Defender,49,71.58,0.1,0.15,0.11,0.05,2.79,2.3,2.12,1.48,1.63,1.37,12,30.0,1,5,6,0.0,89,0,6.0,1.9,17.704656319290464,17.90022172949002,8.181818181818182,4.382261640798226,2255.0
Benoît Badiashile Mukinayi,Chelsea,Defender,44,66.39,0.0,0.0,0.38,0.0,7.85,1.34,2.12,1.48,1.63,1.37,12,30.0,1,5,0,0.0,0,0,6.0,0.0,19.685106382978724,1.5127659574468086,0.3829787234042553,2.1829787234042555,470.0
Wesley Fofana,Chelsea,Defender,44,72.48,0.02,0.05,0.16,0.08,9.81,1.23,2.12,1.48,1.63,1.37,12,30.0,1,5,2,0.25,78,0,6.0,0.3,24.286379511059373,3.436554132712456,3.876600698486613,3.1641443538998835,1718.0
Cole Palmer,Chelsea,Midfielder,106,79.44,0.56,0.09,0.28,0.0,1.53,1.24,2.12,1.48,1.63,1.37,12,30.0,1,5,10,0.18,169,1,6.0,16.4,24.71545547594678,18.12896622313204,25.194472876151487,6.802968270214944,1954.0
Pedro Lomba Neto,Chelsea,Midfielder,70,85.99,0.2,0.29,0.08,0.04,0.72,0.63,2.12,1.48,1.63,1.37,12,30.0,1,5,-1,0.03,69,0,6.0,4.1,17.90414606314188,28.62609357170027,17.287942183339673,6.391403575503994,2629.0
Enzo Fernández,Chelsea,Midfielder,66,96.39,0.38,0.26,0.3,0.0,1.58,1.76,2.12,1.48,1.63,1.37,12,30.0,1,5,5,0.06,163,1,6.0,15.5,24.15028901734104,30.728323699421967,21.589595375722546,7.647398843930636,3114.0
Moisés Caicedo Corozo,Chelsea,Midfielder,57,94.68,0.06,0.09,0.35,0.04,3.79,3.13,2.12,1.48,1.63,1.37,12,30.0,1,5,6,0.05,180,0,6.0,7.6,18.10300429184549,12.975321888412015,4.120171673819742,3.515021459227468,2796.0
João Pedro Junqueira de Jesus,Chelsea,Forward,77,83.33,0.57,0.15,0.17,0.0,1.47,0.93,2.12,1.48,1.63,1.37,12,30.0,1,5,21,3.18,174,0,6.0,49.3,25.67945823927765,15.460496613995488,30.77878103837472,7.181715575620768,2658.0
Alejandro Garnacho Ferreyra,Chelsea,Midfielder,64,62.47,0.32,0.35,0.09,0.0,0.64,1.1,2.12,1.48,1.63,1.37,12,30.0,1,5,7,0.46,94,0,6.0,0.5,15.08802537668517,28.92704203013481,28.477398889770026,7.172878667724028,1261.0
Dean Henderson,Crystal Palace,Goalkeeper,50,100.0,0.0,0.0,0.1,0.0,1.48,0.0,1.68,1.51,1.51,1.54,15,30.0,1,13,6,0.0,180,0,3.0,8.5,22.643243243243244,0.2702702702702703,0.0,2.2891891891891896,3330.0
Daniel Muñoz Mejía,Crystal Palace,Defender,59,94.5,0.11,0.19,0.25,0.0,4.7,2.48,1.68,1.51,1.51,1.54,15,30.0,1,13,2,0.05,103,0,3.0,7.8,22.3125,14.8725,15.15,5.23125,2400.0
Maxence Lacroix,Crystal Palace,Defender,51,98.72,0.09,0.05,0.11,0.04,8.68,1.84,1.68,1.51,1.51,1.54,15,30.0,1,13,3,0.02,55,0,3.0,4.6,23.980551053484604,3.104051863857374,9.218800648298217,3.626256077795786,3085.0
Tyrick Mitchell,Crystal Palace,Defender,50,99.12,0.05,0.07,0.17,0.0,3.94,2.72,1.68,1.51,1.51,1.54,15,30.0,1,13,3,0.01,180,0,3.0,2.2,17.95573316938211,12.928681217337845,6.667691361819859,3.76268060252075,3253.0
Chris Richards,Crystal Palace,Defender,44,99.73,0.04,0.01,0.12,0.0,8.23,2.01,1.68,1.51,1.51,1.54,15,30.0,1,13,5,0.0,180,0,3.0,2.7,23.167433628318584,5.0846017699115045,5.893805309734513,3.4279646017699115,2825.0
Nathaniel Clyne,Crystal Palace,Defender,38,71.53,0.05,0.12,0.17,0.0,4.55,2.55,1.68,1.51,1.51,1.54,15,30.0,1,13,1,0.0,76,0,3.0,0.6,,,,,
Ismaïla Sarr,Crystal Palace,Midfielder,63,96.61,0.45,0.1,0.11,0.0,1.98,0.94,1.68,1.51,1.51,1.54,15,30.0,1,13,17,1.27,180,0,3.0,4.4,19.87206626783249,11.157846295444086,24.891854578923148,5.595490105844454,2173.0
Daichi Kamada,Crystal Palace,Midfielder,50,87.6,0.08,0.09,0.12,0.0,1.78,2.94,1.68,1.51,1.51,1.54,15,30.0,1,13,3,0.0,174,0,3.0,0.1,11.33649289099526,16.592417061611375,7.345971563981042,3.530805687203791,1899.0
Adam Wharton,Crystal Palace,Midfielder,50,93.72,0.04,0.2,0.16,0.04,2.44,2.53,1.68,1.51,1.51,1.54,15,30.0,1,13,12,0.12,147,0,3.0,0.7,17.435736677115987,25.39184952978056,6.34796238244514,4.923197492163009,2552.0
