full_name,team_name,player_position,current_fpl_cost,playing_time_min_percentage,xg_per_90,xag_per_90,yellows_per_90,reds_per_90,clearances_blocks_interceptions_per_90,tackles_per_90,team_xg_per_90,team_xg_against_per_90,opponent_xg_per_90,opponent_xg_against_per_90,opponent_league_position,gameweek,is_at_home,team_league_position,points_last_3,xg_last_3,minutes_last_3,is_penalty_taker,opponent_goals_conceded_last_3,ownership_percent,influence_per_90,creativity_per_90,threat_per_90,ict_per_90,total_minutes
Jean-Philippe Mateta,Crystal Palace,Forward,75,93.62,0.6,0.05,0.09,0.0,2.41,0.38,1.68,1.51,1.51,1.54,15,30.0,1,13,0,0.0,0,1,3.0,6.5,23.09864253393665,6.5402714932126695,32.009049773755656,6.141176470588236,2210.0
Jørgen Strand Larsen,Crystal Palace,Forward,61,75.31,0.26,0.03,0.2,0.0,2.04,0.35,1.68,1.51,1.51,1.54,15,30.0,1,13,6,0.36,137,0,3.0,2.2,10.372881355932204,7.9439374185136895,18.34419817470665,3.5788787483702738,2301.0
Yéremy Pino Santos,Crystal Palace,Midfielder,58,75.21,0.2,0.31,0.2,0.0,1.27,1.58,1.68,1.51,1.51,1.54,15,30.0,1,13,1,0.0,5,0,3.0,0.2,14.137897782063646,31.174541947926716,16.099324975891996,6.135969141755063,2074.0
Kiernan Dewsbury-Hall,Everton,Midfielder,51,92.93,0.15,0.24,0.29,0.0,1.67,1.77,1.3,1.51,1.96,0.8,1,30.0,0,8,15,0.6,178,0,2.0,5.0,21.204260174971477,20.577786230505897,14.994294408520352,5.6827691137314575,2629.0
Jordan Pickford,Everton,Goalkeeper,56,100.0,0.0,0.0,0.07,0.0,1.31,0.07,1.3,1.51,1.96,0.8,1,30.0,0,8,8,0.0,180,0,2.0,13.1,23.294736842105262,0.5342105263157895,0.0526315789473684,2.389473684210526,3420.0
Jarrad Branthwaite,Everton,Defender,53,78.25,0.05,0.02,0.18,0.0,6.06,1.65,1.3,1.51,1.96,0.8,1,30.0,0,8,15,0.1,172,0,2.0,0.4,23.230088495575224,5.68141592920354,9.95575221238938,3.889380530973452,678.0
James Tarkowski,Everton,Defender,57,100.0,0.07,0.05,0.17,0.0,9.14,1.34,1.3,1.51,1.96,0.8,1,30.0,0,8,18,0.13,180,0,2.0,11.1,26.90810810810811,6.367567567567567,11.405405405405403,4.478378378378379,3330.0
Vitalii Mykolenko,Everton,Defender,49,99.68,0.01,0.03,0.21,0.0,5.65,1.26,1.3,1.51,1.96,0.8,1,30.0,0,8,9,0.0,180,0,2.0,0.6,17.00844880027036,11.986819871578236,2.159513349104427,3.111524163568773,2959.0
Jake O'Brien,Everton,Defender,49,94.56,0.02,0.02,0.08,0.04,4.98,1.83,1.3,1.51,1.96,0.8,1,30.0,0,8,7,0.0,180,0,2.0,0.6,16.82232200128287,8.165811417575368,5.946119307248236,3.102950609364977,3118.0
Michael Keane,Everton,Defender,46,86.89,0.15,0.0,0.0,0.05,9.35,1.24,1.3,1.51,1.96,0.8,1,30.0,0,8,2,0.0,8,0,2.0,3.2,26.79134466769706,1.6483771251931991,10.397990726429676,3.8844667697063366,2588.0
Iliman Ndiaye,Everton,Midfielder,62,96.38,0.19,0.17,0.09,0.0,1.23,2.37,1.3,1.51,1.96,0.8,1,30.0,0,8,10,0.06,180,1,2.0,4.2,19.605177993527505,15.50809061488673,18.705501618122977,5.388349514563107,2781.0
Idrissa Gana Gueye,Everton,Midfielder,54,93.56,0.09,0.05,0.05,0.05,2.16,2.05,1.3,1.51,1.96,0.8,1,30.0,0,8,5,0.08,176,0,2.0,0.1,,,,,
James Garner,Everton,Midfielder,52,99.89,0.07,0.18,0.24,0.0,4.25,3.01,1.3,1.51,1.96,0.8,1,30.0,0,8,16,0.0,180,1,2.0,4.0,23.389979490184587,25.26223263990624,6.24963375329622,5.495458540873132,3413.0
Thierno Barry,Everton,Forward,57,62.72,0.42,0.05,0.16,0.0,1.46,0.17,1.3,1.51,1.96,0.8,1,30.0,0,8,7,0.91,23,0,2.0,0.9,16.169652265542677,9.848788198103266,23.75658587987355,4.860379346680716,1898.0
Jack Grealish,Everton,Midfielder,63,91.39,0.17,0.25,0.11,0.05,1.49,1.11,1.3,1.51,1.96,0.8,1,30.0,0,8,0,0.0,0,0,2.0,5.8,20.699446834665025,28.792255685310387,21.960663798401967,7.146896127842655,1627.0
Bernd Leno,Fulham,Goalkeeper,49,100.0,0.0,0.0,0.1,0.0,1.24,0.14,1.26,1.59,1.21,1.73,17,30.0,0,10,5,0.0,180,0,5.0,1.6,21.478947368421053,0.0,0.0,2.144736842105263,3420.0
Antonee Robinson,Fulham,Defender,49,75.56,0.01,0.08,0.1,0.0,5.15,2.63,1.26,1.59,1.21,1.73,17,30.0,0,10,1,0.0,90,0,5.0,0.7,22.69670477471419,20.251513113651647,4.9630127774041695,4.799596503026227,1487.0
Joachim Andersen,Fulham,Defender,45,97.91,0.06,0.02,0.24,0.0,8.96,1.45,1.26,1.59,1.21,1.73,17,30.0,0,10,0,0.0,0,0,5.0,4.8,24.68910478834143,4.090909090909091,4.621790423317141,3.3414295628036084,2882.0
Calvin Bassey,Fulham,Defender,44,90.63,0.06,0.01,0.26,0.0,5.85,2.14,1.26,1.59,1.21,1.73,17,30.0,0,10,2,0.29,180,0,5.0,0.5,20.402843601895736,5.409952606635071,4.087677725118484,3.0035545023696684,2532.0
Issa Diop,Fulham,Defender,43,65.89,0.01,0.0,0.3,0.0,6.39,0.91,1.26,1.59,1.21,1.73,17,30.0,0,10,3,0.0,180,0,5.0,0.1,21.14778325123153,0.8866995073891626,3.435960591133005,2.5492610837438425,812.0
Jorge Cuenca Barreno,Fulham,Defender,43,75.24,0.0,0.05,0.47,0.0,9.47,1.55,1.26,1.59,1.21,1.73,17,30.0,0,10,1,0.0,1,0,5.0,0.1,24.02566844919786,4.54331550802139,1.3475935828877006,3.0032085561497324,935.0
Kenny Tete,Fulham,Defender,45,90.74,0.04,0.05,0.1,0.0,4.97,3.33,1.26,1.59,1.21,1.73,17,30.0,0,10,4,0.22,171,0,5.0,0.3,20.90452261306533,10.758793969849249,5.42713567839196,3.713567839195981,1791.0
Alex Iwobi,Fulham,Midfielder,64,96.62,0.08,0.15,0.09,0.0,1.24,1.01,1.26,1.59,1.21,1.73,17,30.0,0,10,12,0.1,179,0,5.0,2.4,19.01157024793389,27.49834710743801,12.75619834710744,5.928099173553719,2420.0
Ryan Sessegnon,Fulham,Midfielder,54,81.77,0.08,0.12,0.0,0.0,4.88,2.24,1.26,1.59,1.21,1.73,17,30.0,0,10,5,0.15,98,0,5.0,0.2,20.50770925110132,11.15088105726872,11.349118942731277,4.296806167400881,1816.0
Harry Wilson,Fulham,Midfielder,60,88.56,0.19,0.17,0.25,0.0,2.2,0.91,1.26,1.59,1.21,1.73,17,30.0,0,10,12,0.34,71,0,5.0,22.5,23.80254300673149,22.2509349289454,20.228122662677634,6.62715033657442,2674.0
Sander Berge,Fulham,Midfielder,49,93.64,0.04,0.06,0.15,0.0,3.01,1.78,1.26,1.59,1.21,1.73,17,30.0,0,10,6,0.0,171,0,5.0,0.1,13.568181818181818,11.3150826446281,3.2541322314049586,2.8202479338842976,2904.0
Saša Lukić,Fulham,Midfielder,49,71.05,0.14,0.11,0.44,0.0,3.2,2.61,1.26,1.59,1.21,1.73,17,30.0,0,10,0,0.0,0,0,5.0,0.1,16.522543352601158,22.97341040462428,9.15606936416185,4.858959537572255,1730.0
Raúl Jiménez Rodríguez,Fulham,Forward,62,76.98,0.5,0.08,0.23,0.0,1.75,1.42,1.26,1.59,1.21,1.73,17,30.0,0,10,3,0.59,131,1,5.0,2.8,,,,,
Karl Darlow,Leeds,Goalkeeper,39,100.0,0.0,0.0,0.08,0.0,1.38,0.0,1.51,1.54,1.68,1.51,13,30.0,0,15,5,0.0,180,0,3.0,2.5,24.154545454545453,0.0,0.0,2.4272727272727272,1980.0
Jayden Bogle,Leeds,Defender,44,94.53,0.07,0.08,0.2,0.0,3.53,2.02,1.51,1.54,1.68,1.51,13,30.0,0,15,4,0.22,158,0,3.0,0.2,14.039355992844364,11.14454382826476,7.019677996422183,3.229695885509839,2795.0
Pascal Struijk,Leeds,Defender,43,96.32,0.1,0.03,0.12,0.0,8.09,1.12,1.51,1.54,1.68,1.51,13,30.0,0,15,4,0.06,180,0,3.0,0.5,21.38534923339012,4.952299829642248,8.340715502555366,3.468143100511073,2935.0
Jaka Bijol,Leeds,Defender,39,78.33,0.04,0.06,0.16,0.0,7.99,1.2,1.51,1.54,1.68,1.51,13,30.0,0,15,2,0.28,9,0,3.0,0.4,25.350635593220336,4.0280720338983045,11.583686440677964,4.09957627118644,1888.0
Gabriel Gudmundsson,Leeds,Defender,38,92.78,0.03,0.09,0.15,0.0,3.84,2.29,1.51,1.54,1.68,1.51,13,30.0,0,15,4,0.06,173,0,3.0,3.9,15.105802047781571,12.41296928327645,5.392491467576792,3.2901023890784984,2637.0
Joe Rodon,Leeds,Defender,39,97.53,0.06,0.01,0.04,0.0,7.34,1.18,1.51,1.54,1.68,1.51,13,30.0,0,15,4,0.0,176,0,3.0,4.0,21.5609756097561,4.185975609756098,7.378048780487805,3.326219512195122,2952.0
Brenden Aaronson,Leeds,Midfielder,54,75.56,0.25,0.21,0.05,0.0,1.11,2.13,1.51,1.54,1.68,1.51,13,30.0,0,15,4,0.64,137,0,3.0,0.6,17.742752143732137,17.88607594936709,18.30134748877093,5.391180073499387,2449.0
Ethan Ampadu,Leeds,Midfielder,49,99.15,0.05,0.04,0.27,0.0,4.33,2.46,1.51,1.54,1.68,1.51,13,30.0,0,15,6,0.1,180,0,3.0,0.2,17.088169285027252,11.103558832959282,4.789996793844181,3.3097146521320937,3119.0
Ilia Gruev,Leeds,Midfielder,47,69.39,0.05,0.11,0.22,0.0,2.6,1.59,1.51,1.54,1.68,1.51,13,30.0,0,15,5,0.0,135,0,3.0,0.1,13.61608497723824,11.676783004552352,4.370257966616085,2.949924127465857,1318.0
Sean Longstaff,Leeds,Midfielder,48,61.7,0.07,0.24,0.19,0.0,2.39,3.53,1.51,1.54,1.68,1.51,13,30.0,0,15,0,0.0,0,0,3.0,0.2,26.18344965104686,36.22432701894317,10.408773678963112,7.286141575274178,1003.0
Anton Stach,Leeds,Midfielder,47,91.48,0.11,0.25,0.14,0.0,3.04,2.49,1.51,1.54,1.68,1.51,13,30.0,0,15,6,0.18,180,0,3.0,2.7,24.69396369776277,35.004643309413254,11.96707471506965,7.172646686365556,2369.0
Lucas Estella Perri,Leeds,Goalkeeper,45,100.0,0.0,0.0,0.12,0.0,1.0,0.0,1.51,1.54,1.68,1.51,13,30.0,0,15,0,0.0,0,0,3.0,0.2,20.15,0.0,0.0,2.0125,1440.0
Dominic Calvert-Lewin,Leeds,Forward,57,82.95,0.56,0.07,0.05,0.0,1.16,0.47,1.51,1.54,1.68,1.51,13,30.0,0,15,4,0.86,180,1,3.0,8.2,20.49393605292172,10.289966923925029,33.93605292171996,6.439911797133407,2721.0
Noah Okafor,Leeds,Midfielder,55,62.71,0.33,0.09,0.21,0.0,1.49,1.42,1.51,1.54,1.68,1.51,13,30.0,0,15,0,0.0,0,0,3.0,0.1,25.42949130714745,15.93689632968448,25.20927237604636,6.664520283322601,1553.0
James Justin,Leeds,Defender,39,60.28,0.1,0.13,0.17,0.0,6.07,2.24,1.51,1.54,1.68,1.51,13,30.0,0,15,4,0.03,159,0,3.0,1.0,22.33597464342314,9.076069730586372,10.459587955625992,4.19809825673534,1893.0
Alisson Becker,Liverpool,Goalkeeper,54,100.0,0.0,0.0,0.04,0.0,1.46,0.0,1.86,1.28,1.18,1.56,16,30.0,1,6,3,0.0,180,0,9.0,6.2,18.453846153846158,0.0038461538461538,0.0,1.8384615384615384,2340.0
Giorgi Mamardashvili,Liverpool,Goalkeeper,41,100.0,0.0,0.0,0.0,0.0,1.4,0.0,1.86,1.28,1.18,1.56,16,30.0,1,6,0,0.0,0,0,9.0,0.5,28.60899653979239,0.0,0.0,2.8546712802768166,867.0
Milos Kerkez,Liverpool,Defender,56,81.32,0.04,0.08,0.18,0.0,3.74,1.85,1.86,1.28,1.18,1.56,16,30.0,1,6,7,0.0,154,0,9.0,3.0,17.376277210128833,16.624611283873836,5.637494446912483,3.9742336739227015,2251.0
Virgil van Dijk,Liverpool,Defender,62,100.0,0.12,0.01,0.14,0.0,8.72,0.62,1.86,1.28,1.18,1.56,16,30.0,1,6,8,0.63,180,0,9.0,33.1,30.77368421052632,5.681578947368421,12.894736842105262,4.936842105263158,3420.0
Ibrahima Konaté,Liverpool,Defender,55,96.55,0.07,0.03,0.18,0.0,7.38,1.68,1.86,1.28,1.18,1.56,16,30.0,1,6,3,0.0,168,0,9.0,4.3,,,,,
Conor Bradley,Liverpool,Defender,49,71.26,0.02,0.11,0.47,0.0,4.46,1.84,1.86,1.28,1.18,1.56,16,30.0,1,6,0,0.0,0,0,9.0,0.1,15.265086206896552,10.202586206896552,6.012931034482759,3.132543103448276,928.0
Mohamed Salah,Liverpool,Midfielder,140,95.56,0.35,0.27,0.05,0.0,0.5,0.5,1.86,1.28,1.18,1.56,16,30.0,1,6,11,0.47,180,1,9.0,14.5,,,,,
Florian Wirtz,Liverpool,Midfielder,83,84.4,0.28,0.19,0.05,0.0,0.92,1.36,1.86,1.28,1.18,1.56,16,30.0,1,6,0,0.0,0,0,9.0,9.3,19.95619208087616,34.43049705139006,25.2106149957877,7.961246840775063,2374.0
Cody Gakpo,Liverpool,Midfielder,73,81.56,0.34,0.25,0.09,0.0,1.32,0.96,1.86,1.28,1.18,1.56,16,30.0,1,6,9,0.99,154,0,9.0,6.0,17.77631578947368,23.50986842105263,27.335526315789476,6.855263157894736,2736.0
Alexis Mac Allister,Liverpool,Midfielder,63,80.52,0.15,0.07,0.18,0.0,2.21,1.94,1.86,1.28,1.18,1.56,16,30.0,1,6,11,0.37,180,0,9.0,2.3,16.12132629992464,19.06480783722683,12.377543330821402,4.744159758854559,2654.0
Dominik Szoboszlai,Liverpool,Midfielder,69,99.84,0.13,0.21,0.22,0.04,2.6,1.56,1.86,1.28,1.18,1.56,16,30.0,1,6,9,0.08,180,1,9.0,12.0,24.165222772277225,36.8855198019802,11.61200495049505,7.265160891089108,3232.0
Ryan Gravenberch,Liverpool,Midfielder,55,96.87,0.04,0.08,0.19,0.0,3.46,1.73,1.86,1.28,1.18,1.56,16,30.0,1,6,5,0.07,130,0,9.0,5.1,20.67201604814443,14.96088264794383,6.619859578736208,4.215646940822468,2991.0
Hugo Ekitiké,Liverpool,Forward,92,77.09,0.58,0.12,0.0,0.0,1.58,0.56,1.86,1.28,1.18,1.56,16,30.0,1,6,17,0.27,165,0,9.0,35.0,26.3338898163606,15.385642737896491,37.01168614357263,7.823038397328881,1797.0
Antoine Semenyo,Man City,Midfielder,83,100.0,0.4,0.11,0.21,0.0,1.43,1.43,2.02,1.19,1.3,1.84,18,30.0,0,2,15,1.09,180,0,5.0,57.6,25.965000000000003,17.083125,29.446875,7.2478125,3200.0
James Trafford,Man City,Goalkeeper,45,100.0,0.0,0.0,0.0,0.0,2.0,0.67,2.02,1.19,1.3,1.84,18,30.0,0,2,0,0.0,0,0,5.0,0.9,29.5,0.0,0.0,2.975,360.0
Marc Guéhi,Man City,Defender,52,100.0,0.13,0.09,0.19,0.0,6.7,1.37,2.02,1.19,1.3,1.84,18,30.0,0,2,7,0.45,180,0,5.0,37.0,25.76,8.702857142857143,11.485714285714286,4.597142857142857,3150.0
Rayan Aït-Nouri,Man City,Defender,57,67.31,0.03,0.17,0.25,0.0,3.63,3.13,2.02,1.19,1.3,1.84,18,30.0,0,2,15,0.06,166,0,5.0,4.5,18.129763130793,20.05767250257467,8.341915550978372,4.652935118434604,971.0
Joško Gvardiol,Man City,Defender,59,90.76,0.13,0.03,0.14,0.0,5.67,1.18,2.02,1.19,1.3,1.84,18,30.0,0,2,0,0.0,0,0,5.0,3.3,24.24087591240876,7.193430656934307,14.32116788321168,4.585401459854015,1370.0
Abdukodir Khusanov,Man City,Defender,54,62.78,0.01,0.01,0.23,0.0,5.87,2.37,2.02,1.19,1.3,1.84,18,30.0,0,2,1,0.0,13,0,5.0,0.4,18.857743517869658,7.076384022424668,1.6398037841625788,2.7687456201822003,1427.0
Matheus Nunes,Man City,Defender,54,93.03,0.02,0.1,0.17,0.0,4.51,1.99,2.02,1.19,1.3,1.84,18,30.0,0,2,9,0.0,180,0,5.0,3.5,21.89444250262146,17.144355120587207,4.1209367354072,4.328556448794127,2861.0
Rúben dos Santos Gato Alves Dias,Man City,Defender,55,91.2,0.02,0.02,0.13,0.0,6.63,0.57,2.02,1.19,1.3,1.84,18,30.0,0,2,10,0.04,180,0,5.0,3.4,23.596072931276296,6.403927068723702,4.0392706872370265,3.408134642356241,2139.0
Nico O'Reilly,Man City,Defender,51,83.99,0.19,0.12,0.18,0.0,3.49,2.65,2.02,1.19,1.3,1.84,18,30.0,0,2,6,0.41,69,0,5.0,9.9,22.2633371169126,14.09421112372304,19.51191827468785,5.587968217934165,2643.0
Phil Foden,Man City,Midfielder,81,80.36,0.3,0.23,0.2,0.0,1.16,1.36,2.02,1.19,1.3,1.84,18,30.0,0,2,2,0.05,76,0,5.0,8.3,25.25890279114533,39.79403272377286,22.52165543792108,8.744465832531281,2078.0
Bernardo Mota Veiga de Carvalho e Silva,Man City,Midfielder,62,84.29,0.07,0.18,0.29,0.0,2.03,1.33,2.02,1.19,1.3,1.84,18,30.0,0,2,5,0.28,180,0,5.0,0.6,,,,,
Jérémy Doku,Man City,Midfielder,64,63.44,0.2,0.4,0.0,0.0,0.76,1.21,2.02,1.19,1.3,1.84,18,30.0,0,2,1,0.04,13,0,5.0,2.3,27.42131979695432,42.72081218274112,32.74111675126903,10.279187817258885,1773.0
Rodrigo 'Rodri' Hernandez Cascante,Man City,Midfielder,63,74.58,0.07,0.16,0.16,0.0,3.43,2.65,2.02,1.19,1.3,1.84,18,30.0,0,2,12,0.49,180,0,5.0,0.5,21.337748344370866,25.12251655629139,7.271523178807947,5.382119205298013,1510.0
Nico González Iglesias,Man City,Midfielder,59,73.28,0.03,0.05,0.39,0.0,4.4,2.36,2.02,1.19,1.3,1.84,18,30.0,0,2,0,0.0,0,0,5.0,0.1,17.861627162075592,13.497117232543244,4.151185137732223,3.5458039718129406,1561.0
Tijjani Reijnders,Man City,Midfielder,50,66.09,0.27,0.18,0.12,0.0,1.77,0.61,2.02,1.19,1.3,1.84,18,30.0,0,2,1,0.0,20,0,5.0,9.5,18.853974121996306,19.286506469500925,24.12199630314233,6.166358595194085,1623.0
Erling Haaland,Man City,Forward,146,93.21,0.87,0.18,0.04,0.0,1.59,0.5,2.02,1.19,1.3,1.84,18,30.0,0,2,2,0.1,90,1,5.0,60.0,35.97561801557738,9.755841517101254,46.32577040298002,9.213342363697937,2953.0
Gianluigi Donnarumma,Man City,Goalkeeper,56,100.0,0.0,0.0,0.23,0.0,1.35,0.0,2.02,1.19,1.3,1.84,18,30.0,0,2,6,0.0,180,0,5.0,9.7,19.605882352941176,0.3029411764705882,0.0588235294117647,2.0,3060.0
Max Alleyne,Man City,Defender,40,76.67,0.25,0.02,0.0,0.0,5.33,2.0,2.02,1.19,1.3,1.84,18,30.0,0,2,0,0.0,0,0,5.0,0.0,22.666666666666664,9.866666666666667,17.333333333333332,5.0,135.0
Bryan Mbeumo,Man Utd,Midfielder,87,96.9,0.41,0.18,0.17,0.0,0.66,0.84,1.91,1.27,1.35,1.55,4,30.0,1,3,3,0.33,161,0,7.0,22.9,21.67445423209498,27.682497127537346,30.40214477211796,7.976254308693987,2611.0
Altay Bayındır,Man Utd,Goalkeeper,47,100.0,0.0,0.05,0.0,0.0,1.17,0.0,1.91,1.27,1.35,1.55,4,30.0,1,3,0,0.0,0,0,7.0,0.3,19.73333333333333,1.6666666666666663,0.0,2.1333333333333333,540.0
Matthijs de Ligt,Man Utd,Defender,49,100.0,0.1,0.03,0.0,0.0,6.77,1.46,1.91,1.27,1.35,1.55,4,30.0,1,3,0,0.0,0,0,7.0,1.8,21.27692307692308,4.630769230769231,9.384615384615383,3.515384615384616,1170.0
Lisandro Martínez,Man Utd,Defender,48,70.56,0.01,0.04,0.0,0.0,6.27,1.19,1.91,1.27,1.35,1.55,4,30.0,1,3,0,0.0,0,0,7.0,0.6,22.17412530512612,6.949552481692432,1.3913751017087062,3.0756712774613506,1229.0
Diogo Dalot Teixeira,Man Utd,Defender,46,84.61,0.07,0.13,0.22,0.0,4.26,1.67,1.91,1.27,1.35,1.55,4,30.0,1,3,2,0.0,119,0,7.0,4.9,18.4829436565734,15.816404752778842,6.968187044844767,4.125718666155615,2609.0
Patrick Dorgu,Man Utd,Defender,42,67.02,0.14,0.18,0.34,0.0,3.25,3.18,1.91,1.27,1.35,1.55,4,30.0,1,3,0,0.0,0,0,7.0,3.1,29.3125,24.6375,21.3125,7.51875,1440.0
Harry Maguire,Man Utd,Defender,44,72.71,0.08,0.02,0.17,0.0,6.37,0.87,1.91,1.27,1.35,1.55,4,30.0,1,3,3,0.05,174,0,7.0,1.7,20.8271679805943,3.411158277744087,10.042449969678591,3.43844754396604,1649.0
Luke Shaw,Man Utd,Defender,45,94.98,0.01,0.05,0.18,0.0,3.55,1.96,1.91,1.27,1.35,1.55,4,30.0,1,3,2,0.0,83,0,7.0,0.7,15.657763975155282,8.798757763975155,2.7111801242236027,2.722360248447205,3220.0
Leny Yoro,Man Utd,Defender,41,61.41,0.06,0.01,0.0,0.0,5.87,1.58,1.91,1.27,1.35,1.55,4,30.0,1,3,3,0.26,180,0,7.0,1.3,17.01156069364162,4.323121387283237,6.4508670520231215,2.7676300578034683,1730.0
Bruno Borges Fernandes,Man Utd,Midfielder,101,97.09,0.39,0.47,0.12,0.0,2.2,1.68,1.91,1.27,1.35,1.55,4,30.0,1,3,21,0.89,180,1,7.0,41.4,36.939641109298535,56.92169657422512,18.02936378466558,11.199347471451876,3065.0
Matheus Santos Carneiro da Cunha,Man Utd,Midfielder,80,81.03,0.24,0.11,0.05,0.0,1.57,1.47,1.91,1.27,1.35,1.55,4,30.0,1,3,7,0.23,180,0,7.0,7.5,24.3971119133574,19.689530685920577,28.91696750902527,7.310469314079422,2493.0
Amad Diallo,Man Utd,Midfielder,62,84.06,0.24,0.21,0.1,0.0,1.92,1.61,1.91,1.27,1.35,1.55,4,30.0,1,3,2,0.05,29,0,7.0,1.5,16.79948696023942,22.93672509619496,23.086789226165028,6.291150064129971,2339.0
Carlos Henrique Casimiro,Man Utd,Midfielder,56,83.7,0.24,0.11,0.27,0.04,3.85,2.98,1.91,1.27,1.35,1.55,4,30.0,1,3,12,0.43,150,0,7.0,2.8,,,,,
Senne Lammens,Man Utd,Goalkeeper,50,100.0,0.0,0.0,0.0,0.0,0.91,0.04,1.91,1.27,1.35,1.55,4,30.0,1,3,4,0.0,180,0,7.0,2.6,19.8625,0.0,0.0625,1.990625,2880.0
Nick Pope,Newcastle,Goalkeeper,51,99.6,0.01,0.0,0.05,0.0,1.46,0.05,1.63,1.37,2.12,1.48,5,30.0,0,12,1,0.0,90,0,4.0,4.4,24.99586092715232,0.0,1.3038079470198676,2.6336920529801326,2416.0
Lewis Hall,Newcastle,Defender,53,78.69,0.06,0.1,0.12,0.0,5.33,2.58,1.63,1.37,2.12,1.48,5,30.0,0,12,3,0.07,180,0,4.0,2.5,22.756433823529413,17.933823529411764,8.106617647058822,4.880514705882352,2176.0
Fabian Schär,Newcastle,Defender,52,76.11,0.08,0.01,0.08,0.0,8.35,1.16,1.63,1.37,2.12,1.48,5,30.0,0,12,0,0.0,0,0,4.0,1.2,24.066115702479337,5.256198347107438,8.925619834710744,3.834710743801653,1089.0
Sven Botman,Newcastle,Defender,49,74.03,0.09,0.05,0.08,0.0,8.14,0.76,1.63,1.37,2.12,1.48,5,30.0,0,12,1,0.0,1,0,4.0,0.4,29.296619411123228,4.210468920392584,9.323882224645583,4.288985823336969,1834.0
Dan Burn,Newcastle,Defender,50,91.06,0.01,0.02,0.37,0.05,7.32,1.63,1.63,1.37,2.12,1.48,5,30.0,0,12,2,0.0,180,0,4.0,3.3,21.558997722095672,4.399544419134396,7.626423690205011,3.36628701594533,2195.0
Tino Livramento,Newcastle,Defender,49,89.23,0.01,0.05,0.09,0.0,3.35,1.63,1.63,1.37,2.12,1.48,5,30.0,0,12,0,0.0,0,0,4.0,1.8,14.891402714932124,13.554298642533936,2.850678733031674,3.1289592760180995,1326.0
Kieran Trippier,Newcastle,Defender,49,92.03,0.01,0.11,0.19,0.0,3.49,1.42,1.63,1.37,2.12,1.48,5,30.0,0,12,7,0.03,164,0,4.0,1.4,,,,,
Anthony Gordon,Newcastle,Midfielder,72,78.94,0.41,0.2,0.17,0.06,0.81,0.87,1.63,1.37,2.12,1.48,5,30.0,0,12,9,1.4,169,1,4.0,3.0,,,,,
Bruno Guimarães Rodriguez Moura,Newcastle,Midfielder,68,97.68,0.26,0.14,0.22,0.0,1.92,2.23,1.63,1.37,2.12,1.48,5,30.0,0,12,0,0.0,0,1,4.0,4.7,28.67100977198697,27.7292345276873,17.882736156351793,7.435260586319219,2456.0
Joelinton Cássio Apolinário de Lira,Newcastle,Midfielder,59,79.9,0.11,0.1,0.46,0.0,3.37,2.0,1.63,1.37,2.12,1.48,5,30.0,0,12,6,0.26,180,0,4.0,0.3,14.972307692307693,13.675384615384615,15.184615384615386,4.384615384615385,1950.0
Sandro Tonali,Newcastle,Midfielder,53,79.77,0.05,0.12,0.13,0.0,2.61,1.28,1.63,1.37,2.12,1.48,5,30.0,0,12,8,0.06,180,0,4.0,1.1,14.135753749013416,18.969613259668503,7.032359905288081,4.027624309392265,2534.0
Lewis Miley,Newcastle,Midfielder,44,64.91,0.11,0.14,0.0,0.0,3.34,1.91,1.63,1.37,2.12,1.48,5,30.0,0,12,0,0.0,0,0,4.0,2.1,20.652377762893504,15.154722036168788,8.198258539852645,4.400535833891494,1493.0
Aaron Ramsdale,Newcastle,Goalkeeper,48,88.61,0.0,0.01,0.0,0.0,0.7,0.0,1.63,1.37,2.12,1.48,5,30.0,0,12,3,0.0,90,0,4.0,0.7,,,,,
Malick Thiaw,Newcastle,Defender,50,94.62,0.2,0.03,0.12,0.0,7.91,1.14,1.63,1.37,2.12,1.48,5,30.0,0,12,5,0.92,180,0,4.0,4.1,26.36517043536956,3.4718191022612217,12.423219709753628,4.2190347620654745,2963.0
Nick Woltemade,Newcastle,Forward,67,69.96,0.44,0.07,0.0,0.0,1.35,1.06,1.63,1.37,2.12,1.48,5,30.0,0,12,1,0.0,55,0,4.0,6.8,21.227848101265824,14.924050632911392,20.174050632911392,5.5775316455696204,1896.0
Oleksandr Zinchenko,"""Nottham Forest""",Defender,49,77.11,0.02,0.12,0.0,0.0,3.58,2.56,1.21,1.73,1.26,1.59,10,30.0,1,17,0,0.0,0,0,3.0,0.2,,,,,
Stefan Ortega Moreno,"""Nottham Forest""",Goalkeeper,47,100.0,0.0,0.0,0.0,0.0,0.33,0.0,1.21,1.73,1.26,1.59,10,30.0,1,17,0,0.0,0,0,3.0,0.2,,,,,
Matz Sels,"""Nottham Forest""",Goalkeeper,46,94.04,0.0,0.0,0.1,0.0,1.02,0.05,1.21,1.73,1.26,1.59,10,30.0,1,17,3,0.0,180,0,3.0,4.7,24.634420697412825,0.3374578177727784,0.0,2.4971878515185604,2667.0
Nikola Milenković,"""Nottham Forest""",Defender,51,100.0,0.02,0.0,0.21,0.0,7.38,0.69,1.21,1.73,1.26,1.59,10,30.0,1,17,1,0.0,180,0,3.0,3.1,18.144,1.7840000000000005,3.2,2.317333333333333,3375.0
